Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2011-2015,C82_C85,Non-Hodgkin Lymphoma,Typology,3,Manufacturing,22164,299389398,6.1761,0.042,6.0951,6.258,6.18 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,Typology,4,Government,10709,185616434,5.6274,0.0551,5.5213,5.735,5.63 ± 0.06
2011-2015,C82_C85,Non-Hodgkin Lymphoma,Typology,5,Services,42389,681029590,5.5171,0.0271,5.4647,5.5699,5.52 ± 0.03
2011-2015,C82_C85,Non-Hodgkin Lymphoma,Typology,6,Nonspecialized,23467,379753739,5.8005,0.0383,5.7266,5.8752,5.80 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,Typology,National,National,101207,1581880544,5.7344,0.0182,5.6991,5.7698,5.73 ± 0.02
2011-2015,C91_C95,Leukemia,Typology,1,Farming,1610,21176023,6.1277,0.1546,5.832,6.4345,6.13 ± 0.15
2011-2015,C91_C95,Leukemia,Typology,2,Mining,1161,14915360,6.8856,0.2046,6.4952,7.2934,6.89 ± 0.20
2011-2015,C91_C95,Leukemia,Typology,3,Manufacturing,24691,299389398,6.9606,0.0449,6.874,7.0479,6.96 ± 0.04
2011-2015,C91_C95,Leukemia,Typology,4,Government,12153,185616434,6.4167,0.0589,6.3031,6.5318,6.42 ± 0.06
2011-2015,C91_C95,Leukemia,Typology,5,Services,48438,681029590,6.3708,0.0293,6.3142,6.4278,6.37 ± 0.03
2011-2015,C91_C95,Leukemia,Typology,6,Nonspecialized,27126,379753739,6.757,0.0415,6.6768,6.8379,6.76 ± 0.04
2011-2015,C91_C95,Leukemia,Typology,National,National,115179,1581880544,6.5857,0.0196,6.5478,6.6239,6.59 ± 0.02
2011-2015,F01,Vascular Dementia (VD),Typology,1,Farming,674,21176023,2.3925,0.0927,2.2153,2.5801,2.39 ± 0.09
2011-2015,F01,Vascular Dementia (VD),Typology,2,Mining,490,14915360,3.0412,0.1377,2.7778,3.3228,3.04 ± 0.14
2011-2015,F01,Vascular Dementia (VD),Typology,3,Manufacturing,13541,299389398,3.7054,0.032,3.6433,3.7684,3.71 ± 0.03
2011-2015,F01,Vascular Dementia (VD),Typology,4,Government,7852,185616434,4.1993,0.0476,4.1069,4.2932,4.20 ± 0.05
2011-2015,F01,Vascular Dementia (VD),Typology,5,Services,28600,681029590,3.5317,0.0211,3.4909,3.5729,3.53 ± 0.02
2011-2015,F01,Vascular Dementia (VD),Typology,6,Nonspecialized,13809,379753739,3.4561,0.0296,3.3987,3.5142,3.46 ± 0.03
2011-2015,F01,Vascular Dementia (VD),Typology,National,National,64966,1581880544,3.5987,0.0142,3.5711,3.6265,3.60 ± 0.01
2011-2015,F03,Unspecified Dementia (UD),Typology,1,Farming,7618,21176023,26.8794,0.3097,26.2792,27.4899,26.88 ± 0.31
2011-2015,F03,Unspecified Dementia (UD),Typology,2,Mining,5446,14915360,33.7678,0.4585,32.8768,34.6768,33.77 ± 0.46
2011-2015,F03,Unspecified Dementia (UD),Typology,3,Manufacturing,134607,299389398,36.6445,0.1005,36.449,36.8408,36.64 ± 0.10
2011-2015,F03,Unspecified Dementia (UD),Typology,4,Government,65340,185616434,34.9167,0.1373,34.6495,35.1855,34.92 ± 0.14
2011-2015,F03,Unspecified Dementia (UD),Typology,5,Services,243260,681029590,29.8927,0.0612,29.7741,30.0118,29.89 ± 0.06
2011-2015,F03,Unspecified Dementia (UD),Typology,6,Nonspecialized,136947,379753739,34.1861,0.0929,34.0053,34.3677,34.19 ± 0.09
2011-2015,F03,Unspecified Dementia (UD),Typology,National,National,593218,1581880544,32.734,0.0428,32.6507,32.8174,32.73 ± 0.04
2011-2015,G10,Huntington's Disease (HD),Typology,1,Farming,80,21176023,0.3259,0.0373,0.2584,0.4056,0.33 ± 0.04
2011-2015,G10,Huntington's Disease (HD),Typology,2,Mining,41,14915360,0.243,0.0388,0.1744,0.3297,0.24 ± 0.04
2011-2015,G10,Huntington's Disease (HD),Typology,3,Manufacturing,1276,299389398,0.3652,0.0105,0.3455,0.3858,0.37 ± 0.01
2011-2015,G10,Huntington's Disease (HD),Typology,4,Government,563,185616434,0.2902,0.0125,0.2667,0.3152,0.29 ± 0.01
2011-2015,G10,Huntington's Disease (HD),Typology,5,Services,1844,681029590,0.2405,0.0057,0.2296,0.2517,0.24 ± 0.01
2011-2015,G10,Huntington's Disease (HD),Typology,6,Nonspecialized,1263,379753739,0.3052,0.0087,0.2886,0.3225,0.31 ± 0.01
2011-2015,G10,Huntington's Disease (HD),Typology,National,National,5067,1581880544,0.2868,0.0041,0.2789,0.2948,0.29 ± 0.00
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,1,Farming,436,21176023,1.6696,0.081,1.5166,1.8339,1.67 ± 0.08
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,2,Mining,339,14915360,1.9308,0.1066,1.7308,2.1477,1.93 ± 0.11
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,3,Manufacturing,7831,299389398,2.1439,0.0246,2.0967,2.1919,2.14 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,4,Government,3831,185616434,1.9563,0.0321,1.8948,2.0192,1.96 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,5,Services,14808,681029590,1.9102,0.0159,1.8796,1.9412,1.91 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,6,Nonspecialized,8478,379753739,2.0293,0.0224,1.9863,2.0729,2.03 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,National,National,35723,1581880544,1.987,0.0106,1.9665,2.0077,1.99 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),Typology,1,Farming,1689,21176023,6.272,0.1535,5.9764,6.5784,6.27 ± 0.15
2011-2015,G20,Parkinson's Disease (PD),Typology,2,Mining,1089,14915360,6.7524,0.2054,6.3573,7.1657,6.75 ± 0.21
2011-2015,G20,Parkinson's Disease (PD),Typology,3,Manufacturing,26541,299389398,7.5224,0.0465,7.4322,7.6135,7.52 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),Typology,4,Government,13392,185616434,7.3666,0.0641,7.2423,7.4924,7.37 ± 0.06
2011-2015,G20,Parkinson's Disease (PD),Typology,5,Services,53721,681029590,7.0193,0.0306,6.9601,7.0789,7.02 ± 0.03
2011-2015,G20,Parkinson's Disease (PD),Typology,6,Nonspecialized,28969,379753739,7.4649,0.0442,7.3792,7.5513,7.46 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),Typology,National,National,125401,1581880544,7.2459,0.0206,7.2058,7.2861,7.25 ± 0.02
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,1,Farming,17894,21176023,63.8004,0.4799,62.869,64.7422,63.80 ± 0.48
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,2,Mining,12328,14915360,76.4118,0.69,75.0688,77.7728,76.41 ± 0.69
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,3,Manufacturing,286036,299389398,78.429,0.1476,78.1419,78.717,78.43 ± 0.15
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,4,Government,139437,185616434,74.7688,0.2014,74.3768,75.1623,74.77 ± 0.20
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,5,Services,521963,681029590,64.8465,0.0907,64.6707,65.0226,64.85 ± 0.09
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,6,Nonspecialized,299084,379753739,74.9837,0.1379,74.7152,75.2529,74.98 ± 0.14
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,National,National,1276742,1581880544,70.9968,0.0633,70.8737,71.1201,71.00 ± 0.06
2011-2015,G30,Alzheimer's Disease (AD),Typology,1,Farming,7477,21176023,26.5869,0.3093,25.9877,27.1965,26.59 ± 0.31
2011-2015,G30,Alzheimer's Disease (AD),Typology,2,Mining,4964,14915360,30.9196,0.4397,30.0653,31.7919,30.92 ± 0.44
2011-2015,G30,Alzheimer's Disease (AD),Typology,3,Manufacturing,103516,299389398,28.4128,0.0888,28.24,28.5864,28.41 ± 0.09
2011-2015,G30,Alzheimer's Disease (AD),Typology,4,Government,49022,185616434,26.3299,0.1195,26.0974,26.5641,26.33 ± 0.12
2011-2015,G30,Alzheimer's Disease (AD),Typology,5,Services,181574,681029590,22.4925,0.0533,22.3892,22.5962,22.49 ± 0.05
2011-2015,G30,Alzheimer's Disease (AD),Typology,6,Nonspecialized,110881,379753739,27.8473,0.0841,27.6836,28.0117,27.85 ± 0.08
2011-2015,G30,Alzheimer's Disease (AD),Typology,National,National,457434,1581880544,25.4313,0.0379,25.3576,25.5051,25.43 ± 0.04
2016-2020,C00_C97,All-site Cancer,Typology,1,Farming,41886,21281587,148.5342,0.7383,147.1151,149.9636,148.53 ± 0.74
2016-2020,C00_C97,All-site Cancer,Typology,2,Mining,32062,14757946,171.5366,0.9771,169.6641,173.4247,171.54 ± 0.98
2016-2020,C00_C97,All-site Cancer,Typology,3,Manufacturing,648326,304258990,161.9451,0.2047,161.5511,162.3398,161.95 ± 0.20
2016-2020,C00_C97,All-site Cancer,Typology,4,Government,334077,191872921,151.944,0.2672,151.4292,152.4601,151.94 ± 0.27
2016-2020,C00_C97,All-site Cancer,Typology,5,Services,1228584,706715629,140.4472,0.1286,140.199,140.6958,140.45 ± 0.13
2016-2020,C00_C97,All-site Cancer,Typology,6,Nonspecialized,709327,394764712,152.2211,0.1836,151.8671,152.5758,152.22 ± 0.18
2016-2020,C00_C97,All-site Cancer,Typology,National,National,2994262,1633651785,149.1419,0.0875,148.973,149.3109,149.14 ± 0.09
2016-2020,C18_C21,Colorectal Cancer,Typology,1,Farming,4133,21281587,14.8288,0.2356,14.3802,15.288,14.83 ± 0.24
2016-2020,C18_C21,Colorectal Cancer,Typology,2,Mining,3046,14757946,16.5935,0.3073,16.0094,17.1935,16.59 ± 0.31
2016-2020,C18_C21,Colorectal Cancer,Typology,3,Manufacturing,56106,304258990,14.2524,0.0614,14.1347,14.3708,14.25 ± 0.06
2016-2020,C18_C21,Colorectal Cancer,Typology,4,Government,29490,191872921,13.5933,0.0806,13.4386,13.7493,13.59 ± 0.08
2016-2020,C18_C21,Colorectal Cancer,Typology,5,Services,108941,706715629,12.5376,0.0386,12.4632,12.6122,12.54 ± 0.04
2016-2020,C18_C21,Colorectal Cancer,Typology,6,Nonspecialized,63775,394764712,13.8366,0.0557,13.7295,13.9445,13.84 ± 0.06
2016-2020,C18_C21,Colorectal Cancer,Typology,National,National,265491,1633651785,13.3678,0.0264,13.317,13.4187,13.37 ± 0.03
2016-2020,C22,Liver Cancer,Typology,1,Farming,1834,21281587,6.437,0.1528,6.1458,6.7385,6.44 ± 0.15
2016-2020,C22,Liver Cancer,Typology,2,Mining,1527,14757946,7.8059,0.2038,7.4192,8.2075,7.81 ± 0.20
2016-2020,C22,Liver Cancer,Typology,3,Manufacturing,26593,304258990,6.4561,0.0403,6.3787,6.5341,6.46 ± 0.04
2016-2020,C22,Liver Cancer,Typology,4,Government,16185,191872921,7.0867,0.0567,6.9779,7.1967,7.09 ± 0.06
2016-2020,C22,Liver Cancer,Typology,5,Services,58009,706715629,6.4668,0.0272,6.4143,6.5197,6.47 ± 0.03
2016-2020,C22,Liver Cancer,Typology,6,Nonspecialized,33267,394764712,6.8774,0.0383,6.8037,6.9517,6.88 ± 0.04
2016-2020,C22,Liver Cancer,Typology,National,National,137415,1633651785,6.6416,0.0182,6.6066,6.6768,6.64 ± 0.02
2016-2020,C25,Pancreatic Cancer,Typology,1,Farming,3008,21281587,10.6127,0.1965,10.2368,10.9988,10.61 ± 0.20
2016-2020,C25,Pancreatic Cancer,Typology,2,Mining,2147,14757946,11.3458,0.2495,10.8709,11.8361,11.35 ± 0.25
2016-2020,C25,Pancreatic Cancer,Typology,3,Manufacturing,47020,304258990,11.6068,0.0544,11.5021,11.7122,11.61 ± 0.05
2016-2020,C25,Pancreatic Cancer,Typology,4,Government,25060,191872921,11.2703,0.0723,11.1311,11.4107,11.27 ± 0.07
2016-2020,C25,Pancreatic Cancer,Typology,5,Services,95516,706715629,10.8229,0.0355,10.7544,10.8917,10.82 ± 0.04
2016-2020,C25,Pancreatic Cancer,Typology,6,Nonspecialized,51433,394764712,10.8974,0.0488,10.8034,10.992,10.90 ± 0.05
2016-2020,C25,Pancreatic Cancer,Typology,National,National,224184,1633651785,11.0492,0.0237,11.0035,11.095,11.05 ± 0.02
2016-2020,C34,Lung Cancer,Typology,1,Farming,10361,21281587,36.1458,0.3593,35.4532,36.8487,36.15 ± 0.36
2016-2020,C34,Lung Cancer,Typology,2,Mining,8597,14757946,44.8554,0.4922,43.9122,45.8138,44.86 ± 0.49
2016-2020,C34,Lung Cancer,Typology,3,Manufacturing,171313,304258990,41.8535,0.1026,41.6556,42.0522,41.85 ± 0.10
2016-2020,C34,Lung Cancer,Typology,4,Government,78695,191872921,35.1846,0.1273,34.9392,35.4313,35.18 ± 0.13
2016-2020,C34,Lung Cancer,Typology,5,Services,272166,706715629,30.7555,0.0597,30.64,30.8712,30.76 ± 0.06
2016-2020,C34,Lung Cancer,Typology,6,Nonspecialized,171023,394764712,36.0647,0.0885,35.894,36.236,36.06 ± 0.09
2016-2020,C34,Lung Cancer,Typology,National,National,712155,1633651785,34.9071,0.0419,34.8261,34.9883,34.91 ± 0.04
2016-2020,C50,Breast Cancer,Typology,1,Farming,2629,21281587,9.629,0.1928,9.2644,10.0042,9.63 ± 0.19
2016-2020,C50,Breast Cancer,Typology,2,Mining,2083,14757946,11.5248,0.2588,11.0351,12.0306,11.52 ± 0.26
2016-2020,C50,Breast Cancer,Typology,3,Manufacturing,42688,304258990,10.9848,0.0545,10.8809,11.0896,10.98 ± 0.05
2016-2020,C50,Breast Cancer,Typology,4,Government,24131,191872921,11.1911,0.0735,11.0503,11.3332,11.19 ± 0.07
2016-2020,C50,Breast Cancer,Typology,5,Services,91678,706715629,10.6749,0.0359,10.6059,10.7442,10.67 ± 0.04
2016-2020,C50,Breast Cancer,Typology,6,Nonspecialized,49451,394764712,10.7876,0.0494,10.6927,10.8831,10.79 ± 0.05
2016-2020,C50,Breast Cancer,Typology,National,National,212660,1633651785,10.8128,0.0239,10.7669,10.8589,10.81 ± 0.02
2016-2020,C56,Ovary Cancer,Typology,1,Farming,806,21281587,2.9303,0.1054,2.7315,3.1398,2.93 ± 0.11
2016-2020,C56,Ovary Cancer,Typology,2,Mining,643,14757946,3.4591,0.1395,3.1969,3.7371,3.46 ± 0.14
2016-2020,C56,Ovary Cancer,Typology,3,Manufacturing,13636,304258990,3.4174,0.0298,3.3603,3.4752,3.42 ± 0.03
2016-2020,C56,Ovary Cancer,Typology,4,Government,7443,191872921,3.392,0.04,3.3154,3.4699,3.39 ± 0.04
2016-2020,C56,Ovary Cancer,Typology,5,Services,30456,706715629,3.4887,0.0203,3.4496,3.5281,3.49 ± 0.02
2016-2020,C56,Ovary Cancer,Typology,6,Nonspecialized,15999,394764712,3.4294,0.0276,3.3765,3.483,3.43 ± 0.03
2016-2020,C56,Ovary Cancer,Typology,National,National,68983,1633651785,3.4418,0.0133,3.4162,3.4676,3.44 ± 0.01
2016-2020,C61,Prostate Cancer,Typology,1,Farming,2352,21281587,8.0748,0.1677,7.7518,8.4079,8.07 ± 0.17
2016-2020,C61,Prostate Cancer,Typology,2,Mining,1501,14757946,8.141,0.2122,7.7343,8.5635,8.14 ± 0.21
2016-2020,C61,Prostate Cancer,Typology,3,Manufacturing,31312,304258990,7.7841,0.0444,7.6981,7.8708,7.78 ± 0.04
2016-2020,C61,Prostate Cancer,Typology,4,Government,18112,191872921,8.3426,0.0626,8.2215,8.465,8.34 ± 0.06
2016-2020,C61,Prostate Cancer,Typology,5,Services,66843,706715629,7.5673,0.0296,7.5101,7.6249,7.57 ± 0.03
2016-2020,C61,Prostate Cancer,Typology,6,Nonspecialized,36503,394764712,7.9663,0.0421,7.8848,8.0485,7.97 ± 0.04
2016-2020,C61,Prostate Cancer,Typology,National,National,156623,1633651785,7.7977,0.0199,7.7592,7.8364,7.80 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Typology,1,Farming,1178,21281587,4.1687,0.1235,3.934,4.4137,4.17 ± 0.12
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Typology,2,Mining,909,14757946,4.8668,0.1647,4.5555,5.1938,4.87 ± 0.16
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Typology,3,Manufacturing,15524,304258990,3.8694,0.0316,3.8087,3.9307,3.87 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Typology,4,Government,8018,191872921,3.6306,0.0412,3.5515,3.7109,3.63 ± 0.04
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Typology,5,Services,26923,706715629,3.0764,0.019,3.0398,3.1134,3.08 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Typology,6,Nonspecialized,17728,394764712,3.7892,0.0289,3.7336,3.8454,3.79 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,Typology,National,National,70280,1633651785,3.4931,0.0134,3.4674,3.5191,3.49 ± 0.01
2016-2020,C82_C85,Non-Hodgkin Lymphoma,Typology,1,Farming,1393,21281587,4.9249,0.1338,4.6696,5.1904,4.92 ± 0.13
2016-2020,C82_C85,Non-Hodgkin Lymphoma,Typology,2,Mining,1012,14757946,5.5155,0.1763,5.1809,5.8661,5.52 ± 0.18
2016-2020,C82_C85,Non-Hodgkin Lymphoma,Typology,3,Manufacturing,21889,304258990,5.5485,0.0381,5.4753,5.6225,5.55 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,Typology,4,Government,11000,191872921,5.09,0.0492,4.9953,5.186,5.09 ± 0.05
2016-2020,C82_C85,Non-Hodgkin Lymphoma,Typology,5,Services,42309,706715629,4.8841,0.0241,4.8377,4.9309,4.88 ± 0.02
2016-2020,C82_C85,Non-Hodgkin Lymphoma,Typology,6,Nonspecialized,23755,394764712,5.2017,0.0342,5.1357,5.2683,5.20 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,Typology,National,National,101358,1633651785,5.1195,0.0163,5.088,5.1511,5.12 ± 0.02
2016-2020,C91_C95,Leukemia,Typology,1,Farming,1610,21281587,5.7707,0.1464,5.4923,6.0597,5.77 ± 0.15
2016-2020,C91_C95,Leukemia,Typology,2,Mining,1148,14757946,6.3607,0.1912,5.998,6.7396,6.36 ± 0.19
2016-2020,C91_C95,Leukemia,Typology,3,Manufacturing,24527,304258990,6.3003,0.0409,6.2217,6.3797,6.30 ± 0.04
2016-2020,C91_C95,Leukemia,Typology,4,Government,12740,191872921,5.9617,0.0536,5.8587,6.0662,5.96 ± 0.05
2016-2020,C91_C95,Leukemia,Typology,5,Services,48842,706715629,5.7233,0.0263,5.6726,5.7742,5.72 ± 0.03
2016-2020,C91_C95,Leukemia,Typology,6,Nonspecialized,27078,394764712,6.0179,0.0371,5.9464,6.09,6.02 ± 0.04
2016-2020,C91_C95,Leukemia,Typology,National,National,115945,1633651785,5.9396,0.0177,5.9055,5.9739,5.94 ± 0.02
2016-2020,F01,Vascular Dementia (VD),Typology,1,Farming,950,21281587,3.1762,0.1036,2.9774,3.3848,3.18 ± 0.10
2016-2020,F01,Vascular Dementia (VD),Typology,2,Mining,575,14757946,3.2451,0.1358,2.9852,3.5215,3.25 ± 0.14
2016-2020,F01,Vascular Dementia (VD),Typology,3,Manufacturing,18021,304258990,4.5211,0.0338,4.4553,4.5876,4.52 ± 0.03
2016-2020,F01,Vascular Dementia (VD),Typology,4,Government,10102,191872921,4.7723,0.0477,4.6797,4.8663,4.77 ± 0.05
2016-2020,F01,Vascular Dementia (VD),Typology,5,Services,37925,706715629,4.2042,0.0217,4.162,4.2467,4.20 ± 0.02
2016-2020,F01,Vascular Dementia (VD),Typology,6,Nonspecialized,17874,394764712,4.006,0.0301,3.9474,4.0651,4.01 ± 0.03
2016-2020,F01,Vascular Dementia (VD),Typology,National,National,85447,1633651785,4.2617,0.0147,4.2332,4.2904,4.26 ± 0.01
2016-2020,F03,Unspecified Dementia (UD),Typology,1,Farming,6575,21281587,21.9581,0.2723,21.4305,22.4953,21.96 ± 0.27
2016-2020,F03,Unspecified Dementia (UD),Typology,2,Mining,4551,14757946,25.752,0.3829,25.0092,26.5112,25.75 ± 0.38
2016-2020,F03,Unspecified Dementia (UD),Typology,3,Manufacturing,121829,304258990,30.5394,0.0878,30.3681,30.7114,30.54 ± 0.09
2016-2020,F03,Unspecified Dementia (UD),Typology,4,Government,53904,191872921,25.4717,0.1102,25.2572,25.6877,25.47 ± 0.11
2016-2020,F03,Unspecified Dementia (UD),Typology,5,Services,205116,706715629,22.6986,0.0505,22.6005,22.797,22.70 ± 0.05
2016-2020,F03,Unspecified Dementia (UD),Typology,6,Nonspecialized,113701,394764712,25.4845,0.0759,25.3366,25.6331,25.48 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),Typology,National,National,505676,1633651785,25.1964,0.0356,25.127,25.2659,25.20 ± 0.04
2016-2020,G10,Huntington's Disease (HD),Typology,1,Farming,87,21281587,0.3331,0.037,0.2668,0.4109,0.33 ± 0.04
2016-2020,G10,Huntington's Disease (HD),Typology,2,Mining,60,14757946,0.3336,0.0444,0.2546,0.4294,0.33 ± 0.04
2016-2020,G10,Huntington's Disease (HD),Typology,3,Manufacturing,1432,304258990,0.3867,0.0106,0.3669,0.4072,0.39 ± 0.01
2016-2020,G10,Huntington's Disease (HD),Typology,4,Government,608,191872921,0.288,0.012,0.2655,0.3118,0.29 ± 0.01
2016-2020,G10,Huntington's Disease (HD),Typology,5,Services,2036,706715629,0.2447,0.0055,0.2342,0.2556,0.24 ± 0.01
2016-2020,G10,Huntington's Disease (HD),Typology,6,Nonspecialized,1418,394764712,0.3121,0.0085,0.296,0.3288,0.31 ± 0.01
2016-2020,G10,Huntington's Disease (HD),Typology,National,National,5641,1633651785,0.2947,0.004,0.2871,0.3025,0.29 ± 0.00
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,1,Farming,421,21281587,1.5283,0.0761,1.3858,1.6815,1.53 ± 0.08
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,2,Mining,307,14757946,1.592,0.0932,1.4188,1.7804,1.59 ± 0.09
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,3,Manufacturing,7455,304258990,1.8473,0.0219,1.8056,1.8898,1.85 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,4,Government,3785,191872921,1.683,0.0279,1.6298,1.7375,1.68 ± 0.03
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,5,Services,14522,706715629,1.6535,0.0139,1.6267,1.6806,1.65 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,6,Nonspecialized,8273,394764712,1.7432,0.0195,1.7059,1.7812,1.74 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),Typology,National,National,34763,1633651785,1.7134,0.0094,1.6954,1.7315,1.71 ± 0.01
2016-2020,G20,Parkinson's Disease (PD),Typology,1,Farming,2200,21281587,7.6647,0.1644,7.3477,7.9918,7.66 ± 0.16
2016-2020,G20,Parkinson's Disease (PD),Typology,2,Mining,1464,14757946,8.2497,0.2168,7.8324,8.6833,8.25 ± 0.22
2016-2020,G20,Parkinson's Disease (PD),Typology,3,Manufacturing,36041,304258990,9.2392,0.049,9.1441,9.3351,9.24 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),Typology,4,Government,18541,191872921,8.8948,0.0658,8.7672,9.0237,8.89 ± 0.07
2016-2020,G20,Parkinson's Disease (PD),Typology,5,Services,72168,706715629,8.3683,0.0314,8.3073,8.4296,8.37 ± 0.03
2016-2020,G20,Parkinson's Disease (PD),Typology,6,Nonspecialized,39500,394764712,8.9652,0.0454,8.877,9.0541,8.97 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),Typology,National,National,169914,1633651785,8.7251,0.0213,8.6837,8.7667,8.73 ± 0.02
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,1,Farming,20074,21281587,67.6542,0.4804,66.7215,68.5967,67.65 ± 0.48
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,2,Mining,13751,14757946,77.7028,0.6651,76.4094,79.0125,77.70 ± 0.67
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,3,Manufacturing,320662,304258990,80.7836,0.1434,80.5043,81.0637,80.78 ± 0.14
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,4,Government,153683,191872921,72.8236,0.1867,72.4599,73.1886,72.82 ± 0.19
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,5,Services,568632,706715629,63.5569,0.0849,63.3918,63.7223,63.56 ± 0.08
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,6,Nonspecialized,334220,394764712,75.0532,0.1304,74.799,75.3081,75.05 ± 0.13
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Typology,National,National,1411022,1633651785,70.746,0.0599,70.6293,70.8628,70.75 ± 0.06
2016-2020,G30,Alzheimer's Disease (AD),Typology,1,Farming,9928,21281587,33.327,0.3363,32.6746,33.9891,33.33 ± 0.34
2016-2020,G30,Alzheimer's Disease (AD),Typology,2,Mining,6854,14757946,38.8642,0.4707,37.9495,39.7953,38.86 ± 0.47
2016-2020,G30,Alzheimer's Disease (AD),Typology,3,Manufacturing,137316,304258990,34.6366,0.0939,34.4536,34.8203,34.64 ± 0.09
2016-2020,G30,Alzheimer's Disease (AD),Typology,4,Government,67351,191872921,32.0018,0.1239,31.7606,32.2444,32.00 ± 0.12
2016-2020,G30,Alzheimer's Disease (AD),Typology,5,Services,238901,706715629,26.6324,0.0549,26.5257,26.7394,26.63 ± 0.05
2016-2020,G30,Alzheimer's Disease (AD),Typology,6,Nonspecialized,154872,394764712,34.8543,0.0889,34.6809,35.0283,34.85 ± 0.09
2016-2020,G30,Alzheimer's Disease (AD),Typology,National,National,615222,1633651785,30.8494,0.0395,30.7723,30.9266,30.85 ± 0.04
