Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2006-2010,F03,Unspecified Dementia (UD),Cluster_k3,1,Medium EQI,119752,428983518,23.897,0.0692,23.7618,24.0327,23.90 ± 0.07
2006-2010,F03,Unspecified Dementia (UD),Cluster_k3,2,High EQI,264900,1008867606,26.0482,0.0507,25.9491,26.1476,26.05 ± 0.05
2006-2010,F03,Unspecified Dementia (UD),Cluster_k3,National,National,403763,1518958033,25.1473,0.0397,25.0698,25.225,25.15 ± 0.04
2006-2010,F03,Unspecified Dementia (UD),Cluster_k4,0,Very Low EQI,12789,51121576,23.3964,0.207,22.9927,23.8055,23.40 ± 0.21
2006-2010,F03,Unspecified Dementia (UD),Cluster_k4,1,Low EQI,30813,125026104,22.7323,0.1296,22.4792,22.9876,22.73 ± 0.13
2006-2010,F03,Unspecified Dementia (UD),Cluster_k4,2,Medium EQI,111398,398153791,23.8441,0.0716,23.7043,23.9846,23.84 ± 0.07
2006-2010,F03,Unspecified Dementia (UD),Cluster_k4,3,High EQI,248763,944656562,26.2408,0.0528,26.1378,26.3441,26.24 ± 0.05
2006-2010,F03,Unspecified Dementia (UD),Cluster_k4,National,National,403763,1518958033,25.1473,0.0397,25.0698,25.225,25.15 ± 0.04
2006-2010,F03,Unspecified Dementia (UD),Cluster_k5,0,Very Low EQI,7145,29434252,23.7142,0.2808,23.1675,24.2706,23.71 ± 0.28
2006-2010,F03,Unspecified Dementia (UD),Cluster_k5,1,Low EQI,4594,20495378,19.0558,0.2814,18.5087,19.6149,19.06 ± 0.28
2006-2010,F03,Unspecified Dementia (UD),Cluster_k5,2,Medium EQI,111459,393303442,24.2566,0.0728,24.1144,24.3995,24.26 ± 0.07
2006-2010,F03,Unspecified Dementia (UD),Cluster_k5,3,High EQI,37173,148681280,23.3731,0.1213,23.136,23.6119,23.37 ± 0.12
2006-2010,F03,Unspecified Dementia (UD),Cluster_k5,4,Very High EQI,243392,927043681,26.0953,0.0531,25.9917,26.1992,26.10 ± 0.05
2006-2010,F03,Unspecified Dementia (UD),Cluster_k5,National,National,403763,1518958033,25.1473,0.0397,25.0698,25.225,25.15 ± 0.04
2006-2010,G10,Huntington's Disease (HD),Cluster_k3,0,Low EQI,261,81106909,0.2811,0.0177,0.2481,0.3174,0.28 ± 0.02
2006-2010,G10,Huntington's Disease (HD),Cluster_k3,1,Medium EQI,1210,428983518,0.2554,0.0074,0.2412,0.2702,0.26 ± 0.01
2006-2010,G10,Huntington's Disease (HD),Cluster_k3,2,High EQI,2937,1008867606,0.278,0.0052,0.268,0.2882,0.28 ± 0.01
2006-2010,G10,Huntington's Disease (HD),Cluster_k3,National,National,4408,1518958033,0.2713,0.0041,0.2634,0.2794,0.27 ± 0.00
2006-2010,G10,Huntington's Disease (HD),Cluster_k4,0,Very Low EQI,103,51121576,0.181,0.018,0.1477,0.2195,0.18 ± 0.02
2006-2010,G10,Huntington's Disease (HD),Cluster_k4,1,Low EQI,419,125026104,0.2985,0.0148,0.2706,0.3285,0.30 ± 0.01
2006-2010,G10,Huntington's Disease (HD),Cluster_k4,2,Medium EQI,1157,398153791,0.2632,0.0078,0.2483,0.2788,0.26 ± 0.01
2006-2010,G10,Huntington's Disease (HD),Cluster_k4,3,High EQI,2729,944656562,0.2766,0.0053,0.2663,0.2872,0.28 ± 0.01
2006-2010,G10,Huntington's Disease (HD),Cluster_k4,National,National,4408,1518958033,0.2713,0.0041,0.2634,0.2794,0.27 ± 0.00
2006-2010,G10,Huntington's Disease (HD),Cluster_k5,0,Very Low EQI,40,29434252,0.1276,0.0203,0.0911,0.1737,0.13 ± 0.02
2006-2010,G10,Huntington's Disease (HD),Cluster_k5,1,Low EQI,64,20495378,0.268,0.034,0.2064,0.3423,0.27 ± 0.03
2006-2010,G10,Huntington's Disease (HD),Cluster_k5,2,Medium EQI,1143,393303442,0.2631,0.0079,0.2481,0.2788,0.26 ± 0.01
2006-2010,G10,Huntington's Disease (HD),Cluster_k5,3,High EQI,484,148681280,0.2927,0.0135,0.2672,0.32,0.29 ± 0.01
2006-2010,G10,Huntington's Disease (HD),Cluster_k5,4,Very High EQI,2677,927043681,0.2764,0.0054,0.266,0.287,0.28 ± 0.01
2006-2010,G10,Huntington's Disease (HD),Cluster_k5,National,National,4408,1518958033,0.2713,0.0041,0.2634,0.2794,0.27 ± 0.00
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k3,0,Low EQI,1522,81106909,1.594,0.0412,1.5149,1.6762,1.59 ± 0.04
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k3,1,Medium EQI,8659,428983518,1.7933,0.0194,1.7557,1.8315,1.79 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k3,2,High EQI,20997,1008867606,2.0483,0.0142,2.0206,2.0762,2.05 ± 0.01
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k3,National,National,31178,1518958033,1.9436,0.0111,1.9221,1.9653,1.94 ± 0.01
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k4,0,Very Low EQI,866,51121576,1.4804,0.0507,1.3834,1.5823,1.48 ± 0.05
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k4,1,Low EQI,2491,125026104,1.7307,0.035,1.6634,1.8,1.73 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k4,2,Medium EQI,8172,398153791,1.8257,0.0203,1.7864,1.8657,1.83 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k4,3,High EQI,19649,944656562,2.0622,0.0148,2.0334,2.0912,2.06 ± 0.01
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k4,National,National,31178,1518958033,1.9436,0.0111,1.9221,1.9653,1.94 ± 0.01
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k5,0,Very Low EQI,434,29434252,1.3947,0.0673,1.2665,1.5323,1.39 ± 0.07
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k5,1,Low EQI,385,20495378,1.5168,0.078,1.369,1.6761,1.52 ± 0.08
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k5,2,Medium EQI,8110,393303442,1.8318,0.0204,1.7922,1.8721,1.83 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k5,3,High EQI,2992,148681280,1.7754,0.0327,1.7124,1.8402,1.78 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k5,4,Very High EQI,19257,927043681,2.0598,0.015,2.0308,2.0891,2.06 ± 0.01
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),Cluster_k5,National,National,31178,1518958033,1.9436,0.0111,1.9221,1.9653,1.94 ± 0.01
2006-2010,G20,Parkinson's Disease (PD),Cluster_k3,0,Low EQI,4588,81106909,5.1775,0.0766,5.0288,5.3296,5.18 ± 0.08
2006-2010,G20,Parkinson's Disease (PD),Cluster_k3,1,Medium EQI,30137,428983518,6.2106,0.0359,6.1407,6.2811,6.21 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),Cluster_k3,2,High EQI,67136,1008867606,6.8226,0.0264,6.7711,6.8744,6.82 ± 0.03
2006-2010,G20,Parkinson's Disease (PD),Cluster_k3,National,National,101861,1518958033,6.5383,0.0205,6.4982,6.5786,6.54 ± 0.02
2006-2010,G20,Parkinson's Disease (PD),Cluster_k4,0,Very Low EQI,2973,51121576,5.4121,0.0994,5.2193,5.6102,5.41 ± 0.10
2006-2010,G20,Parkinson's Disease (PD),Cluster_k4,1,Low EQI,7793,125026104,5.7185,0.0649,5.5923,5.8469,5.72 ± 0.06
2006-2010,G20,Parkinson's Disease (PD),Cluster_k4,2,Medium EQI,28178,398153791,6.2444,0.0373,6.1717,6.3177,6.24 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),Cluster_k4,3,High EQI,62917,944656562,6.8745,0.0275,6.8209,6.9284,6.87 ± 0.03
2006-2010,G20,Parkinson's Disease (PD),Cluster_k4,National,National,101861,1518958033,6.5383,0.0205,6.4982,6.5786,6.54 ± 0.02
2006-2010,G20,Parkinson's Disease (PD),Cluster_k5,0,Very Low EQI,1713,29434252,5.7516,0.1391,5.4824,6.0305,5.75 ± 0.14
2006-2010,G20,Parkinson's Disease (PD),Cluster_k5,1,Low EQI,1292,20495378,5.3678,0.1496,5.079,5.6686,5.37 ± 0.15
2006-2010,G20,Parkinson's Disease (PD),Cluster_k5,2,Medium EQI,27965,393303442,6.2871,0.0377,6.2136,6.3612,6.29 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),Cluster_k5,3,High EQI,9308,148681280,5.8298,0.0605,5.7119,5.9494,5.83 ± 0.06
2006-2010,G20,Parkinson's Disease (PD),Cluster_k5,4,Very High EQI,61583,927043681,6.8471,0.0277,6.7931,6.9014,6.85 ± 0.03
2006-2010,G20,Parkinson's Disease (PD),Cluster_k5,National,National,101861,1518958033,6.5383,0.0205,6.4982,6.5786,6.54 ± 0.02
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k3,0,Low EQI,49306,81106909,56.1233,0.2531,55.629,56.6209,56.12 ± 0.25
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k3,1,Medium EQI,280371,428983518,56.3304,0.1066,56.1221,56.5393,56.33 ± 0.11
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k3,2,High EQI,645196,1008867606,63.8058,0.0797,63.6502,63.9617,63.81 ± 0.08
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k3,National,National,974873,1518958033,61.0502,0.062,60.9291,61.1715,61.05 ± 0.06
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k4,0,Very Low EQI,30815,51121576,56.2591,0.3208,55.6327,56.8908,56.26 ± 0.32
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k4,1,Low EQI,79686,125026104,58.6629,0.208,58.2563,59.0717,58.66 ± 0.21
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k4,2,Medium EQI,260985,398153791,56.2754,0.1104,56.0597,56.4918,56.28 ± 0.11
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k4,3,High EQI,603387,944656562,64.0389,0.0827,63.8774,64.2007,64.04 ± 0.08
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k4,National,National,974873,1518958033,61.0502,0.062,60.9291,61.1715,61.05 ± 0.06
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k5,0,Very Low EQI,15724,29434252,52.2503,0.4171,51.4368,53.0735,52.25 ± 0.42
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k5,1,Low EQI,13447,20495378,55.7538,0.4814,54.8154,56.7042,55.75 ± 0.48
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k5,2,Medium EQI,261399,393303442,57.2768,0.1123,57.0574,57.4968,57.28 ± 0.11
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k5,3,High EQI,96120,148681280,60.328,0.1948,59.9472,60.7106,60.33 ± 0.19
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k5,4,Very High EQI,588183,927043681,63.4651,0.083,63.303,63.6275,63.47 ± 0.08
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),Cluster_k5,National,National,974873,1518958033,61.0502,0.062,60.9291,61.1715,61.05 ± 0.06
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k3,0,Low EQI,22242,81106909,25.4112,0.1706,25.0784,25.7474,25.41 ± 0.17
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k3,1,Medium EQI,109047,428983518,21.8703,0.0664,21.7407,22.0005,21.87 ± 0.07
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k3,2,High EQI,260605,1008867606,25.7694,0.0506,25.6706,25.8686,25.77 ± 0.05
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k3,National,National,391894,1518958033,24.5337,0.0393,24.457,24.6106,24.53 ± 0.04
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k4,0,Very Low EQI,12831,51121576,23.4967,0.2076,23.0919,23.9068,23.50 ± 0.21
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k4,1,Low EQI,35280,125026104,26.0417,0.1388,25.7706,26.3148,26.04 ± 0.14
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k4,2,Medium EQI,101445,398153791,21.8261,0.0687,21.692,21.9608,21.83 ± 0.07
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k4,3,High EQI,242338,944656562,25.7116,0.0524,25.6093,25.8142,25.71 ± 0.05
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k4,National,National,391894,1518958033,24.5337,0.0393,24.457,24.6106,24.53 ± 0.04
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k5,0,Very Low EQI,5597,29434252,18.6204,0.2491,18.1357,19.1147,18.62 ± 0.25
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k5,1,Low EQI,6680,20495378,27.7676,0.3401,27.1057,28.4417,27.77 ± 0.34
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k5,2,Medium EQI,101957,393303442,22.2993,0.07,22.1626,22.4366,22.30 ± 0.07
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k5,3,High EQI,42692,148681280,26.8641,0.1301,26.6099,27.1201,26.86 ± 0.13
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k5,4,Very High EQI,234968,927043681,25.3404,0.0524,25.2381,25.4431,25.34 ± 0.05
2006-2010,G30,Alzheimer's Disease (AD),Cluster_k5,National,National,391894,1518958033,24.5337,0.0393,24.457,24.6106,24.53 ± 0.04
2011-2015,C00_C97,All-site Cancer,Cluster_k3,0,Low EQI,178590,82276141,174.7426,0.4195,173.9331,175.555,174.74 ± 0.42
2011-2015,C00_C97,All-site Cancer,Cluster_k3,1,Medium EQI,886982,445644719,165.3974,0.1777,165.0534,165.742,165.40 ± 0.18
2011-2015,C00_C97,All-site Cancer,Cluster_k3,2,High EQI,1860814,1053657360,161.3632,0.1199,161.1314,161.5952,161.36 ± 0.12
2011-2015,C00_C97,All-site Cancer,Cluster_k3,National,National,2926386,1581578220,163.2351,0.0966,163.0481,163.4222,163.24 ± 0.10
2011-2015,C00_C97,All-site Cancer,Cluster_k4,0,Very Low EQI,104725,52798305,161.9404,0.506,160.961,162.9242,161.94 ± 0.51
2011-2015,C00_C97,All-site Cancer,Cluster_k4,1,Low EQI,269919,127912721,172.6925,0.337,172.0416,173.3452,172.69 ± 0.34
2011-2015,C00_C97,All-site Cancer,Cluster_k4,2,Medium EQI,824756,413348414,166.0971,0.1851,165.7388,166.4559,166.10 ± 0.19
2011-2015,C00_C97,All-site Cancer,Cluster_k4,3,High EQI,1726986,987518780,160.8174,0.124,160.5776,161.0574,160.82 ± 0.12
2011-2015,C00_C97,All-site Cancer,Cluster_k4,National,National,2926386,1581578220,163.2351,0.0966,163.0481,163.4222,163.24 ± 0.10
2011-2015,C00_C97,All-site Cancer,Cluster_k5,0,Very Low EQI,49519,31229400,140.7674,0.6384,139.5303,142.0128,140.77 ± 0.64
2011-2015,C00_C97,All-site Cancer,Cluster_k5,1,Low EQI,47749,20385299,177.0521,0.8224,175.4675,178.6473,177.05 ± 0.82
2011-2015,C00_C97,All-site Cancer,Cluster_k5,2,Medium EQI,821237,408284266,167.0996,0.1866,166.7383,167.4614,167.10 ± 0.19
2011-2015,C00_C97,All-site Cancer,Cluster_k5,3,High EQI,318035,152435501,173.2795,0.3114,172.6778,173.8828,173.28 ± 0.31
2011-2015,C00_C97,All-site Cancer,Cluster_k5,4,Very High EQI,1689846,969243754,160.3064,0.125,160.0648,160.5483,160.31 ± 0.13
2011-2015,C00_C97,All-site Cancer,Cluster_k5,National,National,2926386,1581578220,163.2351,0.0966,163.0481,163.4222,163.24 ± 0.10
2011-2015,C18_C21,Colorectal Cancer,Cluster_k3,0,Low EQI,16915,82276141,16.7581,0.1308,16.5065,17.0126,16.76 ± 0.13
2011-2015,C18_C21,Colorectal Cancer,Cluster_k3,1,Medium EQI,79816,445644719,14.9065,0.0534,14.8032,15.0103,14.91 ± 0.05
2011-2015,C18_C21,Colorectal Cancer,Cluster_k3,2,High EQI,164889,1053657360,14.3045,0.0357,14.2355,14.3737,14.30 ± 0.04
2011-2015,C18_C21,Colorectal Cancer,Cluster_k3,National,National,261620,1581578220,14.6146,0.0289,14.5586,14.6707,14.61 ± 0.03
2011-2015,C18_C21,Colorectal Cancer,Cluster_k4,0,Very Low EQI,10104,52798305,15.7336,0.1584,15.4283,16.0435,15.73 ± 0.16
2011-2015,C18_C21,Colorectal Cancer,Cluster_k4,1,Low EQI,24886,127912721,16.1171,0.1037,15.9174,16.3186,16.12 ± 0.10
2011-2015,C18_C21,Colorectal Cancer,Cluster_k4,2,Medium EQI,73880,413348414,14.8947,0.0555,14.7875,15.0025,14.89 ± 0.06
2011-2015,C18_C21,Colorectal Cancer,Cluster_k4,3,High EQI,152750,987518780,14.2181,0.0369,14.1469,14.2896,14.22 ± 0.04
2011-2015,C18_C21,Colorectal Cancer,Cluster_k4,National,National,261620,1581578220,14.6146,0.0289,14.5586,14.6707,14.61 ± 0.03
2011-2015,C18_C21,Colorectal Cancer,Cluster_k5,0,Very Low EQI,4992,31229400,14.1746,0.2025,13.7841,14.5734,14.17 ± 0.20
2011-2015,C18_C21,Colorectal Cancer,Cluster_k5,1,Low EQI,4667,20385299,17.5313,0.2608,17.0319,18.0417,17.53 ± 0.26
2011-2015,C18_C21,Colorectal Cancer,Cluster_k5,2,Medium EQI,73384,408284266,14.9616,0.0559,14.8535,15.0702,14.96 ± 0.06
2011-2015,C18_C21,Colorectal Cancer,Cluster_k5,3,High EQI,29104,152435501,16.0366,0.0954,15.8529,16.2219,16.04 ± 0.10
2011-2015,C18_C21,Colorectal Cancer,Cluster_k5,4,Very High EQI,149473,969243754,14.1682,0.0371,14.0964,14.2402,14.17 ± 0.04
2011-2015,C18_C21,Colorectal Cancer,Cluster_k5,National,National,261620,1581578220,14.6146,0.0289,14.5586,14.6707,14.61 ± 0.03
2011-2015,C22,Liver Cancer,Cluster_k3,0,Low EQI,6952,82276141,6.6411,0.0808,6.4859,6.7991,6.64 ± 0.08
2011-2015,C22,Liver Cancer,Cluster_k3,1,Medium EQI,35502,445644719,6.4701,0.0347,6.403,6.5378,6.47 ± 0.03
2011-2015,C22,Liver Cancer,Cluster_k3,2,High EQI,76458,1053657360,6.4048,0.0235,6.3595,6.4504,6.40 ± 0.02
2011-2015,C22,Liver Cancer,Cluster_k3,National,National,118912,1581578220,6.4327,0.0189,6.3962,6.4693,6.43 ± 0.02
2011-2015,C22,Liver Cancer,Cluster_k4,0,Very Low EQI,4347,52798305,6.599,0.1012,6.4043,6.7982,6.60 ± 0.10
2011-2015,C22,Liver Cancer,Cluster_k4,1,Low EQI,10863,127912721,6.8095,0.0663,6.6821,6.9388,6.81 ± 0.07
2011-2015,C22,Liver Cancer,Cluster_k4,2,Medium EQI,32766,413348414,6.443,0.036,6.3734,6.5131,6.44 ± 0.04
2011-2015,C22,Liver Cancer,Cluster_k4,3,High EQI,70936,987518780,6.377,0.0243,6.3301,6.4241,6.38 ± 0.02
2011-2015,C22,Liver Cancer,Cluster_k4,National,National,118912,1581578220,6.4327,0.0189,6.3962,6.4693,6.43 ± 0.02
2011-2015,C22,Liver Cancer,Cluster_k5,0,Very Low EQI,2403,31229400,6.7404,0.1388,6.4735,7.0154,6.74 ± 0.14
2011-2015,C22,Liver Cancer,Cluster_k5,1,Low EQI,1614,20385299,5.8353,0.1473,5.5541,6.1271,5.84 ± 0.15
2011-2015,C22,Liver Cancer,Cluster_k5,2,Medium EQI,32752,408284266,6.5039,0.0364,6.4336,6.5747,6.50 ± 0.04
2011-2015,C22,Liver Cancer,Cluster_k5,3,High EQI,12816,152435501,6.829,0.0612,6.7113,6.9483,6.83 ± 0.06
2011-2015,C22,Liver Cancer,Cluster_k5,4,Very High EQI,69327,969243754,6.3515,0.0245,6.3044,6.399,6.35 ± 0.02
2011-2015,C22,Liver Cancer,Cluster_k5,National,National,118912,1581578220,6.4327,0.0189,6.3962,6.4693,6.43 ± 0.02
2011-2015,C25,Pancreatic Cancer,Cluster_k3,0,Low EQI,10774,82276141,10.4436,0.1019,10.2473,10.6427,10.44 ± 0.10
2011-2015,C25,Pancreatic Cancer,Cluster_k3,1,Medium EQI,60552,445644719,11.2066,0.046,11.1175,11.2962,11.21 ± 0.05
2011-2015,C25,Pancreatic Cancer,Cluster_k3,2,High EQI,125634,1053657360,10.8357,0.031,10.7759,10.8958,10.84 ± 0.03
2011-2015,C25,Pancreatic Cancer,Cluster_k3,National,National,196960,1581578220,10.9177,0.0249,10.8695,10.966,10.92 ± 0.02
2011-2015,C25,Pancreatic Cancer,Cluster_k4,0,Very Low EQI,6920,52798305,10.629,0.129,10.3801,10.8825,10.63 ± 0.13
2011-2015,C25,Pancreatic Cancer,Cluster_k4,1,Low EQI,16716,127912721,10.5891,0.0829,10.4292,10.7509,10.59 ± 0.08
2011-2015,C25,Pancreatic Cancer,Cluster_k4,2,Medium EQI,56282,413348414,11.2512,0.0479,11.1584,11.3445,11.25 ± 0.05
2011-2015,C25,Pancreatic Cancer,Cluster_k4,3,High EQI,117042,987518780,10.8434,0.0321,10.7813,10.9057,10.84 ± 0.03
2011-2015,C25,Pancreatic Cancer,Cluster_k4,National,National,196960,1581578220,10.9177,0.0249,10.8695,10.966,10.92 ± 0.02
2011-2015,C25,Pancreatic Cancer,Cluster_k5,0,Very Low EQI,3534,31229400,9.9575,0.1689,9.6319,10.2913,9.96 ± 0.17
2011-2015,C25,Pancreatic Cancer,Cluster_k5,1,Low EQI,2903,20385299,10.7304,0.2018,10.3436,11.128,10.73 ± 0.20
2011-2015,C25,Pancreatic Cancer,Cluster_k5,2,Medium EQI,55794,408284266,11.2652,0.0482,11.172,11.3591,11.27 ± 0.05
2011-2015,C25,Pancreatic Cancer,Cluster_k5,3,High EQI,19741,152435501,10.6526,0.0767,10.5045,10.8023,10.65 ± 0.08
2011-2015,C25,Pancreatic Cancer,Cluster_k5,4,Very High EQI,114988,969243754,10.8545,0.0324,10.7918,10.9174,10.85 ± 0.03
2011-2015,C25,Pancreatic Cancer,Cluster_k5,National,National,196960,1581578220,10.9177,0.0249,10.8695,10.966,10.92 ± 0.02
2011-2015,C34,Lung Cancer,Cluster_k3,0,Low EQI,53444,82276141,51.0808,0.2236,50.6486,51.5157,51.08 ± 0.22
2011-2015,C34,Lung Cancer,Cluster_k3,1,Medium EQI,240780,445644719,44.6352,0.0919,44.4571,44.8139,44.64 ± 0.09
2011-2015,C34,Lung Cancer,Cluster_k3,2,High EQI,484970,1053657360,41.9565,0.061,41.8385,42.0747,41.96 ± 0.06
2011-2015,C34,Lung Cancer,Cluster_k3,National,National,779194,1581578220,43.2536,0.0496,43.1576,43.3498,43.25 ± 0.05
2011-2015,C34,Lung Cancer,Cluster_k4,0,Very Low EQI,29383,52798305,44.6552,0.2629,44.146,45.1687,44.66 ± 0.26
2011-2015,C34,Lung Cancer,Cluster_k4,1,Low EQI,78186,127912721,48.9847,0.1772,48.6419,49.3293,48.98 ± 0.18
2011-2015,C34,Lung Cancer,Cluster_k4,2,Medium EQI,223903,413348414,44.8565,0.0957,44.6709,45.0427,44.86 ± 0.10
2011-2015,C34,Lung Cancer,Cluster_k4,3,High EQI,447722,987518780,41.6439,0.0631,41.5221,41.7661,41.64 ± 0.06
2011-2015,C34,Lung Cancer,Cluster_k4,National,National,779194,1581578220,43.2536,0.0496,43.1576,43.3498,43.25 ± 0.05
2011-2015,C34,Lung Cancer,Cluster_k5,0,Very Low EQI,11640,31229400,32.9747,0.3082,32.3784,33.5793,32.97 ± 0.31
2011-2015,C34,Lung Cancer,Cluster_k5,1,Low EQI,14700,20385299,53.2422,0.4444,52.385,54.11,53.24 ± 0.44
2011-2015,C34,Lung Cancer,Cluster_k5,2,Medium EQI,224504,408284266,45.3982,0.0968,45.2106,45.5864,45.40 ± 0.10
2011-2015,C34,Lung Cancer,Cluster_k5,3,High EQI,91909,152435501,49.0761,0.1637,48.7593,49.3944,49.08 ± 0.16
2011-2015,C34,Lung Cancer,Cluster_k5,4,Very High EQI,436441,969243754,41.3779,0.0635,41.2552,41.5008,41.38 ± 0.06
2011-2015,C34,Lung Cancer,Cluster_k5,National,National,779194,1581578220,43.2536,0.0496,43.1576,43.3498,43.25 ± 0.05
2011-2015,C50,Breast Cancer,Cluster_k3,0,Low EQI,11015,82276141,11.053,0.1074,10.8476,11.2614,11.05 ± 0.11
2011-2015,C50,Breast Cancer,Cluster_k3,1,Medium EQI,62489,445644719,11.7893,0.0479,11.697,11.8821,11.79 ± 0.05
2011-2015,C50,Breast Cancer,Cluster_k3,2,High EQI,134084,1053657360,11.5697,0.0321,11.5078,11.6318,11.57 ± 0.03
2011-2015,C50,Breast Cancer,Cluster_k3,National,National,207588,1581578220,11.5997,0.0258,11.5498,11.6497,11.60 ± 0.03
2011-2015,C50,Breast Cancer,Cluster_k4,0,Very Low EQI,6762,52798305,10.6749,0.1318,10.422,10.9324,10.67 ± 0.13
2011-2015,C50,Breast Cancer,Cluster_k4,1,Low EQI,17179,127912721,11.2568,0.0876,11.089,11.4264,11.26 ± 0.09
2011-2015,C50,Breast Cancer,Cluster_k4,2,Medium EQI,58298,413348414,11.871,0.0499,11.7748,11.9678,11.87 ± 0.05
2011-2015,C50,Breast Cancer,Cluster_k4,3,High EQI,125349,987518780,11.5938,0.0332,11.5297,11.6582,11.59 ± 0.03
2011-2015,C50,Breast Cancer,Cluster_k4,National,National,207588,1581578220,11.5997,0.0258,11.5498,11.6497,11.60 ± 0.03
2011-2015,C50,Breast Cancer,Cluster_k5,0,Very Low EQI,3529,31229400,10.0444,0.1708,9.7157,10.3814,10.04 ± 0.17
2011-2015,C50,Breast Cancer,Cluster_k5,1,Low EQI,2888,20385299,11.0506,0.2102,10.6512,11.4611,11.05 ± 0.21
2011-2015,C50,Breast Cancer,Cluster_k5,2,Medium EQI,57780,408284266,11.8994,0.0503,11.8026,11.9969,11.90 ± 0.05
2011-2015,C50,Breast Cancer,Cluster_k5,3,High EQI,20267,152435501,11.2811,0.0807,11.1264,11.4375,11.28 ± 0.08
2011-2015,C50,Breast Cancer,Cluster_k5,4,Very High EQI,123124,969243754,11.5968,0.0335,11.5321,11.6618,11.60 ± 0.03
2011-2015,C50,Breast Cancer,Cluster_k5,National,National,207588,1581578220,11.5997,0.0258,11.5498,11.6497,11.60 ± 0.03
2011-2015,C56,Ovary Cancer,Cluster_k3,0,Low EQI,3720,82276141,3.666,0.061,3.5491,3.7857,3.67 ± 0.06
2011-2015,C56,Ovary Cancer,Cluster_k3,1,Medium EQI,21209,445644719,3.968,0.0276,3.9148,4.0218,3.97 ± 0.03
2011-2015,C56,Ovary Cancer,Cluster_k3,2,High EQI,46118,1053657360,3.9789,0.0188,3.9427,4.0154,3.98 ± 0.02
