Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2011-2015,G10,Huntington's Disease (HD),EQI,Q2,Q2,362,99511336,0.3092,0.0168,0.2781,0.3427,0.31 ± 0.02
2011-2015,G10,Huntington's Disease (HD),EQI,Q3,Q3,633,186955556,0.2994,0.0122,0.2765,0.3237,0.30 ± 0.01
2011-2015,G10,Huntington's Disease (HD),EQI,Q4,Q4,1012,270786281,0.3336,0.0107,0.3133,0.3548,0.33 ± 0.01
2011-2015,G10,Huntington's Disease (HD),EQI,Q5,Q5,2913,968632477,0.274,0.0052,0.2642,0.2842,0.27 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,National,National,35715,1581578220,1.9869,0.0106,1.9663,2.0076,1.99 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q1,Q1,1016,55692570,1.4672,0.0466,1.3784,1.5603,1.47 ± 0.05
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q2,Q2,2291,99511336,1.7561,0.0374,1.6849,1.8295,1.76 ± 0.04
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q3,Q3,4348,186955556,1.9041,0.0293,1.8479,1.9615,1.90 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q4,Q4,6291,270786281,1.9843,0.0254,1.9356,2.034,1.98 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q5,Q5,21769,968632477,2.0772,0.0143,2.0497,2.105,2.08 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),EQI,National,National,125386,1581578220,7.2462,0.0206,7.2061,7.2864,7.25 ± 0.02
2011-2015,G20,Parkinson's Disease (PD),EQI,Q1,Q1,3925,55692570,5.954,0.0953,5.7692,6.1432,5.95 ± 0.10
2011-2015,G20,Parkinson's Disease (PD),EQI,Q2,Q2,8019,99511336,6.1854,0.0693,6.0508,6.3223,6.19 ± 0.07
2011-2015,G20,Parkinson's Disease (PD),EQI,Q3,Q3,15334,186955556,6.89,0.0559,6.7814,7.0,6.89 ± 0.06
2011-2015,G20,Parkinson's Disease (PD),EQI,Q4,Q4,22702,270786281,7.3233,0.0489,7.2283,7.4192,7.32 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),EQI,Q5,Q5,75406,968632477,7.5266,0.0277,7.473,7.5805,7.53 ± 0.03
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,National,National,1276544,1581578220,70.9965,0.0633,70.8734,71.1197,71.00 ± 0.06
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q1,Q1,41420,55692570,62.8023,0.3092,62.1989,63.4101,62.80 ± 0.31
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q2,Q2,86984,99511336,66.6513,0.2265,66.2091,67.0958,66.65 ± 0.23
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q3,Q3,156918,186955556,69.0908,0.1751,68.7493,69.4335,69.09 ± 0.18
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q4,Q4,231650,270786281,72.3217,0.1512,72.0275,72.6168,72.32 ± 0.15
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q5,Q5,759572,968632477,72.033,0.0835,71.8711,72.1952,72.03 ± 0.08
2011-2015,G30,Alzheimer's Disease (AD),EQI,National,National,457361,1581578220,25.431,0.0379,25.3573,25.5048,25.43 ± 0.04
2011-2015,G30,Alzheimer's Disease (AD),EQI,Q1,Q1,16223,55692570,24.6715,0.194,24.2933,25.0541,24.67 ± 0.19
2011-2015,G30,Alzheimer's Disease (AD),EQI,Q2,Q2,32113,99511336,24.6281,0.1377,24.3595,24.899,24.63 ± 0.14
2011-2015,G30,Alzheimer's Disease (AD),EQI,Q3,Q3,57327,186955556,25.2611,0.1059,25.0548,25.4688,25.26 ± 0.11
2011-2015,G30,Alzheimer's Disease (AD),EQI,Q4,Q4,85403,270786281,26.6549,0.0918,26.4765,26.8343,26.65 ± 0.09
2011-2015,G30,Alzheimer's Disease (AD),EQI,Q5,Q5,266295,968632477,25.2186,0.0494,25.1229,25.3146,25.22 ± 0.05
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),EQI,National,National,1115443,1581578220,61.7634,0.0589,61.6489,61.8782,61.76 ± 0.06
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q1,Q1,36479,55692570,55.3811,0.2905,54.8143,55.9524,55.38 ± 0.29
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q2,Q2,76674,99511336,58.7098,0.2124,58.295,59.1269,58.71 ± 0.21
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q3,Q3,137236,186955556,60.2967,0.1634,59.9781,60.6165,60.30 ± 0.16
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q4,Q4,202657,270786281,63.0141,0.1408,62.7401,63.2891,63.01 ± 0.14
2011-2015,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q5,Q5,662397,968632477,62.4291,0.0775,62.2789,62.5797,62.43 ± 0.08
2016-2020,C00_C97,All-site Cancer,EQI,National,National,2993823,1633304947,149.1478,0.0875,148.9789,149.3168,149.15 ± 0.09
2016-2020,C00_C97,All-site Cancer,EQI,Q1,Q1,116624,56261033,154.9431,0.461,154.0551,155.8349,154.94 ± 0.46
2016-2020,C00_C97,All-site Cancer,EQI,Q2,Q2,230706,102207873,159.3979,0.3393,158.7482,160.0497,159.40 ± 0.34
2016-2020,C00_C97,All-site Cancer,EQI,Q3,Q3,400430,192718074,157.5373,0.2535,157.0497,158.026,157.54 ± 0.25
2016-2020,C00_C97,All-site Cancer,EQI,Q4,Q4,552022,279125800,156.9321,0.2148,156.5184,157.3467,156.93 ± 0.21
2016-2020,C00_C97,All-site Cancer,EQI,Q5,Q5,1694041,1002992167,143.8043,0.1122,143.5878,144.021,143.80 ± 0.11
2016-2020,C18_C21,Colorectal Cancer,EQI,National,National,265454,1633304947,13.3684,0.0264,13.3176,13.4193,13.37 ± 0.03
2016-2020,C18_C21,Colorectal Cancer,EQI,Q1,Q1,11479,56261033,15.4941,0.1474,15.212,15.7802,15.49 ± 0.15
2016-2020,C18_C21,Colorectal Cancer,EQI,Q2,Q2,20980,102207873,14.8443,0.1053,14.6441,15.0465,14.84 ± 0.11
2016-2020,C18_C21,Colorectal Cancer,EQI,Q3,Q3,35936,192718074,14.4194,0.0778,14.2707,14.5692,14.42 ± 0.08
2016-2020,C18_C21,Colorectal Cancer,EQI,Q4,Q4,49173,279125800,14.2132,0.0654,14.0878,14.3394,14.21 ± 0.07
2016-2020,C18_C21,Colorectal Cancer,EQI,Q5,Q5,147886,1002992167,12.6179,0.0333,12.5537,12.6824,12.62 ± 0.03
2016-2020,C22,Liver Cancer,EQI,National,National,137400,1633304947,6.6422,0.0182,6.6071,6.6774,6.64 ± 0.02
2016-2020,C22,Liver Cancer,EQI,Q1,Q1,5481,56261033,7.123,0.0976,6.9357,7.3141,7.12 ± 0.10
2016-2020,C22,Liver Cancer,EQI,Q2,Q2,10719,102207873,7.2619,0.0716,7.125,7.4007,7.26 ± 0.07
2016-2020,C22,Liver Cancer,EQI,Q3,Q3,18205,192718074,6.9529,0.0524,6.8523,7.0547,6.95 ± 0.05
2016-2020,C22,Liver Cancer,EQI,Q4,Q4,24858,279125800,6.8628,0.0443,6.7778,6.9487,6.86 ± 0.04
2016-2020,C22,Liver Cancer,EQI,Q5,Q5,78137,1002992167,6.4297,0.0234,6.3847,6.4749,6.43 ± 0.02
2016-2020,C25,Pancreatic Cancer,EQI,National,National,224157,1633304947,11.0499,0.0237,11.0042,11.0958,11.05 ± 0.02
2016-2020,C25,Pancreatic Cancer,EQI,Q1,Q1,8283,56261033,10.8662,0.121,10.6334,11.1028,10.87 ± 0.12
2016-2020,C25,Pancreatic Cancer,EQI,Q2,Q2,15990,102207873,10.8966,0.0878,10.7283,11.0668,10.90 ± 0.09
2016-2020,C25,Pancreatic Cancer,EQI,Q3,Q3,28550,192718074,11.0814,0.0666,10.9533,11.2107,11.08 ± 0.07
2016-2020,C25,Pancreatic Cancer,EQI,Q4,Q4,40038,279125800,11.2572,0.0571,11.1472,11.368,11.26 ± 0.06
2016-2020,C25,Pancreatic Cancer,EQI,Q5,Q5,131296,1002992167,11.0475,0.031,10.9879,11.1075,11.05 ± 0.03
2016-2020,C34,Lung Cancer,EQI,National,National,712071,1633304947,34.9095,0.0419,34.8284,34.9906,34.91 ± 0.04
2016-2020,C34,Lung Cancer,EQI,Q1,Q1,29885,56261033,38.6806,0.2263,38.2433,39.1217,38.68 ± 0.23
2016-2020,C34,Lung Cancer,EQI,Q2,Q2,62533,102207873,42.0092,0.1706,41.6806,42.3398,42.01 ± 0.17
2016-2020,C34,Lung Cancer,EQI,Q3,Q3,102764,192718074,39.5059,0.1249,39.2647,39.7482,39.51 ± 0.12
2016-2020,C34,Lung Cancer,EQI,Q4,Q4,137060,279125800,38.1848,0.1046,37.983,38.3875,38.18 ± 0.10
2016-2020,C34,Lung Cancer,EQI,Q5,Q5,379829,1002992167,31.9285,0.0526,31.8271,32.0302,31.93 ± 0.05
2016-2020,C50,Breast Cancer,EQI,National,National,212632,1633304947,10.8134,0.0239,10.7675,10.8595,10.81 ± 0.02
2016-2020,C50,Breast Cancer,EQI,Q1,Q1,7443,56261033,10.2921,0.1222,10.0596,10.5286,10.29 ± 0.12
2016-2020,C50,Breast Cancer,EQI,Q2,Q2,14698,102207873,10.6529,0.0909,10.4814,10.8266,10.65 ± 0.09
2016-2020,C50,Breast Cancer,EQI,Q3,Q3,26709,192718074,10.9127,0.0686,10.7822,11.0443,10.91 ± 0.07
2016-2020,C50,Breast Cancer,EQI,Q4,Q4,38075,279125800,11.1179,0.0583,11.0065,11.2301,11.12 ± 0.06
2016-2020,C50,Breast Cancer,EQI,Q5,Q5,125707,1002992167,10.7813,0.031,10.7218,10.841,10.78 ± 0.03
2016-2020,C56,Ovary Cancer,EQI,National,National,68968,1633304947,3.4417,0.0133,3.4161,3.4675,3.44 ± 0.01
2016-2020,C56,Ovary Cancer,EQI,Q1,Q1,2275,56261033,3.0641,0.0655,2.9394,3.1926,3.06 ± 0.07
2016-2020,C56,Ovary Cancer,EQI,Q2,Q2,4641,102207873,3.2377,0.0487,3.1452,3.3322,3.24 ± 0.05
2016-2020,C56,Ovary Cancer,EQI,Q3,Q3,8583,192718074,3.4027,0.0375,3.331,3.4754,3.40 ± 0.04
2016-2020,C56,Ovary Cancer,EQI,Q4,Q4,12075,279125800,3.4483,0.032,3.387,3.5103,3.45 ± 0.03
2016-2020,C56,Ovary Cancer,EQI,Q5,Q5,41394,1002992167,3.5032,0.0175,3.4695,3.5371,3.50 ± 0.02
2016-2020,C61,Prostate Cancer,EQI,National,National,156602,1633304947,7.7981,0.0199,7.7595,7.8368,7.80 ± 0.02
2016-2020,C61,Prostate Cancer,EQI,Q1,Q1,6315,56261033,8.2532,0.1044,8.0508,8.4593,8.25 ± 0.10
2016-2020,C61,Prostate Cancer,EQI,Q2,Q2,11245,102207873,7.5165,0.0713,7.3782,7.6568,7.52 ± 0.07
2016-2020,C61,Prostate Cancer,EQI,Q3,Q3,20384,192718074,7.8972,0.0557,7.7891,8.0064,7.90 ± 0.06
2016-2020,C61,Prostate Cancer,EQI,Q4,Q4,28243,279125800,7.9729,0.0479,7.8802,8.0665,7.97 ± 0.05
2016-2020,C61,Prostate Cancer,EQI,Q5,Q5,90415,1002992167,7.7317,0.026,7.6814,7.7822,7.73 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,EQI,National,National,70274,1633304947,3.4935,0.0134,3.4677,3.5194,3.49 ± 0.01
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q1,Q1,2897,56261033,3.8795,0.0733,3.7395,4.0234,3.88 ± 0.07
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q2,Q2,5763,102207873,3.9718,0.0535,3.8699,4.0757,3.97 ± 0.05
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q3,Q3,9773,192718074,3.84,0.0395,3.7642,3.9169,3.84 ± 0.04
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q4,Q4,13230,279125800,3.7485,0.0331,3.6849,3.8129,3.75 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q5,Q5,38611,1002992167,3.269,0.0169,3.2365,3.3018,3.27 ± 0.02
2016-2020,C82_C85,Non-Hodgkin Lymphoma,EQI,National,National,101341,1633304947,5.1195,0.0163,5.0881,5.1512,5.12 ± 0.02
2016-2020,C82_C85,Non-Hodgkin Lymphoma,EQI,Q1,Q1,3674,56261033,4.909,0.0821,4.7515,5.0703,4.91 ± 0.08
2016-2020,C82_C85,Non-Hodgkin Lymphoma,EQI,Q2,Q2,7209,102207873,4.9701,0.0596,4.856,5.0862,4.97 ± 0.06
2016-2020,C82_C85,Non-Hodgkin Lymphoma,EQI,Q3,Q3,12986,192718074,5.1526,0.0459,5.0643,5.242,5.15 ± 0.05
2016-2020,C82_C85,Non-Hodgkin Lymphoma,EQI,Q4,Q4,18377,279125800,5.2805,0.0395,5.2045,5.3574,5.28 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,EQI,Q5,Q5,59095,1002992167,5.1062,0.0213,5.0652,5.1476,5.11 ± 0.02
2016-2020,C91_C95,Leukemia,EQI,National,National,115922,1633304947,5.9395,0.0177,5.9054,5.9738,5.94 ± 0.02
2016-2020,C91_C95,Leukemia,EQI,Q1,Q1,4271,56261033,5.8201,0.0905,5.6468,5.9973,5.82 ± 0.09
2016-2020,C91_C95,Leukemia,EQI,Q2,Q2,8482,102207873,5.9992,0.0668,5.8722,6.1283,6.00 ± 0.07
2016-2020,C91_C95,Leukemia,EQI,Q3,Q3,15121,192718074,6.1168,0.0507,6.0197,6.2151,6.12 ± 0.05
2016-2020,C91_C95,Leukemia,EQI,Q4,Q4,21129,279125800,6.1649,0.0431,6.082,6.2486,6.16 ± 0.04
2016-2020,C91_C95,Leukemia,EQI,Q5,Q5,66919,1002992167,5.8467,0.0229,5.8025,5.8912,5.85 ± 0.02
2016-2020,F01,Vascular Dementia (VD),EQI,National,National,85422,1633304947,4.2612,0.0147,4.2327,4.2899,4.26 ± 0.01
2016-2020,F01,Vascular Dementia (VD),EQI,Q1,Q1,2575,56261033,3.4116,0.0674,3.2811,3.546,3.41 ± 0.07
2016-2020,F01,Vascular Dementia (VD),EQI,Q2,Q2,4209,102207873,2.8354,0.0438,2.7504,2.9224,2.84 ± 0.04
2016-2020,F01,Vascular Dementia (VD),EQI,Q3,Q3,10449,192718074,4.0981,0.0402,4.0199,4.1774,4.10 ± 0.04
2016-2020,F01,Vascular Dementia (VD),EQI,Q4,Q4,13564,279125800,3.838,0.0331,3.7737,3.9032,3.84 ± 0.03
2016-2020,F01,Vascular Dementia (VD),EQI,Q5,Q5,54625,1002992167,4.6599,0.0201,4.6209,4.6991,4.66 ± 0.02
2016-2020,F03,Unspecified Dementia (UD),EQI,National,National,505612,1633304947,25.1975,0.0356,25.1281,25.267,25.20 ± 0.04
2016-2020,F03,Unspecified Dementia (UD),EQI,Q1,Q1,15088,56261033,20.0774,0.1637,19.7583,20.4004,20.08 ± 0.16
2016-2020,F03,Unspecified Dementia (UD),EQI,Q2,Q2,31371,102207873,21.1741,0.1198,20.9404,21.4097,21.17 ± 0.12
2016-2020,F03,Unspecified Dementia (UD),EQI,Q3,Q3,59692,192718074,23.4167,0.0961,23.2292,23.6053,23.42 ± 0.10
2016-2020,F03,Unspecified Dementia (UD),EQI,Q4,Q4,88403,279125800,24.9998,0.0844,24.8353,25.1652,25.00 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),EQI,Q5,Q5,311058,1002992167,26.4653,0.0478,26.3724,26.5585,26.47 ± 0.05
2016-2020,G10,Huntington's Disease (HD),EQI,National,National,5640,1633304947,0.2947,0.004,0.2871,0.3025,0.29 ± 0.00
2016-2020,G10,Huntington's Disease (HD),EQI,Q1,Q1,153,56261033,0.2296,0.0192,0.1947,0.269,0.23 ± 0.02
2016-2020,G10,Huntington's Disease (HD),EQI,Q2,Q2,373,102207873,0.2926,0.0159,0.2637,0.3239,0.29 ± 0.02
2016-2020,G10,Huntington's Disease (HD),EQI,Q3,Q3,653,192718074,0.2802,0.0114,0.2591,0.3025,0.28 ± 0.01
2016-2020,G10,Huntington's Disease (HD),EQI,Q4,Q4,1135,279125800,0.3562,0.0109,0.3358,0.3776,0.36 ± 0.01
2016-2020,G10,Huntington's Disease (HD),EQI,Q5,Q5,3326,1002992167,0.2865,0.0051,0.2768,0.2964,0.29 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,National,National,34745,1633304947,1.7128,0.0094,1.6949,1.7309,1.71 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q1,Q1,961,56261033,1.2798,0.0422,1.2002,1.3634,1.28 ± 0.04
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q2,Q2,2146,102207873,1.498,0.0333,1.4353,1.5627,1.50 ± 0.03
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q3,Q3,4261,192718074,1.6668,0.0261,1.6171,1.7176,1.67 ± 0.03
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q4,Q4,6001,279125800,1.6947,0.0223,1.6521,1.7382,1.69 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q5,Q5,21376,1002992167,1.7885,0.0124,1.7646,1.8126,1.79 ± 0.01
2016-2020,G20,Parkinson's Disease (PD),EQI,National,National,169878,1633304947,8.7247,0.0213,8.6833,8.7663,8.72 ± 0.02
2016-2020,G20,Parkinson's Disease (PD),EQI,Q1,Q1,5862,56261033,7.8196,0.1025,7.6207,8.0224,7.82 ± 0.10
2016-2020,G20,Parkinson's Disease (PD),EQI,Q2,Q2,11548,102207873,7.848,0.0733,7.7055,7.9925,7.85 ± 0.07
2016-2020,G20,Parkinson's Disease (PD),EQI,Q3,Q3,21161,192718074,8.4001,0.058,8.2873,8.5141,8.40 ± 0.06
2016-2020,G20,Parkinson's Disease (PD),EQI,Q4,Q4,30133,279125800,8.7418,0.0507,8.6433,8.841,8.74 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),EQI,Q5,Q5,101174,1002992167,8.9677,0.0285,8.9125,9.0231,8.97 ± 0.03
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,National,National,1410777,1633304947,70.7458,0.0599,70.6291,70.8626,70.75 ± 0.06
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q1,Q1,47975,56261033,63.9342,0.2926,63.3633,64.5089,63.93 ± 0.29
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q2,Q2,95513,102207873,64.643,0.2097,64.2336,65.0542,64.64 ± 0.21
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q3,Q3,170002,192718074,66.909,0.1629,66.5913,67.2278,66.91 ± 0.16
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q4,Q4,252330,279125800,71.7667,0.1436,71.487,72.0473,71.77 ± 0.14
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q5,Q5,844957,1002992167,72.4523,0.0794,72.2979,72.607,72.45 ± 0.08
2016-2020,G30,Alzheimer's Disease (AD),EQI,National,National,615120,1633304947,30.8495,0.0395,30.7725,30.9267,30.85 ± 0.04
2016-2020,G30,Alzheimer's Disease (AD),EQI,Q1,Q1,23489,56261033,31.3458,0.2049,30.9462,31.7492,31.35 ± 0.20
2016-2020,G30,Alzheimer's Disease (AD),EQI,Q2,Q2,46239,102207873,31.2874,0.1458,31.0029,31.5739,31.29 ± 0.15
2016-2020,G30,Alzheimer's Disease (AD),EQI,Q3,Q3,74439,192718074,29.3274,0.1078,29.1171,29.5388,29.33 ± 0.11
2016-2020,G30,Alzheimer's Disease (AD),EQI,Q4,Q4,114229,279125800,32.4924,0.0966,32.3042,32.6814,32.49 ± 0.10
2016-2020,G30,Alzheimer's Disease (AD),EQI,Q5,Q5,356724,1002992167,30.571,0.0516,30.4707,30.6715,30.57 ± 0.05
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),EQI,National,National,1206154,1633304947,60.3082,0.0552,60.2007,60.416,60.31 ± 0.06
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q1,Q1,41152,56261033,54.8347,0.2708,54.3062,55.3671,54.83 ± 0.27
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q2,Q2,81819,102207873,55.297,0.1937,54.9187,55.6772,55.30 ± 0.19
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q3,Q3,144580,192718074,56.8421,0.1499,56.5495,57.1359,56.84 ± 0.15
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q4,Q4,216196,279125800,61.3302,0.1325,61.072,61.5893,61.33 ± 0.13
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q5,Q5,722407,1002992167,61.6962,0.0731,61.554,61.8386,61.70 ± 0.07
