Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2016-2020,C22,Liver Cancer,LandUse,0,Natural,53358,619141954,6.788,0.0299,6.7305,6.8458,6.79 ± 0.03
2016-2020,C22,Liver Cancer,LandUse,1,Water-Sensitive,25001,268882534,6.4743,0.0417,6.3943,6.5551,6.47 ± 0.04
2016-2020,C22,Liver Cancer,LandUse,2,Agricultural,21318,270387302,6.221,0.0433,6.1378,6.3051,6.22 ± 0.04
2016-2020,C22,Liver Cancer,LandUse,3,Urban,37732,475204114,6.8191,0.0357,6.7505,6.8883,6.82 ± 0.04
2016-2020,C22,Liver Cancer,LandUse,National,National,137409,1633615904,6.6412,0.0182,6.6061,6.6764,6.64 ± 0.02
2016-2020,C25,Pancreatic Cancer,LandUse,0,Natural,83025,619141954,10.7964,0.038,10.7231,10.8701,10.80 ± 0.04
2016-2020,C25,Pancreatic Cancer,LandUse,1,Water-Sensitive,42624,268882534,11.1413,0.0548,11.0357,11.2475,11.14 ± 0.05
2016-2020,C25,Pancreatic Cancer,LandUse,2,Agricultural,38236,270387302,11.3337,0.0588,11.2203,11.4478,11.33 ± 0.06
2016-2020,C25,Pancreatic Cancer,LandUse,3,Urban,60301,475204114,11.1969,0.0463,11.1077,11.2866,11.20 ± 0.05
2016-2020,C25,Pancreatic Cancer,LandUse,National,National,224186,1633615904,11.0491,0.0237,11.0034,11.0949,11.05 ± 0.02
2016-2020,C34,Lung Cancer,LandUse,0,Natural,270178,619141954,34.8661,0.068,34.7347,34.9978,34.87 ± 0.07
2016-2020,C34,Lung Cancer,LandUse,1,Water-Sensitive,137837,268882534,35.7554,0.0976,35.5669,35.9446,35.76 ± 0.10
2016-2020,C34,Lung Cancer,LandUse,2,Agricultural,134792,270387302,39.6785,0.1096,39.467,39.8909,39.68 ± 0.11
2016-2020,C34,Lung Cancer,LandUse,3,Urban,169338,475204114,31.4494,0.0777,31.2998,31.5996,31.45 ± 0.08
2016-2020,C34,Lung Cancer,LandUse,National,National,712145,1633615904,34.906,0.0419,34.825,34.9871,34.91 ± 0.04
2016-2020,C50,Breast Cancer,LandUse,0,Natural,79352,619141954,10.6694,0.0386,10.5953,10.7439,10.67 ± 0.04
2016-2020,C50,Breast Cancer,LandUse,1,Water-Sensitive,37991,268882534,10.4592,0.0553,10.3543,10.5649,10.46 ± 0.06
2016-2020,C50,Breast Cancer,LandUse,2,Agricultural,35048,270387302,10.7351,0.0586,10.623,10.8481,10.74 ± 0.06
2016-2020,C50,Breast Cancer,LandUse,3,Urban,60268,475204114,11.3242,0.0469,11.234,11.415,11.32 ± 0.05
2016-2020,C50,Breast Cancer,LandUse,National,National,212659,1633615904,10.8127,0.0239,10.7668,10.8587,10.81 ± 0.02
2016-2020,C56,Ovary Cancer,LandUse,0,Natural,26028,619141954,3.4293,0.0216,3.3878,3.4712,3.43 ± 0.02
2016-2020,C56,Ovary Cancer,LandUse,1,Water-Sensitive,12649,268882534,3.3779,0.0307,3.3193,3.4373,3.38 ± 0.03
2016-2020,C56,Ovary Cancer,LandUse,2,Agricultural,11433,270387302,3.432,0.0327,3.3694,3.4955,3.43 ± 0.03
2016-2020,C56,Ovary Cancer,LandUse,3,Urban,18874,475204114,3.5176,0.026,3.4676,3.5682,3.52 ± 0.03
2016-2020,C56,Ovary Cancer,LandUse,National,National,68984,1633615904,3.4418,0.0133,3.4162,3.4676,3.44 ± 0.01
2016-2020,C61,Prostate Cancer,LandUse,0,Natural,60572,619141954,8.0492,0.033,7.9852,8.1135,8.05 ± 0.03
2016-2020,C61,Prostate Cancer,LandUse,1,Water-Sensitive,29199,268882534,7.4961,0.0442,7.4103,7.5825,7.50 ± 0.04
2016-2020,C61,Prostate Cancer,LandUse,2,Agricultural,25945,270387302,7.7481,0.0485,7.6541,7.843,7.75 ± 0.05
2016-2020,C61,Prostate Cancer,LandUse,3,Urban,40907,475204114,7.7,0.0386,7.6255,7.775,7.70 ± 0.04
2016-2020,C61,Prostate Cancer,LandUse,National,National,156623,1633615904,7.7976,0.0199,7.759,7.8363,7.80 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,0,Natural,27787,619141954,3.65,0.0222,3.6072,3.6931,3.65 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,1,Water-Sensitive,12400,268882534,3.276,0.03,3.2186,3.3341,3.28 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,2,Agricultural,13356,270387302,3.976,0.0349,3.9088,4.044,3.98 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,3,Urban,16735,475204114,3.1263,0.0246,3.0791,3.174,3.13 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,National,National,70278,1633615904,3.493,0.0134,3.4672,3.5189,3.49 ± 0.01
2016-2020,C82_C85,Non-Hodgkin Lymphoma,LandUse,0,Natural,38156,619141954,5.1014,0.0265,5.0503,5.1528,5.10 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,LandUse,1,Water-Sensitive,18898,268882534,5.0249,0.0372,4.9535,5.0971,5.02 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,LandUse,2,Agricultural,18285,270387302,5.5344,0.0415,5.4544,5.6152,5.53 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,LandUse,3,Urban,26019,475204114,4.9502,0.0312,4.8903,5.0107,4.95 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,LandUse,National,National,101358,1633615904,5.1194,0.0163,5.0879,5.151,5.12 ± 0.02
2016-2020,C91_C95,Leukemia,LandUse,0,Natural,43383,619141954,5.8978,0.0287,5.8424,5.9535,5.90 ± 0.03
2016-2020,C91_C95,Leukemia,LandUse,1,Water-Sensitive,21986,268882534,5.9529,0.041,5.8745,6.0321,5.95 ± 0.04
2016-2020,C91_C95,Leukemia,LandUse,2,Agricultural,20637,270387302,6.3311,0.0447,6.245,6.4181,6.33 ± 0.04
2016-2020,C91_C95,Leukemia,LandUse,3,Urban,29940,475204114,5.7463,0.0337,5.6814,5.8117,5.75 ± 0.03
2016-2020,C91_C95,Leukemia,LandUse,National,National,115946,1633615904,5.9396,0.0177,5.9055,5.9739,5.94 ± 0.02
2016-2020,F01,Vascular Dementia (VD),LandUse,0,Natural,31706,619141954,4.3161,0.0243,4.2687,4.3639,4.32 ± 0.02
2016-2020,F01,Vascular Dementia (VD),LandUse,1,Water-Sensitive,17423,268882534,4.3887,0.0334,4.3238,4.4544,4.39 ± 0.03
2016-2020,F01,Vascular Dementia (VD),LandUse,2,Agricultural,13886,270387302,4.1244,0.0352,4.056,4.1935,4.12 ± 0.04
2016-2020,F01,Vascular Dementia (VD),LandUse,3,Urban,22430,475204114,4.1818,0.0282,4.1273,4.2369,4.18 ± 0.03
2016-2020,F01,Vascular Dementia (VD),LandUse,National,National,85445,1633615904,4.2616,0.0147,4.2331,4.2903,4.26 ± 0.01
2016-2020,F03,Unspecified Dementia (UD),LandUse,0,Natural,165450,619141954,22.5536,0.0556,22.445,22.6625,22.55 ± 0.06
2016-2020,F03,Unspecified Dementia (UD),LandUse,1,Water-Sensitive,99236,268882534,24.976,0.0796,24.8208,25.1319,24.98 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),LandUse,2,Agricultural,99774,270387302,29.5722,0.0941,29.389,29.7562,29.57 ± 0.09
2016-2020,F03,Unspecified Dementia (UD),LandUse,3,Urban,141218,475204114,26.2134,0.0704,26.0768,26.3505,26.21 ± 0.07
2016-2020,F03,Unspecified Dementia (UD),LandUse,National,National,505678,1633615904,25.1961,0.0356,25.1267,25.2656,25.20 ± 0.04
2016-2020,G10,Huntington's Disease (HD),LandUse,0,Natural,2206,619141954,0.3034,0.0066,0.2909,0.3164,0.30 ± 0.01
2016-2020,G10,Huntington's Disease (HD),LandUse,1,Water-Sensitive,845,268882534,0.2511,0.009,0.2344,0.2686,0.25 ± 0.01
2016-2020,G10,Huntington's Disease (HD),LandUse,2,Agricultural,1237,270387302,0.3931,0.0115,0.3715,0.4157,0.39 ± 0.01
2016-2020,G10,Huntington's Disease (HD),LandUse,3,Urban,1353,475204114,0.2554,0.0071,0.242,0.2694,0.26 ± 0.01
2016-2020,G10,Huntington's Disease (HD),LandUse,National,National,5641,1633615904,0.2947,0.004,0.2871,0.3025,0.29 ± 0.00
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,0,Natural,13458,619141954,1.7401,0.0153,1.7108,1.7697,1.74 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,1,Water-Sensitive,6274,268882534,1.6658,0.0215,1.6248,1.7075,1.67 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,2,Agricultural,6287,270387302,1.8675,0.024,1.8216,1.9142,1.87 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,3,Urban,8745,475204114,1.6164,0.0176,1.5827,1.6507,1.62 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,National,National,34764,1633615904,1.7134,0.0094,1.6954,1.7315,1.71 ± 0.01
2016-2020,G20,Parkinson's Disease (PD),LandUse,0,Natural,64690,619141954,8.9056,0.0352,8.8371,8.9745,8.91 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),LandUse,1,Water-Sensitive,31629,268882534,8.2416,0.0466,8.151,8.3329,8.24 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),LandUse,2,Agricultural,31282,270387302,9.603,0.0547,9.4969,9.71,9.60 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),LandUse,3,Urban,42313,475204114,8.2693,0.0407,8.1907,8.3485,8.27 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),LandUse,National,National,169914,1633615904,8.7249,0.0213,8.6835,8.7665,8.72 ± 0.02
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,0,Natural,534803,619141954,73.0067,0.1002,72.8112,73.2026,73.01 ± 0.10
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,1,Water-Sensitive,253428,268882534,64.3307,0.1285,64.0805,64.5817,64.33 ± 0.13
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,2,Agricultural,265823,270387302,79.3802,0.1549,79.0787,79.6825,79.38 ± 0.15
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,3,Urban,356965,475204114,66.9183,0.1131,66.6989,67.1382,66.92 ± 0.11
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,National,National,1411019,1633615904,70.7447,0.0599,70.628,70.8615,70.74 ± 0.06
2016-2020,G30,Alzheimer's Disease (AD),LandUse,0,Natural,259499,619141954,35.4913,0.0699,35.3549,35.6281,35.49 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),LandUse,1,Water-Sensitive,98866,268882534,25.0587,0.0801,24.9027,25.2154,25.06 ± 0.08
2016-2020,G30,Alzheimer's Disease (AD),LandUse,2,Agricultural,114594,270387302,34.2132,0.1017,34.0153,34.4118,34.21 ± 0.10
2016-2020,G30,Alzheimer's Disease (AD),LandUse,3,Urban,142259,475204114,26.6373,0.0713,26.4991,26.7761,26.64 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),LandUse,National,National,615218,1633615904,30.8487,0.0395,30.7717,30.9259,30.85 ± 0.04
