Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2011-2015,F01,Vascular Dementia (VD),koppen_major,B,B,6387,181232277,3.2143,0.0404,3.1359,3.2941,3.21 ± 0.04
2011-2015,F01,Vascular Dementia (VD),koppen_major,C,C,41728,1007074136,3.739,0.0184,3.7032,3.775,3.74 ± 0.02
2011-2015,F01,Vascular Dementia (VD),koppen_major,D,D,16577,386769773,3.4291,0.0269,3.3771,3.4817,3.43 ± 0.03
2011-2015,F01,Vascular Dementia (VD),koppen_major,National,National,64692,1575076186,3.5972,0.0142,3.5696,3.6251,3.60 ± 0.01
2011-2015,F03,Unspecified Dementia (UD),census_region,1,1,126670,279661986,33.835,0.0964,33.6489,34.0218,33.83 ± 0.10
2011-2015,F03,Unspecified Dementia (UD),census_region,2,2,148854,336017076,35.805,0.0937,35.6234,35.9874,35.81 ± 0.09
2011-2015,F03,Unspecified Dementia (UD),census_region,3,3,232798,587581057,37.0446,0.077,36.8943,37.1954,37.04 ± 0.08
2011-2015,F03,Unspecified Dementia (UD),census_region,4,4,81899,371816067,21.0539,0.0741,20.91,21.1986,21.05 ± 0.07
2011-2015,F03,Unspecified Dementia (UD),census_region,National,National,590221,1575076186,32.6958,0.0429,32.6125,32.7793,32.70 ± 0.04
2011-2015,F03,Unspecified Dementia (UD),doe_major,2,2,83168,239193144,29.531,0.1028,29.3306,29.7324,29.53 ± 0.10
2011-2015,F03,Unspecified Dementia (UD),doe_major,3,3,116501,420144819,28.0582,0.0826,27.8973,28.2198,28.06 ± 0.08
2011-2015,F03,Unspecified Dementia (UD),doe_major,4,4,151385,388637488,33.749,0.0873,33.5792,33.9194,33.75 ± 0.09
2011-2015,F03,Unspecified Dementia (UD),doe_major,5,5,186097,413244971,36.2802,0.085,36.1155,36.4454,36.28 ± 0.09
2011-2015,F03,Unspecified Dementia (UD),doe_major,6,6,47695,100198088,36.5452,0.169,36.218,36.8747,36.55 ± 0.17
2011-2015,F03,Unspecified Dementia (UD),doe_major,7,7,5375,13657676,32.5117,0.4462,31.6483,33.3927,32.51 ± 0.45
2011-2015,F03,Unspecified Dementia (UD),doe_major,National,National,590221,1575076186,32.6958,0.0429,32.6125,32.7793,32.70 ± 0.04
2011-2015,F03,Unspecified Dementia (UD),koppen_major,B,B,47408,181232277,23.8542,0.11,23.6399,24.0699,23.85 ± 0.11
2011-2015,F03,Unspecified Dementia (UD),koppen_major,C,C,363251,1007074136,32.4935,0.0542,32.388,32.5994,32.49 ± 0.05
2011-2015,F03,Unspecified Dementia (UD),koppen_major,D,D,179562,386769773,36.7471,0.0877,36.5773,36.9175,36.75 ± 0.09
2011-2015,F03,Unspecified Dementia (UD),koppen_major,National,National,590221,1575076186,32.6958,0.0429,32.6125,32.7793,32.70 ± 0.04
2011-2015,G10,Huntington's Disease (HD),census_region,1,1,883,279661986,0.2669,0.0092,0.2496,0.2851,0.27 ± 0.01
2011-2015,G10,Huntington's Disease (HD),census_region,2,2,1403,336017076,0.3682,0.01,0.3492,0.388,0.37 ± 0.01
2011-2015,G10,Huntington's Disease (HD),census_region,3,3,1743,587581057,0.2679,0.0065,0.2554,0.2808,0.27 ± 0.01
2011-2015,G10,Huntington's Disease (HD),census_region,4,4,1016,371816067,0.2565,0.0082,0.2409,0.2727,0.26 ± 0.01
2011-2015,G10,Huntington's Disease (HD),census_region,National,National,5045,1575076186,0.2867,0.0041,0.2789,0.2947,0.29 ± 0.00
2011-2015,G10,Huntington's Disease (HD),doe_major,2,2,615,239193144,0.2288,0.0094,0.2111,0.2476,0.23 ± 0.01
2011-2015,G10,Huntington's Disease (HD),doe_major,3,3,1178,420144819,0.2647,0.0078,0.2498,0.2803,0.26 ± 0.01
2011-2015,G10,Huntington's Disease (HD),doe_major,4,4,1173,388637488,0.2686,0.008,0.2534,0.2844,0.27 ± 0.01
2011-2015,G10,Huntington's Disease (HD),doe_major,5,5,1610,413244971,0.3404,0.0087,0.3239,0.3574,0.34 ± 0.01
2011-2015,G10,Huntington's Disease (HD),doe_major,6,6,412,100198088,0.3443,0.0174,0.3118,0.3792,0.34 ± 0.02
2011-2015,G10,Huntington's Disease (HD),doe_major,7,7,57,13657676,0.3658,0.0502,0.2771,0.474,0.37 ± 0.05
2011-2015,G10,Huntington's Disease (HD),doe_major,National,National,5045,1575076186,0.2867,0.0041,0.2789,0.2947,0.29 ± 0.00
2011-2015,G10,Huntington's Disease (HD),koppen_major,B,B,433,181232277,0.2247,0.0109,0.204,0.2469,0.22 ± 0.01
2011-2015,G10,Huntington's Disease (HD),koppen_major,C,C,3040,1007074136,0.2719,0.005,0.2623,0.2817,0.27 ± 0.01
2011-2015,G10,Huntington's Disease (HD),koppen_major,D,D,1572,386769773,0.3512,0.0091,0.334,0.369,0.35 ± 0.01
2011-2015,G10,Huntington's Disease (HD),koppen_major,National,National,5045,1575076186,0.2867,0.0041,0.2789,0.2947,0.29 ± 0.00
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,1,1,6432,279661986,1.9129,0.0242,1.8665,1.9602,1.91 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,2,2,8818,336017076,2.2526,0.0243,2.2058,2.3001,2.25 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,3,3,12371,587581057,1.8578,0.0169,1.8252,1.8909,1.86 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,4,4,7970,371816067,2.0069,0.0228,1.963,2.0514,2.01 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,National,National,35591,1575076186,1.9872,0.0107,1.9666,2.008,1.99 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,2,2,4718,239193144,1.6843,0.0248,1.6366,1.7331,1.68 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,3,3,7881,420144819,1.779,0.0203,1.74,1.8187,1.78 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,4,4,9084,388637488,2.0309,0.0216,1.9893,2.0731,2.03 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,5,5,10471,413244971,2.1703,0.0215,2.1289,2.2123,2.17 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,6,6,3046,100198088,2.509,0.0462,2.4207,2.5997,2.51 ± 0.05
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,7,7,391,13657676,2.3277,0.12,2.1027,2.5702,2.33 ± 0.12
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,National,National,35591,1575076186,1.9872,0.0107,1.9666,2.008,1.99 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,B,B,3572,181232277,1.7988,0.0304,1.7403,1.8588,1.80 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,C,C,21814,1007074136,1.9191,0.0132,1.8937,1.9447,1.92 ± 0.01
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,D,D,10205,386769773,2.2385,0.0225,2.1953,2.2824,2.24 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,National,National,35591,1575076186,1.9872,0.0107,1.9666,2.008,1.99 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),census_region,1,1,22102,279661986,6.4054,0.0437,6.3212,6.4904,6.41 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),census_region,2,2,30710,336017076,7.8875,0.0455,7.7996,7.9762,7.89 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),census_region,3,3,44721,587581057,7.2271,0.0344,7.1603,7.2944,7.23 ± 0.03
2011-2015,G20,Parkinson's Disease (PD),census_region,4,4,27520,371816067,7.3986,0.045,7.3114,7.4865,7.40 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),census_region,National,National,125053,1575076186,7.2534,0.0207,7.2133,7.2938,7.25 ± 0.02
2011-2015,G20,Parkinson's Disease (PD),doe_major,2,2,19294,239193144,7.0484,0.051,6.9493,7.1486,7.05 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),doe_major,3,3,28616,420144819,7.0589,0.042,6.9773,7.1411,7.06 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),doe_major,4,4,30593,388637488,7.136,0.0411,7.0562,7.2164,7.14 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),doe_major,5,5,35771,413244971,7.4739,0.04,7.3966,7.5517,7.47 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),doe_major,6,6,9632,100198088,7.9143,0.0816,7.757,8.074,7.91 ± 0.08
2011-2015,G20,Parkinson's Disease (PD),doe_major,7,7,1147,13657676,7.253,0.2159,6.8393,7.6852,7.25 ± 0.22
2011-2015,G20,Parkinson's Disease (PD),doe_major,National,National,125053,1575076186,7.2534,0.0207,7.2133,7.2938,7.25 ± 0.02
2011-2015,G20,Parkinson's Disease (PD),koppen_major,B,B,14137,181232277,7.3451,0.0621,7.2245,7.4672,7.35 ± 0.06
2011-2015,G20,Parkinson's Disease (PD),koppen_major,C,C,76619,1007074136,7.1163,0.0259,7.066,7.1669,7.12 ± 0.03
2011-2015,G20,Parkinson's Disease (PD),koppen_major,D,D,34297,386769773,7.5386,0.0412,7.459,7.6188,7.54 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),koppen_major,National,National,125053,1575076186,7.2534,0.0207,7.2133,7.2938,7.25 ± 0.02
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,1,1,225925,279661986,61.2697,0.1307,61.0173,61.5228,61.27 ± 0.13
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,2,2,310150,336017076,75.5232,0.1371,75.2576,75.7894,75.52 ± 0.14
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,3,3,479726,587581057,76.4644,0.1108,76.2482,76.6811,76.46 ± 0.11
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,4,4,256052,371816067,66.3008,0.132,66.0443,66.5582,66.30 ± 0.13
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,National,National,1271853,1575076186,71.0008,0.0634,70.8774,71.1243,71.00 ± 0.06
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,2,2,179850,239193144,64.1888,0.152,63.8925,64.4862,64.19 ± 0.15
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,3,3,303354,420144819,73.1921,0.1336,72.9319,73.4531,73.19 ± 0.13
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,4,4,311633,388637488,70.0106,0.1264,69.765,70.2569,70.01 ± 0.13
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,5,5,368945,413244971,72.8463,0.1213,72.6114,73.0817,72.85 ± 0.12
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,6,6,96278,100198088,74.7904,0.2437,74.3187,75.2643,74.79 ± 0.24
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,7,7,11793,13657676,71.8154,0.666,70.525,73.1234,71.82 ± 0.67
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,National,National,1271853,1575076186,71.0008,0.0634,70.8774,71.1243,71.00 ± 0.06
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,B,B,121546,181232277,61.5307,0.1773,61.1853,61.8776,61.53 ± 0.18
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,C,C,796604,1007074136,71.6508,0.0808,71.4935,71.8083,71.65 ± 0.08
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,D,D,353703,386769773,73.3647,0.1248,73.1231,73.6069,73.36 ± 0.12
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,National,National,1271853,1575076186,71.0008,0.0634,70.8774,71.1243,71.00 ± 0.06
2011-2015,G30,Alzheimer's Disease (AD),census_region,1,1,61772,279661986,16.6982,0.0681,16.5667,16.8304,16.70 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),census_region,2,2,107379,336017076,26.0864,0.0804,25.9306,26.2429,26.09 ± 0.08
2011-2015,G30,Alzheimer's Disease (AD),census_region,3,3,168310,587581057,26.9106,0.0658,26.7822,27.0395,26.91 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),census_region,4,4,118835,371816067,30.7323,0.0898,30.5579,30.9076,30.73 ± 0.09
2011-2015,G30,Alzheimer's Disease (AD),census_region,National,National,456296,1575076186,25.4671,0.038,25.3932,25.5411,25.47 ± 0.04
2011-2015,G30,Alzheimer's Disease (AD),doe_major,2,2,63707,239193144,22.7375,0.0905,22.5613,22.9148,22.74 ± 0.09
2011-2015,G30,Alzheimer's Disease (AD),doe_major,3,3,132419,420144819,31.9905,0.0883,31.8185,32.1633,31.99 ± 0.09
2011-2015,G30,Alzheimer's Disease (AD),doe_major,4,4,105378,388637488,23.6888,0.0735,23.546,23.8323,23.69 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),doe_major,5,5,118851,413244971,23.4288,0.0688,23.2958,23.5624,23.43 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),doe_major,6,6,31630,100198088,24.5093,0.1393,24.2399,24.7809,24.51 ± 0.14
2011-2015,G30,Alzheimer's Disease (AD),doe_major,7,7,4311,13657676,26.2261,0.4021,25.449,27.0209,26.23 ± 0.40
2011-2015,G30,Alzheimer's Disease (AD),doe_major,National,National,456296,1575076186,25.4671,0.038,25.3932,25.5411,25.47 ± 0.04
2011-2015,G30,Alzheimer's Disease (AD),koppen_major,B,B,50042,181232277,25.3184,0.1137,25.0971,25.5412,25.32 ± 0.11
2011-2015,G30,Alzheimer's Disease (AD),koppen_major,C,C,293192,1007074136,26.3828,0.049,26.2874,26.4785,26.38 ± 0.05
2011-2015,G30,Alzheimer's Disease (AD),koppen_major,D,D,113062,386769773,23.4115,0.0705,23.2752,23.5484,23.41 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),koppen_major,National,National,456296,1575076186,25.4671,0.038,25.3932,25.5411,25.47 ± 0.04
2016-2020,C00_C97,All-site Cancer,census_region,1,1,536373,280623842,144.9902,0.2018,144.6025,145.3788,144.99 ± 0.20
2016-2020,C00_C97,All-site Cancer,census_region,2,2,677827,339482858,157.6748,0.195,157.2996,158.0506,157.67 ± 0.20
2016-2020,C00_C97,All-site Cancer,census_region,3,3,1155538,617941257,153.7373,0.1451,153.4571,154.0178,153.74 ± 0.15
2016-2020,C00_C97,All-site Cancer,census_region,4,4,611319,388936127,136.1641,0.1766,135.8229,136.5058,136.16 ± 0.18
2016-2020,C00_C97,All-site Cancer,census_region,National,National,2981057,1626984084,149.0297,0.0876,148.8606,149.199,149.03 ± 0.09
2016-2020,C00_C97,All-site Cancer,doe_major,2,2,459264,256937430,141.8866,0.2122,141.4766,142.2976,141.89 ± 0.21
2016-2020,C00_C97,All-site Cancer,doe_major,3,3,734656,435946829,148.3747,0.1755,148.0357,148.7144,148.37 ± 0.18
2016-2020,C00_C97,All-site Cancer,doe_major,4,4,752863,398806624,151.3529,0.1772,151.0112,151.6952,151.35 ± 0.18
2016-2020,C00_C97,All-site Cancer,doe_major,5,5,806025,419532637,151.8633,0.1722,151.532,152.1952,151.86 ± 0.17
2016-2020,C00_C97,All-site Cancer,doe_major,6,6,201539,101931914,149.3391,0.3397,148.6878,149.9925,149.34 ± 0.34
2016-2020,C00_C97,All-site Cancer,doe_major,7,7,26710,13828650,147.9857,0.9264,146.2162,149.7712,147.99 ± 0.93
2016-2020,C00_C97,All-site Cancer,doe_major,National,National,2981057,1626984084,149.0297,0.0876,148.8606,149.199,149.03 ± 0.09
2016-2020,C00_C97,All-site Cancer,koppen_major,B,B,305293,191399555,134.2207,0.2458,133.745,134.6976,134.22 ± 0.25
2016-2020,C00_C97,All-site Cancer,koppen_major,C,C,1909754,1044904352,150.1695,0.1103,149.9566,150.3827,150.17 ± 0.11
2016-2020,C00_C97,All-site Cancer,koppen_major,D,D,766010,390680177,152.7967,0.1779,152.4547,153.1392,152.80 ± 0.18
2016-2020,C00_C97,All-site Cancer,koppen_major,National,National,2981057,1626984084,149.0297,0.0876,148.8606,149.199,149.03 ± 0.09
2016-2020,C18_C21,Colorectal Cancer,census_region,1,1,46196,280623842,12.5891,0.0599,12.4746,12.7045,12.59 ± 0.06
2016-2020,C18_C21,Colorectal Cancer,census_region,2,2,58965,339482858,13.8756,0.0583,13.7638,13.988,13.88 ± 0.06
2016-2020,C18_C21,Colorectal Cancer,census_region,3,3,104235,617941257,14.0419,0.0442,13.9568,14.1274,14.04 ± 0.04
2016-2020,C18_C21,Colorectal Cancer,census_region,4,4,54890,388936127,12.3112,0.0533,12.2085,12.4147,12.31 ± 0.05
2016-2020,C18_C21,Colorectal Cancer,census_region,National,National,264286,1626984084,13.356,0.0264,13.3051,13.407,13.36 ± 0.03
2016-2020,C18_C21,Colorectal Cancer,doe_major,2,2,42039,256937430,13.1421,0.0651,13.0168,13.2684,13.14 ± 0.07
2016-2020,C18_C21,Colorectal Cancer,doe_major,3,3,67338,435946829,13.6781,0.0535,13.5749,13.7818,13.68 ± 0.05
2016-2020,C18_C21,Colorectal Cancer,doe_major,4,4,66108,398806624,13.4595,0.0533,13.3571,13.5625,13.46 ± 0.05
2016-2020,C18_C21,Colorectal Cancer,doe_major,5,5,69716,419532637,13.2708,0.0513,13.1725,13.3697,13.27 ± 0.05
2016-2020,C18_C21,Colorectal Cancer,doe_major,6,6,16725,101931914,12.633,0.1001,12.4423,12.826,12.63 ± 0.10
2016-2020,C18_C21,Colorectal Cancer,doe_major,7,7,2360,13828650,13.4199,0.2836,12.8839,13.9725,13.42 ± 0.28
2016-2020,C18_C21,Colorectal Cancer,doe_major,National,National,264286,1626984084,13.356,0.0264,13.3051,13.407,13.36 ± 0.03
2016-2020,C18_C21,Colorectal Cancer,koppen_major,B,B,28796,191399555,12.7636,0.0762,12.6166,12.9118,12.76 ± 0.08
2016-2020,C18_C21,Colorectal Cancer,koppen_major,C,C,169762,1044904352,13.4919,0.0333,13.4278,13.5562,13.49 ± 0.03
2016-2020,C18_C21,Colorectal Cancer,koppen_major,D,D,65728,390680177,13.2659,0.0528,13.1647,13.3677,13.27 ± 0.05
2016-2020,C18_C21,Colorectal Cancer,koppen_major,National,National,264286,1626984084,13.356,0.0264,13.3051,13.407,13.36 ± 0.03
2016-2020,C22,Liver Cancer,census_region,1,1,22569,280623842,6.0003,0.0407,5.9223,6.0791,6.00 ± 0.04
2016-2020,C22,Liver Cancer,census_region,2,2,26758,339482858,6.0788,0.0378,6.0061,6.152,6.08 ± 0.04
2016-2020,C22,Liver Cancer,census_region,3,3,54393,617941257,6.9861,0.0304,6.9275,7.045,6.99 ± 0.03
2016-2020,C22,Liver Cancer,census_region,4,4,32900,388936127,7.0781,0.0396,7.0018,7.155,7.08 ± 0.04
2016-2020,C22,Liver Cancer,census_region,National,National,136620,1626984084,6.6286,0.0182,6.5935,6.6639,6.63 ± 0.02
2016-2020,C22,Liver Cancer,doe_major,2,2,24000,256937430,7.2292,0.0472,7.138,7.3212,7.23 ± 0.05
2016-2020,C22,Liver Cancer,doe_major,3,3,37746,435946829,7.3516,0.0384,7.2776,7.4262,7.35 ± 0.04
2016-2020,C22,Liver Cancer,doe_major,4,4,33184,398806624,6.4704,0.0361,6.401,6.5404,6.47 ± 0.04
2016-2020,C22,Liver Cancer,doe_major,5,5,32939,419532637,6.0508,0.0339,5.9856,6.1165,6.05 ± 0.03
2016-2020,C22,Liver Cancer,doe_major,6,6,7736,101931914,5.618,0.0653,5.4935,5.7446,5.62 ± 0.07
2016-2020,C22,Liver Cancer,doe_major,7,7,1015,13828650,5.447,0.1753,5.117,5.7927,5.45 ± 0.18
2016-2020,C22,Liver Cancer,doe_major,National,National,136620,1626984084,6.6286,0.0182,6.5935,6.6639,6.63 ± 0.02
2016-2020,C22,Liver Cancer,koppen_major,B,B,16216,191399555,6.9582,0.0553,6.8515,7.0661,6.96 ± 0.06
2016-2020,C22,Liver Cancer,koppen_major,C,C,90407,1044904352,6.8751,0.0232,6.8304,6.9201,6.88 ± 0.02
2016-2020,C22,Liver Cancer,koppen_major,D,D,29997,390680177,5.8541,0.0344,5.7881,5.9208,5.85 ± 0.03
2016-2020,C22,Liver Cancer,koppen_major,National,National,136620,1626984084,6.6286,0.0182,6.5935,6.6639,6.63 ± 0.02
2016-2020,C25,Pancreatic Cancer,census_region,1,1,42458,280623842,11.3784,0.0561,11.2704,11.4871,11.38 ± 0.06
2016-2020,C25,Pancreatic Cancer,census_region,2,2,50831,339482858,11.7013,0.0528,11.5998,11.8035,11.70 ± 0.05
2016-2020,C25,Pancreatic Cancer,census_region,3,3,83098,617941257,10.9374,0.0384,10.8632,11.012,10.94 ± 0.04
2016-2020,C25,Pancreatic Cancer,census_region,4,4,46787,388936127,10.3056,0.0483,10.2124,10.3994,10.31 ± 0.05
2016-2020,C25,Pancreatic Cancer,census_region,National,National,223174,1626984084,11.0396,0.0237,10.9939,11.0855,11.04 ± 0.02
2016-2020,C25,Pancreatic Cancer,doe_major,2,2,34550,256937430,10.5518,0.0574,10.4408,10.6636,10.55 ± 0.06
2016-2020,C25,Pancreatic Cancer,doe_major,3,3,53658,435946829,10.7369,0.047,10.6463,10.8282,10.74 ± 0.05
2016-2020,C25,Pancreatic Cancer,doe_major,4,4,55751,398806624,11.0862,0.0476,10.9944,11.1786,11.09 ± 0.05
2016-2020,C25,Pancreatic Cancer,doe_major,5,5,61958,419532637,11.5625,0.0472,11.4716,11.6539,11.56 ± 0.05
2016-2020,C25,Pancreatic Cancer,doe_major,6,6,15309,101931914,11.2012,0.0923,11.0245,11.3801,11.20 ± 0.09
2016-2020,C25,Pancreatic Cancer,doe_major,7,7,1948,13828650,10.5671,0.2447,10.103,11.047,10.57 ± 0.24
2016-2020,C25,Pancreatic Cancer,doe_major,National,National,223174,1626984084,11.0396,0.0237,10.9939,11.0855,11.04 ± 0.02
2016-2020,C25,Pancreatic Cancer,koppen_major,B,B,23368,191399555,10.1618,0.0672,10.0319,10.2929,10.16 ± 0.07
2016-2020,C25,Pancreatic Cancer,koppen_major,C,C,141300,1044904352,10.9959,0.0297,10.9387,11.0534,11.00 ± 0.03
2016-2020,C25,Pancreatic Cancer,koppen_major,D,D,58506,390680177,11.5526,0.0486,11.4592,11.6466,11.55 ± 0.05
2016-2020,C25,Pancreatic Cancer,koppen_major,National,National,223174,1626984084,11.0396,0.0237,10.9939,11.0855,11.04 ± 0.02
2016-2020,C34,Lung Cancer,census_region,1,1,123606,280623842,33.0521,0.0955,32.8681,33.2368,33.05 ± 0.10
2016-2020,C34,Lung Cancer,census_region,2,2,171874,339482858,39.3803,0.0965,39.1943,39.5669,39.38 ± 0.10
2016-2020,C34,Lung Cancer,census_region,3,3,292206,617941257,38.0776,0.0713,37.9397,38.2159,38.08 ± 0.07
2016-2020,C34,Lung Cancer,census_region,4,4,121101,388936127,26.7298,0.0778,26.5795,26.8808,26.73 ± 0.08
2016-2020,C34,Lung Cancer,census_region,National,National,708787,1626984084,34.8698,0.042,34.7887,34.9511,34.87 ± 0.04
2016-2020,C34,Lung Cancer,doe_major,2,2,107702,256937430,32.611,0.1004,32.4165,32.8064,32.61 ± 0.10
2016-2020,C34,Lung Cancer,doe_major,3,3,167826,435946829,33.4401,0.0827,33.2803,33.6005,33.44 ± 0.08
2016-2020,C34,Lung Cancer,doe_major,4,4,184971,398806624,36.5792,0.0862,36.4127,36.7463,36.58 ± 0.09
2016-2020,C34,Lung Cancer,doe_major,5,5,193730,419532637,36.0095,0.0831,35.8494,36.1702,36.01 ± 0.08
2016-2020,C34,Lung Cancer,doe_major,6,6,48019,101931914,34.9792,0.1625,34.667,35.2935,34.98 ± 0.16
2016-2020,C34,Lung Cancer,doe_major,7,7,6539,13828650,35.3986,0.4465,34.5457,36.2671,35.40 ± 0.45
2016-2020,C34,Lung Cancer,doe_major,National,National,708787,1626984084,34.8698,0.042,34.7887,34.9511,34.87 ± 0.04
2016-2020,C34,Lung Cancer,koppen_major,B,B,62230,191399555,26.9738,0.1091,26.7622,27.1865,26.97 ± 0.11
2016-2020,C34,Lung Cancer,koppen_major,C,C,460270,1044904352,35.5926,0.0532,35.4898,35.6955,35.59 ± 0.05
2016-2020,C34,Lung Cancer,koppen_major,D,D,186287,390680177,36.6241,0.0862,36.458,36.7908,36.62 ± 0.09
2016-2020,C34,Lung Cancer,koppen_major,National,National,708787,1626984084,34.8698,0.042,34.7887,34.9511,34.87 ± 0.04
2016-2020,C50,Breast Cancer,census_region,1,1,38329,280623842,10.5779,0.0554,10.4722,10.6843,10.58 ± 0.06
2016-2020,C50,Breast Cancer,census_region,2,2,45924,339482858,10.9419,0.0523,10.8421,11.0424,10.94 ± 0.05
2016-2020,C50,Breast Cancer,census_region,3,3,81957,617941257,11.1664,0.0397,11.09,11.2431,11.17 ± 0.04
2016-2020,C50,Breast Cancer,census_region,4,4,45478,388936127,10.2276,0.0488,10.1338,10.3221,10.23 ± 0.05
2016-2020,C50,Breast Cancer,census_region,National,National,211688,1626984084,10.8023,0.0239,10.7563,10.8484,10.80 ± 0.02
2016-2020,C50,Breast Cancer,doe_major,2,2,32072,256937430,10.2129,0.0582,10.1014,10.3253,10.21 ± 0.06
2016-2020,C50,Breast Cancer,doe_major,3,3,54555,435946829,11.1483,0.0485,11.0549,11.2422,11.15 ± 0.05
2016-2020,C50,Breast Cancer,doe_major,4,4,54224,398806624,11.1084,0.0486,11.0151,11.2023,11.11 ± 0.05
2016-2020,C50,Breast Cancer,doe_major,5,5,56408,419532637,10.8573,0.0468,10.7678,10.9472,10.86 ± 0.05
2016-2020,C50,Breast Cancer,doe_major,6,6,12922,101931914,9.8407,0.089,9.6718,10.0119,9.84 ± 0.09
2016-2020,C50,Breast Cancer,doe_major,7,7,1507,13828650,8.5598,0.2271,8.133,9.0031,8.56 ± 0.23
2016-2020,C50,Breast Cancer,doe_major,National,National,211688,1626984084,10.8023,0.0239,10.7563,10.8484,10.80 ± 0.02
2016-2020,C50,Breast Cancer,koppen_major,B,B,22566,191399555,10.122,0.0685,9.9904,10.255,10.12 ± 0.07
2016-2020,C50,Breast Cancer,koppen_major,C,C,137393,1044904352,11.015,0.0303,10.9569,11.0734,11.02 ± 0.03
2016-2020,C50,Breast Cancer,koppen_major,D,D,51729,390680177,10.5632,0.0476,10.4724,10.6546,10.56 ± 0.05
2016-2020,C50,Breast Cancer,koppen_major,National,National,211688,1626984084,10.8023,0.0239,10.7563,10.8484,10.80 ± 0.02
2016-2020,C56,Ovary Cancer,census_region,1,1,12997,280623842,3.5281,0.0316,3.4677,3.5893,3.53 ± 0.03
2016-2020,C56,Ovary Cancer,census_region,2,2,14858,339482858,3.4661,0.029,3.4106,3.5223,3.47 ± 0.03
2016-2020,C56,Ovary Cancer,census_region,3,3,25155,617941257,3.3567,0.0215,3.3153,3.3984,3.36 ± 0.02
2016-2020,C56,Ovary Cancer,census_region,4,4,15735,388936127,3.4888,0.0283,3.4345,3.5438,3.49 ± 0.03
