Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2016-2020,C56,Ovary Cancer,census_region,National,National,68745,1626984084,3.4425,0.0134,3.4168,3.4683,3.44 ± 0.01
2016-2020,C56,Ovary Cancer,doe_major,2,2,10385,256937430,3.2315,0.0322,3.1697,3.2943,3.23 ± 0.03
2016-2020,C56,Ovary Cancer,doe_major,3,3,17227,435946829,3.4731,0.0269,3.4214,3.5253,3.47 ± 0.03
2016-2020,C56,Ovary Cancer,doe_major,4,4,17327,398806624,3.4825,0.0269,3.4308,3.5348,3.48 ± 0.03
2016-2020,C56,Ovary Cancer,doe_major,5,5,18797,419532637,3.5493,0.0264,3.4988,3.6004,3.55 ± 0.03
2016-2020,C56,Ovary Cancer,doe_major,6,6,4478,101931914,3.325,0.0509,3.2283,3.4238,3.32 ± 0.05
2016-2020,C56,Ovary Cancer,doe_major,7,7,531,13828650,2.9655,0.132,2.7186,3.2288,2.97 ± 0.13
2016-2020,C56,Ovary Cancer,doe_major,National,National,68745,1626984084,3.4425,0.0134,3.4168,3.4683,3.44 ± 0.01
2016-2020,C56,Ovary Cancer,koppen_major,B,B,7487,191399555,3.3001,0.0387,3.2258,3.3757,3.30 ± 0.04
2016-2020,C56,Ovary Cancer,koppen_major,C,C,43871,1044904352,3.4537,0.0168,3.4214,3.4861,3.45 ± 0.02
2016-2020,C56,Ovary Cancer,koppen_major,D,D,17387,390680177,3.4798,0.0269,3.4283,3.5319,3.48 ± 0.03
2016-2020,C56,Ovary Cancer,koppen_major,National,National,68745,1626984084,3.4425,0.0134,3.4168,3.4683,3.44 ± 0.01
2016-2020,C61,Prostate Cancer,census_region,1,1,26933,280623842,7.1118,0.0439,7.0271,7.1972,7.11 ± 0.04
2016-2020,C61,Prostate Cancer,census_region,2,2,34128,339482858,7.8532,0.043,7.7701,7.937,7.85 ± 0.04
2016-2020,C61,Prostate Cancer,census_region,3,3,57720,617941257,7.7552,0.0325,7.6921,7.8188,7.76 ± 0.03
2016-2020,C61,Prostate Cancer,census_region,4,4,37087,388936127,8.351,0.0438,8.2662,8.4364,8.35 ± 0.04
2016-2020,C61,Prostate Cancer,census_region,National,National,155868,1626984084,7.7882,0.0199,7.7496,7.827,7.79 ± 0.02
2016-2020,C61,Prostate Cancer,doe_major,2,2,23749,256937430,7.2229,0.0472,7.1314,7.3154,7.22 ± 0.05
2016-2020,C61,Prostate Cancer,doe_major,3,3,40384,435946829,8.3241,0.0418,8.2431,8.4057,8.32 ± 0.04
2016-2020,C61,Prostate Cancer,doe_major,4,4,37647,398806624,7.5816,0.0394,7.5052,7.6586,7.58 ± 0.04
2016-2020,C61,Prostate Cancer,doe_major,5,5,41321,419532637,7.7088,0.0384,7.6346,7.7834,7.71 ± 0.04
2016-2020,C61,Prostate Cancer,doe_major,6,6,11249,101931914,8.2232,0.0784,8.072,8.3766,8.22 ± 0.08
2016-2020,C61,Prostate Cancer,doe_major,7,7,1518,13828650,8.4345,0.2189,8.0155,8.8698,8.43 ± 0.22
2016-2020,C61,Prostate Cancer,doe_major,National,National,155868,1626984084,7.7882,0.0199,7.7496,7.827,7.79 ± 0.02
2016-2020,C61,Prostate Cancer,koppen_major,B,B,18209,191399555,7.9563,0.0593,7.8412,8.0727,7.96 ± 0.06
2016-2020,C61,Prostate Cancer,koppen_major,C,C,97836,1044904352,7.7315,0.0249,7.6832,7.7801,7.73 ± 0.02
2016-2020,C61,Prostate Cancer,koppen_major,D,D,39823,390680177,7.8451,0.0398,7.7682,7.9225,7.85 ± 0.04
2016-2020,C61,Prostate Cancer,koppen_major,National,National,155868,1626984084,7.7882,0.0199,7.7496,7.827,7.79 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,census_region,1,1,10905,280623842,2.9463,0.0288,2.8913,3.0021,2.95 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,census_region,2,2,16303,339482858,3.7845,0.0302,3.7267,3.8431,3.78 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,census_region,3,3,27872,617941257,3.7038,0.0225,3.6605,3.7476,3.70 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,census_region,4,4,14938,388936127,3.3111,0.0275,3.2582,3.3646,3.31 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,census_region,National,National,70018,1626984084,3.4928,0.0134,3.467,3.5187,3.49 ± 0.01
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,doe_major,2,2,11194,256937430,3.4603,0.0331,3.3965,3.525,3.46 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,doe_major,3,3,17959,435946829,3.6096,0.0273,3.557,3.6628,3.61 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,doe_major,4,4,17059,398806624,3.4242,0.0266,3.373,3.476,3.42 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,doe_major,5,5,18148,419532637,3.4158,0.0258,3.3663,3.4659,3.42 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,doe_major,6,6,5031,101931914,3.6994,0.0532,3.5979,3.8031,3.70 ± 0.05
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,doe_major,7,7,627,13828650,3.4928,0.1431,3.2248,3.7773,3.49 ± 0.14
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,doe_major,National,National,70018,1626984084,3.4928,0.0134,3.467,3.5187,3.49 ± 0.01
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,koppen_major,B,B,7856,191399555,3.45,0.0394,3.3741,3.5271,3.45 ± 0.04
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,koppen_major,C,C,44543,1044904352,3.4951,0.0168,3.4627,3.5277,3.50 ± 0.02
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,koppen_major,D,D,17619,390680177,3.5054,0.0269,3.4539,3.5576,3.51 ± 0.03
2016-2020,C64_C65,Kidney and Renal Pelvis Cancer,koppen_major,National,National,70018,1626984084,3.4928,0.0134,3.467,3.5187,3.49 ± 0.01
2016-2020,C82_C85,Non-Hodgkin Lymphoma,census_region,1,1,18719,280623842,5.097,0.0379,5.0242,5.1705,5.10 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,census_region,2,2,23643,339482858,5.5536,0.0367,5.483,5.6249,5.55 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,census_region,3,3,36974,617941257,5.0172,0.0264,4.9662,5.0686,5.02 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,census_region,4,4,21731,388936127,4.9046,0.0337,4.8396,4.9703,4.90 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,census_region,National,National,101067,1626984084,5.123,0.0163,5.0915,5.1547,5.12 ± 0.02
2016-2020,C82_C85,Non-Hodgkin Lymphoma,doe_major,2,2,15454,256937430,4.8112,0.0392,4.7357,4.8877,4.81 ± 0.04
2016-2020,C82_C85,Non-Hodgkin Lymphoma,doe_major,3,3,23942,435946829,4.9372,0.0323,4.8749,5.0002,4.94 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,doe_major,4,4,25224,398806624,5.142,0.0328,5.0788,5.2059,5.14 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,doe_major,5,5,28182,419532637,5.3695,0.0325,5.307,5.4326,5.37 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,doe_major,6,6,7263,101931914,5.4337,0.0649,5.3095,5.5602,5.43 ± 0.06
2016-2020,C82_C85,Non-Hodgkin Lymphoma,doe_major,7,7,1002,13828650,5.6429,0.1816,5.2988,6.0034,5.64 ± 0.18
2016-2020,C82_C85,Non-Hodgkin Lymphoma,doe_major,National,National,101067,1626984084,5.123,0.0163,5.0915,5.1547,5.12 ± 0.02
2016-2020,C82_C85,Non-Hodgkin Lymphoma,koppen_major,B,B,10532,191399555,4.6667,0.0459,4.578,4.7567,4.67 ± 0.05
2016-2020,C82_C85,Non-Hodgkin Lymphoma,koppen_major,C,C,63385,1044904352,5.0651,0.0204,5.0257,5.1047,5.07 ± 0.02
2016-2020,C82_C85,Non-Hodgkin Lymphoma,koppen_major,D,D,27150,390680177,5.4753,0.0338,5.4103,5.5408,5.48 ± 0.03
2016-2020,C82_C85,Non-Hodgkin Lymphoma,koppen_major,National,National,101067,1626984084,5.123,0.0163,5.0915,5.1547,5.12 ± 0.02
2016-2020,C91_C95,Leukemia,census_region,1,1,21123,280623842,5.8283,0.0409,5.7499,5.9074,5.83 ± 0.04
2016-2020,C91_C95,Leukemia,census_region,2,2,26742,339482858,6.3619,0.0396,6.2859,6.4386,6.36 ± 0.04
2016-2020,C91_C95,Leukemia,census_region,3,3,43471,617941257,5.9823,0.0291,5.9261,6.0388,5.98 ± 0.03
2016-2020,C91_C95,Leukemia,census_region,4,4,24240,388936127,5.5537,0.0361,5.484,5.6241,5.55 ± 0.04
2016-2020,C91_C95,Leukemia,census_region,National,National,115576,1626984084,5.9423,0.0177,5.908,5.9766,5.94 ± 0.02
2016-2020,C91_C95,Leukemia,doe_major,2,2,18223,256937430,5.7899,0.0435,5.7062,5.8746,5.79 ± 0.04
2016-2020,C91_C95,Leukemia,doe_major,3,3,27669,435946829,5.7755,0.0352,5.7077,5.844,5.78 ± 0.04
2016-2020,C91_C95,Leukemia,doe_major,4,4,28711,398806624,5.9408,0.0356,5.8723,6.01,5.94 ± 0.04
2016-2020,C91_C95,Leukemia,doe_major,5,5,31600,419532637,6.0883,0.0349,6.0214,6.1558,6.09 ± 0.03
2016-2020,C91_C95,Leukemia,doe_major,6,6,8285,101931914,6.2561,0.0701,6.1221,6.3923,6.26 ± 0.07
2016-2020,C91_C95,Leukemia,doe_major,7,7,1088,13828650,6.1691,0.1908,5.8079,6.5468,6.17 ± 0.19
2016-2020,C91_C95,Leukemia,doe_major,National,National,115576,1626984084,5.9423,0.0177,5.908,5.9766,5.94 ± 0.02
2016-2020,C91_C95,Leukemia,koppen_major,B,B,12128,191399555,5.4661,0.0502,5.3692,5.5642,5.47 ± 0.05
2016-2020,C91_C95,Leukemia,koppen_major,C,C,73213,1044904352,5.9357,0.0223,5.8928,5.9789,5.94 ± 0.02
2016-2020,C91_C95,Leukemia,koppen_major,D,D,30235,390680177,6.165,0.0361,6.0957,6.2348,6.16 ± 0.04
2016-2020,C91_C95,Leukemia,koppen_major,National,National,115576,1626984084,5.9423,0.0177,5.908,5.9766,5.94 ± 0.02
2016-2020,F01,Vascular Dementia (VD),census_region,1,1,12991,280623842,3.2868,0.0292,3.2305,3.3438,3.29 ± 0.03
2016-2020,F01,Vascular Dementia (VD),census_region,2,2,20281,339482858,4.5986,0.0325,4.5355,4.6623,4.60 ± 0.03
2016-2020,F01,Vascular Dementia (VD),census_region,3,3,27958,617941257,3.8726,0.0232,3.8274,3.9183,3.87 ± 0.02
2016-2020,F01,Vascular Dementia (VD),census_region,4,4,23830,388936127,5.4142,0.0352,5.3457,5.4834,5.41 ± 0.04
2016-2020,F01,Vascular Dementia (VD),census_region,National,National,85060,1626984084,4.2574,0.0147,4.2288,4.2861,4.26 ± 0.01
2016-2020,F01,Vascular Dementia (VD),doe_major,2,2,11444,256937430,3.4801,0.0326,3.4166,3.5444,3.48 ± 0.03
2016-2020,F01,Vascular Dementia (VD),doe_major,3,3,19919,435946829,4.21,0.03,4.1517,4.2688,4.21 ± 0.03
2016-2020,F01,Vascular Dementia (VD),doe_major,4,4,21353,398806624,4.316,0.0297,4.2583,4.3743,4.32 ± 0.03
2016-2020,F01,Vascular Dementia (VD),doe_major,5,5,23883,419532637,4.3862,0.0286,4.3308,4.4422,4.39 ± 0.03
2016-2020,F01,Vascular Dementia (VD),doe_major,6,6,7541,101931914,5.4498,0.0632,5.3275,5.5742,5.45 ± 0.06
2016-2020,F01,Vascular Dementia (VD),doe_major,7,7,920,13828650,5.1883,0.172,4.8584,5.5347,5.19 ± 0.17
2016-2020,F01,Vascular Dementia (VD),doe_major,National,National,85060,1626984084,4.2574,0.0147,4.2288,4.2861,4.26 ± 0.01
2016-2020,F01,Vascular Dementia (VD),koppen_major,B,B,8330,191399555,3.6309,0.0399,3.5533,3.7097,3.63 ± 0.04
2016-2020,F01,Vascular Dementia (VD),koppen_major,C,C,52952,1044904352,4.2283,0.0185,4.1924,4.2645,4.23 ± 0.02
2016-2020,F01,Vascular Dementia (VD),koppen_major,D,D,23778,390680177,4.6078,0.0301,4.5494,4.6667,4.61 ± 0.03
2016-2020,F01,Vascular Dementia (VD),koppen_major,National,National,85060,1626984084,4.2574,0.0147,4.2288,4.2861,4.26 ± 0.01
2016-2020,F03,Unspecified Dementia (UD),census_region,1,1,134429,280623842,33.6778,0.0929,33.498,33.8583,33.68 ± 0.09
2016-2020,F03,Unspecified Dementia (UD),census_region,2,2,133192,339482858,30.1101,0.0831,29.9486,30.2722,30.11 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),census_region,3,3,173841,617941257,24.1669,0.0581,24.0534,24.2807,24.17 ± 0.06
2016-2020,F03,Unspecified Dementia (UD),census_region,4,4,61675,388936127,14.0165,0.0567,13.9061,14.1276,14.02 ± 0.06
2016-2020,F03,Unspecified Dementia (UD),census_region,National,National,503137,1626984084,25.1592,0.0356,25.0897,25.2288,25.16 ± 0.04
2016-2020,F03,Unspecified Dementia (UD),doe_major,2,2,55652,256937430,16.9499,0.0721,16.8093,17.0913,16.95 ± 0.07
2016-2020,F03,Unspecified Dementia (UD),doe_major,3,3,77219,435946829,16.3876,0.0592,16.2722,16.5036,16.39 ± 0.06
2016-2020,F03,Unspecified Dementia (UD),doe_major,4,4,139390,398806624,28.131,0.0757,27.9835,28.279,28.13 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),doe_major,5,5,180474,419532637,32.9483,0.0782,32.7965,33.1007,32.95 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),doe_major,6,6,45514,101931914,32.7663,0.1547,32.4659,33.0687,32.77 ± 0.15
2016-2020,F03,Unspecified Dementia (UD),doe_major,7,7,4888,13828650,27.4102,0.394,26.6471,28.1896,27.41 ± 0.39
2016-2020,F03,Unspecified Dementia (UD),doe_major,National,National,503137,1626984084,25.1592,0.0356,25.0897,25.2288,25.16 ± 0.04
2016-2020,F03,Unspecified Dementia (UD),koppen_major,B,B,33836,191399555,14.746,0.0804,14.5893,14.904,14.75 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),koppen_major,C,C,294629,1044904352,23.5497,0.0436,23.4648,23.6349,23.55 ± 0.04
2016-2020,F03,Unspecified Dementia (UD),koppen_major,D,D,174672,390680177,33.6496,0.0812,33.492,33.8078,33.65 ± 0.08
2016-2020,F03,Unspecified Dementia (UD),koppen_major,National,National,503137,1626984084,25.1592,0.0356,25.0897,25.2288,25.16 ± 0.04
2016-2020,G10,Huntington's Disease (HD),census_region,1,1,978,280623842,0.2823,0.0093,0.2649,0.3006,0.28 ± 0.01
2016-2020,G10,Huntington's Disease (HD),census_region,2,2,1549,339482858,0.3891,0.0102,0.37,0.409,0.39 ± 0.01
2016-2020,G10,Huntington's Disease (HD),census_region,3,3,1934,617941257,0.269,0.0063,0.2571,0.2812,0.27 ± 0.01
2016-2020,G10,Huntington's Disease (HD),census_region,4,4,1162,388936127,0.263,0.0079,0.2481,0.2785,0.26 ± 0.01
2016-2020,G10,Huntington's Disease (HD),census_region,National,National,5623,1626984084,0.2949,0.004,0.2873,0.3027,0.29 ± 0.00
2016-2020,G10,Huntington's Disease (HD),doe_major,2,2,681,256937430,0.2267,0.0089,0.21,0.2444,0.23 ± 0.01
2016-2020,G10,Huntington's Disease (HD),doe_major,3,3,1313,435946829,0.2685,0.0076,0.2541,0.2834,0.27 ± 0.01
2016-2020,G10,Huntington's Disease (HD),doe_major,4,4,1352,398806624,0.2842,0.0079,0.2692,0.2997,0.28 ± 0.01
2016-2020,G10,Huntington's Disease (HD),doe_major,5,5,1774,419532637,0.3579,0.0088,0.3414,0.375,0.36 ± 0.01
2016-2020,G10,Huntington's Disease (HD),doe_major,6,6,456,101931914,0.3601,0.0176,0.3278,0.3947,0.36 ± 0.02
2016-2020,G10,Huntington's Disease (HD),doe_major,7,7,47,13828650,0.2807,0.0426,0.2063,0.3733,0.28 ± 0.04
2016-2020,G10,Huntington's Disease (HD),doe_major,National,National,5623,1626984084,0.2949,0.004,0.2873,0.3027,0.29 ± 0.00
2016-2020,G10,Huntington's Disease (HD),koppen_major,B,B,498,191399555,0.2275,0.0104,0.208,0.2484,0.23 ± 0.01
2016-2020,G10,Huntington's Disease (HD),koppen_major,C,C,3417,1044904352,0.2796,0.0049,0.2703,0.2891,0.28 ± 0.00
2016-2020,G10,Huntington's Disease (HD),koppen_major,D,D,1708,390680177,0.3677,0.0092,0.3505,0.3856,0.37 ± 0.01
2016-2020,G10,Huntington's Disease (HD),koppen_major,National,National,5623,1626984084,0.2949,0.004,0.2873,0.3027,0.29 ± 0.00
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,1,1,6382,280623842,1.7228,0.022,1.6808,1.7656,1.72 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,2,2,8246,339482858,1.9168,0.0216,1.8757,1.9586,1.92 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,3,3,12243,617941257,1.602,0.0147,1.5738,1.6307,1.60 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,4,4,7801,388936127,1.7075,0.0197,1.6699,1.7459,1.71 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,National,National,34672,1626984084,1.715,0.0094,1.697,1.7332,1.72 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,2,2,4839,256937430,1.4838,0.0217,1.4423,1.5262,1.48 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,3,3,7743,435946829,1.5376,0.0178,1.5035,1.5722,1.54 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,4,4,8850,398806624,1.7549,0.019,1.7185,1.7918,1.75 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,5,5,10006,419532637,1.877,0.0192,1.8404,1.9142,1.88 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,6,6,2812,101931914,2.0738,0.0401,1.9979,2.1519,2.07 ± 0.04
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,7,7,422,13828650,2.2753,0.1138,2.0634,2.5031,2.28 ± 0.11
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,National,National,34672,1626984084,1.715,0.0094,1.697,1.7332,1.72 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,B,B,3516,191399555,1.5318,0.0262,1.4816,1.5833,1.53 ± 0.03
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,C,C,21508,1044904352,1.6681,0.0116,1.6459,1.6905,1.67 ± 0.01
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,D,D,9648,390680177,1.9194,0.02,1.8813,1.9581,1.92 ± 0.02
2016-2020,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,National,National,34672,1626984084,1.715,0.0094,1.697,1.7332,1.72 ± 0.01
2016-2020,G20,Parkinson's Disease (PD),census_region,1,1,28335,280623842,7.5995,0.0457,7.5112,7.6885,7.60 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),census_region,2,2,39738,339482858,9.4,0.0476,9.3078,9.4929,9.40 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),census_region,3,3,64079,617941257,8.9312,0.0355,8.8621,9.0006,8.93 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),census_region,4,4,37297,388936127,8.6941,0.0454,8.6061,8.7828,8.69 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),census_region,National,National,169449,1626984084,8.7316,0.0214,8.6901,8.7733,8.73 ± 0.02
2016-2020,G20,Parkinson's Disease (PD),doe_major,2,2,27354,256937430,8.4947,0.0516,8.3944,8.596,8.49 ± 0.05
2016-2020,G20,Parkinson's Disease (PD),doe_major,3,3,40997,435946829,8.8024,0.0438,8.7174,8.888,8.80 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),doe_major,4,4,40865,398806624,8.4876,0.0423,8.4055,8.5702,8.49 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),doe_major,5,5,46469,419532637,8.9128,0.0418,8.832,8.9942,8.91 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),doe_major,6,6,12337,101931914,9.2842,0.0844,9.1211,9.4495,9.28 ± 0.08
2016-2020,G20,Parkinson's Disease (PD),doe_major,7,7,1427,13828650,8.1848,0.2184,7.7656,8.6207,8.18 ± 0.22
2016-2020,G20,Parkinson's Disease (PD),doe_major,National,National,169449,1626984084,8.7316,0.0214,8.6901,8.7733,8.73 ± 0.02
2016-2020,G20,Parkinson's Disease (PD),koppen_major,B,B,18739,191399555,8.3655,0.0614,8.2461,8.4861,8.37 ± 0.06
2016-2020,G20,Parkinson's Disease (PD),koppen_major,C,C,106288,1044904352,8.6912,0.0268,8.639,8.7436,8.69 ± 0.03
2016-2020,G20,Parkinson's Disease (PD),koppen_major,D,D,44422,390680177,8.9921,0.0431,8.9087,9.0761,8.99 ± 0.04
2016-2020,G20,Parkinson's Disease (PD),koppen_major,National,National,169449,1626984084,8.7316,0.0214,8.6901,8.7733,8.73 ± 0.02
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,1,1,257884,280623842,65.4329,0.1304,65.1806,65.686,65.43 ± 0.13
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,2,2,341299,339482858,77.8677,0.1344,77.6066,78.1293,77.87 ± 0.13
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,3,3,519147,617941257,72.1955,0.1006,71.9993,72.3922,72.20 ± 0.10
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,4,4,287898,388936127,65.696,0.1231,65.4563,65.9364,65.70 ± 0.12
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,National,National,1406228,1626984084,70.7562,0.06,70.6393,70.8732,70.76 ± 0.06
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,2,2,188945,256937430,57.8429,0.1336,57.5824,58.1043,57.84 ± 0.13
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,3,3,335173,435946829,71.2188,0.1236,70.9779,71.4603,71.22 ± 0.12
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,4,4,346985,398806624,70.4144,0.1202,70.1803,70.649,70.41 ± 0.12
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,5,5,412568,419532637,76.1014,0.1195,75.8693,76.3339,76.10 ± 0.12
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,6,6,109244,101931914,79.305,0.2419,78.8354,79.7767,79.30 ± 0.24
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,7,7,13313,13828650,74.8389,0.6526,73.5729,76.1211,74.84 ± 0.65
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,National,National,1406228,1626984084,70.7562,0.06,70.6393,70.8732,70.76 ± 0.06
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,B,B,133264,191399555,58.4211,0.1607,58.1079,58.7356,58.42 ± 0.16
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,C,C,875012,1044904352,70.2417,0.0755,70.0946,70.389,70.24 ± 0.08
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,D,D,397952,390680177,77.4412,0.1239,77.2007,77.6821,77.44 ± 0.12
2016-2020,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,National,National,1406228,1626984084,70.7562,0.06,70.6393,70.8732,70.76 ± 0.06
2016-2020,G30,Alzheimer's Disease (AD),census_region,1,1,75747,280623842,19.1462,0.0704,19.01,19.283,19.15 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),census_region,2,2,139842,339482858,31.8422,0.0858,31.6755,32.0095,31.84 ± 0.09
2016-2020,G30,Alzheimer's Disease (AD),census_region,3,3,241026,617941257,33.6229,0.0687,33.4888,33.7574,33.62 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),census_region,4,4,157295,388936127,35.8637,0.0909,35.6866,36.0413,35.86 ± 0.09
2016-2020,G30,Alzheimer's Disease (AD),census_region,National,National,613910,1626984084,30.893,0.0396,30.8158,30.9704,30.89 ± 0.04
2016-2020,G30,Alzheimer's Disease (AD),doe_major,2,2,89656,256937430,27.4344,0.0919,27.2552,27.6146,27.43 ± 0.09
2016-2020,G30,Alzheimer's Disease (AD),doe_major,3,3,189295,435946829,40.2813,0.093,40.1001,40.4632,40.28 ± 0.09
2016-2020,G30,Alzheimer's Disease (AD),doe_major,4,4,136527,398806624,27.7249,0.0754,27.578,27.8724,27.72 ± 0.08
2016-2020,G30,Alzheimer's Disease (AD),doe_major,5,5,151736,419532637,27.977,0.0724,27.8364,28.1181,27.98 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),doe_major,6,6,41040,101931914,29.7308,0.1479,29.4439,30.0199,29.73 ± 0.15
2016-2020,G30,Alzheimer's Disease (AD),doe_major,7,7,5656,13828650,31.7803,0.4247,30.9574,32.6196,31.78 ± 0.42
2016-2020,G30,Alzheimer's Disease (AD),doe_major,National,National,613910,1626984084,30.893,0.0396,30.8158,30.9704,30.89 ± 0.04
2016-2020,G30,Alzheimer's Disease (AD),koppen_major,B,B,68843,191399555,30.147,0.1153,29.9222,30.373,30.15 ± 0.12
2016-2020,G30,Alzheimer's Disease (AD),koppen_major,C,C,399635,1044904352,32.1043,0.051,32.0048,32.204,32.10 ± 0.05
2016-2020,G30,Alzheimer's Disease (AD),koppen_major,D,D,145432,390680177,28.2722,0.0748,28.1271,28.4179,28.27 ± 0.07
2016-2020,G30,Alzheimer's Disease (AD),koppen_major,National,National,613910,1626984084,30.893,0.0396,30.8158,30.9704,30.89 ± 0.04
