ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail,FC,FC_p,FC_rhat,FC_ess_bulk,FC_ess_tail
N00_N29_C64_C65,2000_2005,2006_2010,5,EQI+SM+PA+OB+UN,"1.00(1.00,1.00)","1.12(1.08,1.17)","1.14(1.09,1.19)","1.16(1.11,1.22)","1.20(1.14,1.27)",0.0002,0.0002,0.0002,0.0002,1.0023,1.0034,1.0033,1.0026,2256,1710,1578,1626,2995,2551,2723,2612,"0.28(0.19,0.38)",0.0002,1.0029,2941,3302,"-0.31(-0.38,-0.24)",0.0002,1.0012,1894,2497,"0.48(0.39,0.57)",0.0002,1.0010,2684,3035,"-0.26(-0.35,-0.17)",0.0002,1.0003,1999,3334,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+UN","1.00(1.00,1.00)","1.10(1.06,1.15)","1.09(1.05,1.14)","1.11(1.06,1.16)","1.14(1.08,1.19)","0.0002","0.0002","0.0002","0.0002","1.0026","1.0020","1.0025","1.0023",2100,1927,1721,1697,2706,2824,2552,2567,"0.30(0.21,0.39)","0.0002","1.0011",3357,3502,"-0.24(-0.31,-0.16)","0.0002","1.0017",2285,2505,"0.44(0.35,0.53)","0.0002","1.0014",2917,3050,"-0.26(-0.36,-0.17)","0.0002","1.0003",2179,3209,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+UN","1.00(1.00,1.00)","0.95(0.91,1.00)","1.03(0.98,1.09)","1.05(1.00,1.10)","1.04(0.98,1.10)","0.0639","0.2106","0.0669","0.1581","1.0009","1.0013","1.0014","1.0028",1856,1580,1632,1489,2761,2668,2682,2237,"0.30(0.21,0.39)","0.0002","1.0011",3357,3502,"-0.24(-0.31,-0.16)","0.0002","1.0017",2285,2505,"0.44(0.35,0.53)","0.0002","1.0014",2917,3050,"-0.26(-0.36,-0.17)","0.0002","1.0003",2179,3209,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+UN","1.00(1.00,1.00)","0.99(0.96,1.02)","1.02(0.99,1.06)","1.02(0.97,1.06)","0.99(0.95,1.04)","0.5351","0.2581","0.4572","0.6484","1.0022","1.0020","1.0030","1.0014",2730,2291,2195,2180,3230,2922,2829,3049,"0.30(0.21,0.39)","0.0002","1.0011",3357,3502,"-0.24(-0.31,-0.16)","0.0002","1.0017",2285,2505,"0.44(0.35,0.53)","0.0002","1.0014",2917,3050,"-0.26(-0.36,-0.17)","0.0002","1.0003",2179,3209,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB+UN","1.00(1.00,1.00)","1.13(1.09,1.18)","1.13(1.08,1.17)","1.14(1.09,1.18)","1.17(1.12,1.22)","0.0002","0.0002","0.0002","0.0002","1.0009","1.0032","1.0013","1.0019",2566,2288,2218,2122,3392,3023,2955,3010,"0.30(0.21,0.39)","0.0002","1.0011",3357,3502,"-0.24(-0.31,-0.16)","0.0002","1.0017",2285,2505,"0.44(0.35,0.53)","0.0002","1.0014",2917,3050,"-0.26(-0.36,-0.17)","0.0002","1.0003",2179,3209,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB+UN","1.00(1.00,1.00)","0.96(0.93,1.00)","0.91(0.87,0.95)","0.91(0.87,0.96)","0.92(0.87,0.97)","0.0585","0.0002","0.0006","0.0073","1.0006","1.0011","1.0014","1.0014",2396,2075,1551,1675,2866,2601,2746,2611,"0.30(0.21,0.39)","0.0002","1.0011",3357,3502,"-0.24(-0.31,-0.16)","0.0002","1.0017",2285,2505,"0.44(0.35,0.53)","0.0002","1.0014",2917,3050,"-0.26(-0.36,-0.17)","0.0002","1.0003",2179,3209,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI+SM+PA+OB+PD","1.00(1.00,1.00)","1.18(1.12,1.23)","1.20(1.15,1.26)","1.24(1.18,1.30)","1.28(1.22,1.36)","0.0002","0.0002","0.0002","0.0002","1.0013","1.0027","1.0020","1.0026",2312,1746,1619,1528,3114,2746,2481,2636,"0.30(0.20,0.39)","0.0002","1.0008",2721,3050,"-0.30(-0.37,-0.23)","0.0002","1.0009",1812,2586,"0.56(0.47,0.65)","0.0002","1.0010",2654,3274,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","0.9995",5670,4154,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+PD","1.00(1.00,1.00)","1.15(1.09,1.22)","1.15(1.09,1.22)","1.16(1.10,1.23)","1.20(1.13,1.27)","0.0002","0.0002","0.0002","0.0002","1.0023","1.0031","1.0047","1.0030",2236,2091,1838,1874,2941,2654,2429,2998,"0.33(0.24,0.43)","0.0002","1.0014",3486,3270,"-0.25(-0.33,-0.17)","0.0002","1.0030",1823,2482,"0.50(0.41,0.59)","0.0002","1.0015",3040,3724,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0002","1.0002",5093,4387,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+PD","1.00(1.00,1.00)","0.93(0.87,0.99)","1.04(0.97,1.11)","1.06(1.00,1.14)","1.04(0.97,1.12)","0.0335","0.2510","0.0689","0.2418","1.0011","1.0005","1.0013","1.0007",1825,1649,1704,1717,3014,2615,2323,2346,"0.33(0.24,0.43)","0.0002","1.0014",3486,3270,"-0.25(-0.33,-0.17)","0.0002","1.0030",1823,2482,"0.50(0.41,0.59)","0.0002","1.0015",3040,3724,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0002","1.0002",5093,4387,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+PD","1.00(1.00,1.00)","0.98(0.94,1.03)","1.02(0.97,1.08)","1.02(0.96,1.08)","0.98(0.92,1.04)","0.4843","0.3381","0.5522","0.5576","1.0014","1.0016","1.0037","1.0017",2869,2218,1897,1975,3591,2966,2836,2652,"0.33(0.24,0.43)","0.0002","1.0014",3486,3270,"-0.25(-0.33,-0.17)","0.0002","1.0030",1823,2482,"0.50(0.41,0.59)","0.0002","1.0015",3040,3724,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0002","1.0002",5093,4387,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
