ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail,FC,FC_p,FC_rhat,FC_ess_bulk,FC_ess_tail
C00_C97,2000_2005,2006_2010,5,EQI+SM+PA+OB+UN,"1.00(1.00,1.00)","1.06(1.04,1.08)","1.07(1.05,1.09)","1.07(1.05,1.09)","1.09(1.07,1.12)",0.0002,0.0002,0.0002,0.0002,1.0012,1.0021,1.0029,1.0021,3617,2742,2123,2124,3642,3727,3167,2913,"4.86(4.45,5.25)",0.0002,1.0010,3963,3627,"0.19(0.04,0.35)",0.0160,1.0007,2579,3392,"1.46(1.13,1.78)",0.0002,1.0005,3837,3889,"-2.35(-2.69,-2.01)",0.0002,1.0024,2961,3434,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+UN","1.00(1.00,1.00)","1.07(1.05,1.09)","1.07(1.05,1.09)","1.07(1.05,1.09)","1.08(1.06,1.10)","0.0002","0.0002","0.0002","0.0002","1.0015","1.0022","1.0019","1.0014",2672,2081,1803,1835,3580,3112,2772,2986,"4.77(4.38,5.18)","0.0002","1.0016",3344,3449,"0.18(0.01,0.36)","0.0323","1.0020",2166,3259,"1.22(0.88,1.55)","0.0002","1.0010",3278,3275,"-2.16(-2.52,-1.81)","0.0002","1.0009",2020,3054,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+UN","1.00(1.00,1.00)","0.98(0.96,1.00)","1.01(0.99,1.03)","1.02(1.00,1.04)","1.03(1.01,1.05)","0.0694","0.2122","0.0294","0.0044","1.0010","1.0012","1.0009","1.0021",2112,1863,1956,1901,2886,3058,2773,3071,"4.77(4.38,5.18)","0.0002","1.0016",3344,3449,"0.18(0.01,0.36)","0.0323","1.0020",2166,3259,"1.22(0.88,1.55)","0.0002","1.0010",3278,3275,"-2.16(-2.52,-1.81)","0.0002","1.0009",2020,3054,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+UN","1.00(1.00,1.00)","1.00(0.98,1.01)","1.01(0.99,1.03)","1.01(0.99,1.03)","1.02(1.00,1.04)","0.7076","0.2081","0.1948","0.0885","1.0000","1.0001","1.0013","1.0014",3983,3131,2645,2591,3820,3647,3043,3235,"4.77(4.38,5.18)","0.0002","1.0016",3344,3449,"0.18(0.01,0.36)","0.0323","1.0020",2166,3259,"1.22(0.88,1.55)","0.0002","1.0010",3278,3275,"-2.16(-2.52,-1.81)","0.0002","1.0009",2020,3054,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB+UN","1.00(1.00,1.00)","1.04(1.03,1.06)","1.05(1.04,1.07)","1.06(1.04,1.08)","1.07(1.06,1.09)","0.0002","0.0002","0.0002","0.0002","1.0003","1.0000","1.0006","1.0001",3506,2909,2687,2592,3695,3688,3454,3416,"4.77(4.38,5.18)","0.0002","1.0016",3344,3449,"0.18(0.01,0.36)","0.0323","1.0020",2166,3259,"1.22(0.88,1.55)","0.0002","1.0010",3278,3275,"-2.16(-2.52,-1.81)","0.0002","1.0009",2020,3054,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB+UN","1.00(1.00,1.00)","0.99(0.97,1.00)","0.98(0.96,0.99)","0.98(0.96,1.00)","0.98(0.96,1.00)","0.1006","0.0060","0.0514","0.1014","1.0005","1.0010","1.0023","1.0007",3233,2721,2376,2108,3283,3369,3227,2909,"4.77(4.38,5.18)","0.0002","1.0016",3344,3449,"0.18(0.01,0.36)","0.0323","1.0020",2166,3259,"1.22(0.88,1.55)","0.0002","1.0010",3278,3275,"-2.16(-2.52,-1.81)","0.0002","1.0009",2020,3054,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI+SM+PA+OB+PD","1.00(1.00,1.00)","1.09(1.07,1.11)","1.11(1.09,1.13)","1.12(1.10,1.15)","1.16(1.13,1.19)","0.0002","0.0002","0.0002","0.0002","1.0009","1.0011","1.0014","1.0007",4191,3310,2802,2744,4088,3321,3071,3552,"4.69(4.29,5.08)","0.0002","1.0012",3922,3882,"-0.26(-0.41,-0.10)","0.0010","1.0004",3423,3666,"1.44(1.10,1.78)","0.0002","1.0022",4017,3629,"",NA,"NA",NA,NA,"0.04(0.03,0.05)","0.0002","0.9999",8199,3897,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+PD","1.00(1.00,1.00)","1.11(1.09,1.13)","1.12(1.10,1.15)","1.12(1.10,1.14)","1.12(1.10,1.15)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0006","1.0005","1.0006",2843,2225,1890,1943,3404,3602,3215,3669,"4.77(4.38,5.16)","0.0002","1.0007",3515,3343,"-0.32(-0.50,-0.15)","0.0002","1.0011",2902,3117,"1.17(0.83,1.51)","0.0002","1.0004",3333,3257,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0021",6315,3252,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+PD","1.00(1.00,1.00)","0.97(0.95,1.00)","1.01(0.99,1.04)","1.03(1.00,1.06)","1.03(1.00,1.06)","0.0269","0.2777","0.0198","0.0210","1.0020","1.0018","1.0007","1.0020",2632,2373,2499,2361,3396,3015,3166,3276,"4.77(4.38,5.16)","0.0002","1.0007",3515,3343,"-0.32(-0.50,-0.15)","0.0002","1.0011",2902,3117,"1.17(0.83,1.51)","0.0002","1.0004",3333,3257,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0021",6315,3252,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+PD","1.00(1.00,1.00)","0.99(0.97,1.01)","1.01(0.99,1.03)","1.01(0.99,1.03)","1.02(0.99,1.04)","0.5251","0.3451","0.4205","0.1877","0.9998","1.0021","0.9999","1.0013",4286,3080,2652,2564,3683,3281,3462,3209,"4.77(4.38,5.16)","0.0002","1.0007",3515,3343,"-0.32(-0.50,-0.15)","0.0002","1.0011",2902,3117,"1.17(0.83,1.51)","0.0002","1.0004",3333,3257,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0021",6315,3252,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
