ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail,FC,FC_p,FC_rhat,FC_ess_bulk,FC_ess_tail
X60_X84_Y87.0,2000_2005,2006_2010,5,EQI+SM+PA+OB+UN,0.00,"2.15(1.55,2.75)","3.51(2.88,4.15)","4.03(3.35,4.74)","3.95(3.17,4.73)",0.0002,0.0002,0.0002,0.0002,1.0010,1.0022,1.0024,1.0029,2102,1525,1497,1335,2709,2860,2470,2549,"0.84(0.77,0.91)",0.0002,0.9999,2626,3134,"-0.04(-0.09,0.02)",0.2072,1.0032,1835,2204,"-0.32(-0.39,-0.25)",0.0002,1.0008,2272,2802,"-0.30(-0.36,-0.24)",0.0002,1.0025,2191,2841,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+UN","0.00","3.55(2.90,4.19)","4.41(3.73,5.08)","4.10(3.39,4.79)","2.94(2.17,3.67)","0.0002","0.0002","0.0002","0.0002","1.0010","1.0027","1.0018","1.0031",2584,2050,1950,1915,3476,2767,2465,2798,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+UN","0.00","0.51(-0.25,1.25)","1.47(0.69,2.26)","1.32(0.54,2.12)","1.90(1.05,2.76)","0.1823","0.0002","0.0010","0.0002","1.0017","1.0033","1.0034","1.0030",1956,1795,1821,1793,2726,2889,2857,2927,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+UN","0.00","-0.07(-0.61,0.48)","0.05(-0.55,0.62)","0.11(-0.55,0.77)","-0.12(-0.84,0.58)","0.7917","0.8796","0.7330","0.7555","1.0019","1.0029","1.0029","1.0041",2844,2246,2053,2026,3558,2743,2965,2914,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB+UN","0.00","0.76(0.21,1.32)","1.36(0.79,1.93)","2.04(1.44,2.63)","2.17(1.56,2.80)","0.0052","0.0002","0.0002","0.0002","1.0005","1.0008","1.0006","1.0007",3008,2577,2538,2408,3285,3339,3066,3161,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB+UN","0.00","-0.54(-1.12,0.04)","-0.87(-1.51,-0.24)","-0.63(-1.36,0.09)","-0.87(-1.74,0.01)","0.0656","0.0102","0.0810","0.0535","1.0007","1.0012","1.0013","1.0013",2806,2164,1974,1795,3350,2925,2820,2524,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI+SM+PA+OB+PD","0.00","2.67(2.08,3.27)","4.32(3.68,4.94)","5.06(4.38,5.75)","5.27(4.49,6.07)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0005","1.0008","1.0002",2357,2014,1736,1896,3337,2929,2729,2520,"0.86(0.79,0.93)","0.0002","1.0012",2521,2881,"0.02(-0.04,0.07)","0.6047","1.0005",1810,2406,"-0.27(-0.34,-0.20)","0.0002","1.0010",2611,2885,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.1085","1.0005",5477,4261,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+PD","0.00","4.09(3.48,4.72)","5.12(4.45,5.78)","4.77(4.09,5.46)","3.68(2.90,4.45)","0.0002","0.0002","0.0002","0.0002","1.0014","1.0029","1.0029","1.0032",2627,2136,1890,1833,3323,2880,2389,2363,"0.84(0.76,0.91)","0.0002","1.0035",3793,3699,"0.08(0.02,0.14)","0.0069","1.0026",2002,2797,"-0.31(-0.38,-0.24)","0.0002","1.0009",3289,3466,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.7655","1.0000",4825,4249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+PD","0.00","0.32(-0.41,1.07)","1.41(0.64,2.22)","1.31(0.55,2.11)","1.75(0.90,2.60)","0.4143","0.0010","0.0006","0.0002","1.0014","1.0013","1.0022","1.0008",1907,1841,1765,1837,2890,2756,2839,2585,"0.84(0.76,0.91)","0.0002","1.0035",3793,3699,"0.08(0.02,0.14)","0.0069","1.0026",2002,2797,"-0.31(-0.38,-0.24)","0.0002","1.0009",3289,3466,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.7655","1.0000",4825,4249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+PD","0.00","-0.17(-0.72,0.39)","-0.02(-0.61,0.56)","0.03(-0.64,0.70)","-0.17(-0.87,0.54)","0.5584","0.9450","0.9296","0.6447","1.0011","1.0015","1.0028","1.0025",3323,2456,2138,2038,3657,3198,3250,2949,"0.84(0.76,0.91)","0.0002","1.0035",3793,3699,"0.08(0.02,0.14)","0.0069","1.0026",2002,2797,"-0.31(-0.38,-0.24)","0.0002","1.0009",3289,3466,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.7655","1.0000",4825,4249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
