ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail,FC,FC_p,FC_rhat,FC_ess_bulk,FC_ess_tail
C00_C97,2000_2005,2006_2010,5,EQI+SM+PA+OB+UN,0.00,"12.39(9.35,15.39)","14.13(11.02,17.40)","14.05(10.50,17.66)","19.13(15.00,23.28)",0.0002,0.0002,0.0002,0.0002,1.0031,1.0037,1.0051,1.0038,2840,2171,1892,1872,3265,2903,2889,2754,"4.86(4.47,5.26)",0.0002,1.0005,2943,2808,"0.20(0.04,0.36)",0.0127,1.0018,2172,2609,"1.46(1.14,1.79)",0.0002,1.0017,2943,2768,"-2.36(-2.70,-2.03)",0.0002,1.0013,2546,2464,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+UN","0.00","13.90(10.65,17.15)","14.02(10.54,17.39)","13.68(10.17,17.26)","14.71(10.75,18.65)","0.0002","0.0002","0.0002","0.0002","1.0001","1.0004","1.0003","0.9995",2285,1929,1678,1744,2609,2584,2287,2335,"4.76(4.37,5.15)","0.0002","1.0005",2920,3186,"0.18(0.00,0.36)","0.0457","1.0000",1982,2586,"1.23(0.88,1.56)","0.0002","1.0013",2728,2829,"-2.16(-2.51,-1.80)","0.0002","1.0001",2031,3083,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+UN","0.00","-3.48(-7.19,0.27)","2.35(-1.50,6.01)","4.28(0.49,8.17)","5.76(1.60,9.86)","0.0702","0.2227","0.0267","0.0097","1.0005","1.0019","1.0016","1.0007",1819,1613,1544,1551,2590,2230,2267,2313,"4.76(4.37,5.15)","0.0002","1.0005",2920,3186,"0.18(0.00,0.36)","0.0457","1.0000",1982,2586,"1.23(0.88,1.56)","0.0002","1.0013",2728,2829,"-2.16(-2.51,-1.80)","0.0002","1.0001",2031,3083,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+UN","0.00","-0.52(-3.40,2.29)","2.04(-1.08,5.13)","2.32(-1.10,5.73)","3.24(-0.42,6.96)","0.7241","0.1907","0.1802","0.0892","1.0010","1.0023","1.0029","1.0018",3116,2518,2186,2086,2990,2950,2881,2817,"4.76(4.37,5.15)","0.0002","1.0005",2920,3186,"0.18(0.00,0.36)","0.0457","1.0000",1982,2586,"1.23(0.88,1.56)","0.0002","1.0013",2728,2829,"-2.16(-2.51,-1.80)","0.0002","1.0001",2031,3083,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB+UN","0.00","8.52(5.57,11.44)","10.03(6.95,13.01)","11.38(8.30,14.32)","14.33(11.16,17.57)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0013","1.0014","1.0011",2914,2465,2171,2243,2954,3043,2811,2729,"4.76(4.37,5.15)","0.0002","1.0005",2920,3186,"0.18(0.00,0.36)","0.0457","1.0000",1982,2586,"1.23(0.88,1.56)","0.0002","1.0013",2728,2829,"-2.16(-2.51,-1.80)","0.0002","1.0001",2031,3083,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB+UN","0.00","-2.49(-5.44,0.40)","-4.66(-7.93,-1.35)","-3.43(-7.03,0.15)","-3.44(-7.69,0.78)","0.0922","0.0077","0.0627","0.1082","1.0032","1.0008","1.0007","1.0012",2624,2145,1931,1760,3410,3012,2883,2834,"4.76(4.37,5.15)","0.0002","1.0005",2920,3186,"0.18(0.00,0.36)","0.0457","1.0000",1982,2586,"1.23(0.88,1.56)","0.0002","1.0013",2728,2829,"-2.16(-2.51,-1.80)","0.0002","1.0001",2031,3083,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI+SM+PA+OB+PD","0.00","14.27(11.23,17.35)","18.02(14.92,21.17)","19.55(16.20,22.98)","25.47(21.49,29.46)","0.0002","0.0002","0.0002","0.0002","1.0004","0.9999","1.0009","1.0006",3587,2934,2403,2436,3475,3263,3004,2506,"4.69(4.29,5.08)","0.0002","1.0016",3367,3293,"-0.26(-0.41,-0.11)","0.0002","1.0023",2955,3320,"1.44(1.12,1.77)","0.0002","1.0006",3195,3235,"",NA,"NA",NA,NA,"0.04(0.03,0.04)","0.0002","1.0000",7028,2990,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+PD","0.00","16.28(12.99,19.54)","18.02(14.72,21.23)","17.57(14.22,20.99)","18.05(14.30,21.87)","0.0002","0.0002","0.0002","0.0002","1.0005","1.0012","1.0004","1.0004",3524,2588,2522,2312,3442,3124,3094,2838,"4.77(4.38,5.17)","0.0002","1.0011",3361,3043,"-0.32(-0.50,-0.15)","0.0017","1.0010",2430,2565,"1.18(0.84,1.51)","0.0002","1.0003",3350,2781,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0004",5495,3102,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+PD","0.00","-4.24(-7.78,-0.63)","2.04(-1.70,5.71)","4.29(0.63,8.08)","4.52(0.58,8.53)","0.0257","0.2737","0.0217","0.0222","1.0025","1.0024","1.0034","1.0026",2555,2443,2361,2500,2946,2677,2837,2850,"4.77(4.38,5.17)","0.0002","1.0011",3361,3043,"-0.32(-0.50,-0.15)","0.0017","1.0010",2430,2565,"1.18(0.84,1.51)","0.0002","1.0003",3350,2781,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0004",5495,3102,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+PD","0.00","-1.00(-3.89,1.93)","1.43(-1.53,4.54)","1.35(-2.07,4.73)","2.37(-1.17,6.10)","0.4771","0.3697","0.4266","0.2032","1.0022","1.0009","0.9998","1.0003",3719,3396,2910,2708,3030,3138,2924,2896,"4.77(4.38,5.17)","0.0002","1.0011",3361,3043,"-0.32(-0.50,-0.15)","0.0017","1.0010",2430,2565,"1.18(0.84,1.51)","0.0002","1.0003",3350,2781,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0004",5495,3102,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
