ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail,FC,FC_p,FC_rhat,FC_ess_bulk,FC_ess_tail
X60_X84_Y87.0,2000_2005,2006_2010,5,EQI+SM+PA+OB+UN,"1.00(1.00,1.00)","1.15(1.10,1.20)","1.25(1.19,1.31)","1.28(1.22,1.36)","1.28(1.21,1.36)",0.0002,0.0002,0.0002,0.0002,1.0010,1.0022,1.0024,1.0029,2102,1525,1497,1335,2709,2860,2470,2549,"0.84(0.77,0.91)",0.0002,0.9999,2626,3134,"-0.04(-0.09,0.02)",0.2072,1.0032,1835,2204,"-0.32(-0.39,-0.25)",0.0002,1.0008,2272,2802,"-0.30(-0.36,-0.24)",0.0002,1.0025,2191,2841,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+UN","1.00(1.00,1.00)","1.31(1.23,1.41)","1.39(1.30,1.50)","1.36(1.27,1.46)","1.26(1.18,1.35)","0.0002","0.0002","0.0002","0.0002","1.0010","1.0027","1.0018","1.0031",2584,2050,1950,1915,3476,2767,2465,2798,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+UN","1.00(1.00,1.00)","1.04(0.98,1.11)","1.13(1.06,1.21)","1.12(1.05,1.19)","1.17(1.09,1.26)","0.1823","0.0002","0.0010","0.0002","1.0017","1.0033","1.0034","1.0030",1956,1795,1821,1793,2726,2889,2857,2927,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+UN","1.00(1.00,1.00)","0.99(0.95,1.04)","1.00(0.95,1.06)","1.01(0.95,1.07)","0.99(0.93,1.05)","0.7917","0.8796","0.7330","0.7555","1.0019","1.0029","1.0029","1.0041",2844,2246,2053,2026,3558,2743,2965,2914,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB+UN","1.00(1.00,1.00)","1.07(1.02,1.12)","1.12(1.06,1.18)","1.18(1.12,1.25)","1.19(1.13,1.26)","0.0052","0.0002","0.0002","0.0002","1.0005","1.0008","1.0006","1.0007",3008,2577,2538,2408,3285,3339,3066,3161,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB+UN","1.00(1.00,1.00)","0.95(0.90,1.00)","0.92(0.87,0.98)","0.95(0.89,1.01)","0.92(0.85,1.00)","0.0656","0.0102","0.0810","0.0535","1.0007","1.0012","1.0013","1.0013",2806,2164,1974,1795,3350,2925,2820,2524,"0.81(0.74,0.88)","0.0002","1.0000",3787,3479,"0.05(-0.01,0.11)","0.1094","1.0038",1866,2989,"-0.34(-0.41,-0.28)","0.0002","1.0007",3287,3613,"-0.26(-0.32,-0.19)","0.0002","1.0023",2365,3208,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI+SM+PA+OB+PD","1.00(1.00,1.00)","1.32(1.23,1.42)","1.52(1.41,1.64)","1.60(1.48,1.74)","1.63(1.50,1.78)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0005","1.0008","1.0002",2357,2014,1736,1896,3337,2929,2729,2520,"0.86(0.79,0.93)","0.0002","1.0012",2521,2881,"0.02(-0.04,0.07)","0.6047","1.0005",1810,2406,"-0.27(-0.34,-0.20)","0.0002","1.0010",2611,2885,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.1085","1.0005",5477,4261,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+PD","1.00(1.00,1.00)","1.67(1.50,1.88)","1.84(1.65,2.08)","1.78(1.60,2.01)","1.60(1.43,1.80)","0.0002","0.0002","0.0002","0.0002","1.0014","1.0029","1.0029","1.0032",2627,2136,1890,1833,3323,2880,2389,2363,"0.84(0.76,0.91)","0.0002","1.0035",3793,3699,"0.08(0.02,0.14)","0.0069","1.0026",2002,2797,"-0.31(-0.38,-0.24)","0.0002","1.0009",3289,3466,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.7655","1.0000",4825,4249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+PD","1.00(1.00,1.00)","1.05(0.94,1.19)","1.23(1.09,1.40)","1.22(1.08,1.38)","1.29(1.14,1.48)","0.4143","0.0010","0.0006","0.0002","1.0014","1.0013","1.0022","1.0008",1907,1841,1765,1837,2890,2756,2839,2585,"0.84(0.76,0.91)","0.0002","1.0035",3793,3699,"0.08(0.02,0.14)","0.0069","1.0026",2002,2797,"-0.31(-0.38,-0.24)","0.0002","1.0009",3289,3466,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.7655","1.0000",4825,4249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+PD","1.00(1.00,1.00)","0.97(0.89,1.07)","1.00(0.90,1.10)","1.01(0.90,1.12)","0.97(0.86,1.09)","0.5584","0.9450","0.9296","0.6447","1.0011","1.0015","1.0028","1.0025",3323,2456,2138,2038,3657,3198,3250,2949,"0.84(0.76,0.91)","0.0002","1.0035",3793,3699,"0.08(0.02,0.14)","0.0069","1.0026",2002,2797,"-0.31(-0.38,-0.24)","0.0002","1.0009",3289,3466,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.7655","1.0000",4825,4249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB+PD","1.00(1.00,1.00)","1.16(1.07,1.27)","1.26(1.16,1.39)","1.38(1.25,1.52)","1.39(1.26,1.56)","0.0010","0.0002","0.0002","0.0002","1.0005","1.0010","1.0013","1.0018",2941,2449,2154,2312,3324,2840,3192,3084,"0.84(0.76,0.91)","0.0002","1.0035",3793,3699,"0.08(0.02,0.14)","0.0069","1.0026",2002,2797,"-0.31(-0.38,-0.24)","0.0002","1.0009",3289,3466,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.7655","1.0000",4825,4249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB+PD","1.00(1.00,1.00)","0.94(0.85,1.04)","0.91(0.81,1.02)","0.99(0.87,1.11)","1.02(0.88,1.17)","0.2277","0.1023","0.8042","0.8084","1.0011","1.0011","1.0014","1.0016",2825,2257,1977,1833,3324,2842,2583,2610,"0.84(0.76,0.91)","0.0002","1.0035",3793,3699,"0.08(0.02,0.14)","0.0069","1.0026",2002,2797,"-0.31(-0.38,-0.24)","0.0002","1.0009",3289,3466,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.7655","1.0000",4825,4249,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI+SM+PA+OB+DB","1.00(1.00,1.00)","1.68(1.38,2.29)","2.08(1.63,3.04)","2.27(1.75,3.36)","2.29(1.76,3.37)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0013","1.0033","1.0025",2854,2312,1924,1815,3276,2652,2807,2785,"0.87(0.80,0.94)","0.0002","1.0006",3855,3772,"0.07(0.01,0.13)","0.0327","1.0013",2285,2796,"-0.40(-0.49,-0.32)","0.0002","1.0018",2802,3399,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.54(0.29,0.78)","0.0002","1.0016",2660,3101,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+DB","1.00(1.00,1.00)","2.12(1.58,3.22)","2.39(1.75,3.75)","2.28(1.69,3.47)","1.94(1.50,2.80)","0.0006","0.0006","0.0006","0.0006","1.0014","1.0018","1.0015","1.0018",2167,1749,1479,1418,3648,2856,2700,2754,"0.84(0.77,0.91)","0.0002","1.0003",4014,3928,"0.10(0.04,0.16)","0.0006","1.0009",2377,3321,"-0.36(-0.45,-0.28)","0.0002","1.0016",3020,3387,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.25(-0.01,0.51)","0.0614","1.0014",2073,2481,"",NA,"NA",NA,NA
"X60_X84_Y87.0","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+DB","1.00(1.00,1.00)","1.10(0.90,1.39)","1.40(1.12,1.94)","1.37(1.10,1.88)","1.50(1.19,2.14)","0.3980","0.0006","0.0027","0.0006","1.0014","1.0025","1.0017","1.0038",2017,1889,1877,1876,3311,2903,2873,2725,"0.84(0.77,0.91)","0.0002","1.0003",4014,3928,"0.10(0.04,0.16)","0.0006","1.0009",2377,3321,"-0.36(-0.45,-0.28)","0.0002","1.0016",3020,3387,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.25(-0.01,0.51)","0.0614","1.0014",2073,2481,"",NA,"NA",NA,NA
