ICD_Code,Lag,Model,MRD_Improved,MRD_Worsened,Intercept,SM,Improved_p,Worsened_p,Improved_rhat,Worsened_rhat,Improved_ess_bulk,Worsened_ess_bulk,Improved_ess_tail,Worsened_ess_tail,Rhat_max,N
N00_N29_C64_C65,5,EQI,"-0.42(-0.94,0.10)","0.24(-0.43,0.92)","-2.12(-2.81,-1.43)***","0.01(-0.20,0.21)",0.1268,0.4880,1.0020,1.0008,4745,5128,3810,4086,1.0021,3137
"N00_N29_C64_C65",5,"Air","-0.42(-0.96,0.12)","-0.11(-0.81,0.62)","-2.07(-2.78,-1.35)***","0.01(-0.20,0.21)","0.1310","0.7563","1.0009","1.0012",4352,5287,3627,3963,1.0012,3137
"N00_N29_C64_C65",5,"Water","-0.10(-1.12,0.87)","0.37(-0.37,1.12)","-2.29(-2.90,-1.68)***","0.02(-0.19,0.22)","0.8504","0.3276","1.0004","1.0007",5752,5691,3671,3951,1.0021,3137
"N00_N29_C64_C65",5,"Land","-0.19(-0.77,0.40)","-0.07(-0.74,0.63)","-2.16(-2.91,-1.41)***","0.01(-0.20,0.23)","0.5484","0.8338","1.0020","1.0001",4825,4391,4030,3835,1.002,3137
"N00_N29_C64_C65",5,"Built","-0.14(-0.80,0.50)","0.18(-0.53,0.87)","-2.24(-3.04,-1.43)***","0.02(-0.19,0.22)","0.6588","0.5997","1.0005","1.0008",4515,4796,4087,4005,1.0008,3137
"N00_N29_C64_C65",5,"Social","-0.25(-1.00,0.49)","0.34(-0.52,1.19)","-2.24(-3.10,-1.40)***","-0.02(-0.24,0.19)","0.5226","0.4443","1.0016","1.0014",4890,5299,3556,3566,1.0021,3137
"N00_N29_C64_C65",10,"EQI","0.14(-0.33,0.60)","0.43(-0.13,1.00)","1.72(1.11,2.33)***","0.37(0.18,0.56)***","0.5568","0.1348","1.0001","1.0013",4966,5191,3265,4041,1.002,3136
"N00_N29_C64_C65",10,"Air","-0.26(-0.72,0.22)","0.20(-0.41,0.81)","1.94(1.34,2.55)***","0.36(0.18,0.54)***","0.2631","0.5243","1.0021","1.0013",5224,6027,3945,4006,1.0021,3136
"N00_N29_C64_C65",10,"Water","-0.80(-1.64,0.03)","-0.25(-1.00,0.45)","1.95(1.39,2.51)***","0.36(0.17,0.55)***","0.0585","0.4897","1.0006","1.0007",3807,3114,3363,2837,1.0008,3136
"N00_N29_C64_C65",10,"Land","-0.25(-0.76,0.27)","0.25(-0.32,0.82)","1.93(1.26,2.59)***","0.37(0.18,0.56)***","0.3318","0.3843","1.0005","1.0003",5989,6012,3587,4136,1.002,3136
"N00_N29_C64_C65",10,"Built","0.01(-0.56,0.59)","-0.08(-0.70,0.54)","1.88(1.14,2.59)***","0.37(0.18,0.55)**","0.9867","0.7988","1.0003","1.0010",4073,4352,3370,3166,1.0015,3136
"N00_N29_C64_C65",10,"Social","-0.70(-1.36,-0.03)*","-0.16(-0.91,0.58)","2.29(1.50,3.08)***","0.33(0.14,0.51)**","0.0431","0.6801","1.0007","1.0007",4576,4543,3797,3571,1.0009,3136
"N00_N29_C64_C65",15,"EQI","0.69(0.11,1.29)*","1.21(0.51,1.94)**","1.24(0.26,2.22)*","0.21(-0.01,0.44)","0.0194","0.0023","1.0007","1.0001",5770,6028,4034,3672,1.0026,3136
"N00_N29_C64_C65",15,"Air","0.54(-0.06,1.12)","0.19(-0.57,0.95)","1.52(0.45,2.56)**","0.24(0.00,0.46)*","0.0744","0.6280","1.0006","1.0002",4856,5692,3262,3833,1.0044,3136
"N00_N29_C64_C65",15,"Water","0.41(-0.54,1.38)","0.23(-0.64,1.13)","1.74(0.80,2.72)***","0.22(-0.01,0.45)","0.3960","0.5951","1.0021","1.0007",5336,5791,3770,3862,1.0071,3136
"N00_N29_C64_C65",15,"Land","-0.94(-1.57,-0.32)**","0.32(-0.43,1.05)","2.17(1.14,3.16)***","0.19(-0.03,0.42)","0.0044","0.3864","1.0008","1.0019",6246,5648,3863,3755,1.0035,3136
"N00_N29_C64_C65",15,"Built","-0.27(-1.01,0.48)","-0.23(-1.02,0.54)","2.01(0.87,3.12)***","0.21(-0.02,0.45)","0.4872","0.5651","1.0009","1.0013",4244,4170,3909,3334,1.0013,3136
"N00_N29_C64_C65",15,"Social","-0.49(-1.38,0.40)","0.32(-0.66,1.30)","1.93(0.73,3.14)**","0.15(-0.09,0.38)","0.2818","0.5197","1.0007","1.0005",3565,3623,3436,3469,1.0052,3136
