term,Estimate,Est.Error,Q2.5,Q97.5
Intercept,190.28825658493878,2.2864935577887375,185.86544195590568,194.91600216249236
RUCC_EQIQ2,-3.245922928681823,3.2107568331075016,-9.469236613883204,2.62284612319278
RUCC_EQIQ3,-9.060932063828414,2.8829952670283494,-14.772611406070347,-3.1411759479553254
RUCC_EQIQ4,-9.633205238461755,3.2304486805667927,-15.585962231587326,-3.194825682775188
RUCC_EQIQ5,-11.043863642159058,3.155215860317532,-17.74163395249053,-4.807323803709895
Smoking_Rate_std,18.806341920586057,1.0373541705261915,16.66629500033121,20.89708931499627
