term,Estimate,Est.Error,Q2.5,Q97.5
Intercept,188.29353050510994,1.0248219670096184,186.23452553230783,190.22903405750063
RUCC_EQIQ2,0.004066841539185184,1.4104555862821908,-2.5674624219859705,2.920355173521702
RUCC_EQIQ3,-1.9394586770974396,1.4415520597704403,-4.810718267152327,0.8217040752845327
RUCC_EQIQ4,-1.1180406388009838,1.4340968008321011,-4.27598544757121,1.7974950657460633
RUCC_EQIQ5,1.245409687519945,1.5968548281782775,-1.845262166954647,4.500705906298979
Smoking_Rate_std,15.46608661457316,0.48926504431013,14.507054424725775,16.434690116106516
