term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
Intercept,188.26689028328494,1.0410786099451916,186.23452553230783,190.22903405750063,0.9988513956134788,449.7766532437487,624.6392804626903
RUCC_EQIQ2,0.0688210431676249,1.4214159705427472,-2.5674624219859705,2.920355173521702,1.0022355448723135,549.3784679745091,679.6956561087193
RUCC_EQIQ3,-1.9411103385829027,1.4726264981591966,-4.810718267152325,0.8217040752845327,0.9992708519324351,540.4944125255444,815.8385629425064
RUCC_EQIQ4,-1.1548774920981313,1.527802098874691,-4.27598544757121,1.7974950657460633,0.9998714449256905,595.8202567718,550.2306649525146
RUCC_EQIQ5,1.2651542456895235,1.5798451788756804,-1.845262166954646,4.500705906298979,1.003638254945082,415.37889942789167,524.1298435906641
Smoking_Rate_std,15.451643578807621,0.5047451625490883,14.507054424725776,16.434690116106516,1.0025466541889414,961.0453244136795,689.7530821222452
