term,Estimate,Est.Error,Q2.5,Q97.5
Intercept,189.57195259228513,1.2474467953786137,187.15957261345415,191.92166314456654
EQI_waterQ2,-3.7625019476213635,1.7990501640791083,-7.171621746384336,-0.46034610003911974
EQI_waterQ3,-4.232712037192576,1.7210819738978584,-7.753027948522419,-0.6103655861709116
EQI_waterQ4,-5.004359959828294,1.85886081379503,-8.365167478424475,-1.6988815425158375
EQI_waterQ5,-4.826509087035342,1.696127209652835,-8.30304920405223,-1.4905170716874094
Smoking_Rate_std,17.46063011175832,0.5782236523661334,16.37799961997654,18.581084820520285
