scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_WaterEQI_Lag5,20251006_005559,3072,total_eqi_quintile,gaussian,_midpoint,1.0079110951455472,10.916320195138688,Inf
