term,Estimate,Est.Error,Q2.5,Q97.5
Intercept,186.50350789013032,1.2830088024277624,184.08441688064516,188.80943935979965
EQI_builtQ2,-0.4375573274678179,1.7155312607861415,-3.7767968058433405,2.8879182063650792
EQI_builtQ3,-1.0277669517756762,1.7360084479565585,-4.352767915591305,2.3293147636209808
EQI_builtQ4,-1.2426500264681082,1.7062420440448114,-4.694144095746939,2.0201798116818073
EQI_builtQ5,-0.2134759780782501,1.8043279000096133,-3.5854166846150655,3.422289726944263
Smoking_Rate_std,17.500842620406083,0.5721125269326474,16.385863919465848,18.698680208916475
