term,Estimate,Est.Error,Q2.5,Q97.5
Intercept,60.764805448703,0.6689110200692858,59.45330416503531,62.05826915707331
EQIQ2,-3.453544839178698,0.9081121292112836,-5.284403365108448,-1.7952532946089665
EQIQ3,-5.556399045420365,0.9164212641934805,-7.376676668649679,-3.7919318278688485
EQIQ4,-6.0606415111446035,0.921383808204418,-7.869672572781146,-4.183684536418357
EQIQ5,-5.073153983239564,1.0080292644793094,-6.830437923290971,-3.104642966933444
Smoking_Rate_std,8.609108535050146,0.3052241238031218,8.005419758379611,9.158764122559708
