scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
LungCancer_TotalEQI_Lag5_AllRUCC,20251005_215351,3072,total_eqi_quintile,gaussian,_midpoint,1.0018735788196054,10.767338394035145,Inf
