scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_TotalEQI_Lag5,20251006_005345,3072,total_eqi_quintile,gaussian,_midpoint,1.002916519597811,10.858013487381712,Inf
