scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_BuiltEQI_Lag5,20251006_005812,3072,total_eqi_quintile,gaussian,_midpoint,1.0103896119760674,11.123598503326592,Inf
