scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_RUCC_Urban_WaterEQI_Lag5,20251006_010239,1365,total_eqi_quintile,gaussian,_midpoint,1.013580428909683,10.843127805257698,Inf
