term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
Intercept,186.49438251516278,1.2454050468177027,184.08441688064516,188.80943935979965,1.0103896119760674,471.5233654223109,674.2827349031581
EQI_builtQ2,-0.4203224457814651,1.7063470234971931,-3.77679680584334,2.8879182063650792,1.0013510755766357,625.1164637352477,705.9414129045888
EQI_builtQ3,-1.0146139070526787,1.7245484595107947,-4.352767915591304,2.3293147636209808,1.0016636680532562,594.2954430518946,788.4110355273091
EQI_builtQ4,-1.2618136187125666,1.75409402894087,-4.694144095746939,2.0201798116818073,1.0020493297310709,574.5548739915721,726.3214666569241
EQI_builtQ5,-0.18200093350903773,1.7483626197405482,-3.585416684615065,3.422289726944263,1.0000354728410548,598.6670013768096,746.4990372550843
Smoking_Rate_std,17.493595684031494,0.5761150930183256,16.38586391946585,18.698680208916475,1.0001895635495688,1015.2278650917348,666.4840555135505
