scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_RUCC_Urban_TotalEQI_Lag5,20251006_005253,1365,total_eqi_quintile,gaussian,_midpoint,1.0072415269429094,10.728365118923081,Inf
