scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_LandEQI_Lag5,20251006_005706,3072,total_eqi_quintile,gaussian,_midpoint,1.004747512612149,11.00869363887975,Inf
