scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_air_All_20062010_Lag5,20251005_210920,3072,total_eqi_quintile,gaussian,_midpoint,1.0050740689270987,10.572493295539433,Inf
