term,Estimate,Est.Error,Q2.5,Q97.5
Intercept,186.86775158989389,1.1931525522442552,184.65672749323312,189.12397244413202
EQIQ2,-1.17526112693201,1.5387419528530075,-4.381803565566535,1.7618742293960443
EQIQ3,-2.572127094463413,1.6510688249537195,-5.6036605845706005,0.7090233640494186
EQIQ4,-2.5592353805386883,1.6744134165828533,-5.9515396742506175,0.4977143121844301
EQIQ5,1.586906052016891,1.7708427400249251,-1.6665075188236402,5.047701652041315
Smoking_Rate_std,17.618758592345323,0.6247955755198165,16.523824402254036,18.772201997403247
