scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_AirEQI_Lag5,20251006_005232,3072,total_eqi_quintile,gaussian,_midpoint,1.0035656850010721,10.58529744578809,Inf
