scenario,timestamp,n_obs,formula_key,family,fallback_mode,rhat_max,ess_bulk_min,ess_tail_min
AllCancer_SocioEQI_Lag5,20251006_005918,3072,total_eqi_quintile,gaussian,_midpoint,1.0048399303869193,10.799602052184872,Inf
