term,Estimate,Est.Error,Q2.5,Q97.5
Intercept,181.873603627583,1.0410203223694285,179.66018993298343,183.99059152671646
EQI_airQ2,1.2319340201386773,1.5252338555764942,-1.86128230071035,4.442071827412134
EQI_airQ3,4.792379691652357,1.5648808680089386,1.7508623873464648,7.978001400173445
EQI_airQ4,5.907519218555033,1.610559521473867,2.92615581423259,8.898451244843354
EQI_airQ5,8.785939151694272,1.5698381186472314,5.741352507303019,12.086694253958981
Smoking_Rate_std,17.476262339437653,0.5997437963032834,16.306023960755184,18.617099285512737
