term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
Intercept,181.84071402396225,1.1023396611757557,179.66018993298343,183.99059152671646,1.0014957587716478,663.3371956623167,723.1350602404552
EQI_airQ2,1.2224259553586867,1.5643516199436849,-1.8612823007103498,4.442071827412134,0.9998171030974402,785.8938443653545,718.9239623327611
EQI_airQ3,4.835067304642695,1.6438153120852266,1.7508623873464653,7.978001400173445,1.0050740689270987,787.6399713252874,738.8959170419469
EQI_airQ4,5.900752917275825,1.5529029375791739,2.926155814232591,8.898451244843354,1.00254403676887,754.7323885188058,712.2432381867286
EQI_airQ5,8.763098164727364,1.6047269011412313,5.74135250730302,12.086694253958981,1.0001331062944303,784.8286025898676,756.5252183008441
Smoking_Rate_std,17.473464137132336,0.5920039084030021,16.306023960755184,18.617099285512737,0.9993717804638648,1048.3293417571033,797.1771879998655
