ICD_Code,Outcome,Lag,Model,Q1,Q2,Q3,Q4,Q5
C18_C21,Colorectal,20,Social,0.0,"-0.56(-1.29,0.17)","-1.19(-1.98,-0.39)","-0.64(-1.52,0.25)","-0.44(-1.43,0.58)"
C22,Liver,5,EQI,0.0,"1.35(1.05,1.63)","2.33(2.02,2.64)","2.87(2.53,3.19)","3.60(3.25,3.97)"
C22,Liver,5,Air,0.0,"2.12(1.82,2.43)","2.65(2.34,2.97)","2.73(2.42,3.06)","3.11(2.76,3.45)"
C22,Liver,5,Water,0.0,"-0.16(-0.50,0.19)","0.20(-0.15,0.58)","0.28(-0.09,0.64)","0.28(-0.10,0.68)"
C22,Liver,5,Land,0.0,"0.01(-0.28,0.29)","0.09(-0.22,0.41)","-0.36(-0.69,-0.02)","-0.12(-0.47,0.24)"
C22,Liver,5,Built,0.0,"0.73(0.45,1.01)","1.04(0.76,1.33)","0.97(0.68,1.26)","1.25(0.94,1.57)"
C22,Liver,5,Social,0.0,"-0.24(-0.53,0.05)","-0.37(-0.69,-0.05)","-0.14(-0.51,0.23)","-0.27(-0.71,0.16)"
C22,Liver,10,EQI,0.0,"1.92(1.61,2.23)","2.82(2.49,3.15)","3.39(3.02,3.75)","3.95(3.56,4.35)"
C22,Liver,10,Air,0.0,"2.18(1.83,2.55)","2.54(2.17,2.91)","2.72(2.34,3.09)","3.20(2.81,3.59)"
C22,Liver,10,Water,0.0,"-0.27(-0.66,0.11)","0.27(-0.15,0.68)","0.16(-0.24,0.57)","0.34(-0.08,0.78)"
C22,Liver,10,Land,0.0,"0.15(-0.16,0.46)","-0.09(-0.42,0.24)","-0.23(-0.60,0.13)","-0.26(-0.65,0.12)"
C22,Liver,10,Built,0.0,"0.95(0.65,1.24)","1.24(0.94,1.55)","1.37(1.06,1.68)","1.68(1.34,2.02)"
C22,Liver,10,Social,0.0,"0.05(-0.28,0.38)","0.04(-0.32,0.39)","0.13(-0.25,0.52)","0.06(-0.40,0.52)"
C22,Liver,15,EQI,0.0,"2.14(1.80,2.47)","2.69(2.36,3.03)","3.07(2.71,3.44)","3.73(3.32,4.12)"
C22,Liver,15,Air,0.0,"2.26(1.90,2.61)","2.67(2.32,3.03)","2.84(2.48,3.20)","3.24(2.86,3.63)"
C22,Liver,15,Water,0.0,"0.05(-0.34,0.43)","0.52(0.13,0.92)","0.42(0.02,0.82)","0.47(0.06,0.88)"
C22,Liver,15,Land,0.0,"-0.00(-0.30,0.30)","-0.19(-0.51,0.15)","-0.46(-0.81,-0.09)","-0.24(-0.61,0.15)"
C22,Liver,15,Built,0.0,"0.99(0.69,1.28)","1.34(1.03,1.64)","1.31(0.99,1.63)","1.54(1.22,1.89)"
C22,Liver,15,Social,0.0,"-0.38(-0.71,-0.06)","-0.42(-0.77,-0.06)","-0.35(-0.74,0.05)","-0.44(-0.90,0.01)"
C22,Liver,20,EQI,0.0,"2.70(2.26,3.13)","3.32(2.86,3.77)","3.96(3.46,4.45)","4.68(4.14,5.22)"
C22,Liver,20,Air,0.0,"3.39(2.89,3.88)","3.98(3.48,4.48)","4.01(3.51,4.50)","4.44(3.92,4.98)"
C22,Liver,20,Water,0.0,"0.11(-0.42,0.65)","0.64(0.08,1.18)","0.99(0.44,1.54)","0.64(0.05,1.21)"
C22,Liver,20,Land,0.0,"-0.15(-0.56,0.27)","-0.05(-0.51,0.41)","-0.40(-0.90,0.11)","0.16(-0.37,0.68)"
C22,Liver,20,Built,0.0,"1.06(0.65,1.46)","1.10(0.68,1.51)","1.43(1.01,1.86)","1.49(1.03,1.93)"
C22,Liver,20,Social,0.0,"-0.29(-0.72,0.15)","-0.42(-0.88,0.04)","-0.33(-0.84,0.20)","-0.32(-0.94,0.30)"
C25,Pancreatic,5,EQI,0.0,"3.08(2.61,3.53)","3.67(3.21,4.14)","4.45(3.96,4.94)","5.08(4.53,5.62)"
C25,Pancreatic,5,Air,0.0,"3.51(2.99,4.03)","3.49(2.99,3.99)","3.16(2.64,3.66)","3.36(2.82,3.89)"
C25,Pancreatic,5,Water,0.0,"-0.88(-1.38,-0.37)","-0.32(-0.84,0.21)","-0.04(-0.55,0.49)","-0.17(-0.68,0.36)"
C25,Pancreatic,5,Land,0.0,"0.17(-0.26,0.59)","0.26(-0.19,0.71)","0.19(-0.29,0.66)","0.08(-0.42,0.56)"
C25,Pancreatic,5,Built,0.0,"1.74(1.30,2.19)","1.82(1.39,2.25)","2.11(1.67,2.57)","2.42(1.93,2.90)"
C25,Pancreatic,5,Social,0.0,"0.50(0.05,0.95)","0.54(0.06,1.03)","0.96(0.43,1.53)","1.48(0.87,2.12)"
C25,Pancreatic,10,EQI,0.0,"3.04(2.60,3.48)","3.69(3.24,4.15)","4.35(3.86,4.83)","5.04(4.50,5.57)"
C25,Pancreatic,10,Air,0.0,"3.16(2.65,3.67)","3.45(2.96,3.95)","3.18(2.68,3.69)","3.32(2.80,3.84)"
C25,Pancreatic,10,Water,0.0,"-0.70(-1.19,-0.20)","0.09(-0.41,0.59)","0.42(-0.06,0.94)","0.45(-0.07,0.98)"
C25,Pancreatic,10,Land,0.0,"-0.09(-0.48,0.29)","-0.04(-0.46,0.36)","-0.09(-0.55,0.37)","0.27(-0.21,0.74)"
C25,Pancreatic,10,Built,0.0,"1.39(0.97,1.83)","1.85(1.42,2.29)","1.99(1.55,2.42)","2.31(1.83,2.77)"
C25,Pancreatic,10,Social,0.0,"-0.02(-0.45,0.44)","0.28(-0.19,0.76)","0.32(-0.20,0.84)","0.82(0.21,1.44)"
C25,Pancreatic,15,EQI,0.0,"2.78(2.33,3.23)","3.58(3.15,4.01)","4.05(3.58,4.54)","4.85(4.32,5.39)"
C25,Pancreatic,15,Air,0.0,"3.01(2.49,3.50)","2.92(2.39,3.44)","2.75(2.24,3.25)","2.76(2.21,3.28)"
C25,Pancreatic,15,Water,0.0,"-0.80(-1.30,-0.29)","-0.12(-0.65,0.40)","0.28(-0.22,0.81)","0.23(-0.30,0.79)"
C25,Pancreatic,15,Land,0.0,"-0.08(-0.49,0.33)","-0.10(-0.53,0.32)","0.10(-0.38,0.57)","0.37(-0.13,0.87)"
C25,Pancreatic,15,Built,0.0,"1.37(0.92,1.81)","1.79(1.36,2.23)","1.85(1.41,2.31)","2.28(1.82,2.76)"
C25,Pancreatic,15,Social,0.0,"0.40(-0.05,0.84)","0.32(-0.16,0.79)","0.86(0.31,1.39)","1.30(0.66,1.89)"
C25,Pancreatic,20,EQI,0.0,"3.95(3.36,4.56)","4.93(4.35,5.50)","5.33(4.70,5.96)","5.94(5.25,6.63)"
C25,Pancreatic,20,Air,0.0,"4.10(3.43,4.73)","3.97(3.29,4.64)","3.49(2.79,4.16)","3.05(2.28,3.78)"
C25,Pancreatic,20,Water,0.0,"0.24(-0.52,0.96)","0.89(0.12,1.67)","1.43(0.62,2.20)","1.21(0.34,2.05)"
C25,Pancreatic,20,Land,0.0,"-0.97(-1.50,-0.44)","-0.08(-0.65,0.51)","-0.35(-1.00,0.31)","0.23(-0.47,0.95)"
C25,Pancreatic,20,Built,0.0,"2.36(1.81,2.91)","2.53(1.96,3.10)","2.83(2.25,3.39)","3.04(2.40,3.68)"
C25,Pancreatic,20,Social,0.0,"0.49(-0.09,1.06)","0.30(-0.35,0.91)","0.82(0.10,1.54)","0.85(0.03,1.71)"
C34,Lung,5,EQI,0.0,"6.75(5.37,8.17)","7.29(5.90,8.69)","8.41(6.88,9.98)","10.86(9.14,12.61)"
C34,Lung,5,Air,0.0,"5.87(4.38,7.39)","7.27(5.69,8.84)","8.04(6.46,9.67)","9.00(7.26,10.73)"
C34,Lung,5,Water,0.0,"-0.99(-2.80,0.79)","1.32(-0.48,3.16)","1.47(-0.34,3.29)","1.76(-0.22,3.64)"
C34,Lung,5,Land,0.0,"-1.27(-2.57,0.07)","-0.77(-2.17,0.64)","-1.18(-2.69,0.37)","-1.54(-3.17,0.15)"
C34,Lung,5,Built,0.0,"2.89(1.55,4.17)","2.64(1.32,4.01)","3.12(1.74,4.52)","3.26(1.80,4.74)"
C34,Lung,5,Social,0.0,"0.71(-0.65,2.10)","0.06(-1.44,1.55)","1.35(-0.26,3.03)","2.48(0.63,4.31)"
C34,Lung,10,EQI,0.0,"5.79(4.52,7.05)","6.21(4.87,7.50)","6.87(5.50,8.29)","7.60(6.00,9.18)"
C34,Lung,10,Air,0.0,"5.83(4.52,7.15)","6.90(5.47,8.26)","6.92(5.46,8.36)","6.39(4.81,7.91)"
C34,Lung,10,Water,0.0,"-1.74(-3.34,-0.14)","-0.16(-1.77,1.50)","-0.07(-1.75,1.57)","-0.06(-1.80,1.64)"
C34,Lung,10,Land,0.0,"-0.80(-1.91,0.30)","-0.85(-2.02,0.33)","-0.25(-1.62,1.11)","0.01(-1.47,1.45)"
C34,Lung,10,Built,0.0,"3.22(2.06,4.37)","3.48(2.32,4.68)","3.45(2.22,4.68)","3.88(2.58,5.19)"
C34,Lung,10,Social,0.0,"1.40(0.20,2.63)","0.18(-1.18,1.51)","1.12(-0.35,2.60)","1.58(-0.07,3.27)"
C34,Lung,15,EQI,0.0,"4.62(3.49,5.72)","4.83(3.65,5.99)","5.21(3.94,6.46)","6.16(4.74,7.58)"
C34,Lung,15,Air,0.0,"4.59(3.44,5.74)","5.26(4.07,6.48)","5.37(4.12,6.64)","4.31(2.91,5.70)"
C34,Lung,15,Water,0.0,"-1.22(-2.61,0.16)","0.54(-0.91,1.96)","0.62(-0.87,2.06)","1.22(-0.35,2.70)"
C34,Lung,15,Land,0.0,"-1.20(-2.13,-0.24)","-1.35(-2.36,-0.32)","-1.40(-2.55,-0.20)","-0.86(-2.06,0.39)"
C34,Lung,15,Built,0.0,"3.48(2.44,4.52)","3.97(2.93,5.03)","3.51(2.44,4.59)","4.04(2.89,5.21)"
C34,Lung,15,Social,0.0,"1.41(0.34,2.46)","0.79(-0.33,1.93)","1.27(0.03,2.58)","1.64(0.18,3.14)"
C34,Lung,20,EQI,0.0,"4.56(3.15,5.99)","4.79(3.35,6.24)","4.56(2.99,6.11)","4.63(2.90,6.36)"
C34,Lung,20,Air,0.0,"5.75(4.28,7.19)","5.94(4.41,7.37)","5.46(3.93,6.95)","3.23(1.54,4.84)"
C34,Lung,20,Water,0.0,"-0.98(-2.71,0.79)","0.28(-1.50,2.10)","0.82(-0.94,2.63)","0.18(-1.73,2.12)"
C34,Lung,20,Land,0.0,"-1.31(-2.54,-0.03)","-1.25(-2.59,0.07)","-1.50(-2.99,-0.01)","-0.11(-1.69,1.48)"
C34,Lung,20,Built,0.0,"2.43(1.15,3.73)","2.76(1.43,4.10)","2.94(1.59,4.28)","3.16(1.72,4.62)"
C34,Lung,20,Social,0.0,"0.81(-0.52,2.15)","-0.83(-2.27,0.61)","-0.82(-2.37,0.77)","-0.35(-2.15,1.44)"
C56,Ovarian,5,EQI,0.0,"1.23(1.00,1.46)","2.07(1.82,2.32)","2.70(2.43,2.96)","3.08(2.79,3.38)"
C56,Ovarian,5,Air,0.0,"1.66(1.41,1.91)","2.07(1.80,2.33)","2.22(1.95,2.48)","2.27(1.99,2.53)"
C56,Ovarian,5,Water,0.0,"0.17(-0.10,0.43)","0.27(-0.01,0.55)","0.47(0.18,0.74)","0.31(0.01,0.61)"
C56,Ovarian,5,Land,0.0,"-0.01(-0.25,0.22)","-0.01(-0.26,0.24)","0.04(-0.21,0.30)","0.23(-0.05,0.50)"
C56,Ovarian,5,Built,0.0,"0.58(0.36,0.80)","0.92(0.69,1.15)","0.98(0.74,1.22)","0.94(0.69,1.20)"
C56,Ovarian,5,Social,0.0,"0.18(-0.06,0.41)","0.29(0.02,0.56)","0.51(0.21,0.82)","0.56(0.21,0.92)"
C56,Ovarian,10,EQI,0.0,"1.02(0.82,1.22)","1.83(1.61,2.05)","2.47(2.22,2.70)","2.67(2.41,2.93)"
C56,Ovarian,10,Air,0.0,"1.42(1.20,1.65)","1.96(1.72,2.21)","2.05(1.81,2.30)","1.94(1.68,2.19)"
C56,Ovarian,10,Water,0.0,"0.19(-0.04,0.44)","0.46(0.20,0.72)","0.44(0.19,0.69)","0.36(0.10,0.63)"
C56,Ovarian,10,Land,0.0,"0.23(0.02,0.44)","0.18(-0.03,0.40)","0.23(-0.00,0.47)","0.35(0.10,0.61)"
C56,Ovarian,10,Built,0.0,"0.36(0.16,0.56)","0.66(0.45,0.87)","0.86(0.64,1.08)","0.87(0.64,1.10)"
C56,Ovarian,10,Social,0.0,"0.27(0.06,0.49)","0.12(-0.12,0.36)","0.29(0.02,0.55)","0.37(0.06,0.68)"
C56,Ovarian,15,EQI,0.0,"0.85(0.67,1.03)","1.44(1.25,1.64)","1.84(1.62,2.06)","2.16(1.92,2.40)"
C56,Ovarian,15,Air,0.0,"1.25(1.05,1.44)","1.72(1.52,1.93)","1.81(1.60,2.02)","1.83(1.61,2.06)"
C56,Ovarian,15,Water,0.0,"0.01(-0.20,0.21)","0.15(-0.07,0.36)","0.13(-0.09,0.35)","0.32(0.09,0.55)"
C56,Ovarian,15,Land,0.0,"0.10(-0.08,0.29)","0.05(-0.14,0.25)","-0.04(-0.25,0.17)","-0.07(-0.29,0.16)"
C56,Ovarian,15,Built,0.0,"0.44(0.27,0.61)","0.57(0.39,0.75)","0.61(0.43,0.80)","0.64(0.44,0.83)"
C56,Ovarian,15,Social,0.0,"0.14(-0.05,0.32)","0.06(-0.14,0.27)","0.23(-0.00,0.48)","0.25(-0.03,0.52)"
C56,Ovarian,20,EQI,0.0,"0.88(0.69,1.06)","1.54(1.33,1.75)","2.12(1.89,2.35)","2.52(2.26,2.78)"
C56,Ovarian,20,Air,0.0,"1.12(0.89,1.32)","1.81(1.57,2.05)","2.06(1.81,2.29)","1.98(1.73,2.24)"
C56,Ovarian,20,Water,0.0,"0.19(-0.05,0.43)","0.43(0.17,0.69)","0.55(0.28,0.80)","0.45(0.18,0.72)"
C56,Ovarian,20,Land,0.0,"-0.15(-0.36,0.05)","-0.19(-0.40,0.02)","-0.33(-0.57,-0.09)","-0.07(-0.33,0.19)"
C56,Ovarian,20,Built,0.0,"0.57(0.39,0.76)","0.75(0.57,0.95)","0.80(0.60,1.00)","0.81(0.60,1.02)"
C56,Ovarian,20,Social,0.0,"-0.04(-0.23,0.15)","-0.03(-0.26,0.19)","0.12(-0.15,0.38)","0.12(-0.18,0.43)"
C61,Prostate,5,EQI,0.0,"2.33(1.85,2.79)","2.74(2.26,3.22)","2.77(2.25,3.27)","2.88(2.31,3.45)"
C61,Prostate,5,Air,0.0,"2.52(1.99,3.05)","2.38(1.86,2.90)","2.00(1.46,2.53)","1.66(1.10,2.22)"
C61,Prostate,5,Water,0.0,"-0.73(-1.28,-0.19)","0.01(-0.56,0.58)","0.54(-0.02,1.10)","0.43(-0.19,1.01)"
C61,Prostate,5,Land,0.0,"-0.23(-0.64,0.19)","0.01(-0.44,0.45)","-0.04(-0.55,0.46)","0.01(-0.54,0.53)"
C61,Prostate,5,Built,0.0,"1.81(1.35,2.27)","1.62(1.14,2.07)","1.64(1.18,2.11)","1.79(1.29,2.27)"
C61,Prostate,5,Social,0.0,"-0.26(-0.72,0.19)","-0.29(-0.80,0.21)","-0.04(-0.57,0.51)","-0.20(-0.84,0.42)"
C61,Prostate,10,EQI,0.0,"2.53(2.13,2.95)","2.87(2.46,3.27)","2.89(2.46,3.32)","3.20(2.72,3.68)"
C61,Prostate,10,Air,0.0,"2.45(1.98,2.89)","2.06(1.60,2.52)","1.93(1.45,2.36)","1.50(1.00,1.97)"
C61,Prostate,10,Water,0.0,"-0.66(-1.13,-0.19)","0.03(-0.46,0.52)","0.46(-0.02,0.94)","0.27(-0.24,0.76)"
C61,Prostate,10,Land,0.0,"-0.15(-0.52,0.23)","-0.33(-0.74,0.07)","-0.04(-0.47,0.40)","0.13(-0.33,0.58)"
C61,Prostate,10,Built,0.0,"1.43(1.03,1.83)","1.74(1.35,2.14)","1.62(1.21,2.02)","1.95(1.52,2.39)"
C61,Prostate,10,Social,0.0,"0.06(-0.34,0.47)","-0.33(-0.77,0.13)","0.06(-0.44,0.56)","0.03(-0.55,0.61)"
C61,Prostate,15,EQI,0.0,"1.62(1.23,2.01)","2.33(1.93,2.73)","2.70(2.28,3.13)","2.91(2.44,3.37)"
C61,Prostate,15,Air,0.0,"1.92(1.48,2.37)","1.76(1.30,2.21)","1.64(1.19,2.09)","1.30(0.80,1.77)"
C61,Prostate,15,Water,0.0,"-0.56(-1.05,-0.08)","-0.20(-0.67,0.30)","0.11(-0.39,0.61)","0.15(-0.36,0.65)"
C61,Prostate,15,Land,0.0,"0.19(-0.19,0.56)","0.38(-0.01,0.78)","0.44(0.01,0.87)","0.60(0.14,1.07)"
C61,Prostate,15,Built,0.0,"0.93(0.55,1.32)","1.33(0.93,1.71)","1.58(1.18,1.98)","1.74(1.31,2.15)"
C61,Prostate,15,Social,0.0,"-0.01(-0.40,0.38)","-0.28(-0.71,0.17)","-0.10(-0.58,0.39)","0.08(-0.49,0.64)"
C61,Prostate,20,EQI,0.0,"2.14(1.68,2.60)","2.81(2.33,3.28)","3.02(2.51,3.54)","3.10(2.53,3.67)"
C61,Prostate,20,Air,0.0,"2.59(2.06,3.10)","2.51(2.00,3.01)","2.09(1.55,2.62)","1.67(1.10,2.23)"
C61,Prostate,20,Water,0.0,"-0.03(-0.64,0.55)","0.06(-0.58,0.68)","0.69(0.03,1.29)","0.39(-0.29,1.03)"
C61,Prostate,20,Land,0.0,"-0.25(-0.69,0.18)","-0.03(-0.50,0.45)","-0.16(-0.67,0.37)","0.10(-0.46,0.68)"
C61,Prostate,20,Built,0.0,"1.41(0.96,1.87)","1.65(1.18,2.11)","1.91(1.44,2.38)","1.99(1.49,2.49)"
C61,Prostate,20,Social,0.0,"0.19(-0.29,0.66)","-0.02(-0.54,0.49)","0.28(-0.31,0.85)","0.29(-0.37,0.95)"
C64_C65,Kidney,5,EQI,0.0,"1.28(1.04,1.54)","1.99(1.73,2.25)","2.34(2.06,2.62)","2.58(2.28,2.89)"
C64_C65,Kidney,5,Air,0.0,"1.55(1.29,1.82)","1.94(1.67,2.21)","1.96(1.69,2.24)","1.85(1.57,2.14)"
C64_C65,Kidney,5,Water,0.0,"-0.10(-0.38,0.18)","0.25(-0.04,0.55)","0.17(-0.11,0.46)","0.17(-0.12,0.47)"
C64_C65,Kidney,5,Land,0.0,"-0.04(-0.27,0.20)","0.17(-0.09,0.42)","-0.02(-0.30,0.26)","0.19(-0.10,0.48)"
C64_C65,Kidney,5,Built,0.0,"0.89(0.65,1.11)","0.98(0.73,1.22)","0.97(0.73,1.22)","0.97(0.70,1.23)"
C64_C65,Kidney,5,Social,0.0,"-0.07(-0.33,0.19)","-0.12(-0.40,0.16)","-0.04(-0.35,0.27)","0.07(-0.29,0.43)"
C64_C65,Kidney,10,EQI,0.0,"0.80(0.64,0.96)","1.42(1.25,1.61)","1.69(1.50,1.89)","2.00(1.78,2.20)"
C64_C65,Kidney,10,Air,0.0,"0.95(0.77,1.13)","1.37(1.17,1.56)","1.51(1.31,1.70)","1.47(1.27,1.67)"
C64_C65,Kidney,10,Water,0.0,"0.11(-0.08,0.30)","0.33(0.13,0.53)","0.33(0.13,0.53)","0.26(0.06,0.47)"
C64_C65,Kidney,10,Land,0.0,"0.25(0.08,0.43)","0.14(-0.04,0.32)","0.16(-0.03,0.36)","0.26(0.05,0.47)"
C64_C65,Kidney,10,Built,0.0,"0.48(0.33,0.64)","0.67(0.50,0.84)","0.61(0.43,0.79)","0.56(0.38,0.75)"
C64_C65,Kidney,10,Social,0.0,"-0.02(-0.20,0.16)","-0.09(-0.29,0.10)","-0.04(-0.27,0.18)","0.00(-0.26,0.26)"
C64_C65,Kidney,15,EQI,0.0,"1.50(1.27,1.72)","1.91(1.68,2.14)","2.14(1.90,2.39)","2.35(2.08,2.62)"
C64_C65,Kidney,15,Air,0.0,"1.60(1.35,1.84)","2.07(1.83,2.32)","2.06(1.81,2.30)","1.70(1.45,1.95)"
C64_C65,Kidney,15,Water,0.0,"0.14(-0.11,0.40)","0.25(-0.02,0.52)","0.38(0.11,0.64)","0.27(-0.00,0.54)"
C64_C65,Kidney,15,Land,0.0,"0.02(-0.21,0.23)","-0.05(-0.28,0.18)","-0.01(-0.26,0.24)","0.16(-0.10,0.42)"
C64_C65,Kidney,15,Built,0.0,"0.53(0.33,0.74)","0.87(0.65,1.08)","0.86(0.65,1.09)","0.69(0.46,0.93)"
