ICD_Code,Outcome,Lag,Model,Q1,Q2,Q3,Q4,Q5
C00_C97,Cancer,5,EQI,0.0,"14.50(11.32,17.59)","18.63(15.40,21.88)","21.37(17.96,24.80)","28.83(24.94,32.67)"
C00_C97,Cancer,5,Air,0.0,"16.60(13.39,19.86)","18.63(15.24,22.00)","18.90(15.48,22.38)","20.82(16.93,24.69)"
C00_C97,Cancer,5,Water,0.0,"-4.67(-8.23,-1.16)","1.68(-1.98,5.46)","3.86(-0.03,7.55)","4.12(0.24,8.07)"
C00_C97,Cancer,5,Land,0.0,"-0.95(-3.88,1.92)","1.55(-1.43,4.52)","1.46(-1.90,4.93)","2.41(-1.12,6.01)"
C00_C97,Cancer,5,Built,0.0,"9.82(6.82,12.74)","11.64(8.62,14.69)","13.30(10.18,16.38)","16.19(12.83,19.50)"
C00_C97,Cancer,5,Social,0.0,"-1.26(-4.20,1.70)","-2.13(-5.44,1.13)","1.47(-2.05,4.95)","5.11(1.09,9.17)"
C00_C97,Cancer,10,EQI,0.0,"14.42(11.44,17.26)","18.73(15.85,21.56)","22.01(18.88,25.02)","27.07(23.32,30.62)"
C00_C97,Cancer,10,Air,0.0,"16.16(13.14,19.08)","18.65(15.61,21.65)","18.55(15.43,21.82)","18.65(15.12,22.14)"
C00_C97,Cancer,10,Water,0.0,"-3.84(-7.33,-0.51)","0.97(-2.50,4.34)","4.25(0.70,7.73)","5.02(1.44,8.64)"
C00_C97,Cancer,10,Land,0.0,"0.36(-2.14,2.97)","-0.08(-2.92,2.65)","2.16(-0.75,5.20)","3.31(0.09,6.66)"
C00_C97,Cancer,10,Built,0.0,"9.96(7.29,12.56)","12.56(9.89,15.24)","14.11(11.35,16.87)","17.46(14.56,20.47)"
C00_C97,Cancer,10,Social,0.0,"-1.04(-3.75,1.79)","-2.81(-5.74,0.13)","-0.36(-3.48,2.77)","1.70(-1.92,5.26)"
C00_C97,Cancer,15,EQI,0.0,"13.03(10.43,15.66)","15.70(12.97,18.48)","18.21(15.24,21.21)","22.55(19.21,25.94)"
C00_C97,Cancer,15,Air,0.0,"12.10(9.36,14.81)","13.70(10.84,16.49)","14.93(12.05,17.75)","13.24(9.96,16.35)"
C00_C97,Cancer,15,Water,0.0,"-3.84(-7.03,-0.62)","1.12(-2.10,4.31)","2.32(-0.95,5.49)","3.38(-0.00,6.90)"
C00_C97,Cancer,15,Land,0.0,"0.23(-2.19,2.64)","-0.63(-3.18,1.90)","0.58(-2.30,3.50)","3.17(0.07,6.30)"
C00_C97,Cancer,15,Built,0.0,"10.41(7.90,12.87)","12.77(10.23,15.19)","13.64(11.01,16.25)","16.98(14.15,19.71)"
C00_C97,Cancer,15,Social,0.0,"0.36(-2.14,2.87)","-0.29(-2.99,2.42)","-0.06(-2.98,2.85)","2.33(-1.16,5.87)"
C00_C97,Cancer,20,EQI,0.0,"15.26(11.98,18.45)","16.41(12.99,19.74)","16.92(13.15,20.45)","18.66(14.60,22.84)"
C00_C97,Cancer,20,Air,0.0,"14.97(11.38,18.54)","16.03(12.45,19.63)","13.30(9.63,17.05)","9.10(5.20,13.20)"
C00_C97,Cancer,20,Water,0.0,"-3.28(-7.18,0.83)","1.54(-2.62,5.57)","6.04(1.93,10.07)","2.70(-1.69,7.08)"
C00_C97,Cancer,20,Land,0.0,"-0.82(-3.91,2.28)","0.75(-2.69,4.13)","1.31(-2.49,5.05)","3.40(-0.64,7.49)"
C00_C97,Cancer,20,Built,0.0,"12.25(9.08,15.34)","13.80(10.64,16.96)","16.03(12.79,19.29)","18.47(14.91,22.03)"
C00_C97,Cancer,20,Social,0.0,"-0.54(-3.70,2.75)","-5.37(-8.85,-1.87)","-2.27(-6.00,1.54)","-1.77(-6.13,2.56)"
C18_C21,Colorectal,5,EQI,0.0,"3.96(3.29,4.60)","5.17(4.51,5.82)","5.96(5.28,6.63)","6.42(5.65,7.18)"
C18_C21,Colorectal,5,Air,0.0,"4.15(3.46,4.86)","3.89(3.20,4.59)","3.66(2.96,4.37)","3.48(2.72,4.22)"
C18_C21,Colorectal,5,Water,0.0,"-1.18(-1.86,-0.49)","-0.14(-0.83,0.56)","-0.06(-0.76,0.67)","-0.34(-1.04,0.38)"
C18_C21,Colorectal,5,Land,0.0,"0.44(-0.16,1.02)","0.58(-0.01,1.18)","0.79(0.12,1.44)","1.23(0.53,1.92)"
C18_C21,Colorectal,5,Built,0.0,"1.65(1.01,2.30)","2.38(1.74,3.03)","2.60(1.95,3.27)","2.97(2.27,3.67)"
C18_C21,Colorectal,5,Social,0.0,"0.62(-0.01,1.26)","0.50(-0.20,1.21)","0.92(0.15,1.72)","1.55(0.68,2.41)"
C18_C21,Colorectal,10,EQI,0.0,"3.31(2.68,3.90)","4.01(3.40,4.59)","4.65(4.00,5.28)","5.05(4.37,5.75)"
C18_C21,Colorectal,10,Air,0.0,"3.13(2.49,3.77)","3.06(2.42,3.70)","2.57(1.93,3.20)","2.27(1.60,2.95)"
C18_C21,Colorectal,10,Water,0.0,"-1.10(-1.77,-0.42)","-0.17(-0.85,0.52)","0.15(-0.51,0.84)","0.12(-0.58,0.83)"
C18_C21,Colorectal,10,Land,0.0,"0.21(-0.32,0.74)","0.15(-0.41,0.71)","0.30(-0.32,0.92)","0.97(0.32,1.64)"
C18_C21,Colorectal,10,Built,0.0,"2.03(1.46,2.61)","2.45(1.87,3.05)","2.87(2.30,3.46)","3.41(2.80,4.04)"
C18_C21,Colorectal,10,Social,0.0,"-0.66(-1.27,-0.07)","-0.59(-1.24,0.03)","-0.14(-0.86,0.55)","0.16(-0.65,0.97)"
C18_C21,Colorectal,15,EQI,0.0,"3.15(2.53,3.76)","3.24(2.62,3.85)","3.69(3.05,4.32)","3.89(3.17,4.60)"
C18_C21,Colorectal,15,Air,0.0,"3.17(2.53,3.79)","2.86(2.22,3.52)","2.38(1.74,3.04)","1.84(1.16,2.53)"
C18_C21,Colorectal,15,Water,0.0,"-1.19(-1.88,-0.52)","0.10(-0.56,0.75)","0.13(-0.52,0.77)","0.02(-0.65,0.70)"
C18_C21,Colorectal,15,Land,0.0,"0.13(-0.40,0.66)","0.20(-0.36,0.76)","0.34(-0.28,0.95)","0.86(0.22,1.50)"
C18_C21,Colorectal,15,Built,0.0,"2.07(1.47,2.65)","2.26(1.66,2.84)","2.41(1.80,3.00)","2.75(2.12,3.37)"
C18_C21,Colorectal,15,Social,0.0,"-0.04(-0.62,0.52)","0.29(-0.34,0.91)","0.17(-0.53,0.85)","0.41(-0.37,1.19)"
C18_C21,Colorectal,20,EQI,0.0,"3.54(2.75,4.32)","4.64(3.81,5.44)","4.73(3.87,5.56)","4.90(3.95,5.83)"
C18_C21,Colorectal,20,Air,0.0,"5.09(4.24,5.91)","4.53(3.72,5.32)","3.77(2.94,4.57)","2.95(2.06,3.81)"
C18_C21,Colorectal,20,Water,0.0,"-0.53(-1.46,0.40)","0.11(-0.84,1.12)","0.56(-0.40,1.53)","0.17(-0.87,1.23)"
C18_C21,Colorectal,20,Land,0.0,"-0.34(-1.01,0.33)","-0.38(-1.09,0.33)","-0.41(-1.24,0.40)","0.42(-0.45,1.27)"
C18_C21,Colorectal,20,Built,0.0,"2.33(1.60,3.02)","3.15(2.40,3.87)","3.56(2.81,4.27)","3.87(3.08,4.62)"
