ICD_Code,Outcome,Lag,Model,Q1,Q2,Q3,Q4,Q5
X60_X84_Y87.0,Suicide,5,EQI,0.0,"2.71(2.10,3.30)","4.38(3.75,4.99)","5.17(4.49,5.85)","5.44(4.69,6.20)"
X60_X84_Y87.0,Suicide,5,Air,0.0,"4.09(3.46,4.73)","5.12(4.45,5.75)","4.78(4.08,5.43)","3.69(2.93,4.42)"
X60_X84_Y87.0,Suicide,5,Water,0.0,"0.31(-0.43,1.06)","1.40(0.59,2.20)","1.30(0.49,2.09)","1.74(0.90,2.61)"
X60_X84_Y87.0,Suicide,5,Land,0.0,"-0.17(-0.73,0.39)","-0.02(-0.60,0.55)","0.04(-0.60,0.71)","-0.15(-0.85,0.60)"
X60_X84_Y87.0,Suicide,5,Built,0.0,"0.99(0.41,1.56)","1.60(1.03,2.18)","2.31(1.72,2.89)","2.44(1.81,3.07)"
X60_X84_Y87.0,Suicide,5,Social,0.0,"-0.37(-0.96,0.23)","-0.54(-1.16,0.13)","-0.08(-0.79,0.63)","0.12(-0.69,0.96)"
X60_X84_Y87.0,Suicide,10,EQI,0.0,"2.88(2.23,3.54)","4.38(3.67,5.09)","5.19(4.42,5.97)","5.66(4.79,6.56)"
X60_X84_Y87.0,Suicide,10,Air,0.0,"4.65(3.90,5.37)","6.06(5.32,6.81)","5.31(4.53,6.07)","4.11(3.30,4.92)"
X60_X84_Y87.0,Suicide,10,Water,0.0,"0.66(-0.16,1.48)","2.36(1.48,3.24)","2.44(1.55,3.30)","2.77(1.80,3.73)"
X60_X84_Y87.0,Suicide,10,Land,0.0,"0.03(-0.57,0.66)","-0.08(-0.75,0.63)","-0.53(-1.29,0.25)","-0.34(-1.16,0.49)"
X60_X84_Y87.0,Suicide,10,Built,0.0,"1.18(0.56,1.79)","1.50(0.88,2.11)","2.22(1.58,2.86)","2.25(1.55,2.95)"
X60_X84_Y87.0,Suicide,10,Social,0.0,"-0.09(-0.77,0.57)","0.17(-0.62,0.93)","0.39(-0.47,1.21)","0.60(-0.34,1.55)"
X60_X84_Y87.0,Suicide,15,EQI,0.0,"3.72(2.99,4.43)","5.29(4.53,6.02)","6.07(5.23,6.88)","6.55(5.61,7.46)"
X60_X84_Y87.0,Suicide,15,Air,0.0,"4.09(3.28,4.93)","5.63(4.78,6.49)","5.10(4.20,5.96)","3.69(2.72,4.63)"
X60_X84_Y87.0,Suicide,15,Water,0.0,"1.61(0.67,2.57)","2.70(1.72,3.69)","3.29(2.30,4.30)","3.10(2.04,4.17)"
X60_X84_Y87.0,Suicide,15,Land,0.0,"-0.20(-0.88,0.48)","0.10(-0.68,0.90)","-0.56(-1.42,0.29)","-0.93(-1.87,-0.04)"
X60_X84_Y87.0,Suicide,15,Built,0.0,"1.98(1.28,2.65)","2.68(1.96,3.38)","3.51(2.80,4.24)","3.52(2.73,4.29)"
X60_X84_Y87.0,Suicide,15,Social,0.0,"-0.27(-1.00,0.48)","0.05(-0.79,0.86)","0.50(-0.42,1.40)","0.61(-0.46,1.67)"
X60_X84_Y87.0,Suicide,20,EQI,0.0,"3.97(3.04,4.86)","6.39(5.41,7.35)","7.47(6.44,8.53)","7.79(6.58,9.00)"
X60_X84_Y87.0,Suicide,20,Air,0.0,"6.68(5.72,7.68)","7.51(6.49,8.52)","6.62(5.57,7.66)","5.34(4.19,6.50)"
X60_X84_Y87.0,Suicide,20,Water,0.0,"1.60(0.49,2.67)","3.44(2.25,4.60)","3.75(2.54,4.93)","4.12(2.82,5.40)"
X60_X84_Y87.0,Suicide,20,Land,0.0,"-0.77(-1.59,0.06)","-0.51(-1.43,0.41)","-1.93(-2.98,-0.89)","-2.05(-3.15,-0.96)"
X60_X84_Y87.0,Suicide,20,Built,0.0,"2.02(1.20,2.86)","2.92(2.04,3.78)","4.05(3.13,4.92)","4.33(3.36,5.30)"
X60_X84_Y87.0,Suicide,20,Social,0.0,"-0.31(-1.22,0.62)","-1.04(-1.99,-0.03)","-0.06(-1.15,1.05)","-0.23(-1.49,1.03)"
X60_X69,NVS,5,EQI,0.0,"0.37(0.26,0.48)","0.77(0.65,0.90)","1.38(1.23,1.52)","1.81(1.64,1.98)"
X60_X69,NVS,5,Air,0.0,"0.60(0.48,0.73)","1.07(0.93,1.20)","1.35(1.20,1.50)","1.40(1.24,1.57)"
X60_X69,NVS,5,Water,0.0,"-0.00(-0.16,0.15)","0.11(-0.06,0.28)","0.16(-0.01,0.34)","0.32(0.14,0.50)"
X60_X69,NVS,5,Land,0.0,"0.04(-0.08,0.16)","-0.02(-0.15,0.12)","0.01(-0.14,0.17)","-0.04(-0.21,0.13)"
X60_X69,NVS,5,Built,0.0,"0.12(0.01,0.23)","0.23(0.12,0.35)","0.43(0.30,0.55)","0.40(0.25,0.54)"
X60_X69,NVS,5,Social,0.0,"0.02(-0.10,0.15)","0.00(-0.14,0.14)","0.22(0.06,0.39)","0.23(0.03,0.44)"
X60_X69,NVS,10,EQI,0.0,"0.39(0.27,0.50)","0.81(0.69,0.94)","1.33(1.19,1.47)","1.81(1.64,1.98)"
X60_X69,NVS,10,Air,0.0,"0.63(0.50,0.75)","1.06(0.91,1.20)","1.29(1.14,1.43)","1.30(1.13,1.46)"
X60_X69,NVS,10,Water,0.0,"0.09(-0.06,0.25)","0.24(0.07,0.41)","0.29(0.12,0.46)","0.43(0.24,0.62)"
X60_X69,NVS,10,Land,0.0,"0.09(-0.04,0.21)","0.06(-0.08,0.20)","0.14(-0.02,0.29)","0.07(-0.10,0.23)"
X60_X69,NVS,10,Built,0.0,"0.14(0.03,0.25)","0.22(0.10,0.33)","0.38(0.25,0.51)","0.38(0.24,0.52)"
X60_X69,NVS,10,Social,0.0,"-0.04(-0.16,0.09)","-0.01(-0.16,0.13)","0.09(-0.07,0.26)","0.19(-0.01,0.40)"
X60_X69,NVS,15,EQI,0.0,"0.29(0.20,0.38)","0.66(0.55,0.77)","1.18(1.05,1.31)","1.60(1.45,1.74)"
X60_X69,NVS,15,Air,0.0,"0.52(0.42,0.63)","0.87(0.75,0.99)","1.12(0.99,1.25)","1.20(1.06,1.34)"
X60_X69,NVS,15,Water,0.0,"0.08(-0.05,0.22)","0.10(-0.04,0.24)","0.17(0.03,0.31)","0.26(0.11,0.41)"
X60_X69,NVS,15,Land,0.0,"0.00(-0.10,0.10)","-0.01(-0.12,0.10)","-0.01(-0.14,0.11)","-0.11(-0.24,0.03)"
X60_X69,NVS,15,Built,0.0,"0.08(-0.01,0.17)","0.20(0.09,0.30)","0.33(0.22,0.44)","0.36(0.24,0.48)"
X60_X69,NVS,15,Social,0.0,"0.02(-0.08,0.12)","0.15(0.04,0.27)","0.31(0.17,0.45)","0.32(0.15,0.49)"
X60_X69,NVS,20,EQI,0.0,"0.30(0.20,0.39)","0.61(0.50,0.72)","1.11(0.99,1.24)","1.65(1.51,1.80)"
X60_X69,NVS,20,Air,0.0,"0.48(0.38,0.59)","0.77(0.66,0.90)","1.09(0.96,1.23)","1.25(1.10,1.40)"
X60_X69,NVS,20,Water,0.0,"0.19(0.06,0.33)","0.27(0.12,0.41)","0.36(0.21,0.50)","0.38(0.22,0.54)"
X60_X69,NVS,20,Land,0.0,"0.03(-0.07,0.14)","-0.06(-0.18,0.05)","-0.07(-0.20,0.06)","-0.16(-0.30,-0.02)"
X60_X69,NVS,20,Built,0.0,"0.05(-0.04,0.14)","0.18(0.09,0.29)","0.34(0.23,0.45)","0.34(0.22,0.47)"
X60_X69,NVS,20,Social,0.0,"-0.00(-0.11,0.11)","0.04(-0.08,0.17)","0.28(0.14,0.43)","0.23(0.06,0.41)"
X70_X84,VS,5,EQI,0.0,"2.36(1.83,2.89)","3.84(3.28,4.39)","4.21(3.60,4.81)","4.36(3.68,5.04)"
X70_X84,VS,5,Air,0.0,"3.58(3.00,4.15)","4.40(3.81,4.98)","4.02(3.44,4.63)","3.04(2.39,3.69)"
X70_X84,VS,5,Water,0.0,"0.42(-0.23,1.08)","1.30(0.63,1.97)","1.10(0.41,1.77)","1.49(0.74,2.22)"
X70_X84,VS,5,Land,0.0,"-0.18(-0.69,0.32)","-0.07(-0.60,0.49)","-0.11(-0.69,0.49)","-0.39(-1.02,0.26)"
X70_X84,VS,5,Built,0.0,"0.94(0.46,1.43)","1.44(0.93,1.95)","1.88(1.37,2.40)","2.05(1.47,2.64)"
X70_X84,VS,5,Social,0.0,"-0.37(-0.89,0.16)","-0.51(-1.09,0.06)","-0.12(-0.78,0.53)","0.04(-0.72,0.83)"
X70_X84,VS,10,EQI,0.0,"2.60(1.96,3.22)","3.88(3.22,4.53)","4.48(3.80,5.18)","4.74(3.94,5.51)"
X70_X84,VS,10,Air,0.0,"3.90(3.25,4.56)","5.30(4.61,5.99)","4.64(3.94,5.36)","3.50(2.74,4.28)"
X70_X84,VS,10,Water,0.0,"0.71(-0.03,1.45)","2.30(1.52,3.11)","2.22(1.44,3.01)","2.67(1.82,3.52)"
X70_X84,VS,10,Land,0.0,"-0.03(-0.59,0.54)","-0.01(-0.64,0.61)","-0.54(-1.23,0.15)","-0.40(-1.12,0.36)"
X70_X84,VS,10,Built,0.0,"1.04(0.46,1.63)","1.26(0.66,1.86)","1.82(1.22,2.42)","1.80(1.17,2.47)"
X70_X84,VS,10,Social,0.0,"-0.20(-0.81,0.41)","-0.03(-0.73,0.65)","0.03(-0.72,0.75)","0.26(-0.64,1.12)"
X70_X84,VS,15,EQI,0.0,"3.40(2.68,4.07)","4.70(4.00,5.41)","5.38(4.61,6.16)","5.81(4.93,6.71)"
X70_X84,VS,15,Air,0.0,"3.85(3.11,4.56)","5.31(4.56,6.05)","4.81(4.01,5.58)","3.52(2.67,4.35)"
X70_X84,VS,15,Water,0.0,"1.51(0.65,2.34)","2.54(1.63,3.44)","2.97(2.08,3.91)","2.83(1.86,3.80)"
X70_X84,VS,15,Land,0.0,"-0.24(-0.88,0.40)","0.09(-0.61,0.78)","-0.51(-1.28,0.26)","-0.75(-1.59,0.05)"
X70_X84,VS,15,Built,0.0,"1.78(1.15,2.42)","2.40(1.76,3.05)","2.98(2.34,3.65)","3.09(2.37,3.79)"
X70_X84,VS,15,Social,0.0,"-0.28(-0.97,0.41)","-0.12(-0.86,0.64)","0.24(-0.60,1.07)","0.29(-0.66,1.28)"
X70_X84,VS,20,EQI,0.0,"3.52(2.69,4.35)","5.80(4.89,6.65)","6.54(5.58,7.50)","6.62(5.51,7.69)"
X70_X84,VS,20,Air,0.0,"6.11(5.24,7.02)","6.91(5.99,7.80)","5.99(5.05,6.94)","4.72(3.66,5.75)"
X70_X84,VS,20,Water,0.0,"1.39(0.30,2.46)","3.09(1.92,4.21)","3.38(2.23,4.49)","3.69(2.51,4.88)"
X70_X84,VS,20,Land,0.0,"-0.69(-1.48,0.08)","-0.40(-1.28,0.46)","-1.69(-2.67,-0.70)","-1.81(-2.87,-0.78)"
X70_X84,VS,20,Built,0.0,"1.88(1.12,2.65)","2.57(1.79,3.35)","3.53(2.72,4.33)","3.70(2.81,4.58)"
X70_X84,VS,20,Social,0.0,"-0.22(-1.03,0.60)","-0.97(-1.86,-0.06)","-0.27(-1.28,0.74)","-0.30(-1.47,0.88)"
