ICD_Code,Outcome,Lag,Model,Q1,Q2,Q3,Q4,Q5
N00_N29_C64_C65,CKD,5,EQI,0.0,"3.21(2.38,4.07)","3.81(2.94,4.69)","4.61(3.67,5.55)","5.76(4.72,6.80)"
N00_N29_C64_C65,CKD,5,Air,0.0,"2.64(1.74,3.56)","2.67(1.73,3.61)","2.99(2.00,3.97)","3.77(2.71,4.77)"
N00_N29_C64_C65,CKD,5,Water,0.0,"-1.31(-2.46,-0.22)","0.51(-0.63,1.63)","0.88(-0.25,1.96)","0.53(-0.67,1.70)"
N00_N29_C64_C65,CKD,5,Land,0.0,"-0.26(-1.03,0.50)","0.44(-0.38,1.25)","0.31(-0.59,1.18)","-0.26(-1.21,0.70)"
N00_N29_C64_C65,CKD,5,Built,0.0,"3.05(2.25,3.85)","2.92(2.12,3.73)","3.20(2.37,4.03)","3.90(3.03,4.78)"
N00_N29_C64_C65,CKD,5,Social,0.0,"-0.52(-1.35,0.31)","-1.63(-2.52,-0.71)","-1.20(-2.18,-0.20)","-0.55(-1.69,0.60)"
N00_N29_C64_C65,CKD,10,EQI,0.0,"3.53(2.77,4.29)","3.92(3.13,4.70)","3.98(3.11,4.80)","5.29(4.29,6.26)"
N00_N29_C64_C65,CKD,10,Air,0.0,"2.65(1.83,3.47)","2.67(1.83,3.52)","3.28(2.39,4.15)","4.00(3.02,4.94)"
N00_N29_C64_C65,CKD,10,Water,0.0,"-0.83(-1.84,0.15)","0.67(-0.38,1.72)","0.67(-0.34,1.73)","0.16(-0.96,1.27)"
N00_N29_C64_C65,CKD,10,Land,0.0,"-0.35(-1.08,0.34)","-0.16(-0.92,0.58)","-0.47(-1.31,0.36)","-0.42(-1.31,0.51)"
N00_N29_C64_C65,CKD,10,Built,0.0,"2.56(1.81,3.27)","3.00(2.26,3.75)","2.75(1.98,3.52)","3.41(2.58,4.22)"
N00_N29_C64_C65,CKD,10,Social,0.0,"0.15(-0.61,0.91)","-0.60(-1.44,0.21)","-0.77(-1.68,0.15)","-0.32(-1.37,0.76)"
N00_N29_C64_C65,CKD,15,EQI,0.0,"2.87(2.03,3.70)","3.42(2.59,4.25)","4.03(3.13,4.94)","5.49(4.46,6.48)"
N00_N29_C64_C65,CKD,15,Air,0.0,"2.57(1.72,3.44)","2.80(1.92,3.66)","3.24(2.37,4.14)","4.11(3.11,5.10)"
N00_N29_C64_C65,CKD,15,Water,0.0,"-0.65(-1.70,0.35)","0.95(-0.09,2.00)","1.13(0.09,2.19)","0.93(-0.17,2.04)"
N00_N29_C64_C65,CKD,15,Land,0.0,"-0.25(-0.95,0.44)","-0.47(-1.23,0.28)","-0.53(-1.36,0.33)","-0.70(-1.60,0.22)"
N00_N29_C64_C65,CKD,15,Built,0.0,"2.52(1.77,3.28)","3.08(2.30,3.83)","3.41(2.66,4.19)","4.13(3.29,4.99)"
N00_N29_C64_C65,CKD,15,Social,0.0,"-1.07(-1.88,-0.33)","-1.68(-2.55,-0.84)","-1.71(-2.64,-0.76)","-1.45(-2.53,-0.38)"
N00_N29_C64_C65,CKD,20,EQI,0.0,"3.71(2.68,4.74)","3.54(2.51,4.57)","4.93(3.77,6.10)","5.71(4.44,6.97)"
N00_N29_C64_C65,CKD,20,Air,0.0,"3.05(2.04,4.07)","3.62(2.51,4.65)","3.83(2.74,4.89)","4.35(3.15,5.53)"
N00_N29_C64_C65,CKD,20,Water,0.0,"-0.97(-2.30,0.30)","-0.21(-1.62,1.13)","1.39(-0.01,2.70)","-0.66(-2.13,0.72)"
N00_N29_C64_C65,CKD,20,Land,0.0,"-1.09(-1.99,-0.20)","-0.53(-1.47,0.44)","-0.04(-1.11,1.03)","-0.22(-1.34,0.94)"
N00_N29_C64_C65,CKD,20,Built,0.0,"2.93(2.01,3.89)","3.49(2.56,4.42)","3.96(3.02,4.90)","5.00(3.99,6.00)"
N00_N29_C64_C65,CKD,20,Social,0.0,"-0.96(-1.92,-0.02)","-1.99(-3.07,-0.97)","-2.16(-3.28,-1.00)","-2.15(-3.45,-0.87)"
N18_N19,RF,5,EQI,0.0,"2.29(1.67,2.88)","2.50(1.88,3.10)","3.17(2.48,3.82)","3.64(2.88,4.37)"
N18_N19,RF,5,Air,0.0,"2.29(1.64,2.95)","1.93(1.26,2.58)","2.13(1.45,2.82)","2.60(1.82,3.34)"
N18_N19,RF,5,Water,0.0,"-0.80(-1.59,0.03)","0.20(-0.63,1.03)","0.29(-0.54,1.15)","0.20(-0.69,1.11)"
N18_N19,RF,5,Land,0.0,"-0.44(-1.02,0.13)","0.00(-0.63,0.63)","-0.44(-1.17,0.27)","-0.76(-1.52,-0.01)"
N18_N19,RF,5,Built,0.0,"2.04(1.47,2.63)","1.78(1.21,2.35)","2.03(1.46,2.60)","2.46(1.85,3.07)"
N18_N19,RF,5,Social,0.0,"-0.37(-0.97,0.23)","-0.87(-1.55,-0.21)","-0.54(-1.26,0.18)","-0.48(-1.33,0.34)"
N18_N19,RF,10,EQI,0.0,"2.03(1.44,2.63)","2.26(1.64,2.86)","2.59(1.95,3.24)","3.40(2.67,4.13)"
N18_N19,RF,10,Air,0.0,"2.04(1.41,2.67)","2.01(1.38,2.65)","2.37(1.71,3.03)","2.99(2.30,3.70)"
N18_N19,RF,10,Water,0.0,"-0.20(-0.97,0.56)","0.81(0.01,1.60)","0.74(-0.07,1.54)","0.61(-0.22,1.42)"
N18_N19,RF,10,Land,0.0,"-0.26(-0.81,0.29)","0.03(-0.56,0.63)","-0.69(-1.35,-0.02)","-0.53(-1.26,0.17)"
N18_N19,RF,10,Built,0.0,"1.67(1.12,2.22)","1.83(1.27,2.38)","1.84(1.27,2.40)","2.20(1.60,2.79)"
N18_N19,RF,10,Social,0.0,"0.11(-0.46,0.67)","-0.36(-0.99,0.25)","-0.50(-1.18,0.20)","-0.27(-1.07,0.53)"
N18_N19,RF,15,EQI,0.0,"1.92(1.33,2.49)","2.37(1.76,2.97)","3.01(2.36,3.64)","3.87(3.16,4.58)"
N18_N19,RF,15,Air,0.0,"1.94(1.31,2.56)","2.22(1.59,2.86)","2.57(1.91,3.22)","3.33(2.62,4.06)"
N18_N19,RF,15,Water,0.0,"-0.28(-1.03,0.50)","0.77(-0.01,1.55)","0.57(-0.19,1.35)","0.48(-0.34,1.30)"
N18_N19,RF,15,Land,0.0,"-0.10(-0.64,0.42)","0.25(-0.33,0.81)","-0.01(-0.65,0.62)","-0.04(-0.76,0.64)"
N18_N19,RF,15,Built,0.0,"1.51(0.94,2.06)","1.63(1.06,2.19)","1.89(1.31,2.46)","2.47(1.85,3.09)"
N18_N19,RF,15,Social,0.0,"-1.04(-1.60,-0.47)","-1.20(-1.83,-0.58)","-1.45(-2.16,-0.77)","-1.47(-2.27,-0.67)"
N18_N19,RF,20,EQI,0.0,"2.37(1.67,3.04)","2.80(2.12,3.53)","4.13(3.40,4.92)","4.75(3.91,5.63)"
N18_N19,RF,20,Air,0.0,"3.05(2.34,3.75)","3.23(2.50,3.92)","3.49(2.74,4.22)","4.20(3.38,5.00)"
N18_N19,RF,20,Water,0.0,"-0.08(-0.99,0.75)","0.21(-0.70,1.12)","1.05(0.11,1.95)","-0.09(-1.06,0.89)"
