COUNTY_FIPS,Year,SVI_PC1
39127,2019,-0.13474460643190322
20087,2006,-1.1713337179718166
26065,2011,-0.34152381677350835
39161,2010,0.40753757590317796
31107,2006,0.3444688716995832
37065,2010,3.1618409468867137
21013,2001,4.5608909901083265
48267,2004,1.337267683214543
17197,2016,-3.548648551592069
39043,2019,-2.1007326590877935
31111,2008,-1.2713186962646021
39147,2018,-0.9343553993509354
31003,2006,0.008613684646698198
47003,2013,1.4674195334013656
31179,2018,-2.4791224611269853
29011,2004,1.1860556022229922
21235,2007,3.153713121924206
30089,2018,0.29657737179947785
48283,2017,3.3682267371063968
51800,2009,-1.1967971975102156
39121,2013,1.8535461865516794
37011,2003,1.6507683062384286
12075,2018,0.570597345164277
55025,2019,-5.127517425139176
47089,2008,1.4111854110898623
48003,2001,1.3602460746651504
51117,2014,1.6226250400672946
20175,2014,1.0293720861714035
13201,2003,2.225863386877283
30021,2014,-1.5677126865498618
13121,2010,-2.50189511080484
48455,2008,1.814318911846786
17043,2014,-4.749616554846015
51093,2008,-1.954090717197972
17023,2018,-1.1361323495295332
37045,2014,1.156088598563171
21091,2015,-0.2854731834648833
54099,2010,1.876390110631
41045,2003,2.6959957450824596
55037,2007,0.03216014407191431
12086,2004,0.8879218749833558
34033,2013,-0.3742944213125445
29205,2005,1.1226793675784041
13117,2016,-5.692768699267875
37089,2011,-0.5183111656057148
13227,2009,0.14972147475838443
55039,2018,-2.1345774920933334
50023,2016,-3.2897570051882337
17197,2008,-2.9796183360174524
12075,2008,1.6226060554879977
48159,2016,-0.4122956716931839
47165,2019,-2.836884717487756
50021,2008,-1.2284363850874869
29027,2004,0.1947268988033588
30053,2017,0.44124869848265696
31017,2006,0.10392546377616249
16001,2004,-2.0966381164866523
48239,2019,-0.888351980659883
45063,2005,-0.8177281480628474
17197,2015,-3.23092148083578
17161,2015,-0.8403540110854962
20037,2016,-0.14391330002407837
48205,2005,-0.24393628418750807
21121,2013,4.633100077595574
17139,2015,-1.437958296619045
53077,2007,1.7105274327865094
51061,2012,-4.246259351946558
38073,2016,-2.047270499244394
35007,2003,1.0575703885892325
21183,2006,2.1558880476554356
39095,2009,0.7856361209741333
49015,2018,-0.6463308396481251
37037,2013,-1.9816458806270738
29091,2013,1.9269525717493907
22019,2009,0.18501572397982705
36037,2004,-0.2294710480463111
30057,2007,-1.6015414344255376
16071,2016,-0.549938318326382
48013,2006,1.862298453294243
20077,2018,-0.8464785160449285
19039,2018,-1.0793375067433426
32013,2009,-0.3595567277611716
30049,2010,-2.3353990149350667
48169,2013,2.18089940636263
42075,2015,-1.0758467180148086
21111,2011,-0.5237862500053769
48381,2019,-3.3902974979571754
37073,2017,-0.0882139972594651
51171,2004,-0.04541757359935458
22057,2017,0.1030204305311242
18039,2003,0.19050353969427838
38021,2005,0.0006845728063050716
47069,2011,3.452544093818067
40135,2019,0.6646352083135532
30047,2018,-0.8329752271382374
37105,2004,0.6104954904895418
27119,2012,-0.9746140187213379
23013,2013,-1.3691637874182392
13029,2006,-1.69280664222251
21153,2004,5.393707851323155
29063,2007,1.046430998857045
37099,2016,0.13680705678908409
51013,2007,-7.361844502192505
40021,2008,1.1060343173941096
38061,2016,-2.3808708519994135
40019,2017,-0.3278246265718712
18045,2015,-0.12614034493938128
49027,2007,-0.3506758783530666
21039,2014,0.30249087421014287
31089,2005,0.18771804142276724
42011,2004,-0.23521730423420423
51023,2009,-1.7041741591888142
21037,2005,-0.5191274537769474
21055,2010,2.2131390845915084
21107,2005,1.5817789471544128
26143,2015,1.0187341423266805
17031,2012,-1.0052955778012573
48233,2006,0.3608093097273465
16021,2008,1.0483038438154155
39089,2009,-0.48755960462603226
17131,2011,-0.7137320507492096
31169,2010,-0.9146695406881972
55105,2014,-0.6179526991635719
56011,2007,-1.6297740091976252
45063,2019,-2.536099213043685
54031,2013,1.8529186924788454
55021,2016,-2.402075890295074
16001,2018,-3.6361290545977965
17011,2004,-0.2142967980248645
37067,2014,-0.8827653243951318
20183,2019,-1.104340177654498
29159,2008,0.6938317793722553
22039,2003,4.0727600829640425
51197,2012,1.0965573633050274
17171,2004,0.3589975338548294
39043,2009,-0.15069052910284506
13237,2011,1.3592850734668704
48015,2002,1.393472017134446
48343,2012,1.317522856985573
48243,2003,0.15309307418475668
54063,2019,0.4513935506792175
55031,2018,-1.5708980140384592
21095,2009,4.1173399531083845
13179,2005,0.7475523998700723
55115,2015,-0.8457581741380245
30011,2003,0.8418839640328787
42015,2009,0.5440663556684849
48367,2010,-1.1878937426402085
29117,2015,-0.010802683404939756
31173,2012,0.9594330700305612
20087,2008,-1.570373905321057
33019,2019,-2.9135748074647765
35043,2015,-1.8958478439926867
35017,2013,0.5781542149820994
20033,2017,-1.400250515647114
55115,2010,0.314239393297996
54023,2008,1.355867513328804
37177,2006,3.03724547634122
46025,2017,-1.0903151870560581
31093,2012,-1.3301443592838438
37191,2003,1.262750931707558
40055,2010,2.012161451482808
19011,2009,-1.4988783832941637
35011,2010,1.078327510488678
20147,2011,-1.0595368086203594
35059,2003,1.285100406030463
36087,2017,-4.098383422747713
56025,2014,-2.9465560881520734
16017,2019,-1.680272230731944
29031,2005,-0.18575102001290403
51033,2006,-0.15920770273649842
51077,2003,2.5158915534036095
35029,2012,4.338999195250452
31173,2019,0.14591398961162352
26107,2005,1.0032713861826958
12043,2003,2.1534628861797693
29186,2014,0.29263483853541006
17069,2014,1.4394892697883062
29033,2017,-0.4772350439847627
17185,2019,-1.0976189273731833
22027,2010,2.791345969526343
39113,2018,-1.2430520540687902
48139,2004,-0.08691122718794839
48077,2016,-0.9636701681080257
53001,2011,2.220801095313607
53073,2008,-1.3500820128442244
41035,2013,0.8987375750703211
40073,2017,-1.9687515508114881
45017,2003,1.4498601008970151
17015,2018,-1.0528583304770591
13215,2008,0.2831704628658471
25015,2017,-3.7691269335080633
36111,2007,-1.5142446357876231
29061,2004,1.1245772073511384
29023,2013,1.6883233301093792
18025,2012,1.688794305000237
29125,2011,1.114424147450152
37163,2015,1.365657067028892
36049,2009,0.6185631927572618
29101,2006,-0.3633540646953518
20205,2011,1.5126397435457164
26081,2014,-1.7988778383968875
37183,2006,-3.4406485346591653
