,PC1
Poverty_Percent_All_Ages,0.41824144191757834
Median_Household_Income,-0.4691479192127338
Unemployment_Rate,0.28414080848821566
Per_Capita_Income,-0.4225903658345427
Less_Than_High_School_Percent,0.4204340404878715
College_Plus_Percent,-0.4109634137190314
