COUNTY_FIPS,Year,Climate_PC1,Climate_PC2,Climate_PC3
26141,2018,-0.12739131524752878,-2.096647965645581,0.8367326133917997
51700,2014,0.9842034269663378,0.5644266534117206,0.03318272498502369
08097,2008,-2.4153422387605135,-2.6865314309419137,3.3331967946834875
13159,2009,2.421832043722445,1.6825801150100885,1.1030025011005378
16085,2006,-1.1682092696433517,-1.887035221127656,3.1410731859370533
29111,2002,0.18843876474557192,-0.6474296020338484,-0.7947901655715927
30093,2007,-2.6899238769570393,-2.559095779616192,2.6640646780563304
37029,2016,1.676130337275731,1.123014785774112,0.8237812435737296
31063,2008,-0.9132699355324457,-0.3987911677963737,-0.9127787262726386
44001,2011,1.7022121888905948,-1.0630506562921005,1.1719878822959355
17187,2001,0.5542734979403989,-1.2641187672395908,0.025538838261254793
19053,2007,0.4305133475257691,-1.00299020164085,-0.8278803011013557
13285,2013,1.866297547760617,1.3584999497945667,-0.10892976153931871
20029,2014,-1.7769583972198097,0.33642975178210266,-1.724861912385861
16013,2016,-2.338822120259868,-1.0516958723813905,1.2897723373452374
45041,2004,1.1743665310604405,0.8932030089711673,-0.8920964375788996
51173,2005,0.29789149048142555,-1.1241896969039087,0.7291159805663154
18091,2004,0.5622107838122024,-1.9207250165380514,-0.7860304540083108
22057,2016,1.6334811466658015,2.4735814521087116,-0.4086355288870062
38081,2016,-1.1540973218712554,-1.7661061262853195,-1.353544297469526
31179,2019,-0.09450927522283036,-1.6334371178279112,-0.7762049243768626
08035,2018,-3.750796769312959,-0.09992360952729387,0.649389010441109
53051,2010,0.272227284431115,-2.4570081862529394,1.332325266590561
54103,2000,-0.021390666079656742,-1.4198538111231955,0.339354785074181
13175,2007,0.007953131848106781,2.3258210147332328,-0.8586729005147666
13115,2006,0.9987708830636073,1.1903184845096342,-0.391862920298288
34025,1999,0.7128503843427693,-0.509680488343959,1.2566604307293707
18077,2014,0.33052385307225307,-0.48446445333670246,0.1880641431577283
47183,2010,0.10356292722942174,0.44639034004202455,-0.6198426551230328
29213,2006,0.7588810139843314,0.784677083095784,-0.2643087809977243
17011,2004,0.24458977359634093,-1.7964158095025722,-0.8915091236020412
08081,2004,-3.135971524375069,-0.9436393288080016,0.64462748868124
48089,2007,1.651384953989308,1.5932131574725745,0.3166791730599356
51167,2012,0.03597414673388656,-0.376122557086583,1.1826763277086407
12063,2016,2.1427417524054446,2.7316340694900676,-0.01587405449662385
23011,2004,0.4527768888621516,-2.704165620188155,0.02479173641468911
39071,2018,1.6801005730780698,-0.5909937894390599,-0.11902321419957095
19097,2019,1.4897674116096642,-1.633423052063207,-0.4864968954973077
40119,2003,-0.6618133864942388,0.9821614757487119,-0.8658192703516652
37099,2003,2.92368653543449,-0.9509423949453903,1.1891546936691508
16029,2003,-2.6862507275009304,-1.1775031364832158,1.807714293239674
21163,2018,2.862684647846708,0.1535732220512263,0.19166807350463214
27057,2010,-0.49444467956816635,-2.61481530710523,-1.17565793599725
27163,2008,-0.6036612668417468,-2.6869034831572107,-1.4488161797935797
42107,2009,1.265633872863235,-1.832872662116966,-0.6275073087151432
19013,2011,-0.31630206273744377,-1.27861876130806,-1.4933867535070322
19045,2019,1.4567715696730752,-1.537849913937269,-0.5690831899608344
47127,2014,1.0224983843895508,0.46165770157822295,-0.08117533738036191
21201,2014,0.1909615193251861,-0.5593210865160136,-0.1672903823682193
49039,2010,-2.4130936551001945,-0.8892715456641849,1.4848621148002048
48343,2018,1.7629643607860037,1.939193847324924,1.1801232124729526
18001,2005,0.5280062370979847,-1.10951447671691,-0.0935436582757743
26133,2000,-0.13710106436632027,-2.6015104798865085,-0.3619066665787707
24037,2017,0.3781379172859997,0.3605814234160857,-0.6611642563742238
51650,2003,2.449757070779699,0.11464723669734833,0.45214689868904034
13131,2016,1.849858283429962,2.5113978672957233,-0.48584867725117525
