ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Climate_Zone_C_SVI+UN","0.00","7.15(3.20,11.16)","21.24(17.05,25.38)","26.38(21.62,30.93)","0.0006","1.0019",2964,3916,"0.0002","1.0015",2785,3089,"0.0002","1.0008",2855,3641
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Climate_Zone_D_SVI+UN","0.00","10.55(7.71,13.52)","18.26(14.52,22.03)","20.98(14.11,27.76)","0.0002","1.0012",3542,3764,"0.0002","1.0012",3364,3637,"0.0002","1.0001",4236,3496
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Climate_Zone_D_SVI+UN","0.00","11.55(8.65,14.39)","18.16(14.34,21.83)","20.80(13.70,27.61)","0.0002","1.0001",3598,3544,"0.0002","1.0008",3142,3376,"0.0002","1.0011",3747,3416
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Climate_Zone_D_SVI+UN","0.00","11.36(8.71,14.07)","17.19(13.59,20.87)","20.91(14.36,27.89)","0.0002","1.0011",3226,3013,"0.0002","1.0024",2732,3093,"0.0002","1.0005",3304,2917
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Climate_Zone_D_SVI+UN","0.00","12.47(9.00,15.90)","16.76(12.29,21.05)","19.25(12.23,26.67)","0.0002","1.0030",3377,3205,"0.0002","1.0014",3580,3559,"0.0002","1.0027",4270,3501
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Economic_type_1_SVI+UN","0.00","3.22(-3.59,9.82)","9.75(2.48,16.93)","12.29(4.95,19.53)","0.3593","1.0024",8082,3379,"0.0081","0.9998",7340,3711,"0.0023","1.0007",6871,4108
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Economic_type_1_SVI+UN","0.00","5.34(-1.53,12.07)","5.06(-2.23,12.21)","5.24(-2.04,12.81)","0.1343","1.0004",6366,3936,"0.1810","1.0013",5639,4046,"0.1577","1.0009",6002,3394
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Economic_type_1_SVI+UN","0.00","4.91(-1.49,11.37)","5.67(-1.36,12.87)","8.93(1.45,16.09)","0.1285","1.0005",7901,3959,"0.1123","1.0013",6556,4228,"0.0185","1.0004",5990,3006
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Economic_type_1_SVI+UN","0.00","3.30(-3.79,10.40)","5.35(-1.87,12.63)","9.42(1.83,17.06)","0.3539","1.0009",6242,3277,"0.1506","1.0034",5659,4068,"0.0198","1.0001",5198,3948
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Economic_type_2_SVI+UN","0.00","-1.79(-10.51,6.79)","12.89(4.82,20.68)","-1.17(-9.97,7.41)","0.6834","1.0011",4844,3727,"0.0019","1.0008",4381,3427,"0.7838","1.0014",5091,3344
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Economic_type_2_SVI+UN","0.00","-1.27(-9.62,7.00)","12.85(5.08,20.44)","-2.01(-9.77,6.24)","0.7663","1.0010",4503,3734,"0.0027","1.0031",5619,3606,"0.6305","1.0000",6129,3485
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Economic_type_2_SVI+UN","0.00","-0.77(-8.92,7.36)","13.11(5.44,20.69)","1.25(-7.06,9.64)","0.8463","1.0009",6505,3979,"0.0015","1.0004",6277,4014,"0.7684","1.0038",6131,3813
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Economic_type_2_SVI+UN","0.00","0.81(-7.47,9.34)","9.69(1.55,17.86)","3.17(-5.05,11.36)","0.8504","1.0005",6001,3824,"0.0219","1.0033",6155,3517,"0.4380","1.0004",6106,3902
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Economic_type_3_SVI+UN","0.00","8.67(5.35,12.01)","14.80(11.20,18.43)","13.11(8.58,17.58)","0.0002","1.0020",2235,3127,"0.0002","1.0039",1919,2675,"0.0002","1.0045",2160,3465
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Economic_type_3_SVI+UN","0.00","7.68(4.25,11.12)","14.02(10.05,17.92)","10.16(5.28,15.05)","0.0002","1.0014",2343,3360,"0.0002","1.0011",2155,3405,"0.0002","1.0025",2263,3065
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Economic_type_3_SVI+UN","0.00","9.20(5.76,12.65)","17.75(13.87,21.72)","16.46(11.64,21.14)","0.0002","1.0004",2929,3253,"0.0002","1.0007",2588,3170,"0.0002","1.0003",2763,3435
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Economic_type_3_SVI+UN","0.00","10.99(6.75,15.11)","18.49(14.07,22.95)","19.79(14.25,25.19)","0.0002","1.0011",3849,3810,"0.0002","1.0008",3328,2973,"0.0002","1.0019",3674,3477
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Economic_type_4_SVI+UN","0.00","5.04(-1.04,11.16)","16.65(10.42,22.81)","12.41(5.85,18.85)","0.1027","1.0001",5097,3567,"0.0002","1.0000",4918,3928,"0.0002","1.0013",5295,4054
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Economic_type_4_SVI+UN","0.00","4.61(-1.25,10.41)","14.62(8.57,20.72)","9.19(2.73,15.54)","0.1252","1.0003",4441,4039,"0.0002","1.0004",4611,4135,"0.0056","1.0008",4215,3853
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Economic_type_4_SVI+UN","0.00","4.83(-0.85,10.67)","16.26(10.42,22.05)","14.47(7.70,21.14)","0.1014","1.0018",4504,4036,"0.0002","1.0017",4037,3677,"0.0002","1.0005",4058,3726
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Economic_type_4_SVI+UN","0.00","5.46(-1.04,12.10)","13.79(7.33,20.31)","12.27(5.28,19.47)","0.0944","1.0008",6566,3841,"0.0006","1.0017",6354,4056,"0.0010","0.9999",5828,3927
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Economic_type_5_SVI+UN","0.00","5.25(-0.21,10.72)","8.39(2.45,14.24)","9.16(1.94,16.30)","0.0610","1.0004",5599,4024,"0.0065","1.0025",5116,3811,"0.0127","1.0020",5440,3930
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Economic_type_5_SVI+UN","0.00","6.06(0.78,11.30)","7.30(1.41,13.02)","5.93(-1.13,12.95)","0.0315","1.0004",5128,3986,"0.0140","1.0003",4961,3884,"0.1019","1.0024",5165,3867
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Economic_type_5_SVI+UN","0.00","7.33(2.10,12.33)","9.14(3.59,14.53)","8.65(2.10,15.48)","0.0052","1.0010",4999,3585,"0.0010","1.0014",4221,3588,"0.0115","1.0001",6773,3592
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Economic_type_5_SVI+UN","0.00","7.65(2.29,13.01)","7.32(1.41,13.27)","7.25(0.26,14.08)","0.0065","0.9992",6099,3764,"0.0148","0.9998",5804,4246,"0.0402","1.0010",6399,3871
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Economic_type_6_SVI+UN","0.00","6.90(3.24,10.50)","15.31(11.27,19.20)","11.76(6.83,16.50)","0.0002","1.0007",2243,2590,"0.0002","1.0009",2105,2868,"0.0002","1.0031",1818,3276
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Economic_type_6_SVI+UN","0.00","7.23(3.76,10.88)","15.03(11.01,19.16)","10.91(5.90,15.89)","0.0002","1.0005",3411,3951,"0.0002","1.0007",2753,3498,"0.0002","1.0005",2514,3168
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Economic_type_6_SVI+UN","0.00","7.42(3.71,10.94)","16.23(12.22,20.24)","16.49(11.50,21.43)","0.0002","0.9997",3027,3044,"0.0002","1.0002",2602,3730,"0.0002","1.0006",2561,3426
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Economic_type_6_SVI+UN","0.00","6.37(2.00,10.68)","16.21(11.47,21.05)","16.14(10.29,22.05)","0.0035","1.0012",3036,3266,"0.0002","1.0000",2325,3305,"0.0002","1.0004",2219,3078
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Homeownership_tertile_1_SVI+UN","0.00","12.86(8.06,17.62)","24.99(20.08,29.87)","30.49(25.56,35.48)","0.0002","1.0031",1754,3068,"0.0002","1.0024",1958,2954,"0.0002","1.0030",2290,3100
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Homeownership_tertile_1_SVI+UN","0.00","10.95(5.78,15.94)","24.85(19.94,29.80)","29.44(24.09,34.78)","0.0002","1.0061",997,2363,"0.0002","1.0047",1352,2906,"0.0002","1.0036",1738,2848
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Homeownership_tertile_1_SVI+UN","0.00","11.13(6.59,15.82)","25.84(21.08,30.51)","35.73(30.22,41.01)","0.0002","1.0006",2270,3152,"0.0002","1.0017",2055,3068,"0.0002","1.0016",2389,3125
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Homeownership_tertile_1_SVI+UN","0.00","7.06(1.70,12.40)","20.82(15.58,26.24)","31.17(25.37,37.02)","0.0069","1.0004",2292,3172,"0.0002","1.0015",2317,3224,"0.0002","1.0011",2409,3301
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Homeownership_tertile_2_SVI+UN","0.00","6.87(3.34,10.57)","19.82(15.67,23.79)","16.53(11.57,21.44)","0.0002","1.0009",1827,2708,"0.0002","1.0012",1701,2406,"0.0002","1.0022",1710,2358
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Homeownership_tertile_2_SVI+UN","0.00","9.75(6.02,13.60)","23.02(18.87,27.23)","14.85(9.56,20.19)","0.0002","1.0009",2337,3056,"0.0002","1.0005",2257,2788,"0.0002","1.0016",2050,2857
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Homeownership_tertile_2_SVI+UN","0.00","10.48(6.88,14.02)","23.83(19.65,27.84)","16.73(11.64,21.84)","0.0002","1.0045",1952,3133,"0.0002","1.0034",1872,2475,"0.0002","1.0027",2048,3372
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Homeownership_tertile_2_SVI+UN","0.00","9.03(4.56,13.62)","22.13(17.52,26.93)","20.93(15.16,26.83)","0.0002","1.0011",2967,3320,"0.0002","1.0025",2156,3125,"0.0002","1.0009",2427,3156
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Homeownership_tertile_3_SVI+UN","0.00","7.67(4.33,10.91)","19.15(15.05,23.20)","16.73(10.90,22.58)","0.0002","1.0013",3211,3091,"0.0002","1.0004",2713,3085,"0.0002","1.0007",2944,3314
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Homeownership_tertile_3_SVI+UN","0.00","8.39(4.97,11.70)","16.71(12.38,20.85)","16.01(9.86,21.94)","0.0002","1.0017",3000,3699,"0.0002","1.0018",2560,3485,"0.0002","1.0012",3112,3376
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Homeownership_tertile_3_SVI+UN","0.00","9.48(6.28,12.67)","20.76(16.67,24.75)","17.46(11.53,23.62)","0.0002","1.0002",3050,3485,"0.0002","0.9999",3123,3430,"0.0002","1.0010",3424,3474
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Homeownership_tertile_3_SVI+UN","0.00","13.27(9.47,17.02)","21.10(16.38,25.80)","17.47(11.02,23.99)","0.0002","1.0012",2770,3562,"0.0002","1.0017",2445,3342,"0.0002","1.0011",2654,3625
