ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail
J40_J47_J60_J70_J84_D86_C34,2006_2010,5,Census_Region_1_SVI+UN,0.00,"5.71(0.98,10.24)","3.38(-1.71,8.58)","-3.12(-10.76,4.42)",0.0185,1.0011,3630,3197,0.1910,1.0004,3656,3118,0.4097,1.0010,3402,3264
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Census_Region_1_SVI+UN","0.00","6.37(1.75,10.88)","4.60(-0.76,9.77)","-2.89(-10.73,4.69)","0.0056","1.0018",3467,3366,"0.0989","0.9998",2976,2846,"0.4689","1.0002",2946,2965
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Census_Region_1_SVI+UN","0.00","6.23(1.59,10.76)","5.56(0.47,10.72)","-1.05(-8.62,6.72)","0.0106","1.0013",3548,3062,"0.0335","1.0012",3297,3454,"0.7775","1.0002",3522,3156
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Census_Region_1_SVI+UN","0.00","6.30(1.49,10.99)","5.18(-0.67,10.78)","-3.07(-10.97,5.11)","0.0123","1.0017",3711,3157,"0.0827","1.0006",3542,3104,"0.4626","1.0012",3419,3164
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Census_Region_2_SVI+UN","0.00","11.11(8.28,13.79)","19.33(15.93,22.70)","21.06(14.63,27.52)","0.0002","1.0014",3612,3093,"0.0002","1.0007",3823,3383,"0.0002","1.0012",3941,3126
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Census_Region_2_SVI+UN","0.00","12.06(9.12,14.96)","20.20(16.34,23.86)","16.42(9.73,23.31)","0.0002","1.0023",3400,2824,"0.0002","1.0022",3097,2834,"0.0002","1.0011",3394,3004
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Census_Region_2_SVI+UN","0.00","11.74(8.95,14.53)","18.28(14.80,21.72)","19.43(12.89,25.83)","0.0002","1.0024",3077,3182,"0.0002","1.0023",2710,2738,"0.0002","1.0005",3276,3266
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Census_Region_2_SVI+UN","0.00","11.45(7.87,14.97)","18.24(13.67,22.64)","15.26(7.82,22.81)","0.0002","1.0010",3121,3565,"0.0002","1.0000",2994,2965,"0.0006","1.0018",3466,2954
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Census_Region_3_SVI+UN","0.00","5.43(0.94,9.94)","20.84(16.54,25.21)","17.99(13.63,22.39)","0.0169","1.0026",2293,2945,"0.0002","1.0014",2345,3249,"0.0002","1.0023",2303,3004
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Census_Region_3_SVI+UN","0.00","5.03(0.52,9.59)","20.33(15.83,24.72)","17.35(12.69,22.01)","0.0290","1.0009",2387,3055,"0.0002","1.0005",2214,2831,"0.0002","1.0002",2231,2557
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Census_Region_3_SVI+UN","0.00","4.70(0.27,8.94)","22.11(17.89,26.47)","22.19(17.55,26.70)","0.0402","1.0016",2179,2367,"0.0002","1.0012",2026,2664,"0.0002","1.0007",2039,2811
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Census_Region_3_SVI+UN","0.00","5.04(-0.05,10.04)","21.97(16.99,26.83)","25.20(19.99,30.38)","0.0539","1.0019",2491,2965,"0.0002","1.0029",2320,2797,"0.0002","1.0029",2332,2708
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Census_Region_4_SVI+UN","0.00","5.29(-0.19,10.88)","18.24(12.21,24.17)","22.79(15.95,29.63)","0.0619","1.0014",2690,3190,"0.0002","1.0028",2524,3011,"0.0002","1.0032",2212,2852
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Census_Region_4_SVI+UN","0.00","6.35(0.71,11.87)","18.75(12.86,24.66)","21.27(14.22,28.21)","0.0285","0.9999",2554,2723,"0.0002","1.0012",2737,3354,"0.0002","1.0010",2153,2843
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Census_Region_4_SVI+UN","0.00","7.60(2.16,12.74)","19.81(14.01,25.64)","21.96(15.11,28.61)","0.0052","1.0024",2476,3048,"0.0002","1.0017",2254,2680,"0.0002","1.0024",1773,3228
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Census_Region_4_SVI+UN","0.00","9.60(3.95,15.19)","18.49(12.43,24.49)","18.81(11.99,25.66)","0.0006","1.0009",3408,3751,"0.0002","1.0016",2885,3508,"0.0002","1.0024",2193,3166
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Climate_Zone_B_SVI+UN","0.00","5.34(-1.20,11.93)","15.91(8.90,22.83)","7.17(-0.24,14.44)","0.1177","1.0027",6257,4054,"0.0002","1.0013",5916,3951,"0.0585","1.0006",5991,4156
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Climate_Zone_B_SVI+UN","0.00","7.01(0.36,13.56)","12.31(5.59,19.05)","1.27(-5.81,8.33)","0.0406","1.0021",5315,3511,"0.0006","1.0005",5277,3774,"0.7205","1.0007",4733,3634
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Climate_Zone_B_SVI+UN","0.00","7.52(1.13,13.86)","13.69(6.92,20.44)","6.16(-0.93,12.92)","0.0227","1.0007",5905,3814,"0.0002","1.0009",4614,3899,"0.0914","1.0002",4697,4074
"J40_J47_J60_J70_J84_D86_C34","2021_2024",20,"Climate_Zone_B_SVI+UN","0.00","9.59(2.37,16.49)","10.33(3.15,17.46)","3.88(-3.58,11.09)","0.0073","1.0012",5697,3524,"0.0077","1.0002",4165,3610,"0.2922","1.0003",4106,3496
"J40_J47_J60_J70_J84_D86_C34","2006_2010",5,"Climate_Zone_C_SVI+UN","0.00","6.82(3.39,10.14)","19.44(15.98,22.79)","19.99(16.23,23.63)","0.0002","1.0005",2987,3537,"0.0002","0.9999",3074,3371,"0.0002","1.0002",2845,3477
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"Climate_Zone_C_SVI+UN","0.00","7.03(3.60,10.58)","19.80(16.17,23.41)","19.20(15.10,23.25)","0.0002","1.0008",2125,2591,"0.0002","1.0023",1924,2771,"0.0002","1.0014",2070,2445
"J40_J47_J60_J70_J84_D86_C34","2016_2020",15,"Climate_Zone_C_SVI+UN","0.00","7.51(4.05,11.08)","21.40(17.87,24.95)","23.78(19.82,27.78)","0.0002","1.0020",2103,2957,"0.0002","1.0014",1990,2432,"0.0002","1.0025",2038,2657
