ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail
"X60_X84_Y87.0","2016_2020",15,"Census_Region_3_SVI+UN+PD+DB","0.00","3.05(1.62,4.41)","5.30(3.83,6.80)","5.46(3.73,7.25)","0.0002","1.0020",2043,3147,"0.0002","1.0018",1846,2651,"0.0002","1.0029",1812,2547
"X60_X84_Y87.0","2021_2024",20,"Census_Region_3_SVI+UN+PD+DB","0.00","3.07(1.33,4.77)","5.67(3.85,7.47)","7.53(5.33,9.73)","0.0010","1.0009",2438,3264,"0.0002","1.0010",2160,3005,"0.0002","1.0029",2089,2765
"X60_X84_Y87.0","2006_2010",5,"Census_Region_4_SVI+UN+PD+DB","0.00","3.38(1.42,5.26)","8.00(5.72,10.22)","9.90(6.80,12.85)","0.0002","1.0000",2552,3438,"0.0002","1.0006",2130,3086,"0.0002","1.0005",1964,2766
"X60_X84_Y87.0","2011_2015",10,"Census_Region_4_SVI+UN+PD+DB","0.00","2.41(0.11,4.64)","6.92(4.41,9.50)","8.86(5.38,12.45)","0.0398","1.0001",2978,3507,"0.0002","1.0010",2300,3209,"0.0002","1.0014",2284,2668
"X60_X84_Y87.0","2016_2020",15,"Census_Region_4_SVI+UN+PD+DB","0.00","2.53(0.03,4.98)","6.91(3.93,9.78)","8.67(4.70,12.43)","0.0489","1.0025",3089,3858,"0.0002","1.0026",2324,3345,"0.0002","1.0031",2153,3155
"X60_X84_Y87.0","2021_2024",20,"Census_Region_4_SVI+UN+PD+DB","0.00","3.45(0.53,6.49)","9.14(5.63,12.42)","10.87(6.48,15.21)","0.0181","1.0015",3548,3417,"0.0002","1.0015",2921,3619,"0.0002","1.0018",2818,3753
"X60_X84_Y87.0","2006_2010",5,"Climate_Zone_B_SVI+UN+PD+DB","0.00","3.18(1.33,5.04)","7.20(4.98,9.34)","7.43(4.60,10.19)","0.0002","1.0021",3278,3892,"0.0002","1.0032",2512,3314,"0.0002","1.0023",2300,3117
"X60_X84_Y87.0","2011_2015",10,"Climate_Zone_B_SVI+UN+PD+DB","0.00","2.37(0.07,4.67)","7.33(4.71,10.04)","8.89(5.50,12.33)","0.0435","1.0012",3485,3721,"0.0002","1.0008",2678,3410,"0.0002","1.0002",2099,3016
"X60_X84_Y87.0","2016_2020",15,"Climate_Zone_B_SVI+UN+PD+DB","0.00","0.74(-1.89,3.36)","5.71(2.74,8.87)","7.90(4.05,11.72)","0.5818","1.0003",3603,3490,"0.0002","1.0013",2908,3303,"0.0002","1.0009",2396,3365
"X60_X84_Y87.0","2021_2024",20,"Climate_Zone_B_SVI+UN+PD+DB","0.00","2.08(-1.08,5.22)","7.57(3.86,11.35)","8.81(4.44,13.50)","0.2047","1.0001",3774,3693,"0.0002","1.0014",2916,3140,"0.0006","1.0005",2917,3388
"X60_X84_Y87.0","2006_2010",5,"Climate_Zone_C_SVI+UN+PD+DB","0.00","2.35(1.53,3.17)","4.40(3.48,5.33)","4.78(3.58,5.98)","0.0002","1.0010",2214,2909,"0.0002","1.0016",1754,2660,"0.0002","1.0029",1632,2627
"X60_X84_Y87.0","2011_2015",10,"Climate_Zone_C_SVI+UN+PD+DB","0.00","1.78(0.93,2.65)","3.71(2.73,4.69)","3.98(2.69,5.26)","0.0002","1.0017",2246,3498,"0.0002","1.0020",1745,3053,"0.0002","1.0029",1628,2808
"X60_X84_Y87.0","2016_2020",15,"Climate_Zone_C_SVI+UN+PD+DB","0.00","2.35(1.35,3.32)","4.20(3.11,5.32)","4.33(2.89,5.79)","0.0002","1.0014",1981,2998,"0.0002","1.0019",1379,2215,"0.0002","1.0021",1199,1956
"X60_X84_Y87.0","2021_2024",20,"Climate_Zone_C_SVI+UN+PD+DB","0.00","2.88(1.65,4.12)","5.06(3.69,6.47)","6.68(4.88,8.47)","0.0002","1.0033",1819,2742,"0.0002","1.0047",1450,2202,"0.0002","1.0048",1266,2008
"X60_X84_Y87.0","2006_2010",5,"Climate_Zone_D_SVI+UN+PD+DB","0.00","2.16(1.41,2.86)","2.38(1.33,3.41)","8.57(6.04,11.10)","0.0002","0.9996",2747,3302,"0.0002","1.0016",2089,2883,"0.0002","1.0003",1814,2936
"X60_X84_Y87.0","2011_2015",10,"Climate_Zone_D_SVI+UN+PD+DB","0.00","2.96(2.08,3.78)","3.17(1.98,4.38)","5.07(2.26,7.97)","0.0002","1.0009",2491,2747,"0.0002","1.0010",2068,2969,"0.0002","1.0001",1819,2418
"X60_X84_Y87.0","2016_2020",15,"Climate_Zone_D_SVI+UN+PD+DB","0.00","3.16(2.19,4.12)","3.65(2.30,5.07)","8.04(4.45,11.53)","0.0002","1.0011",2938,3525,"0.0002","1.0022",2227,2950,"0.0002","1.0031",1678,2265
"X60_X84_Y87.0","2021_2024",20,"Climate_Zone_D_SVI+UN+PD+DB","0.00","3.76(2.52,4.99)","4.30(2.54,6.06)","9.51(5.79,13.43)","0.0002","1.0050",2412,3064,"0.0002","1.0061",1848,2961,"0.0002","1.0065",1859,2957
"X60_X84_Y87.0","2006_2010",5,"Economic_type_1_SVI+UN+PD+DB","0.00","2.29(0.95,3.65)","5.55(3.71,7.41)","7.73(5.31,10.17)","0.0006","1.0010",3003,3651,"0.0002","1.0004",2306,3494,"0.0002","1.0013",1758,2558
"X60_X84_Y87.0","2011_2015",10,"Economic_type_1_SVI+UN+PD+DB","0.00","2.94(1.44,4.56)","7.95(5.69,10.24)","8.95(6.22,11.77)","0.0002","1.0001",3737,3609,"0.0002","1.0006",2728,3446,"0.0002","1.0008",2166,3206
"X60_X84_Y87.0","2016_2020",15,"Economic_type_1_SVI+UN+PD+DB","0.00","1.94(0.03,3.88)","7.15(4.57,9.72)","6.51(3.36,9.71)","0.0473","1.0009",4662,3902,"0.0002","1.0025",2983,3563,"0.0002","1.0029",2613,3201
"X60_X84_Y87.0","2021_2024",20,"Economic_type_1_SVI+UN+PD+DB","0.00","2.06(-0.12,4.16)","9.49(6.51,12.45)","12.72(9.00,16.37)","0.0627","1.0010",4581,3740,"0.0002","1.0002",3288,3799,"0.0002","1.0003",2851,3618
"X60_X84_Y87.0","2006_2010",5,"Economic_type_2_SVI+UN+PD+DB","0.00","4.14(0.25,7.95)","5.74(1.93,9.52)","6.00(1.36,10.61)","0.0373","1.0009",2575,3171,"0.0044","1.0002",2326,3140,"0.0135","1.0012",2226,3066
"X60_X84_Y87.0","2011_2015",10,"Economic_type_2_SVI+UN+PD+DB","0.00","-0.12(-4.94,4.49)","2.52(-2.18,7.19)","3.61(-2.25,9.23)","0.9621","1.0000",3187,3448,"0.3089","1.0005",2759,3253,"0.2206","1.0005",2805,3500
"X60_X84_Y87.0","2016_2020",15,"Economic_type_2_SVI+UN+PD+DB","0.00","1.93(-2.97,6.98)","3.73(-1.42,8.58)","3.59(-2.28,9.52)","0.4455","1.0002",3647,3633,"0.1498","1.0005",3454,3392,"0.2243","1.0025",3505,3232
"X60_X84_Y87.0","2021_2024",20,"Economic_type_2_SVI+UN+PD+DB","0.00","2.67(-2.47,7.85)","2.89(-2.30,7.96)","3.38(-2.80,9.48)","0.3064","1.0005",4823,4277,"0.2685","1.0008",4230,3590,"0.2731","1.0000",4331,3912
"X60_X84_Y87.0","2006_2010",5,"Economic_type_3_SVI+UN+PD+DB","0.00","1.16(0.32,1.99)","2.06(1.01,3.10)","1.14(-0.39,2.72)","0.0048","1.0002",3026,3340,"0.0006","1.0011",2280,2800,"0.1510","1.0011",1971,2543
"X60_X84_Y87.0","2011_2015",10,"Economic_type_3_SVI+UN+PD+DB","0.00","0.99(0.08,1.90)","1.82(0.68,2.94)","0.85(-0.83,2.49)","0.0335","1.0020",2534,2866,"0.0019","1.0020",1957,2394,"0.3022","1.0019",1856,2412
"X60_X84_Y87.0","2016_2020",15,"Economic_type_3_SVI+UN+PD+DB","0.00","1.98(1.05,2.89)","3.08(1.90,4.22)","1.69(-0.01,3.33)","0.0006","1.0018",2470,3704,"0.0002","1.0018",1852,2891,"0.0523","1.0012",1730,2943
"X60_X84_Y87.0","2021_2024",20,"Economic_type_3_SVI+UN+PD+DB","0.00","2.15(0.88,3.41)","3.22(1.63,4.76)","2.73(0.39,4.97)","0.0002","1.0005",2685,3203,"0.0002","1.0010",1878,3305,"0.0235","1.0012",1785,3026
"X60_X84_Y87.0","2006_2010",5,"Economic_type_4_SVI+UN+PD+DB","0.00","2.66(0.82,4.41)","3.69(1.67,5.63)","4.63(2.08,7.08)","0.0065","1.0011",2956,3723,"0.0002","1.0017",2539,2998,"0.0002","1.0012",2245,2892
"X60_X84_Y87.0","2011_2015",10,"Economic_type_4_SVI+UN+PD+DB","0.00","3.07(1.03,5.03)","3.76(1.47,5.98)","4.48(1.65,7.26)","0.0027","1.0009",2630,3348,"0.0010","1.0006",2293,3268,"0.0019","1.0018",2224,3152
"X60_X84_Y87.0","2016_2020",15,"Economic_type_4_SVI+UN+PD+DB","0.00","3.18(1.05,5.34)","3.61(1.31,5.89)","4.46(1.58,7.23)","0.0027","1.0008",3288,3492,"0.0035","1.0002",2964,3611,"0.0044","1.0008",2712,3257
"X60_X84_Y87.0","2021_2024",20,"Economic_type_4_SVI+UN+PD+DB","0.00","4.77(1.85,7.64)","5.85(2.64,9.07)","7.25(3.15,11.27)","0.0010","1.0016",4722,3765,"0.0002","1.0013",3938,3570,"0.0015","1.0009",3774,3605
"X60_X84_Y87.0","2006_2010",5,"Economic_type_5_SVI+UN+PD+DB","0.00","1.31(-0.09,2.66)","2.20(0.52,3.84)","1.84(-0.54,4.27)","0.0639","1.0008",2916,3369,"0.0094","1.0024",2228,3053,"0.1314","1.0011",2224,3086
"X60_X84_Y87.0","2011_2015",10,"Economic_type_5_SVI+UN+PD+DB","0.00","0.96(-0.58,2.49)","1.26(-0.70,3.25)","0.65(-2.13,3.45)","0.2218","1.0008",2310,3187,"0.1985","1.0031",1815,2712,"0.6559","1.0030",1753,2784
"X60_X84_Y87.0","2016_2020",15,"Economic_type_5_SVI+UN+PD+DB","0.00","1.48(-0.22,3.10)","1.64(-0.40,3.67)","0.99(-1.92,3.82)","0.0819","1.0031",2484,3307,"0.1210","1.0025",1948,2979,"0.4993","1.0026",1854,2912
"X60_X84_Y87.0","2021_2024",20,"Economic_type_5_SVI+UN+PD+DB","0.00","1.07(-0.81,2.97)","0.51(-1.85,2.77)","0.27(-3.02,3.65)","0.2581","1.0003",2916,3488,"0.6692","1.0014",2250,3217,"0.8834","1.0017",2209,3099
"X60_X84_Y87.0","2006_2010",5,"Economic_type_6_SVI+UN+PD+DB","0.00","1.43(0.45,2.41)","3.54(2.42,4.69)","3.69(2.04,5.38)","0.0048","1.0010",3244,3511,"0.0002","1.0016",2572,3656,"0.0002","1.0007",2223,2967
"X60_X84_Y87.0","2011_2015",10,"Economic_type_6_SVI+UN+PD+DB","0.00","2.17(1.09,3.21)","3.86(2.56,5.17)","3.97(2.03,5.95)","0.0010","1.0014",3231,3191,"0.0002","1.0015",2306,3131,"0.0002","1.0030",1857,2884
"X60_X84_Y87.0","2016_2020",15,"Economic_type_6_SVI+UN+PD+DB","0.00","2.15(0.95,3.35)","4.58(3.18,5.97)","4.73(2.65,6.76)","0.0010","0.9999",3284,3611,"0.0002","0.9998",2212,3342,"0.0002","1.0002",2004,3086
"X60_X84_Y87.0","2021_2024",20,"Economic_type_6_SVI+UN+PD+DB","0.00","2.61(1.16,4.03)","5.56(3.83,7.27)","5.64(3.13,8.19)","0.0002","1.0020",3103,3597,"0.0002","1.0019",2161,3045,"0.0002","1.0027",1896,2915
"X60_X84_Y87.0","2006_2010",5,"Homeownership_tertile_1_SVI+UN+PD+DB","0.00","3.99(2.76,5.21)","6.93(5.60,8.20)","9.41(7.84,10.95)","0.0002","1.0009",1907,2673,"0.0002","1.0010",1729,2546,"0.0002","1.0020",1668,2456
"X60_X84_Y87.0","2011_2015",10,"Homeownership_tertile_1_SVI+UN+PD+DB","0.00","4.34(3.02,5.66)","7.72(6.30,9.11)","9.64(7.86,11.41)","0.0002","1.0027",2320,3300,"0.0002","1.0033",1843,2782,"0.0002","1.0031",1764,2257
"X60_X84_Y87.0","2016_2020",15,"Homeownership_tertile_1_SVI+UN+PD+DB","0.00","4.21(2.59,5.83)","7.36(5.63,9.13)","9.15(7.02,11.28)","0.0002","1.0010",2336,3205,"0.0002","1.0019",1917,2714,"0.0002","1.0019",1845,2953
"X60_X84_Y87.0","2021_2024",20,"Homeownership_tertile_1_SVI+UN+PD+DB","0.00","5.16(3.33,6.98)","8.74(6.83,10.73)","12.19(9.73,14.72)","0.0002","1.0047",2194,2879,"0.0002","1.0047",1843,2427,"0.0002","1.0040",1685,2095
"X60_X84_Y87.0","2006_2010",5,"Homeownership_tertile_2_SVI+UN+PD+DB","0.00","2.99(2.05,3.92)","5.27(4.15,6.40)","4.23(2.53,5.98)","0.0002","1.0008",2245,3050,"0.0002","1.0003",1910,2705,"0.0002","1.0000",1748,2663
"X60_X84_Y87.0","2011_2015",10,"Homeownership_tertile_2_SVI+UN+PD+DB","0.00","2.74(1.69,3.83)","5.70(4.34,7.06)","5.71(3.68,7.71)","0.0002","1.0010",2140,2885,"0.0002","1.0021",1809,2820,"0.0002","1.0022",1665,2580
"X60_X84_Y87.0","2016_2020",15,"Homeownership_tertile_2_SVI+UN+PD+DB","0.00","3.10(1.92,4.32)","6.95(5.45,8.46)","7.13(4.87,9.31)","0.0002","1.0022",2083,3168,"0.0002","1.0034",1655,2717,"0.0002","1.0039",1509,2785
"X60_X84_Y87.0","2021_2024",20,"Homeownership_tertile_2_SVI+UN+PD+DB","0.00","4.41(2.91,5.96)","8.29(6.42,10.18)","8.85(6.22,11.53)","0.0002","1.0011",2316,3298,"0.0002","1.0031",1938,3004,"0.0002","1.0023",1813,2781
"X60_X84_Y87.0","2006_2010",5,"Homeownership_tertile_3_SVI+UN+PD+DB","0.00","2.40(1.56,3.25)","4.03(2.83,5.21)","4.66(2.61,6.68)","0.0002","1.0001",3443,3765,"0.0002","1.0012",2509,3649,"0.0002","1.0023",2489,3414
"X60_X84_Y87.0","2011_2015",10,"Homeownership_tertile_3_SVI+UN+PD+DB","0.00","2.84(1.82,3.87)","3.74(2.19,5.27)","5.04(2.53,7.56)","0.0002","1.0027",2702,2779,"0.0002","1.0033",2223,2878,"0.0002","1.0022",2076,3019
"X60_X84_Y87.0","2016_2020",15,"Homeownership_tertile_3_SVI+UN+PD+DB","0.00","2.96(1.83,4.10)","4.03(2.37,5.66)","2.20(-0.45,4.90)","0.0002","1.0014",2822,3280,"0.0002","1.0027",2290,2859,"0.1048","1.0035",2257,2845
"X60_X84_Y87.0","2021_2024",20,"Homeownership_tertile_3_SVI+UN+PD+DB","0.00","3.65(2.24,5.06)","5.25(3.21,7.22)","6.97(3.76,10.25)","0.0002","1.0003",2569,3544,"0.0002","1.0010",2017,2990,"0.0002","1.0019",2052,3018
