ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
"I00_I99","2011_2015",10,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.05(1.03,1.08)","1.08(1.05,1.11)","1.09(1.05,1.14)",NA,"0.0002","0.0002","0.0002","1.0005","1.0005","0.9998",4075,3548,3198,3811,3185,3086
"I00_I99","2016_2020",15,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.06(1.04,1.08)","1.07(1.04,1.09)","1.12(1.08,1.16)",NA,"0.0002","0.0002","0.0002","0.9996","1.0010","1.0004",4086,3487,3946,3498,3467,3289
"I00_I99","2021_2024",20,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.05(1.02,1.07)","1.05(1.02,1.08)","1.03(0.99,1.07)",NA,"0.0002","0.0015","0.2014","1.0006","1.0010","1.0011",4978,4334,5380,3901,3462,3615
"I00_I99","2006_2010",5,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.98,1.05)","1.01(0.97,1.04)","1.05(1.01,1.09)",NA,"0.4622","0.6042","0.0031","1.0036","1.0005","1.0016",6568,6229,3936,3981,3845,3290
"I00_I99","2011_2015",10,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.98,1.05)","1.03(0.99,1.07)","1.06(1.02,1.10)",NA,"0.3176","0.1039","0.0044","1.0002","1.0004","1.0008",5222,4927,4607,3453,3751,3918
"I00_I99","2016_2020",15,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.97,1.04)","1.02(0.98,1.05)","1.09(1.05,1.13)",NA,"0.9367","0.4330","0.0002","1.0005","1.0005","0.9997",6828,6236,6078,3630,3292,4289
"I00_I99","2021_2024",20,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.03)","1.01(0.97,1.04)","1.05(1.02,1.09)",NA,"0.6876","0.6984","0.0023","1.0012","1.0002","0.9997",8656,10337,8325,3463,3279,3268
"I00_I99","2006_2010",5,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.03)","1.02(0.99,1.05)","1.01(0.98,1.04)",NA,"0.7246","0.2293","0.4793","1.0063","1.0000","1.0011",6543,5348,6310,3449,3664,3383
"I00_I99","2011_2015",10,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.95,1.01)","1.01(0.98,1.04)","1.03(0.99,1.06)",NA,"0.2402","0.6209","0.1298","1.0004","1.0007","1.0010",5158,5345,5441,3842,3519,3776
"I00_I99","2016_2020",15,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.96,1.03)","1.00(0.97,1.03)","1.03(0.99,1.06)",NA,"0.8754","0.9392","0.1077","1.0009","1.0015","1.0013",4993,4469,5811,3239,3443,3195
"I00_I99","2021_2024",20,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.02)","1.00(0.98,1.03)","1.02(0.99,1.05)",NA,"0.5718","0.7580","0.2843","1.0007","1.0011","1.0015",7885,6376,6618,3648,3518,3838
"I00_I99","2006_2010",5,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.99,1.02)","1.01(0.99,1.03)","1.09(1.07,1.12)",NA,"0.6934","0.4809","0.0002","1.0016","1.0036","1.0027",3370,2668,2919,3677,3420,3365
"I00_I99","2011_2015",10,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.02(1.00,1.04)","1.10(1.08,1.13)",NA,"0.8809","0.0544","0.0002","1.0014","1.0016","1.0016",3028,2339,2774,3364,2937,3470
"I00_I99","2016_2020",15,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.02(1.00,1.04)","1.12(1.10,1.15)",NA,"0.9275","0.0277","0.0002","1.0009","1.0017","1.0009",3238,2543,3098,3755,3235,3733
"I00_I99","2021_2024",20,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.96,1.00)","1.01(0.98,1.03)","1.09(1.07,1.12)",NA,"0.0173","0.6155","0.0002","1.0010","1.0027","1.0007",3335,3185,3643,3272,3174,3255
"I00_I99","2006_2010",5,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.03)","1.04(1.02,1.07)","1.07(1.04,1.10)",NA,"0.8475","0.0019","0.0002","1.0012","1.0016","1.0016",3795,3715,3392,3522,3700,3452
"I00_I99","2011_2015",10,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.97,1.02)","1.05(1.03,1.08)","1.09(1.06,1.12)",NA,"0.5330","0.0002","0.0002","1.0010","1.0003","1.0011",3606,3481,3463,3619,3531,3664
"I00_I99","2016_2020",15,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.02)","1.05(1.02,1.08)","1.09(1.06,1.13)",NA,"0.5130","0.0031","0.0002","1.0010","1.0028","1.0018",3822,3589,3206,3618,3639,3171
"I00_I99","2021_2024",20,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.95,1.01)","1.02(0.99,1.05)","1.04(1.01,1.07)",NA,"0.2060","0.1335","0.0077","1.0005","1.0002","1.0006",8265,8005,7724,3762,3339,3549
"I00_I99","2006_2010",5,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.02)","1.04(1.01,1.08)","1.08(1.04,1.12)",NA,"0.4072","0.0040","0.0002","1.0001","1.0012","0.9997",4843,4638,5031,4114,3793,3436
"I00_I99","2011_2015",10,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.97,1.02)","1.04(1.01,1.07)","1.09(1.06,1.13)",NA,"0.8188","0.0073","0.0002","1.0003","1.0004","1.0010",3887,3362,4053,3793,3439,3531
"I00_I99","2016_2020",15,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.98,1.04)","1.07(1.04,1.10)","1.10(1.07,1.14)",NA,"0.4110","0.0002","0.0002","1.0003","1.0003","1.0000",3683,3186,3724,3216,3625,3593
"I00_I99","2021_2024",20,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.97,1.04)","1.02(0.99,1.06)","1.05(1.01,1.08)",NA,"0.6647","0.1906","0.0165","1.0005","0.9996","1.0017",6611,6229,7291,3451,3899,3380
"I00_I99","2006_2010",5,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.97,1.00)","1.02(1.00,1.03)","1.10(1.07,1.12)",NA,"0.0273","0.0856","0.0002","1.0007","1.0024","1.0011",3841,3166,3083,3808,3252,3307
"I00_I99","2011_2015",10,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.97,1.01)","1.03(1.01,1.05)","1.11(1.08,1.13)",NA,"0.2851","0.0098","0.0002","0.9997","0.9998","1.0018",4601,3365,3594,3705,3614,3313
"I00_I99","2016_2020",15,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.97,1.01)","1.04(1.02,1.06)","1.12(1.09,1.15)",NA,"0.2964","0.0002","0.0002","1.0008","1.0009","1.0017",4328,3033,3026,3572,3383,3476
"I00_I99","2021_2024",20,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","0.97(0.95,0.99)","1.02(1.00,1.04)","1.08(1.05,1.11)",NA,"0.0040","0.1048","0.0002","1.0000","1.0023","1.0008",3804,3763,3465,3545,3537,3349
"I00_I99","2006_2010",5,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.05(1.02,1.08)","1.06(1.04,1.09)","1.17(1.14,1.21)",NA,"0.0002","0.0002","0.0002","1.0023","1.0007","1.0017",3710,3520,3343,3540,3346,3315
"I00_I99","2011_2015",10,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.04(1.01,1.06)","1.06(1.04,1.09)","1.17(1.14,1.21)",NA,"0.0069","0.0002","0.0002","1.0003","1.0014","1.0012",3781,3472,3201,3650,3518,3592
"I00_I99","2016_2020",15,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.99,1.05)","1.06(1.03,1.09)","1.19(1.15,1.22)",NA,"0.1239","0.0002","0.0002","1.0007","1.0008","1.0014",3075,2551,2554,3447,2714,2785
"I00_I99","2021_2024",20,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","0.97(0.95,1.00)","1.01(0.98,1.03)","1.10(1.07,1.13)",NA,"0.0327","0.5180","0.0002","1.0008","1.0012","1.0010",4825,3869,3919,3515,3921,3911
"I00_I99","2006_2010",5,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.04(1.02,1.06)","1.08(1.05,1.10)",NA,"0.8596","0.0002","0.0002","1.0006","0.9998","1.0005",4944,4394,4774,3959,4025,3731
"I00_I99","2011_2015",10,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.01(1.00,1.03)","1.05(1.03,1.08)","1.10(1.07,1.12)",NA,"0.1343","0.0002","0.0002","1.0004","1.0011","1.0011",3654,2931,3201,3534,3123,3409
"I00_I99","2016_2020",15,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.99,1.03)","1.04(1.02,1.07)","1.09(1.07,1.12)",NA,"0.2810","0.0002","0.0002","1.0005","1.0017","1.0019",4408,3732,4035,3773,3809,3729
"I00_I99","2021_2024",20,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.96,1.00)","1.02(0.99,1.04)","1.06(1.03,1.09)",NA,"0.0535","0.1235","0.0002","1.0008","1.0004","0.9999",4964,4779,4875,4005,4090,3571
"I00_I99","2006_2010",5,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.98,1.01)","1.01(0.99,1.03)","1.05(1.02,1.08)",NA,"0.3951","0.3168","0.0002","1.0003","1.0010","1.0002",5667,4465,4473,3946,3287,3893
"I00_I99","2011_2015",10,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.03(1.01,1.06)","1.07(1.03,1.10)",NA,"0.8155","0.0015","0.0002","1.0011","1.0002","1.0002",4390,3833,5132,4195,3313,3949
"I00_I99","2016_2020",15,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.03(1.01,1.06)","1.10(1.07,1.13)",NA,"0.9579","0.0102","0.0002","1.0020","1.0018","1.0010",4027,3248,4083,3319,3095,3421
"I00_I99","2021_2024",20,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.03(1.01,1.06)","1.05(1.02,1.09)",NA,"0.9567","0.0106","0.0002","1.0006","1.0003","1.0003",5172,4534,5018,3737,4137,3753
