ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail
"K70_K76_C22","2021_2024",20,"Climate_Zone_C_SVI+SM+UN","0.00","0.85(-0.72,2.35)","2.86(1.23,4.50)","4.95(3.03,6.86)","0.2793","1.0060",1974,3100,"0.0006","1.0063",1818,3171,"0.0002","1.0052",1720,2714
"K70_K76_C22","2006_2010",5,"Climate_Zone_D_SVI+SM+UN","0.00","2.27(1.44,3.08)","4.07(2.98,5.16)","16.86(13.82,19.91)","0.0002","1.0010",3481,3382,"0.0002","1.0013",3041,3628,"0.0002","1.0124",447,2245
"K70_K76_C22","2011_2015",10,"Climate_Zone_D_SVI+SM+UN","0.00","2.93(2.06,3.82)","4.89(3.71,6.04)","18.24(15.66,20.83)","0.0002","1.0024",3969,3602,"0.0002","1.0013",3357,3539,"0.0002","1.0011",4056,3675
"K70_K76_C22","2016_2020",15,"Climate_Zone_D_SVI+SM+UN","0.00","2.74(1.76,3.69)","4.26(2.97,5.55)","14.78(11.27,18.57)","0.0002","1.0010",3182,3290,"0.0002","1.0013",2649,3200,"0.0002","1.0035",2259,2617
"K70_K76_C22","2021_2024",20,"Climate_Zone_D_SVI+SM+UN","0.00","4.85(3.36,6.36)","6.94(4.89,8.95)","12.30(8.14,16.44)","0.0002","1.0015",5159,3749,"0.0002","1.0010",4705,4154,"0.0002","1.0019",6117,3447
"K70_K76_C22","2006_2010",5,"Economic_type_1_SVI+SM+UN","0.00","2.32(-0.01,4.70)","6.98(4.10,9.74)","13.64(10.83,16.44)","0.0519","1.0001",5047,3716,"0.0002","1.0008",3743,3565,"0.0002","1.0007",3907,3827
"K70_K76_C22","2011_2015",10,"Economic_type_1_SVI+SM+UN","0.00","4.39(1.95,6.87)","8.27(5.36,11.15)","15.43(12.26,18.50)","0.0006","1.0009",5545,4301,"0.0002","1.0003",4186,4161,"0.0002","1.0017",4034,3959
"K70_K76_C22","2016_2020",15,"Economic_type_1_SVI+SM+UN","0.00","2.22(-0.91,5.32)","7.59(3.92,11.44)","15.76(11.80,19.71)","0.1760","1.0017",5845,4140,"0.0002","1.0005",4503,3698,"0.0002","1.0004",4015,4063
"K70_K76_C22","2021_2024",20,"Economic_type_1_SVI+SM+UN","0.00","2.64(-1.60,6.69)","11.08(5.94,16.17)","17.73(12.89,22.49)","0.2052","1.0003",4002,3888,"0.0002","1.0007",3442,3368,"0.0002","1.0009",3376,3646
"K70_K76_C22","2006_2010",5,"Economic_type_2_SVI+SM+UN","0.00","0.76(-4.26,5.57)","5.55(0.26,10.85)","9.45(3.38,15.58)","0.7346","1.0007",4184,3411,"0.0419","1.0009",2532,2592,"0.0019","1.0008",2057,2864
"K70_K76_C22","2011_2015",10,"Economic_type_2_SVI+SM+UN","0.00","-0.83(-5.85,4.43)","2.19(-3.17,7.44)","5.96(0.05,11.96)","0.7534","1.0001",3409,3583,"0.4151","1.0011",2581,3406,"0.0489","1.0011",2664,3163
"K70_K76_C22","2016_2020",15,"Economic_type_2_SVI+SM+UN","0.00","-2.25(-7.69,3.16)","4.02(-1.64,9.74)","9.44(3.12,15.52)","0.4205","1.0005",3023,3286,"0.1785","1.0004",2196,2966,"0.0031","1.0005",2073,3087
"K70_K76_C22","2021_2024",20,"Economic_type_2_SVI+SM+UN","0.00","-3.15(-9.87,3.45)","-1.19(-7.80,5.26)","8.32(0.79,15.64)","0.3664","1.0003",4980,3598,"0.7371","1.0005",3964,3708,"0.0285","1.0010",3575,3611
"K70_K76_C22","2006_2010",5,"Economic_type_3_SVI+SM+UN","0.00","0.97(0.13,1.82)","2.41(1.41,3.41)","2.60(1.32,3.87)","0.0256","1.0043",1730,2662,"0.0002","1.0067",1311,2109,"0.0006","1.0054",1557,2131
"K70_K76_C22","2011_2015",10,"Economic_type_3_SVI+SM+UN","0.00","0.86(-0.06,1.75)","2.98(1.86,4.09)","2.58(1.13,4.00)","0.0660","1.0007",1739,2732,"0.0002","1.0015",1464,2290,"0.0002","1.0000",1553,2521
"K70_K76_C22","2016_2020",15,"Economic_type_3_SVI+SM+UN","0.00","1.03(0.05,1.97)","2.40(1.28,3.52)","3.11(1.64,4.59)","0.0369","1.0009",1957,2573,"0.0002","1.0009",1603,2530,"0.0002","1.0007",1655,2774
"K70_K76_C22","2021_2024",20,"Economic_type_3_SVI+SM+UN","0.00","1.16(-0.25,2.55)","3.21(1.53,4.96)","3.65(1.52,5.84)","0.1085","1.0026",2138,2859,"0.0002","1.0038",1797,2741,"0.0006","1.0037",1858,2863
"K70_K76_C22","2006_2010",5,"Economic_type_4_SVI+SM+UN","0.00","1.84(-0.75,4.43)","4.29(1.45,7.19)","8.35(5.24,11.48)","0.1748","1.0020",3386,3679,"0.0040","1.0005",3186,3379,"0.0002","1.0013",3278,3649
"K70_K76_C22","2011_2015",10,"Economic_type_4_SVI+SM+UN","0.00","0.24(-2.68,3.34)","2.68(-0.51,5.95)","6.75(3.06,10.42)","0.8825","1.0016",3295,3220,"0.1064","1.0008",2998,3100,"0.0010","1.0003",3081,3427
"K70_K76_C22","2016_2020",15,"Economic_type_4_SVI+SM+UN","0.00","0.31(-2.76,3.38)","3.38(0.06,6.74)","7.30(3.64,11.03)","0.8400","1.0003",3011,3781,"0.0456","1.0004",2910,3773,"0.0002","1.0005",2899,3354
"K70_K76_C22","2021_2024",20,"Economic_type_4_SVI+SM+UN","0.00","1.61(-2.79,5.76)","3.69(-0.76,8.00)","7.90(3.41,12.61)","0.4364","1.0021",3067,2600,"0.1010","1.0013",2813,2326,"0.0019","1.0007",3680,3980
"K70_K76_C22","2006_2010",5,"Economic_type_5_SVI+SM+UN","0.00","1.69(0.46,2.89)","3.69(2.32,5.04)","6.52(4.73,8.25)","0.0094","1.0017",4820,3870,"0.0002","1.0006",3938,3538,"0.0002","0.9999",4502,4047
"K70_K76_C22","2011_2015",10,"Economic_type_5_SVI+SM+UN","0.00","1.58(0.29,2.83)","3.57(2.11,5.05)","5.33(3.39,7.26)","0.0181","1.0006",3461,3578,"0.0002","1.0014",3355,3613,"0.0002","1.0011",3722,3470
"K70_K76_C22","2016_2020",15,"Economic_type_5_SVI+SM+UN","0.00","1.11(-0.31,2.53)","2.40(0.79,4.00)","4.91(2.85,6.92)","0.1368","1.0015",4441,3571,"0.0040","1.0011",4061,3422,"0.0002","1.0006",4186,3674
"K70_K76_C22","2021_2024",20,"Economic_type_5_SVI+SM+UN","0.00","1.96(-0.33,4.26)","1.88(-0.60,4.41)","5.18(2.01,8.35)","0.0914","1.0002",4314,3660,"0.1510","1.0001",3616,3647,"0.0015","1.0003",3556,3826
"K70_K76_C22","2006_2010",5,"Economic_type_6_SVI+SM+UN","0.00","1.39(0.37,2.41)","2.77(1.57,3.97)","5.97(4.51,7.50)","0.0077","1.0014",2721,3304,"0.0002","1.0034",2248,3294,"0.0002","1.0031",2222,3221
"K70_K76_C22","2011_2015",10,"Economic_type_6_SVI+SM+UN","0.00","1.41(0.27,2.55)","3.51(2.15,4.93)","6.53(4.82,8.27)","0.0144","1.0003",3172,3830,"0.0002","1.0002",2274,3312,"0.0002","1.0012",2132,3329
"K70_K76_C22","2016_2020",15,"Economic_type_6_SVI+SM+UN","0.00","0.76(-0.52,2.05)","3.50(2.01,5.04)","6.01(4.17,7.90)","0.2431","1.0019",3190,3786,"0.0002","1.0032",2136,3442,"0.0002","1.0028",1985,3362
"K70_K76_C22","2021_2024",20,"Economic_type_6_SVI+SM+UN","0.00","0.80(-1.10,2.61)","4.78(2.59,6.99)","8.07(5.20,10.97)","0.4035","1.0007",3020,3826,"0.0010","1.0026",2246,3416,"0.0002","1.0020",2177,3244
"K70_K76_C22","2006_2010",5,"Homeownership_tertile_1_SVI+SM+UN","0.00","3.92(2.33,5.47)","6.93(5.27,8.63)","10.21(8.34,12.09)","0.0002","1.0014",2830,3110,"0.0002","1.0004",2338,3206,"0.0002","1.0009",2149,2955
"K70_K76_C22","2011_2015",10,"Homeownership_tertile_1_SVI+SM+UN","0.00","3.97(2.27,5.70)","7.75(5.85,9.62)","10.98(8.78,13.08)","0.0002","1.0027",2006,2853,"0.0002","1.0035",1642,2323,"0.0002","1.0031",1554,2199
"K70_K76_C22","2016_2020",15,"Homeownership_tertile_1_SVI+SM+UN","0.00","4.92(3.18,6.72)","8.86(6.96,10.77)","12.42(10.23,14.66)","0.0002","1.0007",3537,3767,"0.0002","1.0027",2708,3142,"0.0002","1.0014",2485,3032
"K70_K76_C22","2021_2024",20,"Homeownership_tertile_1_SVI+SM+UN","0.00","4.42(1.67,7.24)","9.80(6.78,12.77)","14.79(11.43,18.18)","0.0010","0.9999",2884,3497,"0.0002","1.0009",2321,3155,"0.0002","1.0008",2155,2951
"K70_K76_C22","2006_2010",5,"Homeownership_tertile_2_SVI+SM+UN","0.00","2.04(0.94,3.17)","4.22(2.82,5.62)","6.18(4.38,7.99)","0.0002","1.0003",2092,3003,"0.0002","1.0007",1736,2626,"0.0002","1.0004",1861,2772
"K70_K76_C22","2011_2015",10,"Homeownership_tertile_2_SVI+SM+UN","0.00","2.00(0.73,3.26)","3.62(1.96,5.22)","5.58(3.47,7.64)","0.0010","1.0014",2156,2818,"0.0002","1.0036",1613,2454,"0.0002","1.0030",1870,2897
"K70_K76_C22","2016_2020",15,"Homeownership_tertile_2_SVI+SM+UN","0.00","1.12(-0.28,2.56)","3.04(1.25,4.85)","5.37(3.16,7.72)","0.1277","1.0013",2184,3314,"0.0006","1.0022",1637,2867,"0.0002","1.0023",1716,2797
"K70_K76_C22","2021_2024",20,"Homeownership_tertile_2_SVI+SM+UN","0.00","2.66(0.58,4.74)","4.98(2.47,7.44)","8.61(5.49,11.78)","0.0115","1.0007",2950,3194,"0.0002","1.0023",2299,3258,"0.0002","1.0007",2531,3410
"K70_K76_C22","2006_2010",5,"Homeownership_tertile_3_SVI+SM+UN","0.00","1.60(0.63,2.56)","2.95(1.63,4.28)","6.85(4.91,8.80)","0.0027","1.0009",2717,3641,"0.0002","1.0014",2383,3368,"0.0002","1.0007",2531,2875
"K70_K76_C22","2011_2015",10,"Homeownership_tertile_3_SVI+SM+UN","0.00","1.86(0.71,3.05)","4.21(2.62,5.86)","8.24(5.90,10.58)","0.0010","1.0032",2041,2770,"0.0002","1.0042",1825,3057,"0.0002","1.0015",2417,3426
"K70_K76_C22","2016_2020",15,"Homeownership_tertile_3_SVI+SM+UN","0.00","1.28(0.11,2.47)","3.21(1.59,4.81)","7.80(5.27,10.19)","0.0340","1.0027",2645,3602,"0.0006","1.0032",2213,3318,"0.0002","1.0023",2596,3309
"K70_K76_C22","2021_2024",20,"Homeownership_tertile_3_SVI+SM+UN","0.00","2.37(0.60,4.12)","4.57(2.25,6.98)","7.57(3.91,11.25)","0.0040","1.0011",3444,3833,"0.0006","1.0010",2695,3580,"0.0002","1.0017",2994,3215
