ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail
K70_K76_C22,2006_2010,5,Census_Region_1_SVI+SM+UN,0.00,"0.19(-0.73,1.10)","0.85(-0.19,1.89)","3.72(2.04,5.36)",0.6797,1.0010,3206,3273,0.1073,1.0022,3099,3591,0.0002,1.0016,3415,3351
"K70_K76_C22","2011_2015",10,"Census_Region_1_SVI+SM+UN","0.00","0.46(-0.57,1.45)","1.01(-0.16,2.17)","3.51(1.55,5.39)","0.3718","1.0006",2803,3633,"0.0914","1.0009",2487,3225,"0.0002","1.0009",2380,2951
"K70_K76_C22","2016_2020",15,"Census_Region_1_SVI+SM+UN","0.00","0.46(-0.47,1.40)","1.03(-0.00,2.15)","1.26(-0.46,3.00)","0.3276","1.0024",2814,3046,"0.0514","1.0023",2386,3177,"0.1643","1.0018",2724,3407
"K70_K76_C22","2021_2024",20,"Census_Region_1_SVI+SM+UN","0.00","0.14(-1.42,1.70)","0.69(-1.21,2.55)","-1.17(-4.13,1.93)","0.8629","1.0012",2930,2987,"0.4726","1.0023",2667,3279,"0.4422","1.0016",2996,3254
"K70_K76_C22","2006_2010",5,"Census_Region_2_SVI+SM+UN","0.00","2.15(1.37,2.92)","4.49(3.53,5.48)","13.80(11.65,15.88)","0.0002","1.0030",3180,3456,"0.0002","1.0013",2851,3528,"0.0002","1.0003",3614,3649
"K70_K76_C22","2011_2015",10,"Census_Region_2_SVI+SM+UN","0.00","3.18(2.35,3.99)","5.92(4.89,6.97)","13.21(10.77,15.74)","0.0002","1.0014",3262,3588,"0.0002","1.0006",2750,3386,"0.0002","1.0024",3557,3082
"K70_K76_C22","2016_2020",15,"Census_Region_2_SVI+SM+UN","0.00","2.57(1.54,3.56)","4.77(3.42,6.07)","12.01(8.39,15.84)","0.0002","1.0027",2090,2866,"0.0002","1.0015",1864,2572,"0.0002","1.0039",2133,2256
"K70_K76_C22","2021_2024",20,"Census_Region_2_SVI+SM+UN","0.00","4.59(3.05,6.09)","7.13(5.17,9.03)","11.63(7.57,15.71)","0.0002","1.0008",4680,3834,"0.0002","1.0003",4302,4005,"0.0002","1.0016",5714,3266
"K70_K76_C22","2006_2010",5,"Census_Region_3_SVI+SM+UN","0.00","2.17(0.75,3.55)","3.86(2.38,5.28)","6.17(4.63,7.66)","0.0006","1.0015",1974,3117,"0.0002","1.0006",1774,2614,"0.0002","1.0010",1707,2639
"K70_K76_C22","2011_2015",10,"Census_Region_3_SVI+SM+UN","0.00","1.80(0.15,3.42)","4.12(2.37,5.91)","5.48(3.63,7.37)","0.0319","1.0043",2111,2822,"0.0002","1.0052",1768,2614,"0.0002","1.0051",1759,2585
"K70_K76_C22","2016_2020",15,"Census_Region_3_SVI+SM+UN","0.00","0.88(-0.70,2.47)","3.06(1.40,4.74)","4.36(2.58,6.16)","0.2781","1.0014",2241,2840,"0.0010","1.0022",2001,2718,"0.0002","1.0025",2010,3009
"K70_K76_C22","2021_2024",20,"Census_Region_3_SVI+SM+UN","0.00","0.26(-1.98,2.43)","2.79(0.42,5.21)","5.15(2.69,7.66)","0.8192","1.0011",2638,3434,"0.0202","1.0015",2054,2824,"0.0002","1.0022",1935,2667
"K70_K76_C22","2006_2010",5,"Census_Region_4_SVI+SM+UN","0.00","3.40(1.07,5.69)","7.91(5.37,10.46)","14.39(11.57,17.34)","0.0048","1.0010",3158,3710,"0.0002","1.0012",2785,3244,"0.0002","1.0013",2349,2861
"K70_K76_C22","2011_2015",10,"Census_Region_4_SVI+SM+UN","0.00","3.46(0.93,6.07)","8.81(5.73,11.71)","16.30(12.81,19.75)","0.0085","1.0007",2826,3256,"0.0002","1.0011",2261,2996,"0.0002","1.0022",2184,3093
"K70_K76_C22","2016_2020",15,"Census_Region_4_SVI+SM+UN","0.00","2.35(-0.72,5.35)","7.59(4.12,11.03)","18.69(14.80,22.41)","0.1277","1.0013",2706,3342,"0.0002","1.0004",2378,2891,"0.0002","1.0007",2498,3199
"K70_K76_C22","2021_2024",20,"Census_Region_4_SVI+SM+UN","0.00","3.00(-1.05,7.07)","9.43(5.02,13.93)","19.24(14.14,24.18)","0.1452","1.0013",2813,3144,"0.0002","1.0031",2478,3541,"0.0002","1.0040",2320,3181
"K70_K76_C22","2006_2010",5,"Climate_Zone_B_SVI+SM+UN","0.00","1.21(-1.77,4.26)","9.03(5.72,12.23)","16.90(13.44,20.32)","0.4276","1.0018",3688,3523,"0.0002","1.0042",3081,3353,"0.0002","1.0030",3526,3732
"K70_K76_C22","2011_2015",10,"Climate_Zone_B_SVI+SM+UN","0.00","1.03(-2.44,4.27)","9.80(5.95,13.58)","17.28(13.17,21.17)","0.5284","1.0012",4302,3791,"0.0002","1.0003",3076,3522,"0.0002","1.0003",3064,3632
"K70_K76_C22","2016_2020",15,"Climate_Zone_B_SVI+SM+UN","0.00","-0.73(-4.56,3.19)","9.84(5.51,14.13)","19.72(15.54,23.98)","0.7134","1.0004",3614,3753,"0.0002","1.0010",3174,3428,"0.0002","1.0016",3064,3202
"K70_K76_C22","2021_2024",20,"Climate_Zone_B_SVI+SM+UN","0.00","-2.12(-7.67,3.37)","7.01(0.89,12.90)","20.15(14.12,25.88)","0.4364","1.0029",1831,3607,"0.0277","1.0037",1092,1905,"0.0002","1.0026",3117,3229
"K70_K76_C22","2006_2010",5,"Climate_Zone_C_SVI+SM+UN","0.00","1.97(1.07,2.90)","3.32(2.38,4.29)","5.32(4.24,6.45)","0.0002","1.0028",1997,3105,"0.0002","1.0040",1802,3141,"0.0002","1.0037",1775,2706
"K70_K76_C22","2011_2015",10,"Climate_Zone_C_SVI+SM+UN","0.00","1.88(0.92,2.86)","3.83(2.77,4.95)","4.96(3.74,6.24)","0.0002","1.0005",2551,3567,"0.0002","1.0018",2041,3179,"0.0002","1.0017",2024,3096
"K70_K76_C22","2016_2020",15,"Climate_Zone_C_SVI+SM+UN","0.00","0.90(-0.06,1.87)","2.53(1.48,3.60)","3.93(2.71,5.16)","0.0660","1.0011",2439,3049,"0.0002","1.0010",2014,3021,"0.0002","1.0019",1997,2967
