ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
"N00_N29_C64_C65","2021_2024",20,"Census_Region_4_SVI+SM+UN","1.00(1.00,1.00)","1.34(1.14,1.62)","1.44(1.20,1.77)","1.89(1.55,2.36)",NA,"0.0002","0.0002","0.0002","1.0007","1.0001","1.0006",2609,2196,2068,2873,3047,2805
"N00_N29_C64_C65","2006_2010",5,"Climate_Zone_B_SVI+SM+UN","1.00(1.00,1.00)","1.20(0.98,1.47)","1.46(1.18,1.83)","1.80(1.45,2.30)",NA,"0.0735","0.0002","0.0002","1.0005","1.0014","1.0033",4422,2807,2247,3784,3152,2838
"N00_N29_C64_C65","2011_2015",10,"Climate_Zone_B_SVI+SM+UN","1.00(1.00,1.00)","1.12(0.88,1.42)","1.48(1.14,1.95)","1.92(1.47,2.58)",NA,"0.3868","0.0048","0.0002","0.9999","1.0003","1.0012",3525,2696,2606,3581,3420,3244
"N00_N29_C64_C65","2016_2020",15,"Climate_Zone_B_SVI+SM+UN","1.00(1.00,1.00)","1.21(1.00,1.47)","1.27(1.02,1.59)","1.67(1.35,2.08)",NA,"0.0498","0.0290","0.0002","0.9995","1.0004","1.0008",4093,3435,2800,4071,3797,3559
"N00_N29_C64_C65","2021_2024",20,"Climate_Zone_B_SVI+SM+UN","1.00(1.00,1.00)","1.22(0.99,1.51)","1.41(1.12,1.79)","1.85(1.47,2.37)",NA,"0.0623","0.0015","0.0002","1.0007","1.0022","1.0014",4397,3424,3117,3826,3323,3218
"N00_N29_C64_C65","2006_2010",5,"Climate_Zone_C_SVI+SM+UN","1.00(1.00,1.00)","1.13(1.06,1.20)","1.21(1.14,1.30)","1.45(1.35,1.56)",NA,"0.0002","0.0002","0.0002","1.0009","1.0012","1.0010",2267,1968,1994,3145,2673,2974
"N00_N29_C64_C65","2011_2015",10,"Climate_Zone_C_SVI+SM+UN","1.00(1.00,1.00)","1.14(1.07,1.21)","1.25(1.16,1.34)","1.45(1.34,1.58)",NA,"0.0002","0.0002","0.0002","1.0016","0.9999","1.0016",1994,1814,1831,2563,2713,2687
"N00_N29_C64_C65","2016_2020",15,"Climate_Zone_C_SVI+SM+UN","1.00(1.00,1.00)","1.17(1.10,1.24)","1.28(1.20,1.38)","1.56(1.44,1.69)",NA,"0.0002","0.0002","0.0002","1.0011","1.0014","1.0010",2613,2257,2160,3582,2931,3225
"N00_N29_C64_C65","2021_2024",20,"Climate_Zone_C_SVI+SM+UN","1.00(1.00,1.00)","1.09(1.02,1.17)","1.23(1.14,1.32)","1.51(1.39,1.65)",NA,"0.0098","0.0002","0.0002","1.0021","1.0033","1.0021",1909,1622,1660,2827,2396,2744
"N00_N29_C64_C65","2006_2010",5,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.09(1.04,1.14)","1.17(1.10,1.24)","1.43(1.28,1.59)",NA,"0.0006","0.0002","0.0002","1.0005","1.0001","1.0008",4316,3743,4077,3918,3565,3540
"N00_N29_C64_C65","2011_2015",10,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.13(1.08,1.19)","1.20(1.13,1.28)","1.44(1.28,1.60)",NA,"0.0002","0.0002","0.0002","1.0014","1.0003","1.0017",3757,3261,3592,3582,3700,3201
"N00_N29_C64_C65","2016_2020",15,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.14(1.09,1.20)","1.27(1.20,1.35)","1.44(1.28,1.60)",NA,"0.0002","0.0002","0.0002","1.0004","1.0006","1.0003",3362,2592,2990,3610,3175,3364
"N00_N29_C64_C65","2021_2024",20,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.11(1.05,1.17)","1.17(1.09,1.25)","1.28(1.12,1.44)",NA,"0.0006","0.0002","0.0002","1.0011","1.0010","1.0020",3534,3252,3955,3429,3604,3514
"N00_N29_C64_C65","2006_2010",5,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.21(1.03,1.43)","1.33(1.09,1.59)","1.70(1.42,2.03)",NA,"0.0206","0.0048","0.0002","1.0017","1.0004","1.0006",5469,3761,3575,3846,3679,3713
"N00_N29_C64_C65","2011_2015",10,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.10(0.91,1.31)","1.40(1.12,1.75)","1.60(1.29,2.00)",NA,"0.3472","0.0023","0.0002","1.0019","1.0009","1.0019",4300,3211,2814,3869,3373,3203
"N00_N29_C64_C65","2016_2020",15,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.28(1.09,1.52)","1.27(1.03,1.55)","1.54(1.27,1.87)",NA,"0.0023","0.0206","0.0002","1.0004","1.0009","1.0004",3986,3109,2887,3729,3222,3113
"N00_N29_C64_C65","2021_2024",20,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.11(0.93,1.30)","1.23(1.01,1.49)","1.59(1.33,1.89)",NA,"0.2514","0.0365","0.0002","1.0017","1.0007","1.0006",5456,4450,3849,3559,4188,3567
"N00_N29_C64_C65","2006_2010",5,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","1.06(0.83,1.35)","1.16(0.91,1.48)","1.28(0.99,1.65)",NA,"0.7188","0.2660","0.0589","1.0007","1.0010","1.0010",3624,3512,3559,3450,3571,3288
"N00_N29_C64_C65","2011_2015",10,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.77,1.24)","1.09(0.86,1.40)","1.27(0.98,1.65)",NA,"0.7763","0.5518","0.0698","1.0004","0.9997","1.0014",4002,3586,3556,3716,3567,3446
"N00_N29_C64_C65","2016_2020",15,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","1.04(0.82,1.31)","1.08(0.86,1.39)","1.31(1.03,1.70)",NA,"0.7984","0.5626","0.0310","1.0023","1.0027","1.0008",3728,3725,3660,4011,3695,3615
"N00_N29_C64_C65","2021_2024",20,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","1.07(0.87,1.30)","1.18(0.96,1.47)","1.32(1.06,1.64)",NA,"0.5709","0.1202","0.0102","1.0005","1.0011","1.0009",3734,3196,3297,3815,2871,3154
"N00_N29_C64_C65","2006_2010",5,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.95,1.06)","1.07(1.01,1.14)","1.20(1.11,1.29)",NA,"0.8954","0.0306","0.0002","1.0012","1.0037","1.0018",2265,1840,2064,3035,2610,3348
"N00_N29_C64_C65","2011_2015",10,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.97,1.08)","1.11(1.04,1.19)","1.30(1.19,1.41)",NA,"0.4872","0.0015","0.0002","1.0019","1.0023","1.0023",2138,1675,1795,2709,2581,2993
"N00_N29_C64_C65","2016_2020",15,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.10(1.04,1.16)","1.20(1.12,1.28)","1.52(1.40,1.65)",NA,"0.0023","0.0002","0.0002","1.0012","1.0020","1.0012",2167,1779,1924,3286,2537,2752
"N00_N29_C64_C65","2021_2024",20,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.05(0.98,1.12)","1.17(1.09,1.27)","1.43(1.31,1.58)",NA,"0.1748","0.0002","0.0002","1.0020","1.0026","1.0018",2030,1663,1737,3055,2819,2904
"N00_N29_C64_C65","2006_2010",5,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.33(1.15,1.53)","1.45(1.24,1.69)","1.72(1.47,2.03)",NA,"0.0002","0.0002","0.0002","1.0010","1.0016","1.0012",3396,2865,2868,3405,3231,3335
"N00_N29_C64_C65","2011_2015",10,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.17(1.02,1.34)","1.29(1.11,1.51)","1.54(1.30,1.83)",NA,"0.0210","0.0006","0.0002","1.0007","1.0008","1.0020",3320,2911,2979,3560,3535,3404
"N00_N29_C64_C65","2016_2020",15,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.05(0.93,1.20)","1.23(1.07,1.42)","1.56(1.35,1.81)",NA,"0.4730","0.0015","0.0002","1.0039","1.0028","1.0038",3294,2848,2734,3665,3636,3254
"N00_N29_C64_C65","2021_2024",20,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.12(0.97,1.29)","1.24(1.07,1.44)","1.55(1.32,1.83)",NA,"0.1102","0.0031","0.0002","1.0000","1.0004","1.0005",3434,3003,3053,3661,3295,3518
"N00_N29_C64_C65","2006_2010",5,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.07(0.98,1.15)","1.19(1.09,1.30)","1.38(1.24,1.53)",NA,"0.1331","0.0002","0.0002","1.0019","1.0017","1.0013",3452,3420,3956,3919,3741,3846
"N00_N29_C64_C65","2011_2015",10,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.10(1.01,1.19)","1.17(1.07,1.28)","1.33(1.19,1.48)",NA,"0.0319","0.0019","0.0002","1.0007","1.0021","1.0003",3754,3022,3206,4080,3864,3380
"N00_N29_C64_C65","2016_2020",15,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.10(1.02,1.19)","1.20(1.10,1.30)","1.40(1.27,1.54)",NA,"0.0094","0.0002","0.0002","1.0002","1.0001","1.0008",3609,3045,3363,3446,3413,3496
"N00_N29_C64_C65","2021_2024",20,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.16(1.06,1.27)","1.20(1.08,1.32)","1.41(1.26,1.57)",NA,"0.0010","0.0006","0.0002","1.0009","1.0017","1.0017",3558,3228,3379,3700,3630,3366
"N00_N29_C64_C65","2006_2010",5,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","1.03(0.98,1.10)","1.11(1.03,1.18)","1.33(1.23,1.44)",NA,"0.2622","0.0044","0.0002","1.0007","1.0018","1.0017",2624,2096,2010,3206,3140,3126
"N00_N29_C64_C65","2011_2015",10,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","1.12(1.04,1.20)","1.18(1.09,1.28)","1.38(1.26,1.53)",NA,"0.0027","0.0002","0.0002","1.0009","1.0001","1.0008",2437,1871,1782,3195,3033,2995
"N00_N29_C64_C65","2016_2020",15,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","1.11(1.04,1.18)","1.22(1.14,1.32)","1.41(1.30,1.53)",NA,"0.0010","0.0002","0.0002","1.0004","1.0014","1.0016",3102,2156,2092,3489,3340,2884
"N00_N29_C64_C65","2021_2024",20,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","1.03(0.97,1.11)","1.10(1.01,1.19)","1.33(1.21,1.47)",NA,"0.3335","0.0248","0.0002","1.0017","1.0027","1.0026",2808,1946,1995,3465,2788,2808
"N00_N29_C64_C65","2006_2010",5,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.32(1.19,1.46)","1.50(1.35,1.69)","1.84(1.63,2.08)",NA,"0.0002","0.0002","0.0002","1.0010","1.0003","1.0018",2499,2229,2235,3581,3269,3324
"N00_N29_C64_C65","2011_2015",10,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.29(1.15,1.46)","1.53(1.34,1.75)","1.87(1.62,2.17)",NA,"0.0002","0.0002","0.0002","1.0017","1.0010","1.0004",2112,1638,1729,3034,2688,2811
"N00_N29_C64_C65","2016_2020",15,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.24(1.12,1.39)","1.40(1.25,1.59)","1.77(1.56,2.02)",NA,"0.0002","0.0002","0.0002","1.0009","1.0000","1.0005",2635,2144,2096,3433,2432,2489
"N00_N29_C64_C65","2021_2024",20,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.17(1.05,1.30)","1.30(1.16,1.46)","1.63(1.44,1.84)",NA,"0.0023","0.0002","0.0002","1.0007","1.0008","1.0006",3427,2829,2576,3708,3345,3446
"N00_N29_C64_C65","2006_2010",5,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.06(1.00,1.14)","1.16(1.07,1.25)","1.37(1.25,1.51)",NA,"0.0639","0.0002","0.0002","1.0010","1.0008","1.0013",1957,1565,1647,2947,2475,2819
"N00_N29_C64_C65","2011_2015",10,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.11(1.04,1.20)","1.20(1.11,1.31)","1.44(1.30,1.59)",NA,"0.0023","0.0002","0.0002","1.0012","1.0016","1.0021",2129,1707,1696,3100,2729,2212
"N00_N29_C64_C65","2016_2020",15,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.11(1.04,1.18)","1.20(1.11,1.31)","1.48(1.35,1.62)",NA,"0.0010","0.0002","0.0002","1.0027","1.0030","1.0029",1824,1549,1597,2931,2514,2521
"N00_N29_C64_C65","2021_2024",20,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.07(1.00,1.14)","1.13(1.04,1.23)","1.30(1.18,1.44)",NA,"0.0689","0.0035","0.0002","1.0022","1.0035","1.0026",2229,1852,1981,3145,2625,2836
"N00_N29_C64_C65","2006_2010",5,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.08(1.02,1.15)","1.14(1.05,1.23)","1.45(1.31,1.60)",NA,"0.0085","0.0006","0.0002","1.0006","1.0004","1.0009",2338,1985,2565,3433,2939,3389
"N00_N29_C64_C65","2011_2015",10,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.09(1.02,1.16)","1.16(1.06,1.26)","1.32(1.18,1.48)",NA,"0.0073","0.0019","0.0002","1.0014","1.0009","1.0003",2462,2199,2650,2976,3046,3136
"N00_N29_C64_C65","2016_2020",15,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.14(1.08,1.21)","1.25(1.15,1.35)","1.40(1.25,1.55)",NA,"0.0002","0.0002","0.0002","1.0030","1.0039","1.0016",2408,2022,2632,3011,3003,3223
"N00_N29_C64_C65","2021_2024",20,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.04(0.98,1.11)","1.14(1.05,1.24)","1.35(1.20,1.51)",NA,"0.2410","0.0044","0.0002","1.0017","1.0026","1.0008",2705,2221,2715,3562,3132,3672
