ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
N00_N29_C64_C65,2006_2010,5,Census_Region_1_SVI+SM+UN,"1.00(1.00,1.00)","1.05(0.98,1.12)","1.03(0.95,1.11)","1.05(0.91,1.19)",NA,0.1802,0.5372,0.5105,1.0013,1.0016,1.0007,3083,2881,3285,3395,3438,3608
"N00_N29_C64_C65","2011_2015",10,"Census_Region_1_SVI+SM+UN","1.00(1.00,1.00)","1.06(0.99,1.13)","1.04(0.96,1.13)","1.08(0.95,1.23)",NA,"0.0994","0.2918","0.2310","1.0009","1.0007","1.0013",2498,2513,2441,2934,3059,2741
"N00_N29_C64_C65","2016_2020",15,"Census_Region_1_SVI+SM+UN","1.00(1.00,1.00)","1.08(1.01,1.15)","1.11(1.04,1.20)","1.08(0.95,1.23)",NA,"0.0277","0.0052","0.2227","1.0009","1.0008","1.0007",2597,2349,2511,3069,3004,2762
"N00_N29_C64_C65","2021_2024",20,"Census_Region_1_SVI+SM+UN","1.00(1.00,1.00)","1.05(0.98,1.13)","1.05(0.96,1.14)","1.04(0.89,1.20)",NA,"0.1556","0.3089","0.5997","1.0018","1.0027","0.9999",2885,2548,2751,2997,3098,3559
"N00_N29_C64_C65","2006_2010",5,"Census_Region_2_SVI+SM+UN","1.00(1.00,1.00)","1.06(1.01,1.12)","1.16(1.09,1.24)","1.49(1.31,1.68)",NA,"0.0244","0.0002","0.0002","1.0019","1.0005","1.0023",3163,3181,4168,2955,3299,2842
"N00_N29_C64_C65","2011_2015",10,"Census_Region_2_SVI+SM+UN","1.00(1.00,1.00)","1.11(1.05,1.18)","1.25(1.17,1.35)","1.49(1.31,1.69)",NA,"0.0006","0.0002","0.0002","1.0009","1.0004","1.0011",3259,2860,3188,3097,3238,3234
"N00_N29_C64_C65","2016_2020",15,"Census_Region_2_SVI+SM+UN","1.00(1.00,1.00)","1.13(1.08,1.19)","1.24(1.17,1.33)","1.48(1.33,1.67)",NA,"0.0002","0.0002","0.0002","1.0021","1.0021","1.0016",3077,2863,3671,3574,3282,2953
"N00_N29_C64_C65","2021_2024",20,"Census_Region_2_SVI+SM+UN","1.00(1.00,1.00)","1.06(1.01,1.12)","1.15(1.08,1.23)","1.28(1.12,1.45)",NA,"0.0240","0.0002","0.0006","1.0000","1.0021","1.0003",3429,3240,3650,3308,3382,2940
"N00_N29_C64_C65","2006_2010",5,"Census_Region_3_SVI+SM+UN","1.00(1.00,1.00)","1.11(1.03,1.20)","1.21(1.11,1.32)","1.44(1.32,1.57)",NA,"0.0106","0.0002","0.0002","1.0037","1.0038","1.0039",2208,2039,2083,3055,2557,2595
"N00_N29_C64_C65","2011_2015",10,"Census_Region_3_SVI+SM+UN","1.00(1.00,1.00)","1.13(1.04,1.24)","1.27(1.16,1.40)","1.47(1.33,1.63)",NA,"0.0048","0.0002","0.0002","1.0017","1.0027","1.0030",2145,1775,1809,2729,2771,2501
"N00_N29_C64_C65","2016_2020",15,"Census_Region_3_SVI+SM+UN","1.00(1.00,1.00)","1.17(1.07,1.27)","1.34(1.22,1.47)","1.61(1.47,1.78)",NA,"0.0006","0.0002","0.0002","1.0009","1.0008","1.0009",2478,2277,2306,3115,2987,3005
"N00_N29_C64_C65","2021_2024",20,"Census_Region_3_SVI+SM+UN","1.00(1.00,1.00)","1.14(1.04,1.26)","1.33(1.20,1.48)","1.64(1.47,1.84)",NA,"0.0052","0.0002","0.0002","1.0041","1.0039","1.0043",2373,2091,2109,2855,2398,2553
"N00_N29_C64_C65","2006_2010",5,"Census_Region_4_SVI+SM+UN","1.00(1.00,1.00)","1.45(1.23,1.78)","1.73(1.42,2.16)","2.20(1.77,2.82)",NA,"0.0002","0.0002","0.0002","1.0010","1.0009","1.0012",2796,2454,2225,3082,2894,3391
"N00_N29_C64_C65","2011_2015",10,"Census_Region_4_SVI+SM+UN","1.00(1.00,1.00)","1.40(1.17,1.74)","1.56(1.27,2.00)","2.12(1.68,2.80)",NA,"0.0002","0.0002","0.0002","1.0000","1.0005","0.9999",2687,2145,2138,3480,3191,3144
"N00_N29_C64_C65","2016_2020",15,"Census_Region_4_SVI+SM+UN","1.00(1.00,1.00)","1.34(1.15,1.60)","1.38(1.15,1.67)","1.90(1.56,2.38)",NA,"0.0002","0.0002","0.0002","1.0005","1.0020","1.0020",2469,1944,1858,2959,2998,2714
