ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
G20_G30_G12.2_F01_F03,2006_2010,5,Census_Region_1_SVI+PA+UN,"1.00(1.00,1.00)","1.05(0.99,1.12)","1.03(0.95,1.11)","0.97(0.86,1.08)",NA,0.1089,0.4505,0.5863,1.0019,1.0009,1.0038,4162,3768,4324,3347,3637,3298
"G20_G30_G12.2_F01_F03","2011_2015",10,"Census_Region_1_SVI+PA+UN","1.00(1.00,1.00)","1.05(0.99,1.10)","1.05(0.98,1.12)","1.01(0.91,1.12)",NA,"0.1173","0.1889","0.8217","1.0015","1.0011","1.0014",4141,3710,4009,3723,3331,3829
"G20_G30_G12.2_F01_F03","2016_2020",15,"Census_Region_1_SVI+PA+UN","1.00(1.00,1.00)","1.07(1.01,1.12)","1.07(1.00,1.14)","1.01(0.91,1.11)",NA,"0.0219","0.0390","0.8088","1.0007","1.0009","1.0005",3858,3620,4438,3630,4037,3796
"G20_G30_G12.2_F01_F03","2021_2024",20,"Census_Region_1_SVI+PA+UN","1.00(1.00,1.00)","1.09(1.02,1.17)","1.06(0.97,1.14)","0.95(0.83,1.06)",NA,"0.0098","0.1773","0.3901","1.0017","1.0024","1.0001",3835,4158,4316,3360,3751,3512
"G20_G30_G12.2_F01_F03","2006_2010",5,"Census_Region_2_SVI+PA+UN","1.00(1.00,1.00)","1.07(1.03,1.11)","1.17(1.11,1.23)","1.11(1.00,1.21)",NA,"0.0015","0.0002","0.0402","1.0008","1.0004","1.0020",4131,3478,4949,3578,3520,3511
"G20_G30_G12.2_F01_F03","2011_2015",10,"Census_Region_2_SVI+PA+UN","1.00(1.00,1.00)","1.07(1.03,1.12)","1.19(1.13,1.25)","1.09(0.99,1.19)",NA,"0.0006","0.0002","0.0881","0.9999","1.0004","1.0012",4050,4032,4311,3336,3374,3610
"G20_G30_G12.2_F01_F03","2016_2020",15,"Census_Region_2_SVI+PA+UN","1.00(1.00,1.00)","1.06(1.02,1.10)","1.14(1.09,1.19)","1.10(1.01,1.20)",NA,"0.0060","0.0002","0.0327","1.0011","1.0008","1.0011",5432,4355,5495,3913,3713,2878
"G20_G30_G12.2_F01_F03","2021_2024",20,"Census_Region_2_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.99,1.07)","1.07(1.02,1.12)","0.98(0.89,1.07)",NA,"0.1735","0.0081","0.6430","1.0011","0.9997","1.0015",4679,4414,4988,3656,4184,3080
"G20_G30_G12.2_F01_F03","2006_2010",5,"Census_Region_3_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.97,1.10)","1.10(1.04,1.18)","1.06(1.00,1.14)",NA,"0.3056","0.0019","0.0485","1.0001","1.0006","1.0006",2590,2318,2290,3486,2892,2871
"G20_G30_G12.2_F01_F03","2011_2015",10,"Census_Region_3_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.97,1.08)","1.11(1.06,1.18)","1.10(1.04,1.16)",NA,"0.3239","0.0002","0.0010","1.0012","1.0021","1.0021",2715,2454,2278,3296,3187,2489
"G20_G30_G12.2_F01_F03","2016_2020",15,"Census_Region_3_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.98,1.09)","1.12(1.07,1.19)","1.15(1.09,1.22)",NA,"0.2377","0.0002","0.0002","1.0000","1.0004","1.0002",2622,2146,2091,3047,2851,2899
"G20_G30_G12.2_F01_F03","2021_2024",20,"Census_Region_3_SVI+PA+UN","1.00(1.00,1.00)","1.05(0.99,1.11)","1.13(1.07,1.19)","1.19(1.12,1.26)",NA,"0.0785","0.0006","0.0002","1.0042","1.0056","1.0054",2816,2388,2407,3305,2972,3040
"G20_G30_G12.2_F01_F03","2006_2010",5,"Census_Region_4_SVI+PA+UN","1.00(1.00,1.00)","1.09(1.00,1.19)","1.19(1.09,1.31)","1.30(1.18,1.44)",NA,"0.0577","0.0002","0.0002","1.0003","1.0013","1.0022",3621,3277,2816,3441,3285,3446
"G20_G30_G12.2_F01_F03","2011_2015",10,"Census_Region_4_SVI+PA+UN","1.00(1.00,1.00)","1.05(0.97,1.14)","1.23(1.13,1.34)","1.34(1.21,1.48)",NA,"0.2514","0.0002","0.0002","1.0009","1.0014","1.0027",4012,3471,3320,3642,3803,3581
"G20_G30_G12.2_F01_F03","2016_2020",15,"Census_Region_4_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.95,1.12)","1.21(1.11,1.32)","1.30(1.18,1.43)",NA,"0.4430","0.0002","0.0002","1.0008","1.0001","1.0010",3350,2497,2193,3887,3326,3212
"G20_G30_G12.2_F01_F03","2021_2024",20,"Census_Region_4_SVI+PA+UN","1.00(1.00,1.00)","1.14(1.04,1.24)","1.23(1.12,1.35)","1.29(1.17,1.43)",NA,"0.0035","0.0002","0.0002","1.0001","1.0001","1.0001",3422,2499,2438,3639,3621,3084
"G20_G30_G12.2_F01_F03","2006_2010",5,"Climate_Zone_B_SVI+PA+UN","1.00(1.00,1.00)","1.12(0.99,1.25)","1.28(1.14,1.43)","1.17(1.05,1.32)",NA,"0.0606","0.0002","0.0081","1.0009","1.0004","1.0006",5297,4558,4288,3520,3911,3684
"G20_G30_G12.2_F01_F03","2011_2015",10,"Climate_Zone_B_SVI+PA+UN","1.00(1.00,1.00)","1.05(0.94,1.17)","1.22(1.09,1.36)","1.18(1.04,1.33)",NA,"0.3630","0.0006","0.0069","1.0006","1.0026","1.0009",4098,3229,2756,3560,3556,3258
"G20_G30_G12.2_F01_F03","2016_2020",15,"Climate_Zone_B_SVI+PA+UN","1.00(1.00,1.00)","1.02(0.91,1.13)","1.15(1.04,1.28)","1.14(1.03,1.27)",NA,"0.7317","0.0098","0.0127","1.0005","1.0007","1.0024",3600,3688,2801,3747,3783,3477
"G20_G30_G12.2_F01_F03","2021_2024",20,"Climate_Zone_B_SVI+PA+UN","1.00(1.00,1.00)","1.09(0.99,1.21)","1.09(0.99,1.21)","1.08(0.97,1.19)",NA,"0.0706","0.0852","0.1756","1.0019","1.0014","1.0014",4248,3118,2672,3433,3118,3247
"G20_G30_G12.2_F01_F03","2006_2010",5,"Climate_Zone_C_SVI+PA+UN","1.00(1.00,1.00)","1.05(0.99,1.10)","1.11(1.06,1.18)","1.07(1.01,1.14)",NA,"0.0948","0.0002","0.0185","1.0019","1.0013","1.0013",1909,1813,1770,2913,2513,2757
"G20_G30_G12.2_F01_F03","2011_2015",10,"Climate_Zone_C_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.98,1.07)","1.10(1.05,1.16)","1.09(1.03,1.15)",NA,"0.2581","0.0002","0.0015","1.0026","1.0009","1.0014",1973,1743,1712,2687,2607,2573
"G20_G30_G12.2_F01_F03","2016_2020",15,"Climate_Zone_C_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.99,1.08)","1.11(1.06,1.16)","1.14(1.09,1.21)",NA,"0.1518","0.0002","0.0002","1.0028","1.0033","1.0014",2054,1692,1762,2682,1835,2582
"G20_G30_G12.2_F01_F03","2021_2024",20,"Climate_Zone_C_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.98,1.08)","1.09(1.04,1.15)","1.16(1.10,1.23)",NA,"0.1977","0.0006","0.0002","1.0018","1.0029","1.0026",2440,1844,1785,3339,3174,3248
"G20_G30_G12.2_F01_F03","2006_2010",5,"Climate_Zone_D_SVI+PA+UN","1.00(1.00,1.00)","1.06(1.02,1.10)","1.09(1.04,1.15)","1.11(1.01,1.22)",NA,"0.0048","0.0002","0.0344","1.0009","1.0019","1.0021",5797,4707,6313,3916,3221,3666
"G20_G30_G12.2_F01_F03","2011_2015",10,"Climate_Zone_D_SVI+PA+UN","1.00(1.00,1.00)","1.06(1.03,1.10)","1.14(1.09,1.20)","1.09(0.99,1.19)",NA,"0.0010","0.0002","0.0935","1.0013","0.9997","1.0012",5091,4218,6053,3856,3633,3667
"G20_G30_G12.2_F01_F03","2016_2020",15,"Climate_Zone_D_SVI+PA+UN","1.00(1.00,1.00)","1.06(1.02,1.10)","1.14(1.09,1.20)","1.11(1.01,1.21)",NA,"0.0019","0.0002","0.0252","1.0018","1.0012","1.0013",4977,4074,5859,3616,3493,3456
"G20_G30_G12.2_F01_F03","2021_2024",20,"Climate_Zone_D_SVI+PA+UN","1.00(1.00,1.00)","1.06(1.01,1.10)","1.09(1.03,1.15)","1.02(0.92,1.13)",NA,"0.0135","0.0027","0.6534","1.0011","1.0013","1.0039",5051,4499,6164,3767,3520,3346
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_1_SVI+PA+UN","1.00(1.00,1.00)","1.14(1.02,1.26)","1.26(1.12,1.40)","1.23(1.10,1.38)",NA,"0.0198","0.0006","0.0002","1.0017","1.0005","1.0016",4682,3874,3036,3693,3473,3230
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_1_SVI+PA+UN","1.00(1.00,1.00)","1.05(0.95,1.16)","1.19(1.06,1.32)","1.17(1.05,1.31)",NA,"0.3443","0.0027","0.0044","1.0013","1.0002","1.0005",5134,3767,3278,3708,3434,3912
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_1_SVI+PA+UN","1.00(1.00,1.00)","1.04(0.95,1.14)","1.11(1.00,1.22)","1.15(1.04,1.27)",NA,"0.4101","0.0510","0.0065","1.0018","1.0008","1.0017",4624,3494,3258,3420,3659,3823
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_1_SVI+PA+UN","1.00(1.00,1.00)","1.05(0.95,1.15)","1.07(0.96,1.19)","1.13(1.03,1.23)",NA,"0.3126","0.1806","0.0131","1.0003","1.0003","0.9996",8586,6569,5991,3422,3581,4071
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_2_SVI+PA+UN","1.00(1.00,1.00)","0.91(0.80,1.02)","1.09(0.98,1.21)","1.04(0.92,1.17)",NA,"0.1339","0.1273","0.5718","1.0021","0.9997","0.9997",5585,5337,4928,3887,4090,3732
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_2_SVI+PA+UN","1.00(1.00,1.00)","0.94(0.84,1.06)","1.07(0.97,1.19)","1.05(0.94,1.17)",NA,"0.3014","0.1639","0.3581","1.0010","1.0002","1.0000",5598,4537,4792,4380,3579,3730
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_2_SVI+PA+UN","1.00(1.00,1.00)","0.99(0.88,1.10)","1.07(0.98,1.18)","1.05(0.94,1.17)",NA,"0.8109","0.1435","0.3647","1.0000","1.0008","0.9993",4493,3799,4107,3862,3611,3804
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_2_SVI+PA+UN","1.00(1.00,1.00)","0.98(0.88,1.09)","1.08(0.98,1.18)","1.01(0.91,1.12)",NA,"0.6201","0.1277","0.8442","1.0001","1.0008","1.0005",4976,3947,4539,3853,3662,3784
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_3_SVI+PA+UN","1.00(1.00,1.00)","1.02(0.97,1.07)","1.08(1.02,1.14)","1.06(0.99,1.13)",NA,"0.4539","0.0031","0.0973","1.0010","1.0013","1.0005",2691,2363,2437,2817,3257,3275
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_3_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.99,1.07)","1.08(1.03,1.13)","1.06(1.00,1.12)",NA,"0.2031","0.0027","0.0598","1.0017","1.0033","1.0032",2925,2122,2404,3439,3301,3562
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_3_SVI+PA+UN","1.00(1.00,1.00)","1.01(0.97,1.05)","1.08(1.03,1.13)","1.10(1.04,1.16)",NA,"0.7230","0.0023","0.0010","1.0005","0.9998","1.0018",3586,2803,2898,3980,3597,3374
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_3_SVI+PA+UN","1.00(1.00,1.00)","1.03(0.98,1.07)","1.06(1.01,1.12)","1.10(1.04,1.17)",NA,"0.2652","0.0123","0.0019","1.0012","1.0018","1.0007",3713,2934,3073,3536,3498,3384
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_4_SVI+PA+UN","1.00(1.00,1.00)","1.00(0.92,1.08)","1.08(1.00,1.17)","1.04(0.96,1.14)",NA,"0.9221","0.0402","0.3460","1.0008","1.0027","1.0033",4446,4068,4415,3783,3533,3887
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_4_SVI+PA+UN","1.00(1.00,1.00)","0.99(0.92,1.07)","1.11(1.03,1.20)","1.09(1.00,1.18)",NA,"0.8317","0.0048","0.0460","1.0007","1.0010","1.0006",4958,3966,4452,4061,4355,3759
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_4_SVI+PA+UN","1.00(1.00,1.00)","0.96(0.90,1.03)","1.08(1.01,1.15)","1.09(1.01,1.18)",NA,"0.2897","0.0327","0.0231","1.0003","1.0003","1.0029",4308,4066,3866,3402,3848,3551
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_4_SVI+PA+UN","1.00(1.00,1.00)","1.02(0.94,1.10)","1.09(1.01,1.17)","1.08(1.00,1.17)",NA,"0.6809","0.0298","0.0719","1.0004","1.0008","1.0004",3293,2977,2941,3561,3328,3295
