"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C15_C26","EQI",5,"0.13(-0.70,0.94)","1.53(0.50,2.55)**","-1.50(-2.34,-0.60)**","0.12(-0.18,0.42)",3137,1.0015
"C15_C26","Air",5,"-0.40(-1.14,0.33)","0.52(-0.64,1.63)","-1.04(-1.91,-0.15)*","0.11(-0.19,0.42)",3137,1.0014
"C15_C26","Water",5,"-0.02(-1.23,1.19)","1.72(0.55,2.83)**","-1.18(-1.86,-0.47)**","0.20(-0.09,0.49)",3137,1.0018
"C15_C26","Land",5,"-0.80(-1.66,0.08)","0.39(-0.55,1.36)","-0.83(-1.79,0.08)","0.13(-0.18,0.42)",3137,1.0014
"C15_C26","Built",5,"0.30(-0.79,1.39)","1.07(-0.15,2.20)","-1.61(-2.81,-0.41)*","0.15(-0.15,0.45)",3137,1.0011
"C15_C26","Social",5,"-0.22(-1.42,1.00)","1.99(0.61,3.38)*","-1.44(-2.72,-0.20)*","0.03(-0.28,0.35)",3137,1.0015
"C15_C26","Air_Multi",5,"-0.09(-0.81,0.64)","-0.44(-1.60,0.74)","-1.53(-3.28,0.35)","0.09(-0.21,0.39)",3137,1.0017
"C15_C26","Water_Multi",5,"-0.10(-1.30,1.11)","1.76(0.63,2.85)**","-1.53(-3.28,0.35)","0.09(-0.21,0.39)",3137,1.0017
"C15_C26","Land_Multi",5,"-0.48(-1.38,0.41)","0.20(-0.83,1.17)","-1.53(-3.28,0.35)","0.09(-0.21,0.39)",3137,1.0017
"C15_C26","Built_Multi",5,"0.42(-0.66,1.46)","0.90(-0.26,2.06)","-1.53(-3.28,0.35)","0.09(-0.21,0.39)",3137,1.0017
"C15_C26","Social_Multi",5,"-0.42(-1.62,0.76)","1.54(0.15,2.94)*","-1.53(-3.28,0.35)","0.09(-0.21,0.39)",3137,1.0017
"C15_C26","RUCC1_EQI",5,"0.24(-0.56,1.02)","2.24(0.99,3.46)***","-1.80(-2.70,-0.90)**","0.17(-0.13,0.47)",1166,1.0026
"C15_C26","RUCC1_Air",5,"0.20(-0.55,0.95)","0.09(-1.78,2.11)","-1.64(-2.48,-0.74)***","0.12(-0.18,0.43)",1166,1.0016
"C15_C26","RUCC1_Water",5,"0.11(-1.40,1.57)","0.80(-0.53,2.12)","-1.55(-2.34,-0.75)***","0.14(-0.17,0.45)",1166,1.0011
"C15_C26","RUCC1_Land",5,"-0.27(-1.20,0.57)","0.73(-0.52,2.07)","-1.47(-2.48,-0.44)**","0.11(-0.20,0.42)",1166,1.0475
"C15_C26","RUCC1_Built",5,"0.60(-0.44,1.56)","1.41(0.28,2.55)*","-2.25(-3.42,-1.03)***","0.13(-0.19,0.45)",1166,1.0008
"C15_C26","RUCC1_Social",5,"-0.01(-1.40,1.33)","2.53(0.52,4.48)*","-1.69(-3.05,-0.27)*","0.08(-0.24,0.39)",1166,1.0016
"C15_C26","RUCC1_Air_Multi",5,"0.33(-0.43,1.11)","-0.27(-2.09,1.74)","-2.56(-4.47,-0.54)*","0.12(-0.19,0.43)",1166,1.0296
"C15_C26","RUCC1_Water_Multi",5,"0.14(-1.30,1.52)","0.96(-0.32,2.19)","-2.56(-4.47,-0.54)*","0.12(-0.19,0.43)",1166,1.0296
"C15_C26","RUCC1_Land_Multi",5,"-0.09(-1.01,0.80)","0.46(-0.70,1.78)","-2.56(-4.47,-0.54)*","0.12(-0.19,0.43)",1166,1.0296
"C15_C26","RUCC1_Built_Multi",5,"0.56(-0.85,1.71)","1.15(-0.22,2.43)","-2.56(-4.47,-0.54)*","0.12(-0.19,0.43)",1166,1.0296
"C15_C26","RUCC1_Social_Multi",5,"-0.01(-1.40,1.30)","2.13(0.15,4.06)*","-2.56(-4.47,-0.54)*","0.12(-0.19,0.43)",1166,1.0296
"C15_C26","RUCC2_EQI",5,"2.12(-0.55,4.68)","-0.09(-4.01,3.79)","-2.19(-4.93,0.50)","-0.51(-1.86,0.75)",306,1.0028
"C15_C26","RUCC2_Air",5,"1.80(-1.01,4.44)","0.66(-2.49,3.89)","-2.32(-4.74,0.47)","-0.60(-1.92,0.77)",306,1.0021
"C15_C26","RUCC2_Water",5,"1.94(-1.01,4.69)","-0.05(-4.05,4.36)","-2.29(-4.62,0.45)","-0.74(-2.07,0.56)",306,1.0019
"C15_C26","RUCC2_Land",5,"-0.20(-3.51,3.13)","1.75(-1.21,4.38)","-1.95(-4.72,1.09)","-0.46(-1.62,0.80)",306,1.0013
"C15_C26","RUCC2_Built",5,"-1.08(-5.06,3.31)","0.77(-3.19,5.38)","-1.18(-5.55,2.98)","-0.49(-1.63,0.71)",306,1.0073
"C15_C26","RUCC2_Social",5,"-2.89(-5.78,0.05)","-0.96(-5.07,2.91)","0.37(-2.87,3.70)","-0.64(-2.13,0.82)",306,1.0036
"C15_C26","RUCC2_Air_Multi",5,"0.67(-2.40,3.74)","0.67(-2.53,3.92)","-1.33(-6.56,3.55)","-0.58(-1.92,0.79)",306,1.005
"C15_C26","RUCC2_Water_Multi",5,"0.59(-3.60,4.70)","-0.33(-3.98,3.83)","-1.33(-6.56,3.55)","-0.58(-1.92,0.79)",306,1.005
"C15_C26","RUCC2_Land_Multi",5,"-0.51(-3.26,2.51)","0.35(-2.84,3.53)","-1.33(-6.56,3.55)","-0.58(-1.92,0.79)",306,1.005
"C15_C26","RUCC2_Built_Multi",5,"0.50(-3.43,4.18)","0.71(-3.74,5.07)","-1.33(-6.56,3.55)","-0.58(-1.92,0.79)",306,1.005
"C15_C26","RUCC2_Social_Multi",5,"-1.84(-5.07,1.43)","-0.15(-4.39,4.04)","-1.33(-6.56,3.55)","-0.58(-1.92,0.79)",306,1.005
"C15_C26","RUCC3_EQI",5,"0.37(-2.60,3.39)","2.12(-0.73,5.08)","-1.22(-3.97,1.68)","-0.24(-1.23,0.79)",1026,1.0018
"C15_C26","RUCC3_Air",5,"-2.25(-5.51,1.11)","0.26(-2.31,2.87)","0.26(-2.19,2.58)","-0.09(-1.05,0.87)",1026,1.0005
"C15_C26","RUCC3_Water",5,"-1.88(-5.13,1.44)","1.22(-2.13,4.36)","0.17(-1.81,2.14)","-0.02(-1.01,0.95)",1026,1.0024
"C15_C26","RUCC3_Land",5,"-0.63(-3.59,2.33)","-0.56(-3.42,2.38)","0.45(-2.19,3.16)","-0.05(-1.07,0.98)",1026,1.0014
"C15_C26","RUCC3_Built",5,"-0.63(-3.92,2.72)","0.73(-2.72,4.06)","-0.05(-3.40,3.15)","-0.12(-1.11,0.91)",1026,1.0012
"C15_C26","RUCC3_Social",5,"-0.09(-3.62,3.46)","3.01(-0.34,6.19)","-2.09(-5.36,1.24)","-0.46(-1.54,0.64)",1026,1.0017
"C15_C26","RUCC3_Air_Multi",5,"-2.02(-5.14,1.14)","-0.18(-2.75,2.25)","-0.94(-5.65,3.72)","-0.34(-1.40,0.76)",1026,1.0024
"C15_C26","RUCC3_Water_Multi",5,"-1.99(-5.17,1.29)","1.38(-1.70,4.45)","-0.94(-5.65,3.72)","-0.34(-1.40,0.76)",1026,1.0024
"C15_C26","RUCC3_Land_Multi",5,"-0.58(-3.48,2.29)","-1.39(-4.29,1.58)","-0.94(-5.65,3.72)","-0.34(-1.40,0.76)",1026,1.0024
"C15_C26","RUCC3_Built_Multi",5,"0.39(-3.02,3.83)","0.26(-3.24,3.72)","-0.94(-5.65,3.72)","-0.34(-1.40,0.76)",1026,1.0024
"C15_C26","RUCC3_Social_Multi",5,"-0.22(-3.82,3.27)","3.18(-0.25,6.61)","-0.94(-5.65,3.72)","-0.34(-1.40,0.76)",1026,1.0024
"C15_C26","RUCC4_EQI",5,"0.16(-5.23,5.54)","-3.66(-8.55,1.25)","3.07(-1.64,7.84)","2.16(0.03,4.25)*",639,1.0001
"C15_C26","RUCC4_Air",5,"0.99(-6.31,8.31)","1.45(-2.96,5.86)","0.66(-3.60,4.69)","2.34(0.17,4.44)*",639,1.0014
"C15_C26","RUCC4_Water",5,"0.07(-5.68,5.79)","-1.40(-8.25,5.02)","1.41(-2.42,5.16)","2.20(0.10,4.24)*",639,1.0014
"C15_C26","RUCC4_Land",5,"2.65(-2.30,7.50)","3.13(-1.67,7.98)","-0.41(-4.63,3.90)","2.35(0.18,4.44)*",639,1.0027
"C15_C26","RUCC4_Built",5,"2.12(-3.39,7.62)","-3.94(-9.22,1.48)","2.51(-2.45,7.66)","2.10(0.03,4.20)*",639,1.0015
"C15_C26","RUCC4_Social",5,"0.97(-5.31,7.19)","-0.32(-5.56,4.96)","1.51(-3.83,6.85)","2.32(0.16,4.38)*",639,1.0012
"C15_C26","RUCC4_Air_Multi",5,"1.56(-5.89,9.13)","2.08(-2.46,6.60)","0.02(-6.61,6.54)","2.28(0.02,4.49)*",639,1.0036
"C15_C26","RUCC4_Water_Multi",5,"-0.87(-6.18,4.34)","-1.77(-8.41,4.88)","0.02(-6.61,6.54)","2.28(0.02,4.49)*",639,1.0036
"C15_C26","RUCC4_Land_Multi",5,"3.26(-1.61,8.07)","3.64(-1.25,8.49)","0.02(-6.61,6.54)","2.28(0.02,4.49)*",639,1.0036
"C15_C26","RUCC4_Built_Multi",5,"1.90(-3.63,7.46)","-4.95(-10.36,0.57)","0.02(-6.61,6.54)","2.28(0.02,4.49)*",639,1.0036
"C15_C26","RUCC4_Social_Multi",5,"-0.54(-6.94,5.45)","0.21(-4.93,5.44)","0.02(-6.61,6.54)","2.28(0.02,4.49)*",639,1.0036
