"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C81_C96","EQI",5,"0.04(-0.57,0.67)","0.41(-0.36,1.16)","-1.70(-2.44,-1.01)***","-0.18(-0.41,0.06)",3137,1.0058
"C81_C96","Air",5,"0.37(-0.24,0.99)","1.12(0.29,1.99)**","-2.03(-2.73,-1.31)***","-0.20(-0.45,0.04)",3137,1.001
"C81_C96","Water",5,"-0.52(-1.51,0.49)","-0.64(-1.46,0.21)","-1.47(-2.08,-0.92)***","-0.17(-0.42,0.07)",3137,1.0032
"C81_C96","Land",5,"-0.19(-0.88,0.50)","0.41(-0.34,1.17)","-1.61(-2.38,-0.88)***","-0.17(-0.42,0.08)",3137,1.0033
"C81_C96","Built",5,"0.20(-0.60,1.04)","0.36(-0.51,1.26)","-1.78(-2.69,-0.93)***","-0.15(-0.40,0.08)",3137,1.0046
"C81_C96","Social",5,"-0.50(-1.48,0.51)","-0.60(-1.70,0.53)","-1.12(-2.15,-0.13)*","-0.18(-0.43,0.06)",3137,1.0016
"C81_C96","Air_Multi",5,"0.24(-0.41,0.91)","1.27(0.34,2.24)**","-1.71(-3.10,-0.34)*","-0.21(-0.47,0.04)",3137,1.0021
"C81_C96","Water_Multi",5,"-0.46(-1.52,0.59)","-0.63(-1.47,0.22)","-1.71(-3.10,-0.34)*","-0.21(-0.47,0.04)",3137,1.0021
"C81_C96","Land_Multi",5,"-0.22(-0.92,0.47)","0.42(-0.36,1.20)","-1.71(-3.10,-0.34)*","-0.21(-0.47,0.04)",3137,1.0021
"C81_C96","Built_Multi",5,"0.12(-0.73,0.96)","0.16(-0.73,1.05)","-1.71(-3.10,-0.34)*","-0.21(-0.47,0.04)",3137,1.0021
"C81_C96","Social_Multi",5,"-0.19(-1.16,0.88)","-0.78(-1.89,0.39)","-1.71(-3.10,-0.34)*","-0.21(-0.47,0.04)",3137,1.0021
"C81_C96","RUCC1_EQI",5,"-0.01(-0.56,0.55)","-0.20(-0.91,0.52)","-1.31(-1.91,-0.70)***","-0.04(-0.24,0.15)",1166,1.0016
"C81_C96","RUCC1_Air",5,"0.03(-0.52,0.55)","-0.94(-1.81,-0.03)*","-1.21(-1.82,-0.60)***","-0.01(-0.21,0.17)",1166,1.0015
"C81_C96","RUCC1_Water",5,"-0.06(-1.09,0.94)","0.48(-0.47,1.41)","-1.38(-1.82,-0.94)***","-0.04(-0.24,0.16)",1166,1.0008
"C81_C96","RUCC1_Land",5,"-0.55(-1.17,0.08)","-0.23(-1.01,0.55)","-1.01(-1.63,-0.41)**","-0.06(-0.25,0.13)",1166,1.0012
"C81_C96","RUCC1_Built",5,"-0.12(-0.92,0.71)","-0.31(-1.14,0.58)","-1.19(-2.07,-0.38)**","-0.04(-0.24,0.15)",1166,1.0021
