"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C60_C63","EQI",5,"0.28(-0.25,0.82)","0.45(-0.17,1.08)","-1.39(-1.96,-0.80)***","-0.10(-0.31,0.11)",3137,1.0009
"C60_C63","Air",5,"-0.17(-0.68,0.35)","-0.02(-0.66,0.59)","-1.09(-1.67,-0.53)***","-0.10(-0.30,0.10)",3137,1.003
"C60_C63","Water",5,"-0.58(-1.41,0.22)","0.33(-0.42,1.07)","-1.12(-1.61,-0.64)***","-0.08(-0.28,0.11)",3137,1.0009
"C60_C63","Land",5,"-0.42(-0.99,0.17)","0.04(-0.58,0.66)","-0.98(-1.59,-0.40)**","-0.09(-0.29,0.10)",3137,1.0017
"C60_C63","Built",5,"-0.03(-0.66,0.61)","0.10(-0.57,0.79)","-1.18(-1.89,-0.49)**","-0.09(-0.29,0.11)",3137,1.0005
"C60_C63","Social",5,"-0.12(-0.89,0.63)","0.16(-0.69,1.00)","-1.15(-1.98,-0.39)**","-0.12(-0.32,0.09)",3137,1.0013
"C60_C63","Air_Multi",5,"-0.12(-0.66,0.41)","-0.07(-0.75,0.61)","-0.98(-2.07,0.13)","-0.11(-0.32,0.10)",3137,1.0021
"C60_C63","Water_Multi",5,"-0.58(-1.39,0.24)","0.29(-0.43,1.03)","-0.98(-2.07,0.13)","-0.11(-0.32,0.10)",3137,1.0021
"C60_C63","Land_Multi",5,"-0.35(-0.92,0.23)","0.09(-0.54,0.69)","-0.98(-2.07,0.13)","-0.11(-0.32,0.10)",3137,1.0021
"C60_C63","Built_Multi",5,"0.07(-0.62,0.76)","0.10(-0.60,0.79)","-0.98(-2.07,0.13)","-0.11(-0.32,0.10)",3137,1.0021
"C60_C63","Social_Multi",5,"-0.10(-0.94,0.70)","0.08(-0.84,0.96)","-0.98(-2.07,0.13)","-0.11(-0.32,0.10)",3137,1.0021
"C60_C63","RUCC1_EQI",5,"-0.15(-0.58,0.28)","0.07(-0.60,0.72)","-1.12(-1.61,-0.66)***","0.00(-0.16,0.16)",1166,1.0006
"C60_C63","RUCC1_Air",5,"0.01(-0.43,0.43)","-0.13(-1.04,0.86)","-1.18(-1.68,-0.69)***","0.00(-0.16,0.16)",1166,1.005
"C60_C63","RUCC1_Water",5,"-0.18(-0.90,0.54)","-0.06(-0.71,0.57)","-1.16(-1.56,-0.79)***","0.00(-0.16,0.16)",1166,1.0013
"C60_C63","RUCC1_Land",5,"-0.35(-0.84,0.14)","-0.05(-0.61,0.53)","-0.97(-1.51,-0.47)***","0.01(-0.15,0.16)",1166,1.0013
"C60_C63","RUCC1_Built",5,"0.07(-0.51,0.63)","0.46(-0.19,1.09)","-1.37(-1.99,-0.75)***","-0.00(-0.16,0.16)",1166,1.001
"C60_C63","RUCC1_Social",5,"0.25(-0.54,1.01)","-0.32(-1.34,0.73)","-1.31(-2.11,-0.52)**","0.03(-0.13,0.19)",1166,1.0041
"C60_C63","RUCC1_Air_Multi",5,"-0.04(-0.47,0.39)","-0.17(-1.05,0.78)","-1.33(-2.44,-0.22)*","0.04(-0.12,0.20)",1166,1.0027
"C60_C63","RUCC1_Water_Multi",5,"-0.21(-0.97,0.52)","-0.07(-0.70,0.57)","-1.33(-2.44,-0.22)*","0.04(-0.12,0.20)",1166,1.0027
"C60_C63","RUCC1_Land_Multi",5,"-0.33(-0.81,0.17)","0.02(-0.55,0.58)","-1.33(-2.44,-0.22)*","0.04(-0.12,0.20)",1166,1.0027
"C60_C63","RUCC1_Built_Multi",5,"0.04(-0.55,0.61)","0.42(-0.23,1.07)","-1.33(-2.44,-0.22)*","0.04(-0.12,0.20)",1166,1.0027
"C60_C63","RUCC1_Social_Multi",5,"0.39(-0.41,1.17)","-0.35(-1.38,0.70)","-1.33(-2.44,-0.22)*","0.04(-0.12,0.20)",1166,1.0027
"C60_C63","RUCC2_EQI",5,"1.53(0.45,2.59)**","-0.12(-1.48,1.43)","-1.28(-2.67,-0.02)*","-0.14(-0.70,0.40)",306,1.0014
"C60_C63","RUCC2_Air",5,"1.62(0.56,2.53)**","0.37(-1.08,1.79)","-1.25(-2.55,0.05)","-0.08(-0.61,0.46)",306,1.0025
"C60_C63","RUCC2_Water",5,"-0.71(-3.40,1.87)","-0.56(-1.78,0.76)","-0.06(-1.37,1.14)","0.07(-0.45,0.63)",306,1.0039
"C60_C63","RUCC2_Land",5,"1.07(-0.27,2.26)","0.95(-0.53,2.45)","-0.81(-2.05,0.40)","0.14(-0.37,0.57)",306,1.0041
"C60_C63","RUCC2_Built",5,"-0.34(-1.61,1.00)","-0.58(-2.63,1.49)","0.05(-1.55,1.58)","0.07(-0.46,0.64)",306,1.0036
"C60_C63","RUCC2_Social",5,"0.18(-1.54,1.78)","-0.45(-2.25,1.33)","-0.10(-1.78,1.85)","0.12(-0.42,0.65)",306,1.0032
"C60_C63","RUCC2_Air_Multi",5,"1.17(-0.16,2.48)","-0.07(-1.67,1.54)","-0.41(-2.36,1.69)","-0.01(-0.50,0.54)",306,1.002
"C60_C63","RUCC2_Water_Multi",5,"-0.98(-3.84,2.19)","-0.33(-1.58,0.93)","-0.41(-2.36,1.69)","-0.01(-0.50,0.54)",306,1.002
"C60_C63","RUCC2_Land_Multi",5,"0.29(-1.15,1.81)","0.60(-0.80,2.00)","-0.41(-2.36,1.69)","-0.01(-0.50,0.54)",306,1.002
"C60_C63","RUCC2_Built_Multi",5,"-0.43(-1.75,0.88)","-0.49(-2.38,1.35)","-0.41(-2.36,1.69)","-0.01(-0.50,0.54)",306,1.002
"C60_C63","RUCC2_Social_Multi",5,"-0.20(-1.63,1.21)","-0.52(-2.15,1.06)","-0.41(-2.36,1.69)","-0.01(-0.50,0.54)",306,1.002
"C60_C63","RUCC3_EQI",5,"1.15(-0.19,2.46)","0.88(-0.30,2.07)","-2.06(-3.19,-0.96)***","-0.28(-0.68,0.14)",1026,1.0016
"C60_C63","RUCC3_Air",5,"0.22(-1.14,1.56)","0.74(-0.35,1.81)","-1.67(-2.62,-0.69)**","-0.25(-0.67,0.17)",1026,1.0018
"C60_C63","RUCC3_Water",5,"-0.99(-2.50,0.52)","-0.93(-2.64,0.75)","-1.16(-1.96,-0.34)**","-0.33(-0.74,0.10)",1026,1.0018
"C60_C63","RUCC3_Land",5,"-0.85(-2.25,0.54)","0.09(-1.08,1.24)","-1.16(-2.23,-0.07)*","-0.30(-0.71,0.11)",1026,1.0006
"C60_C63","RUCC3_Built",5,"-0.22(-1.70,1.27)","-0.65(-2.14,0.88)","-0.94(-2.37,0.44)","-0.28(-0.69,0.14)",1026,1.001
"C60_C63","RUCC3_Social",5,"1.24(-0.42,2.90)","1.13(-0.38,2.61)","-2.33(-3.79,-0.80)**","-0.29(-0.71,0.15)",1026,1.0018
"C60_C63","RUCC3_Air_Multi",5,"0.23(-1.12,1.55)","0.83(-0.28,1.91)","-2.25(-4.47,0.06)","-0.24(-0.66,0.17)",1026,1.0017
"C60_C63","RUCC3_Water_Multi",5,"-0.59(-2.18,0.97)","-0.81(-2.41,0.81)","-2.25(-4.47,0.06)","-0.24(-0.66,0.17)",1026,1.0017
"C60_C63","RUCC3_Land_Multi",5,"-0.76(-2.17,0.66)","0.22(-0.97,1.38)","-2.25(-4.47,0.06)","-0.24(-0.66,0.17)",1026,1.0017
"C60_C63","RUCC3_Built_Multi",5,"0.18(-1.34,1.63)","-0.56(-2.03,0.89)","-2.25(-4.47,0.06)","-0.24(-0.66,0.17)",1026,1.0017
"C60_C63","RUCC3_Social_Multi",5,"1.25(-0.44,2.88)","1.05(-0.46,2.53)","-2.25(-4.47,0.06)","-0.24(-0.66,0.17)",1026,1.0017
"C60_C63","RUCC4_EQI",5,"4.07(0.35,7.78)*","2.70(-0.25,5.59)","-3.47(-6.24,-0.84)**","-0.67(-1.87,0.51)",639,1.0006
"C60_C63","RUCC4_Air",5,"-0.63(-6.58,5.29)","-0.32(-2.94,2.38)","-1.45(-3.87,0.96)","-0.86(-2.06,0.32)",639,1.0018
"C60_C63","RUCC4_Water",5,"-0.30(-4.17,3.51)","3.36(-0.72,7.39)","-1.96(-4.05,0.08)","-0.83(-2.00,0.34)",639,1.0005
"C60_C63","RUCC4_Land",5,"0.14(-2.95,3.20)","0.64(-2.54,3.74)","-1.87(-4.48,0.76)","-0.84(-2.07,0.39)",639,1.0018
"C60_C63","RUCC4_Built",5,"1.34(-2.47,5.10)","0.47(-2.93,4.02)","-2.25(-5.59,1.08)","-0.83(-1.98,0.31)",639,1.0025
"C60_C63","RUCC4_Social",5,"-0.49(-5.18,4.24)","-1.73(-5.62,2.08)","-0.18(-4.11,3.72)","-0.80(-1.97,0.40)",639,1.0029
"C60_C63","RUCC4_Air_Multi",5,"-0.45(-6.24,5.29)","-0.29(-3.06,2.62)","-1.71(-6.45,3.00)","-0.79(-2.00,0.42)",639,1.0037
"C60_C63","RUCC4_Water_Multi",5,"-0.34(-4.26,3.63)","3.43(-0.67,7.35)","-1.71(-6.45,3.00)","-0.79(-2.00,0.42)",639,1.0037
"C60_C63","RUCC4_Land_Multi",5,"0.28(-2.87,3.47)","0.99(-2.28,4.08)","-1.71(-6.45,3.00)","-0.79(-2.00,0.42)",639,1.0037
"C60_C63","RUCC4_Built_Multi",5,"1.46(-2.60,5.40)","0.94(-2.65,4.58)","-1.71(-6.45,3.00)","-0.79(-2.00,0.42)",639,1.0037
"C60_C63","RUCC4_Social_Multi",5,"-0.68(-5.34,4.15)","-1.69(-5.55,2.36)","-1.71(-6.45,3.00)","-0.79(-2.00,0.42)",639,1.0037
"C60_C63","Within_RUCC_EQI",5,"0.30(-0.41,1.02)","0.21(-0.57,1.00)","-1.39(-2.16,-0.63)***","-0.09(-0.28,0.11)",3137,1.002
"C60_C63","Within_RUCC_Air",5,"-0.31(-0.85,0.25)","0.24(-0.36,0.85)","-1.10(-1.71,-0.52)***","-0.10(-0.29,0.10)",3137,1.0007
"C60_C63","Within_RUCC_Water",5,"-0.06(-0.82,0.66)","-0.04(-0.74,0.65)","-1.14(-1.65,-0.64)***","-0.09(-0.29,0.11)",3137,1.0016
"C60_C63","Within_RUCC_Land",5,"-0.59(-1.15,-0.02)*","-0.34(-0.94,0.27)","-0.81(-1.40,-0.23)**","-0.09(-0.30,0.11)",3137,1.0014
"C60_C63","Within_RUCC_Built",5,"-0.34(-1.10,0.40)","-0.03(-0.80,0.76)","-0.97(-1.78,-0.13)*","-0.10(-0.29,0.10)",3137,1.0008
"C60_C63","Within_RUCC_Social",5,"-0.09(-0.66,0.51)","-0.60(-1.24,0.04)","-0.92(-1.61,-0.23)**","-0.07(-0.27,0.14)",3137,1.0016
"C60_C63","EQI",10,"-0.31(-0.87,0.26)","-0.28(-0.90,0.35)","0.66(0.04,1.29)*","0.22(0.02,0.44)*",3136,1.0009
"C60_C63","Air",10,"-0.30(-0.88,0.26)","0.02(-0.64,0.72)","0.59(-0.02,1.16)","0.21(-0.01,0.43)",3136,1.0018
"C60_C63","Water",10,"0.04(-0.80,0.88)","-0.45(-1.26,0.37)","0.50(-0.01,1.00)","0.21(0.00,0.42)*",3136,1.0007
"C60_C63","Land",10,"0.12(-0.51,0.75)","-0.64(-1.29,0.01)","0.61(-0.05,1.26)","0.23(0.01,0.45)*",3136,1.0035
"C60_C63","Built",10,"-0.32(-1.03,0.42)","0.02(-0.77,0.78)","0.62(-0.16,1.41)","0.22(0.01,0.43)*",3136,1.0008
"C60_C63","Social",10,"0.59(-0.18,1.38)","1.18(0.33,2.02)**","-0.27(-1.06,0.52)","0.18(-0.04,0.40)",3136,1.0009
"C60_C63","Air_Multi",10,"-0.21(-0.79,0.36)","-0.05(-0.76,0.66)","0.16(-1.01,1.34)","0.18(-0.04,0.41)",3136,1.0031
"C60_C63","Water_Multi",10,"-0.00(-0.83,0.84)","-0.39(-1.21,0.47)","0.16(-1.01,1.34)","0.18(-0.04,0.41)",3136,1.0031
"C60_C63","Land_Multi",10,"0.22(-0.43,0.87)","-0.67(-1.34,-0.01)*","0.16(-1.01,1.34)","0.18(-0.04,0.41)",3136,1.0031
"C60_C63","Built_Multi",10,"-0.27(-0.99,0.48)","-0.04(-0.81,0.72)","0.16(-1.01,1.34)","0.18(-0.04,0.41)",3136,1.0031
"C60_C63","Social_Multi",10,"0.56(-0.25,1.36)","1.18(0.30,2.05)*","0.16(-1.01,1.34)","0.18(-0.04,0.41)",3136,1.0031
"C60_C63","RUCC1_EQI",10,"-0.15(-0.53,0.20)","-0.45(-0.92,0.04)","0.28(-0.13,0.67)","0.04(-0.10,0.17)",1165,1.0006
"C60_C63","RUCC1_Air",10,"-0.01(-0.38,0.35)","-0.46(-1.03,0.13)","0.18(-0.24,0.60)","0.03(-0.10,0.17)",1165,1.0004
"C60_C63","RUCC1_Water",10,"0.07(-0.62,0.77)","0.69(0.17,1.21)*","0.07(-0.25,0.41)","0.04(-0.09,0.17)",1165,1.001
"C60_C63","RUCC1_Land",10,"0.17(-0.24,0.58)","-0.07(-0.56,0.43)","0.04(-0.40,0.47)","0.03(-0.10,0.17)",1165,1.0015
"C60_C63","RUCC1_Built",10,"-0.02(-0.58,0.52)","0.13(-0.45,0.70)","0.09(-0.47,0.68)","0.03(-0.10,0.17)",1165,1.0021
"C60_C63","RUCC1_Social",10,"0.42(-0.22,1.03)","1.93(1.04,2.79)***","-0.41(-1.06,0.24)","-0.01(-0.15,0.13)",1165,1.003
"C60_C63","RUCC1_Air_Multi",10,"0.15(-0.23,0.51)","-0.02(-0.87,0.90)","-0.64(-1.60,0.29)","0.00(-0.13,0.13)",1165,1.0428
"C60_C63","RUCC1_Water_Multi",10,"0.13(-0.58,0.88)","0.56(0.01,1.12)*","-0.64(-1.60,0.29)","0.00(-0.13,0.13)",1165,1.0428
