"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C18_C21","EQI",5,"0.20(-0.49,0.90)","1.09(0.20,1.94)*","-1.65(-2.56,-0.75)***","0.14(-0.13,0.41)",3137,1.0013
"C18_C21","Air",5,"-0.38(-1.09,0.32)","0.40(-0.52,1.31)","-1.25(-2.10,-0.36)**","0.13(-0.16,0.41)",3137,1.0022
"C18_C21","Water",5,"-1.18(-2.35,-0.01)*","-0.20(-1.26,0.88)","-1.37(-2.12,-0.62)**","0.09(-0.19,0.37)",3137,1.0026
"C18_C21","Land",5,"-0.22(-0.95,0.53)","-0.08(-0.91,0.78)","-1.29(-2.16,-0.40)**","0.13(-0.16,0.41)",3137,1.003
"C18_C21","Built",5,"0.34(-0.59,1.20)","0.44(-0.59,1.41)","-1.70(-2.73,-0.64)**","0.14(-0.15,0.44)",3137,1.0029
"C18_C21","Social",5,"0.38(-0.68,1.44)","0.99(-0.24,2.22)","-1.85(-3.05,-0.65)***","0.13(-0.16,0.41)",3137,1.0021
"C18_C21","Air_Multi",5,"-0.36(-1.08,0.35)","0.32(-0.61,1.32)","-2.01(-3.52,-0.41)*","0.10(-0.19,0.38)",3137,1.004
"C18_C21","Water_Multi",5,"-1.03(-2.23,0.14)","-0.17(-1.31,0.92)","-2.01(-3.52,-0.41)*","0.10(-0.19,0.38)",3137,1.004
"C18_C21","Land_Multi",5,"-0.08(-0.85,0.70)","-0.05(-0.93,0.80)","-2.01(-3.52,-0.41)*","0.10(-0.19,0.38)",3137,1.004
"C18_C21","Built_Multi",5,"0.45(-0.54,1.38)","0.37(-0.72,1.39)","-2.01(-3.52,-0.41)*","0.10(-0.19,0.38)",3137,1.004
"C18_C21","Social_Multi",5,"0.48(-0.61,1.54)","0.81(-0.46,2.04)","-2.01(-3.52,-0.41)*","0.10(-0.19,0.38)",3137,1.004
"C18_C21","RUCC1_EQI",5,"0.14(-0.42,0.67)","0.97(0.21,1.73)*","-1.79(-2.38,-1.20)***","0.14(-0.06,0.33)",1166,1.0007
"C18_C21","RUCC1_Air",5,"-0.02(-0.53,0.48)","-0.62(-1.57,0.36)","-1.50(-2.09,-0.92)***","0.15(-0.05,0.34)",1166,1.0019
"C18_C21","RUCC1_Water",5,"-0.29(-1.37,0.72)","0.77(-0.04,1.51)","-1.61(-2.08,-1.14)***","0.16(-0.04,0.36)",1166,1.0008
"C18_C21","RUCC1_Land",5,"-0.22(-0.79,0.35)","0.94(0.23,1.65)*","-1.66(-2.26,-1.04)***","0.13(-0.06,0.33)",1166,1.0004
"C18_C21","RUCC1_Built",5,"0.09(-0.67,0.86)","0.32(-0.53,1.13)","-1.72(-2.54,-0.91)***","0.14(-0.06,0.34)",1166,1.0016
"C18_C21","RUCC1_Social",5,"0.54(-0.47,1.52)","1.59(0.26,2.83)*","-2.18(-3.16,-1.13)***","0.14(-0.06,0.34)",1166,1.0021
"C18_C21","RUCC1_Air_Multi",5,"0.09(-0.45,0.59)","-0.99(-1.90,-0.07)*","-2.57(-3.88,-1.22)**","0.14(-0.06,0.33)",1166,1.0022
"C18_C21","RUCC1_Water_Multi",5,"-0.35(-1.31,0.58)","0.88(0.12,1.60)*","-2.57(-3.88,-1.22)**","0.14(-0.06,0.33)",1166,1.0022
"C18_C21","RUCC1_Land_Multi",5,"-0.22(-0.79,0.35)","0.90(0.19,1.56)*","-2.57(-3.88,-1.22)**","0.14(-0.06,0.33)",1166,1.0022
"C18_C21","RUCC1_Built_Multi",5,"0.21(-0.56,0.94)","0.34(-0.49,1.14)","-2.57(-3.88,-1.22)**","0.14(-0.06,0.33)",1166,1.0022
"C18_C21","RUCC1_Social_Multi",5,"0.61(-0.34,1.59)","1.75(0.45,3.00)**","-2.57(-3.88,-1.22)**","0.14(-0.06,0.33)",1166,1.0022
"C18_C21","RUCC2_EQI",5,"-0.64(-2.70,1.52)","-0.04(-2.50,2.43)","-2.12(-4.00,-0.20)*","-0.34(-1.08,0.42)",306,1.0022
"C18_C21","RUCC2_Air",5,"-0.79(-2.85,1.28)","0.51(-2.02,3.06)","-2.13(-4.08,-0.15)*","-0.34(-1.05,0.40)",306,1.0017
"C18_C21","RUCC2_Water",5,"-0.19(-3.25,2.97)","0.64(-2.17,3.45)","-2.42(-3.98,-0.67)**","-0.31(-1.08,0.48)",306,1.0014
"C18_C21","RUCC2_Land",5,"-0.61(-2.85,1.68)","-1.82(-4.04,0.47)","-1.66(-3.80,0.40)","-0.41(-1.10,0.37)",306,1.0027
"C18_C21","RUCC2_Built",5,"0.70(-1.94,3.14)","-1.80(-4.28,0.81)","-2.13(-4.62,0.41)","-0.23(-0.95,0.52)",306,1.0072
"C18_C21","RUCC2_Social",5,"-1.25(-3.58,1.26)","0.49(-2.11,3.38)","-1.92(-4.26,0.41)","-0.38(-1.12,0.38)",306,1.0014
"C18_C21","RUCC2_Air_Multi",5,"-0.37(-2.29,1.53)","-0.03(-2.35,2.31)","-1.44(-4.92,2.11)","-0.33(-1.04,0.45)",306,1.0042
"C18_C21","RUCC2_Water_Multi",5,"0.17(-2.68,3.00)","0.32(-2.40,3.11)","-1.44(-4.92,2.11)","-0.33(-1.04,0.45)",306,1.0042
"C18_C21","RUCC2_Land_Multi",5,"-0.33(-2.64,1.95)","-1.24(-3.37,1.02)","-1.44(-4.92,2.11)","-0.33(-1.04,0.45)",306,1.0042
"C18_C21","RUCC2_Built_Multi",5,"1.00(-1.30,3.24)","-1.08(-3.52,1.40)","-1.44(-4.92,2.11)","-0.33(-1.04,0.45)",306,1.0042
"C18_C21","RUCC2_Social_Multi",5,"-1.13(-3.28,1.11)","0.56(-2.03,3.21)","-1.44(-4.92,2.11)","-0.33(-1.04,0.45)",306,1.0042
"C18_C21","RUCC3_EQI",5,"-1.03(-2.95,0.96)","-0.99(-2.84,1.02)","-0.03(-2.08,1.77)","-0.16(-0.81,0.48)",1026,1.0011
"C18_C21","RUCC3_Air",5,"-2.65(-4.67,-0.51)*","-2.37(-4.01,-0.71)**","0.94(-0.69,2.48)","-0.05(-0.68,0.56)",1026,1.0011
"C18_C21","RUCC3_Water",5,"0.57(-1.59,2.63)","0.25(-2.30,2.62)","-0.94(-2.30,0.34)","-0.14(-0.81,0.49)",1026,1.0031
"C18_C21","RUCC3_Land",5,"0.07(-1.86,2.06)","-0.40(-2.30,1.48)","-0.71(-2.45,0.98)","-0.16(-0.81,0.48)",1026,1.0016
"C18_C21","RUCC3_Built",5,"1.06(-1.08,3.18)","0.47(-1.84,2.76)","-1.51(-3.61,0.61)","-0.16(-0.83,0.47)",1026,1.0012
"C18_C21","RUCC3_Social",5,"-1.17(-3.62,1.36)","0.36(-1.86,2.64)","-0.75(-3.00,1.40)","-0.23(-0.89,0.42)",1026,1.0012
"C18_C21","RUCC3_Air_Multi",5,"-2.80(-4.71,-0.82)**","-2.85(-4.41,-1.22)***","0.67(-2.72,3.83)","-0.04(-0.65,0.56)",1026,1.0021
"C18_C21","RUCC3_Water_Multi",5,"0.41(-1.97,2.63)","1.02(-1.52,3.23)","0.67(-2.72,3.83)","-0.04(-0.65,0.56)",1026,1.0021
"C18_C21","RUCC3_Land_Multi",5,"-0.55(-2.36,1.30)","-1.20(-2.85,0.56)","0.67(-2.72,3.83)","-0.04(-0.65,0.56)",1026,1.0021
"C18_C21","RUCC3_Built_Multi",5,"1.02(-1.04,3.25)","-0.06(-2.29,2.32)","0.67(-2.72,3.83)","-0.04(-0.65,0.56)",1026,1.0021
"C18_C21","RUCC3_Social_Multi",5,"-1.39(-3.91,1.21)","1.63(-0.73,3.97)","0.67(-2.72,3.83)","-0.04(-0.65,0.56)",1026,1.0021
"C18_C21","RUCC4_EQI",5,"-0.81(-5.20,3.64)","-0.59(-4.29,3.15)","0.07(-3.35,3.57)","0.56(-0.90,2.05)",639,1.0004
"C18_C21","RUCC4_Air",5,"-0.40(-7.16,6.27)","0.69(-2.68,4.03)","-0.66(-3.78,2.43)","0.66(-0.82,2.09)",639,1.0026
"C18_C21","RUCC4_Water",5,"-2.41(-6.89,2.00)","-1.88(-6.97,3.42)","0.13(-2.55,2.78)","0.58(-0.83,2.03)",639,1.003
"C18_C21","RUCC4_Land",5,"1.44(-2.19,5.25)","-0.11(-4.02,3.66)","-0.80(-4.02,2.48)","0.63(-0.78,2.09)",639,1.0011
"C18_C21","RUCC4_Built",5,"1.11(-3.46,5.65)","0.48(-3.77,4.70)","-0.93(-4.86,3.03)","0.63(-0.86,2.09)",639,1.003
"C18_C21","RUCC4_Social",5,"3.40(-1.83,8.79)","1.61(-2.72,5.94)","-1.91(-6.44,2.70)","0.75(-0.68,2.16)",639,1.0039
"C18_C21","RUCC4_Air_Multi",5,"-0.56(-7.30,6.18)","0.72(-2.72,4.08)","-2.73(-8.26,2.89)","0.74(-0.74,2.20)",639,1.0037
"C18_C21","RUCC4_Water_Multi",5,"-2.65(-7.24,1.81)","-2.02(-7.23,3.05)","-2.73(-8.26,2.89)","0.74(-0.74,2.20)",639,1.0037
"C18_C21","RUCC4_Land_Multi",5,"1.36(-2.38,5.12)","-0.16(-4.23,3.86)","-2.73(-8.26,2.89)","0.74(-0.74,2.20)",639,1.0037
"C18_C21","RUCC4_Built_Multi",5,"0.77(-4.07,5.53)","0.36(-4.13,4.67)","-2.73(-8.26,2.89)","0.74(-0.74,2.20)",639,1.0037
"C18_C21","RUCC4_Social_Multi",5,"3.31(-2.10,8.62)","1.77(-2.79,6.25)","-2.73(-8.26,2.89)","0.74(-0.74,2.20)",639,1.0037
"C18_C21","Within_RUCC_EQI",5,"-0.30(-1.26,0.67)","0.28(-0.76,1.29)","-1.29(-2.41,-0.23)*","0.12(-0.18,0.40)",3137,1.0024
"C18_C21","Within_RUCC_Air",5,"0.11(-0.64,0.86)","0.49(-0.35,1.38)","-1.59(-2.51,-0.64)**","0.12(-0.17,0.40)",3137,1.0016
"C18_C21","Within_RUCC_Water",5,"-0.55(-1.64,0.51)","-0.10(-1.13,0.97)","-1.34(-2.15,-0.57)**","0.12(-0.17,0.41)",3137,1.0018
"C18_C21","Within_RUCC_Land",5,"-0.16(-0.92,0.58)","-0.04(-0.85,0.78)","-1.35(-2.25,-0.46)**","0.12(-0.17,0.40)",3137,1.002
"C18_C21","Within_RUCC_Built",5,"-0.52(-1.53,0.44)","-0.43(-1.59,0.61)","-0.99(-2.10,0.14)","0.12(-0.17,0.40)",3137,1.008
"C18_C21","Within_RUCC_Social",5,"0.28(-0.50,1.05)","0.76(-0.17,1.69)","-1.83(-2.83,-0.85)***","0.07(-0.22,0.37)",3137,1.0044
"C18_C21","EQI",10,"0.26(-0.34,0.85)","0.14(-0.59,0.87)","-1.18(-1.79,-0.57)***","0.08(-0.14,0.30)",3136,1.0008
"C18_C21","Air",10,"0.06(-0.52,0.63)","-0.64(-1.54,0.27)","-0.95(-1.55,-0.36)**","0.10(-0.10,0.31)",3136,1.001
"C18_C21","Water",10,"0.41(-0.63,1.38)","-0.26(-1.11,0.56)","-1.06(-1.53,-0.54)***","0.07(-0.14,0.29)",3136,1.0021
"C18_C21","Land",10,"-0.19(-0.82,0.45)","-0.14(-0.85,0.56)","-0.91(-1.53,-0.27)**","0.09(-0.13,0.30)",3136,1.001
"C18_C21","Built",10,"0.19(-0.65,1.08)","0.18(-0.70,1.09)","-1.20(-2.04,-0.37)**","0.08(-0.12,0.29)",3136,1.0022
"C18_C21","Social",10,"0.03(-0.90,0.95)","0.02(-1.10,1.11)","-1.05(-2.01,-0.13)*","0.09(-0.13,0.32)",3136,1.0009
"C18_C21","Air_Multi",10,"0.05(-0.55,0.66)","-0.67(-1.54,0.24)","-1.00(-2.30,0.26)","0.09(-0.13,0.31)",3136,1.0018
"C18_C21","Water_Multi",10,"0.27(-0.76,1.35)","-0.25(-1.09,0.60)","-1.00(-2.30,0.26)","0.09(-0.13,0.31)",3136,1.0018
"C18_C21","Land_Multi",10,"-0.24(-0.92,0.41)","-0.16(-0.89,0.54)","-1.00(-2.30,0.26)","0.09(-0.13,0.31)",3136,1.0018
"C18_C21","Built_Multi",10,"0.24(-0.58,1.09)","0.23(-0.69,1.10)","-1.00(-2.30,0.26)","0.09(-0.13,0.31)",3136,1.0018
"C18_C21","Social_Multi",10,"-0.03(-0.98,0.93)","0.08(-1.04,1.17)","-1.00(-2.30,0.26)","0.09(-0.13,0.31)",3136,1.0018
"C18_C21","RUCC1_EQI",10,"-0.23(-0.66,0.22)","-0.27(-0.82,0.35)","-0.81(-1.30,-0.33)***","0.10(-0.06,0.25)",1165,1.0015
"C18_C21","RUCC1_Air",10,"0.04(-0.39,0.46)","0.65(-0.15,1.47)","-1.08(-1.54,-0.61)***","0.07(-0.09,0.23)",1165,1.0017
"C18_C21","RUCC1_Water",10,"-0.37(-1.16,0.41)","-0.35(-0.89,0.22)","-0.93(-1.31,-0.57)***","0.08(-0.08,0.24)",1165,1.0023
"C18_C21","RUCC1_Land",10,"-0.57(-1.01,-0.12)*","-0.20(-0.77,0.39)","-0.65(-1.11,-0.20)**","0.08(-0.08,0.24)",1165,1.0006
"C18_C21","RUCC1_Built",10,"0.03(-0.62,0.70)","0.44(-0.27,1.16)","-1.18(-1.89,-0.47)**","0.07(-0.08,0.22)",1165,1.002
