"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C51_C58","EQI",5,"0.57(-0.02,1.17)","0.53(-0.13,1.17)","-0.44(-0.97,0.11)","0.14(-0.07,0.34)",3137,1.0011
"C51_C58","Air",5,"-0.32(-0.90,0.26)","-0.44(-1.10,0.22)","0.17(-0.38,0.72)","0.14(-0.07,0.34)",3137,1.0007
"C51_C58","Water",5,"-0.31(-1.15,0.56)","0.02(-0.75,0.81)","-0.04(-0.49,0.40)","0.14(-0.06,0.34)",3137,1.0028
"C51_C58","Land",5,"0.53(-0.08,1.13)","-0.03(-0.66,0.60)","-0.26(-0.86,0.30)","0.14(-0.06,0.34)",3137,1.0014
"C51_C58","Built",5,"0.20(-0.52,0.95)","0.36(-0.39,1.12)","-0.31(-1.04,0.44)","0.14(-0.07,0.34)",3137,1.002
"C51_C58","Social",5,"-0.01(-0.80,0.81)","0.34(-0.54,1.20)","-0.22(-1.02,0.57)","0.10(-0.10,0.31)",3137,1.0044
"C51_C58","Air_Multi",5,"-0.25(-0.81,0.31)","-0.53(-1.20,0.14)","-0.39(-1.46,0.76)","0.10(-0.12,0.31)",3137,1.0018
"C51_C58","Water_Multi",5,"-0.39(-1.25,0.45)","-0.06(-0.85,0.72)","-0.39(-1.46,0.76)","0.10(-0.12,0.31)",3137,1.0018
"C51_C58","Land_Multi",5,"0.59(-0.03,1.22)","-0.03(-0.67,0.64)","-0.39(-1.46,0.76)","0.10(-0.12,0.31)",3137,1.0018
"C51_C58","Built_Multi",5,"0.21(-0.54,0.93)","0.39(-0.39,1.16)","-0.39(-1.46,0.76)","0.10(-0.12,0.31)",3137,1.0018
"C51_C58","Social_Multi",5,"-0.09(-0.93,0.71)","0.41(-0.46,1.27)","-0.39(-1.46,0.76)","0.10(-0.12,0.31)",3137,1.0018
"C51_C58","RUCC1_EQI",5,"-0.02(-0.46,0.41)","-0.19(-0.73,0.35)","0.01(-0.45,0.49)","0.12(-0.03,0.28)",1166,1.0023
"C51_C58","RUCC1_Air",5,"-0.03(-0.44,0.36)","-0.57(-1.38,0.38)","0.01(-0.44,0.46)","0.13(-0.02,0.27)",1166,1.0098
"C51_C58","RUCC1_Water",5,"-0.25(-0.98,0.49)","-0.06(-0.67,0.56)","-0.01(-0.39,0.39)","0.11(-0.04,0.27)",1166,1.0058
"C51_C58","RUCC1_Land",5,"-0.14(-0.62,0.32)","0.02(-0.56,0.60)","0.04(-0.46,0.55)","0.11(-0.04,0.27)",1166,1.0023
"C51_C58","RUCC1_Built",5,"0.14(-0.47,0.75)","0.09(-0.53,0.72)","-0.14(-0.77,0.51)","0.11(-0.04,0.27)",1166,1.0023
"C51_C58","RUCC1_Social",5,"-0.34(-1.03,0.34)","-0.26(-1.24,0.64)","0.24(-0.43,0.92)","0.10(-0.05,0.26)",1166,1.0037
"C51_C58","RUCC1_Air_Multi",5,"-0.04(-0.44,0.36)","-0.77(-1.53,0.17)","0.36(-0.60,1.34)","0.11(-0.03,0.27)",1166,1.0051
"C51_C58","RUCC1_Water_Multi",5,"-0.27(-0.97,0.43)","0.02(-0.58,0.60)","0.36(-0.60,1.34)","0.11(-0.03,0.27)",1166,1.0051
"C51_C58","RUCC1_Land_Multi",5,"-0.23(-0.70,0.28)","-0.01(-0.55,0.56)","0.36(-0.60,1.34)","0.11(-0.03,0.27)",1166,1.0051
"C51_C58","RUCC1_Built_Multi",5,"0.12(-0.50,0.71)","0.20(-0.50,0.88)","0.36(-0.60,1.34)","0.11(-0.03,0.27)",1166,1.0051
"C51_C58","RUCC1_Social_Multi",5,"-0.38(-1.06,0.31)","-0.39(-1.30,0.64)","0.36(-0.60,1.34)","0.11(-0.03,0.27)",1166,1.0051
"C51_C58","RUCC2_EQI",5,"0.41(-0.79,1.65)","0.29(-1.32,1.84)","-0.88(-2.03,0.34)","-0.44(-0.95,0.14)",306,1.0011
"C51_C58","RUCC2_Air",5,"1.48(0.24,2.66)*","2.02(0.26,3.69)*","-1.54(-2.60,-0.36)*","-0.35(-0.89,0.23)",306,1.0025
"C51_C58","RUCC2_Water",5,"-0.09(-2.10,1.74)","-1.12(-2.69,0.36)","-0.55(-1.52,0.51)","-0.49(-0.98,0.08)",306,1.0021
"C51_C58","RUCC2_Land",5,"0.19(-1.10,1.51)","0.81(-0.61,2.20)","-0.98(-2.38,0.47)","-0.47(-1.00,0.09)",306,1.0021
"C51_C58","RUCC2_Built",5,"0.11(-1.31,1.66)","0.48(-1.10,2.15)","-0.76(-2.37,0.85)","-0.42(-0.94,0.14)",306,1.0012
"C51_C58","RUCC2_Social",5,"-0.13(-1.92,1.70)","0.90(-1.10,2.88)","-0.67(-2.59,1.25)","-0.41(-0.91,0.17)",306,1.0012
"C51_C58","RUCC2_Air_Multi",5,"0.93(-0.39,2.24)","1.66(-0.21,3.50)","-1.59(-4.33,1.01)","-0.35(-0.88,0.23)",306,1.0064
