"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C34","EQI",5,"0.39(-0.66,1.44)","1.42(0.16,2.68)*","-6.01(-7.14,-4.87)***","0.04(-0.36,0.45)",3137,1.0013
"C34","Air",5,"-0.02(-1.02,1.01)","2.10(0.68,3.50)**","-5.86(-6.94,-4.75)***","0.02(-0.36,0.41)",3137,1.0019
"C34","Water",5,"0.31(-1.33,1.97)","0.84(-0.64,2.34)","-5.60(-6.45,-4.68)***","0.08(-0.31,0.47)",3137,1.0011
"C34","Land",5,"0.02(-1.09,1.14)","-0.45(-1.76,0.83)","-5.38(-6.52,-4.27)***","0.08(-0.30,0.47)",3137,1.002
"C34","Built",5,"0.53(-0.77,1.86)","0.76(-0.72,2.15)","-6.05(-7.40,-4.64)***","0.06(-0.33,0.45)",3137,1.0008
"C34","Social",5,"-1.18(-2.77,0.45)","1.12(-0.71,2.97)","-5.11(-6.76,-3.47)***","-0.11(-0.49,0.29)",3137,1.0014
"C34","Air_Multi",5,"0.21(-0.82,1.21)","1.63(0.19,3.08)*","-6.16(-8.30,-3.94)***","-0.12(-0.53,0.28)",3137,1.0029
"C34","Water_Multi",5,"0.35(-1.31,2.03)","0.66(-0.71,2.10)","-6.16(-8.30,-3.94)***","-0.12(-0.53,0.28)",3137,1.0029
"C34","Land_Multi",5,"0.25(-0.82,1.33)","-0.59(-1.82,0.64)","-6.16(-8.30,-3.94)***","-0.12(-0.53,0.28)",3137,1.0029
"C34","Built_Multi",5,"0.81(-0.54,2.14)","0.48(-0.90,1.89)","-6.16(-8.30,-3.94)***","-0.12(-0.53,0.28)",3137,1.0029
"C34","Social_Multi",5,"-1.16(-2.79,0.41)","1.07(-0.67,2.89)","-6.16(-8.30,-3.94)***","-0.12(-0.53,0.28)",3137,1.0029
"C34","RUCC1_EQI",5,"-0.02(-0.80,0.74)","1.33(0.14,2.45)*","-6.02(-6.91,-5.16)***","0.10(-0.18,0.38)",1166,1.0018
"C34","RUCC1_Air",5,"0.35(-0.41,1.10)","0.28(-1.61,2.01)","-6.15(-7.06,-5.20)***","0.08(-0.21,0.38)",1166,1.0017
"C34","RUCC1_Water",5,"-0.49(-1.91,1.04)","0.02(-1.02,1.06)","-5.86(-6.63,-5.10)***","0.09(-0.20,0.39)",1166,1.0016
"C34","RUCC1_Land",5,"0.22(-0.71,1.12)","0.29(-0.79,1.34)","-6.05(-6.94,-5.10)***","0.11(-0.19,0.41)",1166,1.0014
"C34","RUCC1_Built",5,"0.54(-0.65,1.68)","1.71(0.44,2.95)**","-6.68(-7.93,-5.33)***","0.10(-0.19,0.38)",1166,1.0006
