"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C30_C39","EQI",5,"0.41(-0.63,1.41)","1.25(-0.03,2.53)","-6.10(-7.23,-4.98)***","0.07(-0.33,0.48)",3137,1.0045
"C30_C39","Air",5,"0.16(-0.84,1.16)","1.98(0.53,3.47)**","-6.09(-7.24,-4.99)***","0.04(-0.35,0.43)",3137,1.0013
"C30_C39","Water",5,"0.34(-1.28,1.95)","0.95(-0.55,2.39)","-5.76(-6.68,-4.83)***","0.10(-0.29,0.50)",3137,1.0019
"C30_C39","Land",5,"0.29(-0.86,1.37)","-0.10(-1.37,1.18)","-5.74(-6.95,-4.54)***","0.10(-0.29,0.51)",3137,1.0018
"C30_C39","Built",5,"0.62(-0.75,1.99)","0.69(-0.77,2.13)","-6.23(-7.64,-4.81)***","0.08(-0.32,0.48)",3137,0.9999
"C30_C39","Social",5,"-1.09(-2.80,0.53)","1.47(-0.43,3.32)","-5.39(-7.05,-3.68)***","-0.09(-0.48,0.30)",3137,1.001
"C30_C39","Air_Multi",5,"0.41(-0.60,1.45)","1.43(-0.04,2.87)","-6.69(-8.87,-4.43)***","-0.11(-0.51,0.28)",3137,1.0016
"C30_C39","Water_Multi",5,"0.36(-1.27,1.96)","0.80(-0.64,2.24)","-6.69(-8.87,-4.43)***","-0.11(-0.51,0.28)",3137,1.0016
"C30_C39","Land_Multi",5,"0.47(-0.65,1.60)","-0.31(-1.57,0.95)","-6.69(-8.87,-4.43)***","-0.11(-0.51,0.28)",3137,1.0016
"C30_C39","Built_Multi",5,"0.87(-0.49,2.22)","0.33(-1.07,1.76)","-6.69(-8.87,-4.43)***","-0.11(-0.51,0.28)",3137,1.0016
"C30_C39","Social_Multi",5,"-1.08(-2.70,0.58)","1.52(-0.38,3.41)","-6.69(-8.87,-4.43)***","-0.11(-0.51,0.28)",3137,1.0016
"C30_C39","RUCC1_EQI",5,"0.03(-0.72,0.79)","1.68(0.49,2.76)**","-6.03(-6.87,-5.22)***","0.13(-0.14,0.40)",1166,1.0009
"C30_C39","RUCC1_Air",5,"0.29(-0.42,1.04)","0.58(-1.24,2.26)","-6.13(-7.03,-5.22)***","0.10(-0.18,0.39)",1166,1.0006
"C30_C39","RUCC1_Water",5,"-0.45(-1.86,1.04)","0.12(-0.89,1.11)","-5.86(-6.61,-5.11)***","0.11(-0.18,0.39)",1166,1.0011
"C30_C39","RUCC1_Land",5,"0.23(-0.63,1.10)","0.37(-0.67,1.37)","-6.06(-6.94,-5.15)***","0.13(-0.17,0.42)",1166,1.0025
