"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C64_C68","EQI",5,"0.11(-0.48,0.73)","0.15(-0.51,0.84)","0.10(-0.51,0.68)","0.08(-0.14,0.30)",3137,1.0023
"C64_C68","Air",5,"0.06(-0.52,0.62)","0.56(-0.15,1.30)","0.03(-0.57,0.60)","0.07(-0.16,0.28)",3137,1.0011
"C64_C68","Water",5,"0.41(-0.37,1.21)","-0.59(-1.46,0.28)","0.19(-0.27,0.65)","0.08(-0.14,0.29)",3137,1.0023
"C64_C68","Land",5,"-0.38(-1.02,0.26)","-0.24(-0.91,0.45)","0.42(-0.23,1.04)","0.09(-0.12,0.30)",3137,1.0012
"C64_C68","Built",5,"-0.06(-0.81,0.68)","-0.04(-0.83,0.71)","0.23(-0.51,0.97)","0.09(-0.14,0.30)",3137,1.001
"C64_C68","Social",5,"-1.23(-2.10,-0.37)**","-1.00(-1.96,-0.04)*","1.15(0.31,1.98)*","0.04(-0.18,0.26)",3137,1.0009
"C64_C68","Air_Multi",5,"0.05(-0.54,0.66)","0.44(-0.29,1.16)","1.36(0.17,2.59)*","0.02(-0.20,0.24)",3137,1.0025
"C64_C68","Water_Multi",5,"0.40(-0.46,1.27)","-0.66(-1.50,0.18)","1.36(0.17,2.59)*","0.02(-0.20,0.24)",3137,1.0025
"C64_C68","Land_Multi",5,"-0.43(-1.07,0.23)","-0.35(-1.03,0.33)","1.36(0.17,2.59)*","0.02(-0.20,0.24)",3137,1.0025
"C64_C68","Built_Multi",5,"0.02(-0.74,0.77)","-0.06(-0.85,0.74)","1.36(0.17,2.59)*","0.02(-0.20,0.24)",3137,1.0025
"C64_C68","Social_Multi",5,"-1.21(-2.13,-0.34)**","-1.08(-2.05,-0.12)*","1.36(0.17,2.59)*","0.02(-0.20,0.24)",3137,1.0025
"C64_C68","RUCC1_EQI",5,"-0.15(-0.57,0.26)","0.00(-0.49,0.51)","-0.23(-0.65,0.20)","-0.07(-0.21,0.06)",1166,1.0027
"C64_C68","RUCC1_Air",5,"0.27(-0.11,0.65)","0.95(0.27,1.60)**","-0.56(-0.94,-0.17)**","-0.08(-0.21,0.05)",1166,1.0009
"C64_C68","RUCC1_Water",5,"0.75(0.01,1.47)*","0.32(-0.30,0.91)","-0.37(-0.67,-0.07)*","-0.06(-0.20,0.07)",1166,1.0006
"C64_C68","RUCC1_Land",5,"0.02(-0.45,0.47)","-0.05(-0.58,0.51)","-0.32(-0.76,0.13)","-0.08(-0.21,0.06)",1166,1.002
"C64_C68","RUCC1_Built",5,"-0.10(-0.68,0.50)","0.11(-0.53,0.75)","-0.30(-0.91,0.32)","-0.08(-0.21,0.05)",1166,1.0007
"C64_C68","RUCC1_Social",5,"-0.59(-1.26,0.13)","-1.17(-2.05,-0.22)*","0.28(-0.41,0.95)","-0.08(-0.22,0.05)",1166,1.0015
"C64_C68","RUCC1_Air_Multi",5,"0.20(-0.18,0.56)","1.13(0.49,1.74)**","-0.11(-1.09,0.86)","-0.07(-0.20,0.06)",1166,1.0046
"C64_C68","RUCC1_Water_Multi",5,"0.73(0.03,1.45)*","0.31(-0.27,0.86)","-0.11(-1.09,0.86)","-0.07(-0.20,0.06)",1166,1.0046
"C64_C68","RUCC1_Land_Multi",5,"0.15(-0.27,0.57)","0.07(-0.43,0.56)","-0.11(-1.09,0.86)","-0.07(-0.20,0.06)",1166,1.0046
"C64_C68","RUCC1_Built_Multi",5,"-0.15(-0.75,0.43)","0.17(-0.46,0.80)","-0.11(-1.09,0.86)","-0.07(-0.20,0.06)",1166,1.0046
"C64_C68","RUCC1_Social_Multi",5,"-0.50(-1.16,0.13)","-1.52(-2.38,-0.65)**","-0.11(-1.09,0.86)","-0.07(-0.20,0.06)",1166,1.0046
"C64_C68","RUCC2_EQI",5,"-0.28(-1.69,1.20)","-0.10(-1.83,1.61)","0.06(-1.69,1.73)","-0.06(-0.68,0.58)",306,1.0014
"C64_C68","RUCC2_Air",5,"0.97(-0.34,2.30)","0.10(-1.98,2.23)","-0.92(-2.39,0.73)","-0.17(-0.77,0.49)",306,1.0013
"C64_C68","RUCC2_Water",5,"0.72(-1.41,2.48)","-1.56(-3.63,0.59)","-0.24(-1.54,1.06)","-0.16(-0.82,0.51)",306,1.0011
"C64_C68","RUCC2_Land",5,"0.95(-0.66,2.50)","0.81(-0.72,2.35)","-0.82(-2.35,0.77)","-0.08(-0.69,0.58)",306,1.0015
"C64_C68","RUCC2_Built",5,"-0.08(-1.84,1.72)","-0.09(-2.34,2.15)","-0.08(-2.14,1.85)","-0.08(-0.69,0.56)",306,1.0014
"C64_C68","RUCC2_Social",5,"-0.56(-2.09,0.94)","-0.91(-2.54,0.79)","0.41(-1.20,2.06)","-0.08(-0.69,0.57)",306,1.002
"C64_C68","RUCC2_Air_Multi",5,"1.05(-0.31,2.30)","0.14(-1.77,2.19)","-0.66(-3.26,2.12)","-0.16(-0.76,0.46)",306,1.0027
"C64_C68","RUCC2_Water_Multi",5,"0.70(-1.45,2.72)","-1.16(-2.96,0.77)","-0.66(-3.26,2.12)","-0.16(-0.76,0.46)",306,1.0027
"C64_C68","RUCC2_Land_Multi",5,"0.78(-0.62,2.20)","0.95(-0.47,2.37)","-0.66(-3.26,2.12)","-0.16(-0.76,0.46)",306,1.0027
"C64_C68","RUCC2_Built_Multi",5,"-0.45(-2.21,1.34)","-0.46(-2.55,1.71)","-0.66(-3.26,2.12)","-0.16(-0.76,0.46)",306,1.0027
"C64_C68","RUCC2_Social_Multi",5,"-0.46(-1.84,0.89)","-1.06(-2.70,0.59)","-0.66(-3.26,2.12)","-0.16(-0.76,0.46)",306,1.0027
"C64_C68","RUCC3_EQI",5,"-0.49(-1.82,0.84)","-0.62(-1.91,0.69)","0.91(-0.28,2.11)","0.16(-0.28,0.60)",1026,1.0006
"C64_C68","RUCC3_Air",5,"-0.06(-1.50,1.37)","0.13(-1.03,1.31)","0.46(-0.63,1.52)","0.17(-0.27,0.61)",1026,1.0013
"C64_C68","RUCC3_Water",5,"-0.63(-2.02,0.89)","-1.08(-2.78,0.67)","0.72(-0.24,1.63)","0.17(-0.28,0.63)",1026,1.0012
"C64_C68","RUCC3_Land",5,"0.31(-1.12,1.75)","0.40(-0.98,1.73)","0.26(-0.94,1.48)","0.19(-0.25,0.63)",1026,1.0022
"C64_C68","RUCC3_Built",5,"-0.67(-2.13,0.87)","-0.44(-1.89,1.00)","1.01(-0.49,2.48)","0.21(-0.23,0.64)",1026,1.0022
"C64_C68","RUCC3_Social",5,"-0.18(-1.73,1.40)","0.53(-0.97,1.97)","0.18(-1.28,1.67)","0.11(-0.33,0.55)",1026,1.0024
"C64_C68","RUCC3_Air_Multi",5,"-0.11(-1.45,1.23)","0.13(-0.98,1.28)","0.72(-1.42,2.89)","0.16(-0.30,0.62)",1026,1.0037
"C64_C68","RUCC3_Water_Multi",5,"-0.65(-2.08,0.83)","-1.04(-2.73,0.77)","0.72(-1.42,2.89)","0.16(-0.30,0.62)",1026,1.0037
"C64_C68","RUCC3_Land_Multi",5,"0.46(-0.94,1.89)","0.20(-1.15,1.47)","0.72(-1.42,2.89)","0.16(-0.30,0.62)",1026,1.0037
"C64_C68","RUCC3_Built_Multi",5,"-0.48(-2.01,1.00)","-0.58(-2.01,0.84)","0.72(-1.42,2.89)","0.16(-0.30,0.62)",1026,1.0037
"C64_C68","RUCC3_Social_Multi",5,"-0.31(-1.86,1.22)","0.43(-1.18,2.03)","0.72(-1.42,2.89)","0.16(-0.30,0.62)",1026,1.0037
