"ICD_Code","Model","Lag","MRD_Q_Improved","MRD_Q_Worsened","Intercept_Baseline_Change","Control_delta_Smoking_Rate","N_Counties","Rhat_max"
"C25","EQI",5,"-0.24(-0.79,0.30)","-0.14(-0.79,0.51)","0.36(-0.18,0.91)","-0.04(-0.23,0.16)",3137,1.0007
"C25","Air",5,"-0.20(-0.72,0.32)","0.71(0.03,1.39)*","0.16(-0.36,0.68)","-0.07(-0.25,0.12)",3137,1.0027
"C25","Water",5,"0.03(-0.80,0.83)","0.22(-0.55,0.94)","0.20(-0.21,0.61)","-0.04(-0.22,0.16)",3137,1.0036
"C25","Land",5,"-0.22(-0.82,0.39)","0.10(-0.53,0.74)","0.28(-0.29,0.86)","-0.05(-0.24,0.15)",3137,1.0006
"C25","Built",5,"0.18(-0.53,0.88)","0.22(-0.50,0.97)","0.05(-0.66,0.75)","-0.04(-0.22,0.15)",3137,1.002
"C25","Social",5,"-0.87(-1.65,-0.11)*","-0.08(-0.90,0.81)","0.67(-0.10,1.42)","-0.12(-0.32,0.08)",3137,1.0016
"C25","Air_Multi",5,"-0.13(-0.65,0.40)","0.52(-0.23,1.25)","0.41(-0.61,1.50)","-0.13(-0.33,0.06)",3137,1.0034
"C25","Water_Multi",5,"-0.03(-0.85,0.81)","0.12(-0.62,0.87)","0.41(-0.61,1.50)","-0.13(-0.33,0.06)",3137,1.0034
"C25","Land_Multi",5,"-0.21(-0.80,0.39)","0.02(-0.62,0.67)","0.41(-0.61,1.50)","-0.13(-0.33,0.06)",3137,1.0034
"C25","Built_Multi",5,"0.36(-0.34,1.06)","0.15(-0.58,0.87)","0.41(-0.61,1.50)","-0.13(-0.33,0.06)",3137,1.0034
"C25","Social_Multi",5,"-0.75(-1.55,0.06)","-0.13(-0.99,0.75)","0.41(-0.61,1.50)","-0.13(-0.33,0.06)",3137,1.0034
"C25","RUCC1_EQI",5,"0.29(-0.16,0.72)","0.88(0.28,1.45)**","-0.38(-0.83,0.08)","-0.06(-0.22,0.09)",1166,1.0003
"C25","RUCC1_Air",5,"0.10(-0.33,0.55)","0.20(-0.62,1.03)","-0.14(-0.61,0.33)","-0.06(-0.21,0.10)",1166,1.0017
"C25","RUCC1_Water",5,"-0.06(-0.78,0.67)","-0.61(-1.29,0.11)","-0.02(-0.38,0.33)","-0.07(-0.22,0.09)",1166,1.0023
